Run,Iter,Min Obj,sigma_C_min,sigma_Hc_min,sigma_H1_min,sigma_H2_min,sigma_H3_min,sigma_F_min,epsilon_C_min,epsilon_Hc_min,epsilon_H1_min,epsilon_H2_min,epsilon_H3_min,epsilon_F_min,Min Obj Cum.,sigma_C_cum,sigma_Hc_cum,sigma_H1_cum,sigma_H2_cum,sigma_H3_cum,sigma_F_cum,epsilon_C_cum,epsilon_Hc_cum,epsilon_H1_cum,epsilon_H2_cum,epsilon_H3_cum,epsilon_F_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
3,67,661.8378903732273,3.4320193665144,2.616099148633659,2.666982716705812,1.6836936052090758,2.0150562474761067,2.920362975638042,30.63826404091624,6.0400375971159095,14.047305498238886,5.449951831951293,8.391579757116991,32.37398866441383,661.8372124469323,3.4320423090364542,2.616099148633659,2.666982716705812,1.6836936052090758,2.0150562474761067,2.920352436161264,30.63224491447666,6.0400375971159095,14.047305498238886,5.449951831951293,8.391579757116991,32.37472749173192,0.2505677167721901,9.752878735406618,8.3542487079529,5.297724235459342,88.09983825683594,85.0,1105.0,1701.1858246735944,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,76,662.0045363798616,3.436233816583796,2.463121844789773,2.951591013209735,2.6527531940008093,2.848333410381796,2.919974665142714,30.179513564282704,4.687964076468759,13.837050313975537,9.2717149708478,4.820162507906694,32.50558284046315,662.0045205537531,3.436227955289477,2.463121844789773,2.951591013209735,2.6527531940008093,2.848333410381796,2.919974051863934,30.179397086502515,4.687964076468759,13.837050313975537,9.2717149708478,4.820162507906694,32.505690447425934,0.2271589229417131,9.226447406504512,7.730720474546262,5.251789891923708,117.49076652526855,115.0,1495.0,3217.807904787281,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,42,662.0967148739148,3.439513959716056,2.2272883625653,1.861192966142431,1.864551410012467,1.673688259928149,2.9198768099490087,30.20616054796088,14.616036785737654,3.4470227066817354,2.040407316398129,9.052938184818602,32.439450896682786,662.0966099383068,3.439515029240252,2.2272883625653,1.861192966142431,1.864551410012467,1.673688259928149,2.919876790032769,30.20623110356965,14.616036785737654,3.4470227066817354,2.040407316398129,9.052938184818602,32.43940195787657,0.2214312796070896,8.74780259359283,7.505846158368721,5.08002174244948,50.74618244171143,49.0,637.0,8188.662154720668,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,49,974.3385266843676,2.9570041070723567,2.573648868139251,1.905969019852278,2.480392777685863,1.985861621364127,2.934896231818593,37.53342030291174,13.198609868778068,14.328541272265443,9.149506590141064,9.905679346666656,38.167375565556725,974.3369122146707,2.957013735884229,2.573648868139251,1.905969019852278,2.480392777685863,1.985861621364127,2.9348961306610715,37.533685933746575,13.198609868778068,14.328541272265443,9.149506590141064,9.905679346666656,38.16711831181521,0.1735270368403869,58.20443676426632,61.99765438928249,20.85901919116778,59.92650556564331,57.0,741.0,44878.65195843326,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,53,974.6836116173048,2.958751043083048,1.727534518542141,2.674295584787825,2.6933390303121763,1.871274833531338,2.9345100762198038,37.28811398456034,3.8060891110466017,2.009291465667294,9.632794772761034,12.4008515648081,38.2167541938209,974.6836116173048,2.958751043083048,1.727534518542141,2.674295584787825,2.6933390303121763,1.871274833531338,2.9345100762198038,37.28811398456034,3.8060891110466017,2.009291465667294,9.632794772761034,12.4008515648081,38.2167541938209,0.1865880213730394,59.43716646970832,63.31779460494464,21.35295390101549,109.87900066375732,102.0,1326.0,1275.7128697042367,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,59,977.0832018464076,2.8935978285845527,2.540788212624947,2.374045893041906,2.695022821284449,2.841460685888592,2.936257059373089,39.38359694096202,5.175123072701933,2.8006043467836195,12.25556638163234,9.683862604686588,38.80450819554262,977.0816945400012,2.893626308462988,2.540788212624947,2.374045893041906,2.695022821284449,2.841460685888592,2.93623928769456,39.38364048678503,5.175123072701933,2.8006043467836195,12.25556638163234,9.683862604686588,38.80377244385817,0.1657940625033868,54.86725566373369,47.98925377873184,22.69854970834527,92.6045742034912,89.0,1157.0,1979.4548006039613,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,8,979.876424371272,2.8881234848900084,2.84430384142191,1.69087721905472,1.6032836078373518,2.3639096829741697,2.9364858100728424,39.73680737888386,6.544818037012064,2.7896225148380998,2.335705093908333,3.041176240548999,38.79802103878643,979.876424371272,2.8881234848900084,2.84430384142191,1.69087721905472,1.6032836078373518,2.3639096829741697,2.9364858100728424,39.73680737888386,6.544818037012064,2.7896225148380998,2.335705093908333,3.041176240548999,38.79802103878643,0.1554284456345656,52.38394260924716,45.64255871049131,22.111183087969337,22.358993768692017,21.0,273.0,3181.60092370548,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,63,985.6146634155144,2.885512661571484,2.398233244747002,2.681776822704323,1.8752506120703016,2.948057535207832,2.9368408304329536,40.24238330645615,4.985526477547992,8.840860959455162,8.839552185129245,3.493226785327208,38.6875515121859,985.605348355044,2.8848526085719275,2.398233244747002,2.681776822704323,1.8752506120703016,2.948057535207832,2.936845465748229,40.24311645064692,4.985526477547992,8.840860959455162,8.839552185129245,3.493226785327208,38.70125264959108,0.1368812315530402,48.00681066916242,42.66190461393079,20.716743307953287,70.41893172264099,67.0,871.0,4369.747650768274,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,42,998.2263613855648,2.8504447648118414,1.980968378912824,2.8341150261969377,1.782184005669532,1.708657300456414,2.9367432924361605,40.39641862662083,11.803630268678935,7.556058108973819,14.899051271462069,2.471661812902214,39.3424393881597,998.2263613855648,2.8504447648118414,1.980968378912824,2.8341150261969377,1.782184005669532,1.708657300456414,2.9367432924361605,40.39641862662083,11.803630268678935,7.556058108973819,14.899051271462069,2.471661812902214,39.3424393881597,0.1825551739018147,55.55886282082569,42.24342980760551,24.91535390983961,78.8866355419159,75.0,975.0,8357.813375965894,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,22,1026.821716967967,2.445283417935117,1.623728253090015,1.502080285271234,2.498178787352471,1.618347809758811,2.910653574878055,40.97662473356302,10.40293274222346,2.209372770919124,5.049529396711415,5.665029472761669,45.79115715605561,1026.8216349595662,2.445283648917552,1.623728253090015,1.502080285271234,2.498178787352471,1.618347809758811,2.910654047262542,40.97664080210696,10.40293274222346,2.209372770919124,5.049529396711415,5.665029472761669,45.79117312839172,0.2994800349617991,24.90042270844622,25.407095578615703,7.1888862642106695,49.72707867622376,46.0,598.0,2509.4525623945287,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,87,1036.1971408066872,2.4798646164897424,1.693371001771927,2.9429493166933867,2.202748319398308,1.723993117278052,2.9099973144217097,38.57770526338489,7.928239550582749,9.066188180355006,14.648649877036894,6.606607511119889,45.75660587546954,1036.1781141556023,2.479836848376139,1.693371001771927,2.9429493166933867,2.202748319398308,1.723993117278052,2.910069580778188,38.58942131684694,7.928239550582749,9.066188180355006,14.648649877036894,6.606607511119889,45.75769253014597,0.1980726755307515,23.494038620819197,19.29235645968778,7.990580801532976,137.5873146057129,134.0,1742.0,6114.682440714096,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,31,1039.1646070892668,2.4144788435125824,1.6286321327780582,1.837974808832037,2.298028479017016,1.970165132050978,2.9112891427407,43.571507911668256,6.612729113578798,14.067843841682526,9.037505608841617,2.713186108189785,45.76741213163237,1039.1641748888562,2.4145016665066006,1.6286321327780582,1.837974808832037,2.298028479017016,1.970165132050978,2.9112943984465,43.57155407613231,6.612729113578798,14.067843841682526,9.037505608841617,2.713186108189785,45.76702064890695,0.3988499724746968,25.18346538287201,29.00264253888867,6.524960508045711,40.480135440826416,38.0,494.0,2719.1706545874413,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,68,1114.7167331980086,2.9542007849053293,2.004202295962739,2.099815948311686,2.45588389154568,1.512972272898312,2.900586620559848,21.89286759731848,7.29689054136294,7.339115021943781,11.857533295659223,5.974714545530216,43.1353072050164,1114.7165726238704,2.95420149315133,2.004202295962739,2.099815948311686,2.45588389154568,1.512972272898312,2.9005865745506503,21.89283917993987,7.29689054136294,7.339115021943781,11.857533295659223,5.974714545530216,43.13530604361284,0.2555151974000951,19.275284165193654,14.702047801743417,1.9726728811064944,77.97118616104126,74.0,962.0,30540.745430322408,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,33,1368.3482370441204,3.249079973244822,2.066054465226014,2.122041761383843,1.624282866058089,2.1043292575242187,2.8959913267205835,19.13427963447847,4.911396912607265,2.615593382662089,5.947511078202076,2.7118265233879537,39.938390367920704,1368.347989367955,3.2490930603989137,2.066054465226014,2.122041761383843,1.624282866058089,2.1043292575242187,2.895991347913607,19.13409858809728,4.911396912607265,2.615593382662089,5.947511078202076,2.7118265233879537,39.93827562712123,0.8840297285329943,102.03787400599512,72.84929240724802,3.503022434919556,42.108041524887085,40.0,520.0,80158.57266187051,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,27,1427.6817259352017,3.3378941014072687,1.9658084861763216,1.6302218968091058,1.638849980581644,1.751737036078114,2.899102197603287,20.196060733598443,8.221082782442574,11.135240779064302,2.219422652390316,6.34256560360701,38.17223686729317,1427.6817259352017,3.3378941014072687,1.9658084861763216,1.6302218968091058,1.638849980581644,1.751737036078114,2.899102197603287,20.196060733598443,8.221082782442574,11.135240779064302,2.219422652390316,6.34256560360701,38.17223686729317,0.8076732016538543,89.66764862624737,70.69430166191032,3.0258287547091105,53.27558946609497,50.0,650.0,1104.0946442845725,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
