Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,R143a-sim_liq_density-wt,R143a-sim_vap_density-wt,R143a-sim_Pvap-wt,R143a-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
13,171,1607.0936113065313,3.2126589233066607,3.2293638820263615,3.29934031556877,1.5697728864150515,3.159490438491593,2.7602823452471004,3.312508338649378,58.44673800892265,51.70961130264975,47.22975762431664,3.3982484900880867,27.95294692699372,37.04011274575476,34.99825655553987,1607.0927752961825,3.2126589233066607,3.22936131708211,3.299341255688911,1.5697721252795365,3.159490438491593,2.7602823452471004,3.3125096969165515,58.44673800892265,51.709604414784586,47.229762813466834,3.3982632161144943,27.95294692699372,37.04011274575476,34.99824302745823,48.65857401082318,453.5746226746905,658.9676435416591,445.8927710793587,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,238.39485573768616,188.0,2820.0,14811.41103117506,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,269,1657.9576878785101,3.5055111074776275,3.2127701017453303,3.0363276024447656,1.6685046626117344,2.3868685652466555,3.2789217617598796,3.310622473719447,70.11251807595781,50.93760450704808,47.82945807202851,5.065067607606257,42.02623103401364,46.773554837623344,41.09650132865456,1657.6896706612183,3.5055111074776275,3.2127845800105526,3.0363399743080426,1.6685066742503731,2.3868685652466555,3.2789217617598796,3.310638120163694,70.11251807595781,50.938093227453344,47.82990968682871,5.065104198928622,42.02623103401364,46.773554837623344,41.09681287332991,123.16022135523693,380.4997343147085,244.00677606071048,910.290956147854,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,534.6854779720306,422.0,6330.0,54013.2533262279,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
17,538,1888.5734954470445,2.6894733053665867,3.5233437715967595,3.5668954017528938,2.336883830081332,3.6894688907844433,3.8107846374172984,3.0985881564135136,45.51254304132427,54.994806173464205,38.158823818613065,10.000000000000002,35.96886076760575,15.54366464427925,23.776773670788547,1888.4330712340961,2.6894733053665867,3.5233782439005785,3.5668716872457256,2.3369158973522812,3.6894688907844433,3.8107846374172984,3.098642051874572,45.51254304132427,54.996060383429224,38.15779801494778,10.000000000000002,35.96886076760575,15.54366464427925,23.77715832643199,79.92351642462984,559.6171179339793,709.2574650793026,539.7753960091326,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,940.6575129032135,743.0,11145.0,47184.01933786573,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
11,117,1954.647277242189,3.1124804679808378,3.221629837853959,3.144974866783202,1.7337728211341386,2.0891037570895232,2.2149882582121854,3.3051871153581702,56.344283724873996,60.18325192501342,51.45458548183103,4.487785171046529,48.85467155000953,34.88351616719798,34.909702886582124,1954.6193120433873,3.1124804679808378,3.221613215116146,3.144960126797523,1.733772623587297,2.0891037570895232,2.2149882582121854,3.3051830650683995,56.344283724873996,60.18280025225597,51.4538838372323,4.487824261536217,48.85467155000953,34.88351616719798,34.909389738737666,68.0140776838096,842.3456522081223,502.15700799549285,542.1305393547642,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,235.8826389312744,186.0,2790.0,123470.99642952305,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,164,2110.242617089356,2.834044009405148,3.7121729484915345,3.169923582671233,2.0129006793537565,2.293511781634226,2.1846771895375956,3.124897845662496,32.46144725779811,44.92082096034399,55.47356098941521,6.798673152463619,38.98268251388659,22.155828740603113,32.28032422844599,2109.0865017250926,2.834044009405148,3.713658226655396,3.1694948430371612,2.0146021606184106,2.293511781634226,2.1846771895375956,3.124240702024914,32.46144725779811,44.92548660657542,55.45463844801253,6.787707725571118,38.98268251388659,22.155828740603113,32.29183461955918,230.30351760103918,543.0133170747432,929.8614801304635,407.0643022831098,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,277.1220428943634,219.0,3285.0,710447.9849364952,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,315,2200.22231795376,3.8068038305757668,3.4954556817543256,2.9145884474833794,2.035360312898283,2.795353673971067,2.330708394233865,3.1848395735426758,32.604780883457934,61.24517341059405,59.10401040056592,7.844129009393652,36.828527246946315,41.2829851909568,33.36658812382701,2200.1697264234763,3.8068038305757668,3.4955002454758883,2.9145984761972565,2.03529704452038,2.795353673971067,2.330708394233865,3.1848633601782588,32.604780883457934,61.24546458548913,59.104295119555495,7.843920501497429,36.828527246946315,41.2829851909568,33.36623751277914,179.36305528482595,875.1912532588819,372.90704432259736,772.7609650874548,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,453.66438245773315,358.0,5370.0,160392.06494360068,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,510,2234.510236116548,2.0057406540623175,3.7919885068303754,3.167209762084691,2.0559608789654447,3.771884198621549,2.7145395200049993,3.0807685835722163,50.518407526467186,43.547669524699,60.52674216270662,5.779080845424303,49.906299765801826,21.0319177920865,31.8692935501179,2234.507611879037,2.0057406540623175,3.7919853181882095,3.1672063418470273,2.0559685293838696,3.771884198621549,2.7145395200049993,3.0807667746964458,50.518407526467186,43.5475107592017,60.5268816257393,5.779005578664759,49.906299765801826,21.0319177920865,31.869471999214696,190.9906100533982,488.43390328473765,1164.1032469805455,390.9824757978665,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,797.8626401424408,629.0,9435.0,46331.20696331823,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,306,2245.0712544020043,2.5398557835300517,3.7824341472811103,3.191094106445581,2.081914689350194,3.326882995636896,3.2433914404182436,3.0855172262524597,71.71680181595964,42.23572140484616,59.906106700235874,5.533974555274626,23.29594430850597,46.61828321967889,32.27221542558267,2245.0712544020043,2.5398557835300517,3.7824341472811103,3.191094106445581,2.081914689350194,3.326882995636896,3.2433914404182436,3.0855172262524597,71.71680181595964,42.23572140484616,59.906106700235874,5.533974555274626,23.29594430850597,46.61828321967889,32.27221542558267,188.76887975218693,446.0210981778217,1238.5709426457397,371.71033382625603,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,449.57414388656616,355.0,5325.0,15008.163045130774,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,536,2293.46044463776,2.504651489140647,3.6925423583178807,3.026163885121162,2.081693052378657,3.940039978176624,3.6936576029800703,3.1195463482820185,42.095031427467454,54.693056833401975,63.98511539391509,6.067716007887168,15.650167076209334,17.45077503017278,30.748787963394076,2293.4472053150316,2.504651489140647,3.692541992341822,3.0261564783259565,2.081709799476225,3.940039978176624,3.6936576029800703,3.119532289665241,42.095031427467454,54.693342066358426,63.98401227117852,6.067737618736035,15.650167076209334,17.45077503017278,30.748736417902666,230.24759857010065,579.304207847212,899.2476536940985,584.6609845263488,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,889.8539710044861,701.0,10515.0,29575.228208544275,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,241,3440.902484033293,3.1482352109840264,3.1415716252379937,3.2823991218383113,1.877654572811667,2.2046688576556512,2.8281119756391364,3.3248816655932485,36.92165251924868,37.10234137918298,52.95607262320453,2.0,33.0211189220408,48.06081645967847,41.4378253650248,2664.3097894157922,3.1482352109840264,3.148471619290368,3.2856291656180296,1.9527555609976088,2.2046688576556512,2.8281119756391364,3.305723323807219,36.92165251924868,36.66473519145635,53.13430423558578,2.4209237986543104,33.0211189220408,48.06081645967847,41.36685250303473,277.0584814787521,1283.4045046303554,1033.2880917955217,847.1514061286641,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,372.9004089832306,294.0,4410.0,667065.7824673594,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
