sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_F,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_F
3.353570602297041,3.5074471295724834,2.2546555510750355,2.5735207589382902,2.938752445829263,54.03246280245999,44.97699370553489,11.488149196771896,11.28980162394344,26.34442983877716
