Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,R143a-sim_liq_density-wt,R143a-sim_vap_density-wt,R143a-sim_Pvap-wt,R143a-sim_Hvap-wt,Run Time,jac evals,Termination
5,100,7499.406735568255,2.5755506771726973,3.9999999999999996,1.5,3.3576710658797815,2.4232562320001176,3.2119159549687466,41.952255353222,74.99999879727639,10.000000000000002,20.135500121703355,35.62569379161495,50.00000000000001,7499.406597771437,2.5755506771726973,3.9999999999999996,1.5,3.3576710658797815,2.4232562320001176,3.2119159549687466,41.952255353222,75.00000000000001,10.000000000000002,20.135500121703355,35.62569379161495,50.00000000000001,1457132.9231078876,216265.51769342253,11802.97917946084,543862.3755102148,0.0009739585030245892,0.003226927450303745,0.19003110800905945,0.005768006037612234,10.817055940628052,8,0
7,115,7499.4065977833425,2.278552694501517,3.9999999999999996,1.5,2.330708394233865,3.8550171607920674,3.211916950795075,58.802786703850124,75.00000000000001,10.000000000000002,36.82852844966993,41.2829851909568,50.00000000000001,7499.4065977715145,2.278552694501517,3.9999999999999996,1.5,2.330708394233865,3.8550171607920674,3.211917050795075,58.802786703850124,75.00000000000001,10.000000000000002,36.828527246946315,41.2829851909568,50.00000000000001,1457134.3012556948,216265.38312677725,11802.97526006362,543862.3155802146,0.0009739585093032583,0.0032269273558601127,0.19003110799689807,0.00576800613793859,13.436129093170166,10,0
11,140,7499.406816951078,2.0397602676795907,3.9999999999999996,1.5,2.4924221352060916,3.720055897365776,3.211916734613979,45.933428614574794,75.00000000000001,9.999998797276383,24.771428765389885,35.501574501040075,50.00000000000001,7499.406597772868,2.0397602676795907,3.9999999999999996,1.5,2.4924221352060916,3.720055897365776,3.211916734613979,45.933428614574794,75.00000000000001,10.000000000000002,24.771428765389885,35.501574501040075,50.00000000000001,1457134.0192047397,216265.4206580714,11802.976488375265,543862.3411826876,0.0009739585059978627,0.003226927366711053,0.19003110799962583,0.005768006127665219,17.468250036239624,14,0
14,105,7499.40659777377,2.3908589622186374,3.9999999999999996,1.5,3.6936576029800703,2.479695518295172,3.2119171204551558,50.297121694789695,75.00000000000001,10.000000000000002,15.650167076209334,17.45077503017278,50.00000000000001,7499.40659777377,2.3908589622186374,3.9999999999999996,1.5,3.6936576029800703,2.479695518295172,3.2119171204551558,50.297121694789695,75.00000000000001,10.000000000000002,15.650167076209334,17.45077503017278,50.00000000000001,1457134.5434106328,216265.36088155967,11802.974614353108,543862.3071201111,0.0009739585102370245,0.003226927339507638,0.1900311079951089,0.00576800615514648,12.151373624801636,9,0
2,88,7499.406816952565,2.4089044994630346,3.9999999999999996,1.5,3.3409350203568042,2.834609604734254,3.211915381434852,19.1251510086902,75.00000000000001,9.999998797276383,48.889155150178915,25.969846235573502,50.00000000000001,7499.406597776261,2.4089044994630346,3.9999999999999996,1.5,3.3409350203568042,2.834609604734254,3.211915381434852,19.1251510086902,75.00000000000001,10.000000000000002,48.889155150178915,25.969846235573502,50.00000000000001,1457132.0878237986,216265.59806034566,11802.981638471036,543862.4086567797,0.0009739584985502619,0.003226927497137906,0.19003110801389378,0.005768005990418075,9.36725115776062,7,0
10,97,7499.406597776529,3.3817938350338475,3.9999999999999996,1.5,2.2742714992577553,3.8651910260743265,3.2119171688566714,14.290011226934064,75.00000000000001,10.000000000000002,47.30585874412692,39.90336655199651,50.00000000000001,7499.406597776529,3.3817938350338475,3.9999999999999996,1.5,2.2742714992577553,3.8651909260743267,3.2119171688566714,14.290011226934064,75.00000000000001,10.000000000000002,47.30585874412692,39.90336655199651,50.00000000000001,1457134.6124937143,216265.35453650277,11802.974430140235,543862.3047069405,0.0009739585105034139,0.003226927334842604,0.19003110799459852,0.005768006160055451,10.707881212234497,8,0
1,117,7499.406852789887,2.834044009405148,3.9999999999999996,1.5,2.604665145263679,2.293511781634226,3.2119158554192535,22.106913739548613,75.00000000000001,10.000000000000002,33.85858569011749,29.67180800411532,49.99999879727639,7499.406597778712,2.834044009405148,3.9999999999999996,1.5,2.604665145263679,2.293511781634226,3.2119158554192535,22.106913739548613,75.00000000000001,10.000000000000002,33.85858569011749,29.67180800411532,50.00000000000001,1457132.8194893615,216265.53772623686,11802.979674230692,543862.3868193738,0.0009739585012298185,0.003226927461852332,0.19003110800942252,0.005768006027495324,11.985461235046387,9,0
20,100,7499.406735567814,3.6894688907844433,3.9999999999999996,1.5,3.092693632040746,3.5972071823040785,3.2119161701009884,41.866478970295304,74.99999879727639,10.000000000000002,35.7718492868823,30.17867221463104,50.00000000000001,7499.406597778918,3.6894688907844433,3.9999999999999996,1.5,3.092693632040746,3.5972071823040785,3.2119162701009882,41.866478970295304,75.00000000000001,10.000000000000002,35.7718492868823,30.17867221463104,50.00000000000001,1457133.2301644245,216265.48948915506,11802.978360687934,543862.3647830376,0.0009739585042086155,0.0032269274295679304,0.19003110800679154,0.0057680060594319195,10.790704488754272,8,0
8,85,7499.406597779631,2.5398557835300517,3.9999999999999996,1.5,3.9296800942967707,3.326882995636896,3.2119159481147475,17.45848824196939,75.00000000000001,10.000000000000002,35.24363650354962,29.284788096644842,50.00000000000001,7499.406597779631,2.5398557835300517,3.9999999999999996,1.5,3.9296800942967707,3.326882995636896,3.2119159481147475,17.45848824196939,75.00000000000001,10.000000000000002,35.24363650354962,29.284788096644842,50.00000000000001,1457132.8701382277,216265.51457752008,11802.979076191488,543862.3655769292,0.0009739585037847496,0.0032269274525037555,0.19003110800747022,0.00576800603624129,9.389861583709717,7,0
16,78,7499.406852792885,3.2594350140431283,3.9999999999999996,1.5,2.13307296270823,2.5206301971570815,3.211915157486058,22.573228370516308,75.00000000000001,10.000000000000002,47.36827896397728,24.215386967048882,49.99999879727639,7499.406597780819,3.2594350140431283,3.9999999999999996,1.5,2.13307296270823,2.5206301971570815,3.211915157486058,22.573228370516308,75.00000000000001,10.000000000000002,47.36827896397728,24.215386967048882,50.00000000000001,1457131.823335557,216265.62922568098,11802.982330513176,543862.42162086,0.000973958497388532,0.0032269275291227314,0.19003110801678177,0.0057680059567069425,7.971927165985107,6,0
