sigma_Cm,sigma_C1,sigma_C2,sigma_Hc,sigma_H,sigma_F,epsilon_Cm,epsilon_C1,epsilon_C2,epsilon_Hc,epsilon_H,epsilon_F
3.611458443093376,3.3207874864960725,3.484464238687485,2.600064101114812,2.21523921067248,2.941651467114136,40.55058098009693,55.495909509811305,45.21264069158328,11.566570864998178,11.739475826371056,26.56864258123481
3.328017126229743,3.3205645216041235,3.4582108910503377,2.646589925065916,2.2162314040583,2.941738591826339,49.73908718550079,55.56876120599586,46.784296527101006,11.594898700401345,11.754482356299857,26.551389181856088
