,molecule,temperature,restart,liq_density,vap_density,Hvap,Pvap,liq_enthalpy,vap_enthalpy
47,R161,260,1,694.6914430253335,14.978451891733334,16.228319005823554,5.938742263653333,-17642.371115533333,-8738.844641233334
48,R161,280,1,650.1504354513334,29.395815850933335,14.503282086297018,11.482119887199998,-16258.430181266667,-8823.933153606667
49,R161,300,1,587.1572008259999,52.572132540333335,12.184610489843006,19.68270194184667,-14910.1623958,-8913.8834831
50,R170,210,1,472.0385103433333,12.758228174533333,12.084378856297409,6.529653887926667,-419.73190252778517,3699.6969084733337
51,R170,230,1,434.33991324600004,26.015771348533335,10.57703775305563,13.307217510186666,552.8770507178366,3937.6426725133333
52,R170,250,1,385.03669363399996,50.117198829799996,8.430235787597436,24.005587934079998,1589.2965095913332,4245.687820486667
53,R23,190,1,1340.6549481733332,4.0179474826399995,17.376247472260598,0.8746986660513333,-7643.7051802333335,832.0381269753334
54,R23,210,1,1268.0142199221286,8.509810342863942,16.303232235195992,1.9941354987756867,-7021.803958412287,696.2498743612373
55,R23,230,1,1192.4007556133333,22.304896809066665,14.88972854671235,5.366690739859999,-5784.549505933333,823.583636584
56,R23,250,1,1097.8394760866668,44.73063299986667,13.12796571116739,10.80239998874,-4627.614062273334,800.6204243899999
57,R23,270,1,998.1910048193333,93.96987840066667,10.794955864665013,20.619467041796,-3384.6624899333333,769.4919641906666
58,R32,241,1,986.305557472,16.158220909733334,15.448048063798808,5.3378917757133335,-4038.73822038,2243.92862002
59,R32,261,1,916.7060070779999,36.36495360193333,13.558080876310372,11.602761589853333,-3136.4290785466665,2290.3738204066663
60,R32,281,1,823.4950070860001,66.8876935164,11.339111343928675,20.110586490213336,-2466.6879339266666,2071.70244594
61,R32,301,1,695.3872397093334,132.14814522066666,7.973804693951357,33.77889798291999,-1391.9596156996668,1807.55644198
62,R41,210,1,724.9434794613334,15.577200608066667,12.347181113266991,6.679781749766668,-1775.85099161,2871.74650422
63,R41,230,1,654.6783617526667,35.622542551466665,10.423298012318222,14.634665066166669,-1256.8239717246668,2819.6450435
64,R41,250,1,563.2298924246667,73.28525644313333,8.102864930409345,28.93418405119347,-2584.366530048667,407.47196166733335
65,R50,130,1,391.62106871133335,10.05500439774,7.1390607866279545,6.0053478801999995,-1752.6758066573332,1037.8981243626667
66,R50,140,1,369.45851745600004,17.429682059666664,6.563320431646592,10.505957287800001,-1403.7661556573335,1080.8562485893333
67,R50,150,1,343.7998469833333,29.80119324833333,5.77243821969587,17.39743601111333,-978.6383728,1149.1139947366664
68,R50,160,1,309.5677149526667,46.95534312066667,4.753090354757106,25.940854037119998,-540.2079006081887,1136.8871545873335
69,R50,170,1,248.38261812399998,71.44194867106667,3.2340321207026923,36.42447615556,75.93606201848877,997.1344050820001
