Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
9,138,123.78562051791086,3.8651909260743267,3.867788990236246,3.5498211867380096,2.1678654114171128,3.5077523769224928,3.846049071092966,2.9808682688397,18.07761252819071,27.92838933411753,40.12532405378885,7.566742909171385,23.617387366106605,45.100978203901086,35.031810108573545,123.78561304832535,3.8651909260743267,3.867791591598277,3.5498205874890814,2.167867739259514,3.5077523769224928,3.846049071092966,2.980866980812724,18.07761252819071,27.92847333156256,40.12526378813988,7.566708195254794,23.617387366106605,45.100978203901086,35.03184638349171,1.003766851642208,0.8223817506164692,12.56254328345419,23.066558706202564,210.74365711212158,147.0,2205.0,466.53180566657784,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,125,107.09159238692307,3.1056439573715315,3.440245531129937,3.5005908378020436,2.040536132751156,3.1715185429165755,3.939191496639349,3.219368049617697,11.212073809241298,55.285931229049424,53.63766533487369,7.495193125472,28.575122542246014,45.22396490958001,22.538620925262407,107.09155544392934,3.1056439573715315,3.440242615773511,3.500588994785951,2.040537472768967,3.1715185429165755,3.939191496639349,3.21936454757417,11.212073809241298,55.285896072311274,53.63754876878083,7.4952447953860615,28.575122542246014,45.22396490958001,22.53855689895436,0.028060977732232963,1.518022907631246,9.019029811808284,20.991958413729282,205.29489874839783,143.0,2145.0,589.4360778044231,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,124,106.89718346320254,2.867352697978917,3.4773312500250975,3.8190080027127364,2.237720000638202,3.1557144305690707,2.36802040325493,3.1542150194840266,49.78202650792071,36.17645975772458,55.38036888618749,3.886521136694235,47.15106222921341,15.014070871197509,23.396975908560748,106.89576211550987,2.867352697978917,3.477723662413767,3.818648732640069,2.237305487709765,3.1557144305690707,2.36802040325493,3.1542880468594108,49.78202650792071,36.173943618165914,55.373067989505635,3.889049233981099,47.15106222921341,15.014070871197509,23.402578825053855,0.23760626373571822,0.474171000939425,11.046652581165006,15.139622269694893,178.6480393409729,135.0,2025.0,230.39005240252243,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,94,121.75822006884596,2.6894733053665867,3.530400126532353,3.3783092362264573,2.7642695042449343,3.6894688907844433,3.8107846374172984,2.9589751294224897,45.51254304132427,58.85139622136287,43.846705839335044,8.458634449420261,35.96886076760575,15.54366464427925,26.547665253569047,121.7581959083255,2.6894733053665867,3.530398091759303,3.378309054823619,2.7642691454570874,3.6894688907844433,3.8107846374172984,2.958975610687345,45.51254304132427,58.85142173371378,43.84659861144094,8.458627366621082,35.96886076760575,15.54366464427925,26.54775775796879,4.832224836320987,4.124783977988382,4.2286146997157,30.56929268602982,244.31627702713013,98.0,1470.0,1341.8727773336886,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,163,99.23269014275058,3.1124804679808378,3.2801246261565407,3.6517652988909415,1.7122644961314344,2.0891037570895232,2.2149882582121854,3.300036400165849,56.344283724873996,60.57276597833732,48.20246280723125,7.501494125135708,48.85467155000953,34.88351616719798,21.371904114402255,99.2275034077914,3.1124804679808378,3.282099488820518,3.6507306589805517,1.7109856310114824,2.0891037570895232,2.2149882582121854,3.299490990809197,56.344283724873996,60.57449790106089,48.193972954113306,7.505431500406246,48.85467155000953,34.88351616719798,21.372771838025436,0.09179639999747155,0.8315004113879536,9.83513252079344,14.659794925770738,262.060809135437,182.0,2730.0,2479.1747757349676,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,79,124.1793420005155,3.3415775815751743,3.537357704651984,3.3814315996774065,2.6639478580211184,2.8029591669390808,2.6347678919165536,3.0122167641796005,37.96607260338219,56.001991316304775,47.199546017739166,8.483237324138772,29.93453532718115,27.017118392104805,25.73663614691938,124.09128312481965,3.3415775815751743,3.5368292738869656,3.377888754413076,2.6621248449415047,2.8029591669390808,2.6347678919165536,3.0123930176431357,37.96607260338219,56.10025737510043,47.24105334581679,8.435262934897597,29.93453532718115,27.017118392104805,25.81851052492505,4.0499712002690105,2.685334454870417,3.1966206643665442,30.84842601350626,214.1501591205597,89.0,1335.0,3850.5944755306864,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,159,122.42134903855447,2.7897512258471098,3.5288085065205625,3.363103310654219,2.72032408135696,2.2701583160934624,3.011324331353793,2.983004973306077,71.61806372914928,58.181936399597696,46.15738530326141,8.576343458417279,26.622225102839295,19.584889568382092,25.982572160296197,122.41921591854509,2.7897512258471098,3.52882386494435,3.363121381457156,2.720338687746326,2.2701583160934624,3.011324331353793,2.9830166612045317,71.61806372914928,58.18248584652897,46.157779636518256,8.576426501951678,26.622225102839295,19.584889568382092,25.98268174650823,4.112055878958843,3.438954233406731,4.11136638461444,30.86980080757625,319.8561007976532,224.0,3360.0,437.2230571098677,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
12,234,111.84794684043277,2.504651489140647,3.504721200103902,3.506912460085174,2.203442595133786,3.940039978176624,3.6936576029800703,3.1745933605611283,42.095031427467454,42.54776634526838,56.43063070273277,7.0154915732550345,15.650167076209334,17.45077503017278,25.114965494305217,111.84792903225771,2.504651489140647,3.504711789434658,3.506910409649323,2.203441102128182,3.940039978176624,3.6936576029800703,3.1745959335658176,42.095031427467454,42.54778360781991,56.43061002935475,7.015530516333149,15.650167076209334,17.45077503017278,25.11506500507247,0.9448141045047364,0.8720612411862521,10.387008622126565,18.49925820409177,349.957905292511,266.0,3990.0,259.2599698019362,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,263,110.59235060794566,2.5398557835300517,3.5048138176165313,3.4804037089537037,2.2010943972833856,3.326882995636896,3.2433914404182436,3.175464489544395,71.71680181595964,43.99268064270821,57.66787905551821,7.345082109972757,23.29594430850597,46.61828321967889,24.61051487562029,110.59234953505192,2.5398557835300517,3.504813479267434,3.4804037169073885,2.2010942961751514,3.326882995636896,3.2433914404182436,3.1754646419827806,71.71680181595964,43.99268276298223,57.66787937277965,7.345086334262327,23.29594430850597,46.61828321967889,24.610512877203682,0.6043511626350091,0.5441058854870854,9.390604925890432,19.87504939075604,405.565642118454,285.0,4275.0,710.1194777511324,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,227,121.40630448154275,3.2126589233066607,3.5044450870513955,3.3652862366908303,2.773273043471945,3.159490438491593,2.7602823452471004,2.9534167698986344,58.44673800892265,60.315136460353955,42.622287252250885,8.47071341511937,27.95294692699372,37.04011274575476,27.452112692768047,121.40630156981686,3.2126589233066607,3.504444666775976,3.3652861351643466,2.7732734686544678,3.159490438491593,2.7602823452471004,2.9534156740324704,58.44673800892265,60.315133626832804,42.62228699120642,8.470726285684064,27.95294692699372,37.04011274575476,27.452117792180633,4.649420083156472,5.324772081323606,4.570939764181632,31.504087081320186,412.8499140739441,283.0,4245.0,227.35049293898214,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
