Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
3,56,137.80306743532742,2.3396608391291376,3.6393150207861185,3.275677675125962,2.620266461789407,3.9157790603010034,3.066330569946034,3.022274239363086,30.508516015394097,49.61421656267803,58.687395428681896,7.645224117601413,41.25505102307387,49.61013811172732,26.05893035397405,137.8030624887217,2.3396608391291376,3.639317044521915,3.275667064991467,2.6202650298419776,3.9157790603010034,3.066330569946034,3.0222734127320203,30.508516015394097,49.61427009024194,58.6874259251493,7.645300027096731,41.25505102307387,49.61013811172732,26.059048108893833,4.947823082647298,2.0907118764538617,5.575376522893405,24.57989927008045,93.20946335792542,64.0,960.0,1361.4449595878853,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,57,149.70447835008946,2.834044009405148,3.613462585682321,3.2464530637472775,2.6774779805157363,2.293511781634226,2.1846771895375956,2.995240896631594,32.46144725779811,49.383669904466686,55.40103983819196,4.461302575985743,38.98268251388659,22.155828740603113,33.5815171153011,149.68495682070585,2.834044009405148,3.614449639210852,3.2475883876231455,2.678203951023264,2.293511781634226,2.1846771895375956,2.9964428595024346,32.46144725779811,49.373510937381724,55.38739449491522,4.472839244374102,38.98268251388659,22.155828740603113,33.5242316191939,4.318991313421138,4.9131634738875904,12.048191890549674,23.451410596624537,102.53556680679321,73.0,1095.0,2600.280380140332,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,42,138.40532007309736,2.753160629491549,3.7683685156074365,3.165101018726726,2.81129926556443,3.1494230094162043,3.2561523966147004,2.901856961852775,48.1441671426454,53.571415051478894,60.34214528083142,6.911078762524247,39.43200369565561,45.256780051911,25.545665558283854,138.405317130853,2.753160629491549,3.7683718080219446,3.165096353415943,2.8113028213192113,3.1494230094162043,3.2561523966147004,2.901853853123596,48.1441671426454,53.57139548443545,60.342104268501174,6.911117130654999,39.43200369565561,45.256780051911,25.545639173885615,6.070219196295478,7.034954252317109,8.794773826221542,18.5655515307557,64.62909865379333,47.0,705.0,393.16685318411936,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,84,112.49963326675783,3.8068038305757668,3.4744913197805505,3.4023344088165492,2.1301416006567484,2.795353673971067,2.330708394233865,3.1936113508569184,32.604780883457934,50.09554139968001,53.94908501813902,6.287878375087255,36.828527246946315,41.2829851909568,26.986435098120808,112.49957269578354,3.8068038305757668,3.4743447825449607,3.4021634674404346,2.130882990548571,2.795353673971067,2.330708394233865,3.1935356791884137,32.604780883457934,50.09669384070164,53.94496814888633,6.295098864884745,36.828527246946315,41.2829851909568,26.98770619858391,0.6605077730149385,1.5212166423067897,9.73294886506088,20.921889176347204,132.4555149078369,91.0,1365.0,412.3846167510436,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,95,103.06211563378095,2.0057406540623175,3.47988058321293,3.765298262404937,2.4302816876977102,3.771884198621549,2.7145395200049993,3.0900413087294254,50.518407526467186,28.8877233083674,57.32113906757738,3.1109830274853993,49.906299765801826,21.0319177920865,28.902810995192862,103.0621082431356,2.0057406540623175,3.4798777968764045,3.7652946166572363,2.4302750705331397,3.771884198621549,2.7145395200049993,3.090046437379437,50.518407526467186,28.887929618587933,57.32108256736474,3.1109711213840625,49.906299765801826,21.0319177920865,28.902812779491637,0.4348306355327415,0.8955487045038062,10.756566877910297,16.849122249440484,143.58704829216003,102.0,1530.0,527.7368149924505,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,111,110.76959037629618,2.0547751863958523,3.5015994234877468,3.48241613429205,2.1937883549460997,2.2807738771904673,2.3962029781697574,3.177520334746591,72.93700242176087,43.63905411465593,57.750462201906736,7.3089884526412385,46.31123322263466,17.97654739794223,24.712579062880604,110.7695890640391,2.0547751863958523,3.5015992930737854,3.4824161007628023,2.1937883738579895,2.2807738771904673,2.3962029781697574,3.177520427502803,72.93700242176087,43.63905473367974,57.75046625456314,7.308979905464447,46.31123322263466,17.97654739794223,24.71258401271624,0.566339116374727,0.6234337425861002,9.33331340194001,19.968372872595797,169.33643770217896,118.0,1770.0,944.8483879563016,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,94,110.8140945676256,3.1482352109840264,3.4503399981924816,3.778973727738311,2.2653498000143233,2.2046688576556512,2.8281119756391364,3.156646566369229,36.92165251924868,33.33263925264621,54.95834564181912,4.341101874100957,33.0211189220408,48.06081645967847,25.31865981851817,110.59499168013015,3.1482352109840264,3.463011994594485,3.751262244296795,2.291771455613361,2.2046688576556512,2.8281119756391364,3.1504932752313137,36.92165251924868,34.18876191366765,55.26880013434395,4.312817754907898,33.0211189220408,48.06081645967847,25.665095807288502,1.0069446620777174,0.565641143253072,14.041673226514323,13.830759960478689,164.07873678207397,116.0,1740.0,5021.850324185097,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,111,122.52010862204959,2.56088798412881,3.790581078883381,3.13975217602442,2.7717805462133853,3.817191006186191,2.5872282967473588,2.885709344205631,18.45185718768805,43.115908250480004,61.43918861428945,8.082855780110213,24.29413307802792,32.20506057481184,28.620558480319364,122.52009300126032,2.56088798412881,3.79057938037189,3.139756529195412,2.7717825114616073,3.817191006186191,2.5872282967473588,2.885711975446384,18.45185718768805,43.115798190381575,61.43917540081411,8.0828859535381,24.29413307802792,32.20506057481184,28.620546121428433,4.938404609206994,4.636730683121582,8.650004487210408,17.814520666798824,172.5513174533844,124.0,1860.0,573.0420903613345,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,92,107.36732972481892,3.5055111074776275,3.414299511504128,3.6209713963987413,1.8716161254265673,2.3868685652466555,3.2789217617598796,3.245930792994386,70.11251807595781,55.501985627950184,48.941142380340445,7.780639465121013,42.02623103401364,46.773554837623344,21.516911409041604,107.36732707795757,3.5055111074776275,3.4142995856276723,3.6209713914314925,1.8716159053938641,2.3868685652466555,3.2789217617598796,3.2459308308438137,70.11251807595781,55.50198745817256,48.94114271665747,7.780639156166289,42.02623103401364,46.773554837623344,21.51691061182508,0.10812093238151246,1.3697371279237964,9.243597425020354,17.0169049816084,141.51621103286743,100.0,1500.0,244.03250566664804,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,103,152.14886183271665,2.027903145951194,3.610437501945574,3.2502362582508186,2.720427404633247,3.9003522384941594,3.1133063763903124,2.973515191965503,51.70180358151195,51.57831317058503,54.85038084683637,4.376066047419083,34.2341772527997,47.41634993472588,33.161145513719184,152.14879197570173,2.027903145951194,3.6104436949191268,3.250231481338668,2.7204195975499568,3.9003522384941594,3.1133063763903124,2.9735117866522707,51.70180358151195,51.578358586270696,54.850528245077406,4.376032659043706,34.2341772527997,47.41634993472588,33.16104268908569,3.7353936906554113,6.114132250982821,13.085807258209488,22.595289481351866,179.23194336891174,126.0,1890.0,814.686064481748,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
