Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_x_min,sigma_F_4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_x_min,epsilon_F_4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_x_cum,sigma_F_4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_x_cum,epsilon_F_4_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
7,47,993.8714802104018,3.3817938350338475,3.0206152753479376,2.344681016690657,2.2742714992577553,3.8651909260743267,3.3936363229798,1.5990002590830938,3.5109261052049323,2.932428341015718,69.99659481052143,35.38884538158694,18.07761252819071,11.292208699586714,11.703714147051755,11.83992172135165,5.200743878839598,45.100978203901086,37.691376657599065,993.8712573840337,3.3817938350338475,3.020622585518922,2.344681016690657,2.2742714992577553,3.8651909260743267,3.3936363229798,1.5990002590830938,3.5109261052049323,2.93242863542162,69.99659481052143,35.388924303899266,18.07761252819071,11.292208699586714,11.703714147051755,11.83992172135165,5.200743878839598,45.100978203901086,37.69122325618381,0.23411162532293622,62.01519624364954,78.71526735982474,20.079670985068983,87.36271452903748,55.0,1045.0,3858.5332267519316,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,29,1083.409595293231,2.8029591669390808,2.3349332180717526,3.243838735840603,2.8604945416425287,3.9476041558545036,3.355601782868622,1.7978548326406663,2.853402018696065,2.9283646151031033,61.84652225730683,63.054127519068516,68.74972712871418,53.076787804392055,27.56353703193426,26.403835597798338,13.113673255066232,33.47001262080613,44.50148758578359,1083.4070242150121,2.8029591669390808,2.334917055162524,3.243838735840603,2.8604945416425287,3.9476041558545036,3.355601782868622,1.7978548326406663,2.853402018696065,2.9283650163835095,61.84652225730683,63.054407566378174,68.74972712871418,53.076787804392055,27.56353703193426,26.403835597798338,13.113673255066232,33.47001262080613,44.50176243128609,0.17014129070298722,60.69950797877351,41.500405004574255,31.526566240914747,109.44176173210144,37.0,703.0,17665.825810462742,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,63,1114.4195407735058,3.6528139952586827,2.9784156636956105,2.1974868036406963,3.3026086646819817,3.407033976305306,3.220481625293259,2.699422892604042,2.0691424397432683,2.8991250298887805,57.56235904806927,21.122745563927413,26.70950442343954,51.099715632958315,32.444335003420306,61.778264070473696,7.799901016044944,42.39622951744602,43.060892063854155,1114.4193594784933,3.6528139952586827,2.978427173476164,2.1974868036406963,3.3026086646819817,3.407033976305306,3.220481625293259,2.699422892604042,2.0691424397432683,2.8991241498386304,57.56235904806927,21.123177214896966,26.70950442343954,51.099715632958315,32.444335003420306,61.778264070473696,7.799901016044944,42.39622951744602,43.06063701089898,0.3417697580790199,29.14932420628973,18.799701713314555,1.6713793708793694,109.80400109291077,69.0,1311.0,13438.269686473044,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,30,984.1459820830479,2.753160629491549,2.9893731416739273,3.209432201948106,3.6576916159613857,3.1494230094162043,3.2561523966147004,1.9283644225435408,3.1736666813121657,2.9332585025040987,65.79039936788776,36.16897211662251,55.373721149074704,66.191162953549,30.974264794388528,53.60127140119318,7.861361173373538,28.373596321103104,38.00195384437586,984.1457516067123,2.753160629491549,2.9893791561468226,3.209432201948106,3.6576916159613857,3.1494230094162043,3.2561523966147004,1.9283644225435408,3.1736666813121657,2.933258245295367,65.79039936788776,36.16910803482454,55.373721149074704,66.191162953549,30.974264794388528,53.60127140119318,7.861361173373538,28.373596321103104,38.001772845168546,0.20511637506580072,60.626632926937745,71.54233940593735,20.624685432214953,102.3100745677948,36.0,684.0,8488.72716937561,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,50,1003.6369903289591,3.1056439573715315,2.304332877201975,2.248346630239822,2.558367358022279,3.1715185429165755,3.939191496639349,2.341545328883565,2.037294578745886,2.918953863946034,25.143327799666334,57.92423847564561,35.210941864171176,66.13022054636288,58.562906777917014,46.15561520937723,3.7739179335889057,17.09711913292741,45.44765730527761,1003.6369903289591,3.1056439573715315,2.304332877201975,2.248346630239822,2.558367358022279,3.1715185429165755,3.939191496639349,2.341545328883565,2.037294578745886,2.918953863946034,25.143327799666334,57.92423847564561,35.210941864171176,66.13022054636288,58.562906777917014,46.15561520937723,3.7739179335889057,17.09711913292741,45.44765730527761,0.30067345479860735,10.009922023245192,13.17790590140658,12.699041581754601,123.83427548408508,79.0,1501.0,2155.607993605116,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,70,975.0641118090564,3.144977034383212,2.9004199830928066,3.0380232549281114,3.5417678210037757,3.1377159814094306,2.9314197571839617,2.0140333619299224,2.1364186968334082,2.936032812917615,15.175695050386405,39.11630135688954,21.804835336499647,62.77081535183509,66.8725069221334,54.74686140508633,9.403427365689886,20.634000288546307,38.75293697122823,975.06332710763,3.144977034383212,2.900425899950565,3.0380232549281114,3.5417678210037757,3.1377159814094306,2.9314197571839617,2.0140333619299224,2.1364186968334082,2.936037262073305,15.175695050386405,39.116069527126655,21.804835336499647,62.77081535183509,66.8725069221334,54.74686140508633,9.403427365689886,20.634000288546307,38.7531479182746,0.1664849043265872,55.27936893015659,49.51867426229401,22.53912356473824,222.93257474899292,79.0,1501.0,2863.937188027356,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,37,983.219305468506,3.2335567140033152,2.9940746696292293,3.9003522384941594,3.1133063763903124,3.831212699532549,3.2831324178926744,2.0850115712118695,2.9719813341938197,2.933478028964548,45.720614898056574,36.35036918317704,69.7176733161844,35.666914840031076,72.61206434864629,21.307118334230186,3.6422837527152856,19.727770531635596,37.85650062564437,983.219254196225,3.2335567140033152,2.994075495922769,3.9003522384941594,3.1133063763903124,3.831212699532549,3.2831324178926744,2.0850115712118695,2.9719813341938197,2.9334780593056764,45.720614898056574,36.35040826352972,69.7176733161844,35.666914840031076,72.61206434864629,21.307118334230186,3.6422837527152856,19.727770531635596,37.85647219340427,0.199708272105945,59.772280169891005,71.02062851115905,20.11736800941025,143.2481825351715,45.0,855.0,1998.392752464695,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,50,980.1866332470959,2.0430496105483957,2.9797437736424697,3.6542309423414645,2.0300379614842443,2.3523925111501103,2.664127148733674,1.6964952672163753,3.6189813842531637,2.9338104741226507,71.10698635166888,36.5552727046494,67.12407898676987,64.90773895049443,68.85050071606221,39.89221727809246,9.102508608264852,42.95112569032138,38.06354608514941,980.1864745755424,2.0430496105483957,2.9797422445403625,3.6542309423414645,2.0300379614842443,2.3523925111501103,2.664127148733674,1.6964952672163753,3.6189813842531637,2.933811873664772,71.10698635166888,36.55531250418445,67.12407898676987,64.90773895049443,68.85050071606221,39.89221727809246,9.102508608264852,42.95112569032138,38.06358065148285,0.2063546820441439,61.57825330721319,69.32044358281307,21.250042567110192,225.92398285865784,72.0,1368.0,3783.0826894040324,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,40,999.1726121112792,2.6903441023104295,2.3033646932603022,3.1850237375315933,2.6245396754038337,3.832611106936701,3.8192710499031133,1.8856774406732943,2.221782601488058,2.9172508491390863,42.4729710941276,56.90674211494997,23.53263849657145,26.122181294520004,65.35867187086387,37.03016668738928,10.01690587301807,23.178314873373754,45.55557327365677,999.1726121112792,2.6903441023104295,2.3033646932603022,3.1850237375315933,2.6245396754038337,3.832611106936701,3.8192710499031133,1.8856774406732943,2.221782601488058,2.9172508491390863,42.4729710941276,56.90674211494997,23.53263849657145,26.122181294520004,65.35867187086387,37.03016668738928,10.01690587301807,23.178314873373754,45.55557327365677,0.37093546489795337,8.086906878192146,11.757295402958874,10.358983936228421,247.01269578933716,82.0,1558.0,4669.357918109957,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,40,992.4314771990312,3.0317140339370594,2.8667914939019816,2.305343288186326,3.2436124634808303,3.088020237627876,3.3082746939414887,1.7168183101869896,3.5030556342704875,2.9370200879421837,43.75786858379216,40.60860014341,11.451477819467403,31.08355988220213,66.73995446600725,64.90612449413454,8.999727703729068,45.33128959582796,38.94965987474444,992.4313176258893,3.0317140339370594,2.8667922800164587,2.305343288186326,3.2436124634808303,3.088020237627876,3.3082746939414887,1.7168183101869896,3.5030556342704875,2.9370209377486955,43.75786858379216,40.608568953005516,11.451477819467403,31.08355988220213,66.73995446600725,64.90612449413454,8.999727703729068,45.33128959582796,38.949681595278705,0.14949705549354395,49.37159652719546,40.563228223727776,22.052623914462842,167.42437934875488,59.0,1121.0,2238.8540367705837,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
