Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
17,101,40.92402346164465,2.346262655740324,3.427004284439416,3.684846276915331,3.2838595233945918,2.807742468005525,2.39125976884891,2.4879468267000795,3.8312172906228743,2.9799385299419328,3.2962906681038016,3.8913685558804,63.13833538911518,52.69697669211363,58.48711983441463,26.816516291355452,33.93909227598166,72.85883550126178,5.172108042742296,22.056704258412992,16.283447054589484,46.51220131762766,38.81616444428019,40.92396923419583,2.346262655740324,3.427004284439416,3.684858237917695,3.2838595233945918,2.807742468005525,2.39125976884891,2.4880423686484057,3.8312172906228743,2.9799385299419328,3.2962906681038016,3.8913685558804,63.13833538911518,52.69697669211363,58.49205627360797,26.816516291355452,33.93909227598166,72.85883550126178,5.170849070356074,22.056704258412992,16.283447054589484,46.51220131762766,38.81616444428019,1.348240118177857,3.020424165233273,6.93075235569408,18.04067710492311,380.67191672325134,107.0,2461.0,434.8012736200813,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,77,40.92971278702778,3.1048258272529687,3.519515163332974,3.6851473433344752,2.335869259552118,3.788648937902485,3.925522461136617,2.4876844189776346,2.285370678578193,3.949361768677417,2.080774106691573,3.885341506466347,49.29029858455272,28.598053521682186,58.33431964711572,65.52172834647277,21.92135186623298,41.91096325570594,5.207319163099598,31.94055754810689,29.586397172560197,48.77294609920237,34.865574562325975,40.929708403917246,3.1048258272529687,3.519515163332974,3.6851490523835184,2.335869259552118,3.788648937902485,3.925522461136617,2.4876826454490626,2.285370678578193,3.949361768677417,2.080774106691573,3.885341506466347,49.29029858455272,28.598053521682186,58.334344926800746,65.52172834647277,21.92135186623298,41.91096325570594,5.207297669610704,31.94055754810689,29.586397172560197,48.77294609920237,34.865574562325975,1.3809234370680736,2.977204746353179,6.984230183151676,17.986123220830912,189.1002690792084,98.0,2254.0,101.78524553865556,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
23,99,40.95142244361945,2.418981960764076,3.1773010564987594,3.6833964964828048,3.49704753751712,2.035519446082224,2.535505132535315,2.490939818742524,3.4298805713703566,2.367987041928222,3.801860552214476,3.492678309060878,10.127433548462648,22.311109360851106,58.32735040189332,35.056933559596324,47.393196741654535,24.43705113319772,5.22523962418327,43.283364703623576,25.988961514040856,44.74622019609481,27.99901770921169,40.95141090133255,2.418981960764076,3.1773010564987594,3.683396197143748,3.49704753751712,2.035519446082224,2.535505132535315,2.490938847003135,3.4298805713703566,2.367987041928222,3.801860552214476,3.492678309060878,10.127433548462648,22.311109360851106,58.32741480404568,35.056933559596324,47.393196741654535,24.43705113319772,5.225221570969003,43.283364703623576,25.988961514040856,44.74622019609481,27.99901770921169,1.497789478925932,2.9391404611080705,7.028633461795032,17.865588838878836,224.7155704498291,114.0,2622.0,348.95719625391325,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,110,40.96366082279504,3.6201238383431686,3.658714824789835,3.687086195208275,3.21765521244893,2.390287083909417,3.896624410782006,2.4855118164356256,3.415955615331736,3.707272070903558,3.303598121567004,2.81112811942271,40.78665017827798,12.727637004761146,58.00527224369642,26.80650752507732,19.12509452143821,18.350961955747422,5.2729444376047,20.742301652731776,18.35210962242791,40.7453055224075,46.84867945702977,40.96366082279504,3.6201238383431686,3.658714824789835,3.687086195208275,3.21765521244893,2.390287083909417,3.896624410782006,2.4855118164356256,3.415955615331736,3.707272070903558,3.303598121567004,2.81112811942271,40.78665017827798,12.727637004761146,58.00527224369642,26.80650752507732,19.12509452143821,18.350961955747422,5.2729444376047,20.742301652731776,18.35210962242791,40.7453055224075,46.84867945702977,1.429245391444117,2.9506792818734984,6.893737409918828,18.015690281428743,290.7706611156464,153.0,3519.0,65.23272049027445,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,180,40.96908565195337,3.858327804960766,3.045235409310612,3.678024552553397,2.32190094632923,2.28446823442129,3.649226216179272,2.495852756541658,2.63186385663853,2.290684111486,2.45937143970588,3.846749890502465,22.160065540518385,30.66312426732246,59.2999574000724,43.11362399797079,63.05335237549183,10.077584852654184,5.033325576378945,47.25263899723866,45.279847233252745,38.79261192856438,42.33272110505921,40.96908231999379,3.858327804960766,3.045235409310612,3.678026161655556,2.32190094632923,2.28446823442129,3.649226216179272,2.49585131547067,2.63186385663853,2.290684111486,2.45937143970588,3.846749890502465,22.160065540518385,30.66312426732246,59.30002325450357,43.11362399797079,63.05335237549183,10.077584852654184,5.033377125077329,47.25263899723866,45.279847233252745,38.79261192856438,42.33272110505921,1.2556715972963486,3.004437903473936,7.314223495935233,17.923632393409285,938.9995679855348,263.0,6049.0,139.6455102584599,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
21,61,41.03424521638491,2.269345709741695,3.841561322055482,3.6891966730868497,3.2114996260343998,2.48316060589371,3.493132589027343,2.4830811052442243,2.014325948331498,3.3438071265228397,3.855931977697265,3.527415747964323,17.63945912011881,67.18675791498823,57.629242090033614,33.59339601198977,17.716325255654105,10.038875097378424,5.349711888357533,33.39460667337728,25.946089512383523,21.07478460370365,41.980808087050455,41.03422880095512,2.269345709741695,3.841561322055482,3.68920441637063,3.2114996260343998,2.48316060589371,3.493132589027343,2.4830754844956737,2.014325948331498,3.3438071265228397,3.855931977697265,3.527415747964323,17.63945912011881,67.18675791498823,57.62905399922446,33.59339601198977,17.716325255654105,10.038875097378424,5.34969860908174,33.39460667337728,25.946089512383523,21.07478460370365,41.980808087050455,1.4823039315839717,2.912058368133973,6.8521827534395,18.004005844366986,144.63459849357605,78.0,1794.0,350.3531752375877,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,72,41.14306730587321,3.591885956049457,2.774026174943341,3.6717282052342792,3.229610350837941,2.796538871975577,3.328562041163285,2.5022484921280217,3.269029597186195,3.689836534315616,3.3177286814609603,2.8520574739372853,64.05749904460919,15.516900008149012,60.07672810318943,72.43728951778589,35.91926749271594,42.31165597811992,4.904326231608987,36.54334811543895,20.18691619416711,40.985646982249534,39.474451384276925,41.143058309861445,3.591885956049457,2.774026174943341,3.671729554821934,3.229610350837941,2.796538871975577,3.328562041163285,2.502247411898773,3.269029597186195,3.689836534315616,3.3177286814609603,2.8520574739372853,64.05749904460919,15.516900008149012,60.07674891756024,72.43728951778589,35.91926749271594,42.31165597811992,4.904307967454314,36.54334811543895,20.18691619416711,40.985646982249534,39.474451384276925,1.0940975119606997,2.9851887262085364,7.64292989783524,17.99778277593134,150.47786617279053,79.0,1817.0,175.5939959143796,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
22,53,41.14984018463443,2.277837481045148,3.319914784952789,3.69507048089707,3.536028092764318,3.388659800501004,2.623831010447548,2.4768679809560474,3.1237309772369457,2.990248510537107,3.057139931266622,3.92172809584046,61.86434700975142,56.49240147372918,57.238799892779205,23.643671563826796,17.324451608300908,73.60149147827879,5.398200967933227,43.31840353458576,26.817008042856127,35.027471161648506,21.38139380250065,41.14984016220004,2.277837481045148,3.319914784952789,3.6950703712608246,3.536028092764318,3.388659800501004,2.623831010447548,2.4768680601765096,3.1237309772369457,2.990248510537107,3.057139931266622,3.92172809584046,61.86434700975142,56.49240147372918,57.23878365264384,23.643671563826796,17.324451608300908,73.60149147827879,5.398206568072874,43.31840353458576,26.817008042856127,35.027471161648506,21.38139380250065,1.602430778433954,3.0705151010693306,6.680437583927652,17.74399320872426,109.31185460090636,60.0,1380.0,681.015910120231,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,108,41.19652269990955,2.543728049569773,2.969161381356484,3.672353138356503,2.428176662417404,2.453532542287335,3.2616945904374672,2.502332721650642,2.616846759913013,2.270951430401153,2.346478831394203,2.964776992780992,71.48390480092189,30.59219630224642,60.2443782459953,28.167536848518804,21.52664960474404,33.91987306034304,4.857315815306951,25.255543923891235,35.272848570987406,30.445893172997792,19.10034054446945,41.19650331860937,2.543728049569773,2.969161381356484,3.672348598653843,2.428176662417404,2.453532542287335,3.2616945904374672,2.502336563099224,2.616846759913013,2.270951430401153,2.346478831394203,2.964776992780992,71.48390480092189,30.59219630224642,60.24476072924334,28.167536848518804,21.52664960474404,33.91987306034304,4.857277678179841,25.255543923891235,35.272848570987406,30.445893172997792,19.10034054446945,1.1497713163322605,3.065962615868753,7.877772736045915,17.54168641895709,232.02311944961548,117.0,2691.0,1572.3645464437163,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,100,41.20545144406412,2.003873579353198,3.459243657982854,3.695686426067433,2.615272512506135,3.82865893161556,3.3718303836835157,2.4751375245812737,2.0596474187955978,3.926957387811446,2.488279465936462,3.299913229341924,53.41697139511693,57.02048586020856,57.05978672589499,56.24702807909702,55.52860853069096,74.49139127895658,5.43946281591547,29.619262419261364,47.840260080488186,35.19865404299097,42.242842791709,41.20542244875044,2.003873579353198,3.459243657982854,3.695704130513508,2.615272512506135,3.82865893161556,3.3718303836835157,2.475134019312295,2.0596474187955978,3.926957387811446,2.488279465936462,3.299913229341924,53.41697139511693,57.02048586020856,57.0593336278007,56.24702807909702,55.52860853069096,74.49139127895658,5.439467125434853,29.619262419261364,47.840260080488186,35.19865404299097,42.242842791709,1.531044278541878,3.015127338852751,6.685245373339248,17.90927607519507,387.1173481941223,108.0,2484.0,599.8262428825165,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,98,41.3902370023813,2.293235796103567,3.8757032141507706,3.697303971391926,2.9745032192499608,3.447253428741161,2.356573564395619,2.4734809913897826,2.848579089645285,3.463531337283576,2.350939530420226,3.0674557019036133,38.25654860136064,10.26463120878472,56.5999703583972,23.63327913057818,23.80215270595209,67.4985892110714,5.546013374389461,40.2432051309322,42.20031551570264,39.03959633758109,39.36797776121928,41.38977796974537,2.293235796103567,3.8757032141507706,3.6972828274264313,2.9745032192499608,3.447253428741161,2.356573564395619,2.4735214800389165,2.848579089645285,3.463531337283576,2.350939530420226,3.0674557019036133,38.25654860136064,10.26463120878472,56.60130600599901,23.63327913057818,23.80215270595209,67.4985892110714,5.545819042807802,40.2432051309322,42.20031551570264,39.03959633758109,39.36797776121928,1.6107977927648216,2.93173853896439,6.651016652792825,17.923857507153883,203.31941890716556,109.0,2507.0,978.5384105589424,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,139,41.46922000580405,2.576383652371228,3.61576918826451,3.667216252516827,3.972124031294444,2.543873861008185,3.998774845019268,2.507332186081685,2.394638982372584,2.137913950988196,3.3263064586781885,2.655056210202766,62.82983450862986,74.79418388742329,60.9892734764486,30.74609652897909,68.94697993734364,21.17220261835873,4.731989249680652,40.36448219022586,26.69107320645896,47.89146512497904,19.50141850503889,41.46920645377378,2.576383652371228,3.61576918826451,3.6671947139796055,3.972124031294444,2.543873861008185,3.998774845019268,2.5073442565326065,2.394638982372584,2.137913950988196,3.3263064586781885,2.655056210202766,62.82983450862986,74.79418388742329,60.9892482982467,30.74609652897909,68.94697993734364,21.17220261835873,4.732178529497917,40.36448219022586,26.69107320645896,47.89146512497904,19.50141850503889,0.969206530040373,3.0973528317167367,7.863985245353485,17.920015219505053,626.6283297538757,177.0,4071.0,89.77330758818692,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
