Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,R50-sim_liq_density-wt,R50-sim_vap_density-wt,R50-sim_Pvap-wt,R50-sim_Hvap-wt,Run Time,jac evals,Termination
14,533,0.7486550324748926,3.830548514255735,3.162717854546515,1.9788818889199131,3.6936576029800703,2.479695518295172,2.9875394285374597,75.00000000000001,63.883758470761634,6.101699630455128,15.650167076209334,17.45077503017278,32.02208008551973,0.748655032384055,3.830548514255735,3.162717854546515,1.978881988919913,3.6936576029800703,2.479695518295172,2.9875394285374597,75.00000000000001,63.883758470761634,6.101699630455128,15.650167076209334,17.45077503017278,32.022078882796116,4.749433665272725,1.6989038639834435,3.570284319272054,34.50263699806541,0.011590175728436609,0.012464964500028897,0.17159779778062464,0.004347061990909823,43.73442316055298,42,0
7,997,0.7486550338580992,3.8305478667807824,3.614782577419047,1.9788826230265055,2.330708394233865,3.8550171607920674,2.695531719491013,75.00000000000001,57.18987025050298,6.101690338521847,36.828527246946315,41.2829851909568,27.21144196922449,0.7486550330875354,3.8305479667807822,3.614782577419047,1.9788826230265055,2.330708394233865,3.8550171607920674,2.695531719491013,75.00000000000001,57.18986904777936,6.101690338521847,36.828527246946315,41.2829851909568,27.21144196922449,4.74916208406385,1.698840826549962,3.570370430884907,34.50053149411522,0.011590184510246617,0.012464951322746099,0.17159779823841298,0.004347065928594307,80.2359676361084,77,0
8,832,0.7486550340103753,3.8305492778711643,3.7917724363921335,1.9788720615537763,3.9296800942967707,3.326882995636896,3.2433914404182436,75.00000000000001,71.71680181595964,6.101769687862327,35.24363650354962,29.284788096644842,23.29594551122959,0.7486550332155533,3.8305492778711643,3.7917724363921335,1.9788720615537763,3.9296800942967707,3.326882995636896,3.2433914404182436,75.00000000000001,71.71680181595964,6.1017708905859465,35.24363650354962,29.284788096644842,23.29594430850597,4.749540501066269,1.6989017440536482,3.5704489265955632,34.49659982057271,0.011590115353111897,0.012465162643719593,0.17159767757140337,0.004347044431765127,68.72903323173523,66,0
19,646,0.7486550363485578,3.8305485382674886,3.8959404224353618,1.9788878686262354,2.0300379614842443,2.3523925111501103,2.664127148733674,75.00000000000001,62.61689619095147,6.101661131731007,47.903761881667855,35.370496298147806,45.75911945441455,0.748655033451888,3.830548990295801,3.8959404224353618,1.9788781709922574,2.0300379614842443,2.3523925111501103,2.664127148733674,75.00000000000001,62.61689498822785,6.10173199908561,47.903761881667855,35.370496298147806,45.75911945441455,4.749515453954692,1.6989696593768824,3.5700788883506984,34.50943299084007,0.011590209799128313,0.012464843605364418,0.1715978758594117,0.004347070736095554,56.314789056777954,54,0
4,1121,0.7486550335330767,3.8305486797716326,3.6692514437947454,1.9788839870136536,3.500288629889935,3.977722177812989,3.496331308759678,75.00000000000001,61.303156349346764,6.101685295692167,30.676273416156683,46.80084260825835,25.276495193078787,0.7486550335330767,3.8305486797716326,3.6692513437947456,1.9788839870136536,3.500288629889935,3.977722177812989,3.496331308759678,75.00000000000001,61.303156349346764,6.101685295692167,30.676273416156683,46.80084260825835,25.276495193078787,4.749709614119728,1.6989135766219903,3.5702450996829294,34.50320954247744,0.01159018438825316,0.012464919146680827,0.17159783268428647,0.0043470637807795426,90.60148501396179,87,0
17,1066,0.7486550347077873,3.8305508749789654,3.544356059086493,1.9788671304329828,3.8639441383936743,2.027903145951194,2.468724172242841,75.00000000000001,71.68606084469509,6.101816053997203,34.48286158683048,47.04622224181961,37.45481851584544,0.7486550343421607,3.8305508749789654,3.544356059086493,1.9788671304329828,3.8639441383936743,2.027903145951194,2.468724172242841,75.00000000000001,71.68606084469509,6.101817256720821,34.48286158683048,47.04622224181961,37.45481731312182,4.7498700755672525,1.6990760619629408,3.570240397278339,34.502574377602244,0.011590079516654517,0.01246526249874461,0.17159762689085667,0.004347031093744162,85.3711838722229,82,0
16,686,0.7486550354668589,3.83054763638035,2.420348019829679,1.9788930138343843,2.13307296270823,2.5206301971570815,3.6095091274866906,75.00000000000001,51.56495725719611,6.101614365221609,47.36827896397728,24.215386967048882,17.308638173940835,0.7486550354668589,3.83054763638035,2.420348019829679,1.9788930138343843,2.13307296270823,2.5206301971570815,3.6095091274866906,75.00000000000001,51.56495725719611,6.101614365221609,47.36827896397728,24.215386967048882,17.308638173940835,4.749851718980908,1.6988119167613194,3.5702819306711215,34.5017443979432,0.011590237535346359,0.012464732534956573,0.17159794978395487,0.00434708014574224,55.18967032432556,53,0
2,903,0.7486550456562523,3.830544720803359,3.7562348727818904,1.9789124313727329,3.3409350203568042,2.834609704734254,3.117379656891503,75.00000000000001,22.876596790517127,6.101455216738442,48.889155150178915,25.969846235573502,39.23129154842599,0.7486550401983381,3.8305450225532622,3.7562348727818904,1.9789075983417945,3.3409350203568042,2.834609604734254,3.117379656891503,75.00000000000001,22.876596790517127,6.10149612699777,48.889155150178915,25.969846235573502,39.23129154842599,4.750039835988292,1.698490438340148,3.5705338056777522,34.493122594544275,0.011590354494862181,0.012464330400951547,0.17159819736660584,0.0043471177375804275,73.04300951957703,70,0
9,1070,0.748655043167437,3.8305444013122987,3.1473589733445717,1.9789154496112247,3.2342898272414478,2.653289803544192,3.054116204515218,75.00000000000001,33.222534400162495,6.101438560672486,36.817604052713094,15.553743499629471,47.530303181031655,0.748655043167437,3.8305444013122987,3.1473589733445717,1.9789154496112247,3.2342898272414478,2.653289803544192,3.054116204515218,75.00000000000001,33.222534400162495,6.101438560672486,36.817604052713094,15.553743499629471,47.530303181031655,4.749463573512665,1.698568131821405,3.5703288605639996,34.5017224859019,0.011590379809950998,0.012464276933304057,0.1715982180931577,0.004347125163587251,86.54082989692688,83,0
13,1028,0.7486550451001289,3.830547377240949,2.2149882582121854,1.9789025082094742,3.425977960765353,3.1194339641082847,2.0251119603182315,75.00000000000001,72.8729614500177,6.101543665384615,22.115263213134668,23.831401059961323,41.03390489262826,0.7486550441564479,3.8305474463545797,2.2149882582121854,1.9789020350148379,3.425977960765353,3.1194339641082847,2.0251119603182315,75.00000000000001,72.8729614500177,6.10154858054541,22.115263213134668,23.831401059961323,41.03390489262826,4.750548773759542,1.6987653054426408,3.5702385373962673,34.50140288018765,0.011590285264253451,0.012464531514831565,0.1715980901568891,0.004347093064025875,84.40722441673279,81,0
