Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
3,43,159.34787690795736,2.3396608391291376,3.756285006858826,3.237570623967499,2.0380742646978134,3.9157790603010034,3.17762141210757,2.824676744323394,30.508516015394097,54.622560299302954,47.806180109432766,8.504171139330833,41.25505102307387,33.34268599397079,32.577327841500626,159.3478749368524,2.3396608391291376,3.756285006858826,3.237573411935518,2.0380729734760807,3.9157790603010034,3.177622922970842,2.8246767392015366,30.508516015394097,54.622560299302954,47.80597152504701,8.504204412808695,41.25505102307387,33.34248521043371,32.57751203352348,0.039014096349391236,4.567717461003128,2.640986532110018,19.4315391926377,67.58362889289856,48.0,720.0,432.18559374722446,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,53,157.68893542309536,2.5398557835300517,3.7917724363921335,3.225118231670475,2.083000161675964,3.326882995636896,3.1250869816518305,2.858658472928574,71.71680181595964,39.24428867619614,47.23341529513161,8.072523387342413,23.29594430850597,35.193234261713485,32.435686322695915,157.68893456596714,2.5398557835300517,3.7917724363921335,3.2251181465805843,2.0829994555589284,3.326882995636896,3.125087543798175,2.858658555190125,71.71680181595964,39.24428867619614,47.23345079662466,8.072518164903373,23.29594430850597,35.19317049976988,32.435715815184864,0.05559042232405805,6.915763974476413,3.5034200114799914,19.101589444555117,98.21866035461426,62.0,930.0,428.1264055422329,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,94,119.4428048176397,2.834044009405148,3.440648986884316,3.2888447226201905,1.876515222512419,2.293511781634226,3.3274492786041296,2.724159101009211,32.46144725779811,35.789885824993554,50.890920009672385,8.545942868853933,38.98268251388659,25.81423077539019,33.76541702974833,119.44279499390748,2.834044009405148,3.440648986884316,3.2888466979362136,1.8765154953509324,2.293511781634226,3.327447375763243,2.7241601922487284,32.46144725779811,35.789885824993554,50.89077855433957,8.545962676060382,38.98268251388659,25.8142808149948,33.76535993315831,0.22419250352470993,0.559310791383178,6.7378509306318595,11.18899937312786,154.2713315486908,101.0,1515.0,85.30874855671019,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,70,69.67580878883356,2.56088798412881,3.578558656902977,3.373975906159823,1.8203697993370578,3.817191006186191,3.421792797588559,2.5482000741843143,18.45185718768805,11.258852261569311,45.39198262507942,9.051995416012286,24.29413307802792,37.80218670051891,20.71056405751308,69.67580119823391,2.56088798412881,3.578558656902977,3.3739754803562994,1.820371510758675,3.817191006186191,3.4217921309776598,2.5482000290016997,18.45185718768805,11.258852261569311,45.391893346934886,9.051996222307856,24.29413307802792,37.80223233560461,20.710630951280827,0.21618009485421016,4.128985452355348,11.258418870857225,5.2561043165881465,127.91619348526001,77.0,1155.0,61.36388666844302,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,76,124.9409768243627,2.0057406540623175,3.2342898272414478,3.5808687664037313,2.573578195146165,3.771884198621549,3.418699793460243,2.5248005253553196,50.518407526467186,11.02838078502616,52.00267787371082,4.883459361158858,49.906299765801826,25.95539383604968,18.055806863735313,124.94097644342659,2.0057406540623175,3.2342898272414478,3.5808717495177325,2.57358116703496,3.771884198621549,3.418698919896112,2.524796087172893,50.518407526467186,11.02838078502616,52.00253811097078,4.883504373281265,49.906299765801826,25.95512041190816,18.056013719275366,0.5126292069387675,1.7343707842988367,1.0170717455771308,3.406511144187047,121.83741021156311,80.0,1200.0,66.40888178346212,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,70,119.44177358062177,2.504651489140647,3.4876517081501857,3.289356633396645,1.876938397034555,3.940039978176624,3.327691774847539,2.7241544138925966,42.095031427467454,50.297121694789695,50.88159910804401,8.554433042990988,15.650167076209334,25.749084912323955,33.810538442808635,119.4417722630989,2.504651489140647,3.4876517081501857,3.289356886841567,1.8769374269822616,3.940039978176624,3.327691770187183,2.7241539312699588,42.095031427467454,50.297121694789695,50.88157834732381,8.554433026740027,15.650167076209334,25.749093327447923,33.810526453607835,0.23202358891212543,0.5662852023212768,6.7192227262362625,11.113986410891048,119.53955578804016,76.0,1140.0,212.2194866329159,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,96,119.43697036409444,2.0547751863958523,3.3409350203568042,3.2888599190110543,1.877168735314258,2.2807738771904673,3.3273974345143693,2.724197625606922,72.93700242176087,30.372571580350794,50.85005841591774,8.555054137495723,46.31123322263466,25.805992098960587,33.81063946971758,119.43693176873755,2.0547751863958523,3.3409350203568042,3.2888024508659535,1.87727948676015,2.2807738771904673,3.3274220770836047,2.7242140567911903,72.93700242176087,30.372571580350794,50.85121430427087,8.554501241183667,46.31123322263466,25.807694990889026,33.8114958316453,0.2275787499039665,0.5500808894121813,6.676886045772783,11.209736662920111,160.66279864311218,102.0,1530.0,69.1218758326672,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,96,112.48825750607303,3.1482352109840264,2.29345714981162,3.631722249940477,1.9286337649744356,2.2046688576556512,3.202600323064738,2.71725183368798,36.92165251924868,13.246974831495667,30.93833170179155,2.567260571825755,33.0211189220408,38.1167851537721,27.598215939447762,112.48825548654355,3.1482352109840264,2.29345714981162,3.6317230251584105,1.9286335569824755,2.2046688576556512,3.202599696625821,2.71725271948677,36.92165251924868,13.246974831495667,30.938358576584708,2.567251168034788,33.0211189220408,38.11677224722454,27.598185966149643,0.6563895773790888,5.997491729254673,7.676458053717644,3.242507492853501,156.51137495040894,102.0,1530.0,100.11517896793676,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,83,98.86148032328398,3.1056439573715315,3.684061784719211,3.6766157580158016,2.0869086399166257,3.1715185429165755,2.9418838981338187,2.8803131590289426,11.212073809241298,62.04112372424007,29.454364636363465,3.9087875005260484,28.575122542246014,31.09686486477536,33.268900709578965,98.86147817792597,3.1056439573715315,3.684061784719211,3.6766151272694176,2.0869065765473307,3.1715185429165755,2.9418838332059654,2.880313507903141,11.212073809241298,62.04112372424007,29.45440483440836,3.9088115117512627,28.575122542246014,31.09681884122274,33.26889666841161,1.0993489355364376,7.296370987700415,6.668111288820459,12.262883026539685,137.44074082374573,89.0,1335.0,122.87968736122214,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,98,119.44637930906998,3.2126589233066607,3.1377028741729625,3.2894357093158644,1.8778896071418885,3.159490438491593,3.3276318110226373,2.723832591062247,58.44673800892265,53.50013807445701,50.842164891346954,8.564660622992537,27.95294692699372,25.812292345501426,33.77684427286798,119.44636538845278,3.2126589233066607,3.1377028741729625,3.289438418455455,1.8778789058674827,3.159490438491593,3.3276280011606647,2.7238353316019754,58.44673800892265,53.50013807445701,50.842143610438725,8.564644304873541,27.95294692699372,25.812282857144115,33.776670172176715,0.2248044439528729,0.5370009753394835,6.579882789970763,11.219133940959388,149.7331531047821,104.0,1560.0,224.95354827249312,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
