Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_x_min,sigma_F_4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_x_min,epsilon_F_4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_x_cum,sigma_F_4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_x_cum,epsilon_F_4_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
2,51,150.40605506509291,2.2807738771904673,2.3962029781697574,3.5725243739603476,3.936523151438794,2.6268483563184852,3.2237175946776953,2.5936676075820713,3.03573612668282,2.1700884227395556,12.538560910137356,21.038977271696986,52.57693289526262,16.392544199148258,37.3719956253284,57.95616699693407,4.068543408141041,32.84969912840133,26.043047085212205,150.4060478746021,2.2807738771904673,2.3962029781697574,3.572524475407662,3.936523151438794,2.6268483563184852,3.2237189807601,2.593666230340963,3.0357352232042656,2.1700884227395556,12.538560910137356,21.038977271696986,52.57691921278352,16.392544199148258,37.3719956253284,57.95616975992147,4.068519038265196,32.84968039447162,26.043047085212205,1.7558540292980183,3.531801999966043,8.663061116137143,27.847400066044266,207.3899998664856,57.0,1083.0,2290.595470290434,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,60,136.86297965281096,2.22949194590675,3.8989785174141423,3.6217255323780546,3.1567792287742638,2.8162736055225626,3.263701721846759,2.5828782344009116,3.0378389014990423,2.0057406540623175,50.11441938534706,31.23191861518626,48.08501914415737,67.58623645520036,33.222534400162495,56.65176795058506,7.038744042462255,28.63414034746574,47.530303181031655,136.86297907587138,2.22949194590675,3.8989785174141423,3.621717162956851,3.1567792287742638,2.8162736055225626,3.2637070520444866,2.5828894880352724,3.0378388280384696,2.0057406540623175,50.11441938534706,31.23191861518626,48.084933356736535,67.58623645520036,33.222534400162495,56.65157548716897,7.038812448433423,28.634145136069115,47.530303181031655,6.142810142287321,3.6401336836538922,7.344316497774891,22.189160237389324,118.48858880996704,66.0,1254.0,1973.5069899635846,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,92,115.19057618441143,3.1056439573715315,3.684061784719211,3.479953154311353,2.558367358022279,3.1715185429165755,3.5455601513024932,2.1538250499844764,3.1903006298009373,3.6012653453612318,25.143327799666334,62.46183771522066,43.51270682639506,66.13022054636288,58.562906777917014,53.13518522315542,7.029580786651677,25.121390987380817,19.24702095092581,115.19053016309937,3.1056439573715315,3.684061784719211,3.4799600616432533,2.558367358022279,3.1715185429165755,3.545560975603646,2.1538230118960646,3.190299457220318,3.6012653453612318,25.143327799666334,62.46183771522066,43.51266317861319,66.13022054636288,58.562906777917014,53.13517476528791,7.029527905668863,25.1213691681002,19.24702095092581,1.0724466967590762,1.1268185841688434,11.242739910915635,17.29517646246888,347.5615680217743,99.0,1881.0,1184.267732480682,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,179,86.05941882120837,3.2335567140033152,3.8980326413752326,3.3497023257862217,3.1133063763903124,3.831212699532549,3.8399635465592934,1.6945587769627413,3.2753582773735026,3.208620965839946,45.720614898056574,70.2017927359195,54.21112446765026,35.666914840031076,72.61206434864629,46.03211291263324,8.56009957612008,18.75913559131736,32.69817579869139,86.04718592416648,3.2335567140033152,3.8980326413752326,3.35212326447762,3.1133063763903124,3.831212699532549,3.8444524945673035,1.6905216320741958,3.275295285049569,3.208620965839946,45.720614898056574,70.2017927359195,54.00836203230294,35.666914840031076,72.61206434864629,46.11795298083277,8.60952328903061,18.65842313586054,32.69817579869139,0.47292400728509765,0.30791266986275045,8.022494776575767,13.053088586217125,338.74395990371704,185.0,3515.0,159.2746780353495,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,112,99.35624857163401,3.2594350140431283,2.420348019829679,3.6014048400824787,2.13307296270823,2.5206301971570815,3.7256019726637177,2.1008183895149997,3.177011245277911,3.049340618247467,70.11251807595781,27.11429008166222,37.665881487902205,57.77928761376353,60.19157192031105,60.083724078377905,7.088876831435601,19.520735116887344,23.20267301424972,99.35617373012285,3.2594350140431283,2.420348019829679,3.6014016334186083,2.13307296270823,2.5206301971570815,3.7255984288062063,2.1008189051553434,3.177011914891921,3.049340618247467,70.11251807595781,27.11429008166222,37.66589463112295,57.77928761376353,60.19157192031105,60.08372903063672,7.088865959333512,19.52083967877524,23.20267301424972,0.34885000535028743,1.7124694806119298,5.278924338957496,16.483353039970552,409.61402463912964,118.0,2242.0,5994.085869082512,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,158,108.29747160825796,2.753160629491549,3.947567076716645,3.45215401742699,3.6576916159613857,3.1494230094162043,3.4511801401211706,2.058904196244863,3.2118863181709205,3.50004352740532,65.79039936788776,59.08034225039922,54.22153375076366,66.191162953549,30.974264794388528,53.70812395106807,6.903481741531269,24.29736471373142,29.3783972472765,108.29744466640014,2.753160629491549,3.947567076716645,3.452163474083339,3.6576916159613857,3.1494230094162043,3.451183462603735,2.0588961405045985,3.211895861618653,3.50004352740532,65.79039936788776,59.08034225039922,54.22154263774246,66.191162953549,30.974264794388528,53.708069487114216,6.903462869042789,24.297388956559296,29.3783972472765,0.07966039145819202,1.8153932141811495,9.177396864461684,21.30766700082913,344.8718822002411,185.0,3515.0,411.64067856825653,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,93,157.2880475372775,3.3817938350338475,3.994645700902961,3.2886402716234397,2.2742714992577553,3.8651909260743267,3.5744536430347384,1.6847581088170485,3.2679411422860354,3.5077523769224928,69.99659481052143,56.24910931085068,47.0182532873063,11.292208699586714,11.703714147051755,40.39940974139852,5.13744045446398,30.6767476700364,33.85908725195785,157.28804307393918,3.3817938350338475,3.994645700902961,3.288640534006629,2.2742714992577553,3.8651909260743267,3.574454078026368,1.6847592405809262,3.267941072431406,3.5077523769224928,69.99659481052143,56.24910931085068,47.018208609119114,11.292208699586714,11.703714147051755,40.399386408003195,5.1374170478387455,30.676782167903234,33.85908725195785,0.10217068910047843,2.4348992542420698,17.01058105867282,18.357560574024763,350.88295674324036,99.0,1881.0,5984.904947153388,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,84,116.59526831486164,2.278552694501517,3.614782577419047,3.505422506229474,2.330708394233865,3.8550171607920674,3.548670987182666,2.210996951573633,3.1683925954277288,3.7666121824116194,50.53869345861459,58.81125821177693,40.521705786182885,27.5453129647267,68.23260418274437,53.636653494380155,7.834734591490436,24.98383837101004,36.759350207319265,116.59517857419843,2.278552694501517,3.614782577419047,3.5054104866322007,2.330708394233865,3.8550171607920674,3.548675380390025,2.211017296705245,3.1683881181545335,3.7666121824116194,50.53869345861459,58.81125821177693,40.521712650996186,27.5453129647267,68.23260418274437,53.636364878597284,7.834762950918345,24.98393200531953,36.759350207319265,1.285751340961287,1.3932534990572483,10.424055153750075,16.750599319714837,172.16069293022156,91.0,1729.0,3078.8470734523494,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,95,98.25974271685939,2.834044009405148,3.440648986884316,3.3042228111474206,2.604665145263679,2.293511781634226,3.7233667899230256,1.7393120432677351,3.297180958018007,2.79353494846134,45.023087710218206,37.24764343621417,57.61701610584812,23.289396232548636,67.07763336541147,49.33208282472795,7.76629000562376,19.813267591952176,34.55414399560131,98.25973596855707,2.834044009405148,3.440648986884316,3.3042250366169417,2.604665145263679,2.293511781634226,3.7233667326668978,1.739315530457293,3.297179937725274,2.79353494846134,45.023087710218206,37.24764343621417,57.61702009188951,23.289396232548636,67.07763336541147,49.332098018210296,7.7662855580401375,19.813240094123028,34.55414399560131,0.04278675487505744,0.47551026127663654,9.657406028479942,13.28230111223941,194.9523470401764,103.0,1957.0,1239.7415045741184,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,87,120.6669326996711,3.0317140339370594,2.9542819740995645,3.7932796386797114,3.2436124634808303,3.088020237627876,3.117490612947127,2.778167360745049,2.8750689094537565,2.444098279599845,43.75786858379216,61.04424183440524,42.30105510861023,31.08355988220213,66.73995446600725,62.30345166735008,8.35617899560549,28.975924440863675,48.24320969737693,120.66692921266663,3.0317140339370594,2.9542819740995645,3.793284160095021,3.2436124634808303,3.088020237627876,3.117491523014428,2.77817041306497,2.8750662850040474,2.444098279599845,43.75786858379216,61.04424183440524,42.30107173351162,31.08355988220213,66.73995446600725,62.3034490951879,8.356135505535324,28.975861929398782,48.24320969737693,4.189735773117162,3.7127359829377347,8.261440698723435,18.857494710721046,302.4529902935028,95.0,1805.0,735.2669641046834,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,52,114.53121719147762,3.239911436762759,3.6579617991003572,3.4871427763592595,2.037152404354819,2.1400442874384447,3.6214206160682707,2.145657973004825,3.1892916180346664,2.634724818644321,74.26005003680919,47.68343925097681,39.546472064667206,45.8116342426633,58.44673800892265,54.49547971397632,6.981725816259315,24.077763598156277,27.95294692699372,114.53112419111409,3.239911436762759,3.6579617991003572,3.487145954304278,2.037152404354819,2.1400442874384447,3.6214179237638056,2.145655348277837,3.1892910041225218,2.634724818644321,74.26005003680919,47.68343925097681,39.54652520286326,45.8116342426633,58.44673800892265,54.49552436010796,6.981699588383733,24.077783271638456,27.95294692699372,0.9230046781088634,1.1914063538280022,11.68585247690666,15.915507530244636,203.57283234596252,57.0,1083.0,748.2795985433875,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,146,108.25616137330525,2.9831463185606766,2.1067250902341605,3.507586652136216,2.29345714981162,3.178611073806568,3.8312305075345012,2.097593293453714,3.1855257191175497,3.38880031545549,36.92165251924868,13.246974831495667,37.92509747414124,53.146651939286286,43.46779228379006,54.67907412565085,6.491955859009499,19.849510621913684,19.81161464511831,108.2555279353774,2.9831463185606766,2.1067250902341605,3.50759209423265,2.29345714981162,3.178611073806568,3.831221287034026,2.0976046853199017,3.185523765836628,3.38880031545549,36.92165251924868,13.246974831495667,37.92497978089494,53.146651939286286,43.46779228379006,54.679196026973976,6.491912935681578,19.849973289226167,19.81161464511831,0.43865615231460153,1.705280380121551,10.859268026292423,12.867135630170523,646.0494365692139,180.0,3420.0,338.6008704147793,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
14,149,108.21788613108164,2.980507045239855,3.1982206152917563,3.456430017022129,3.186962816393274,2.867352697978917,3.477632449063966,2.0527713113514454,3.21361750534446,3.1557144305690707,21.960663105785233,61.21540019865779,52.276360057597685,13.504102684793944,37.3125892000736,54.321683194988864,7.138542899731887,23.79537909653636,49.1865702160871,108.21786942645433,2.980507045239855,3.1982206152917563,3.4564403451135837,3.186962816393274,2.867352697978917,3.4776259988189584,2.0527788104038267,3.213611272936929,3.1557144305690707,21.960663105785233,61.21540019865779,52.27638024899952,13.504102684793944,37.3125892000736,54.32161353816841,7.138522462762424,23.79539182982522,49.1865702160871,0.0717046531783314,1.4534325583970158,9.48087846832588,20.41342560954206,361.8873522281647,205.0,3895.0,184.10430766497913,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,177,108.27380762505112,2.0430496105483957,3.8959404224353618,3.4574884598998175,2.0300379614842443,2.3523925111501103,3.4587144599969073,2.0906859629586556,3.20649934533976,2.6894733053665867,71.10698635166888,47.83092169656021,53.24704388512825,64.90773895049443,68.85050071606221,54.59840071085634,6.956282983620093,24.02341391792961,25.000159810695166,108.27378874696376,2.0430496105483957,3.8959404224353618,3.457473175481142,2.0300379614842443,2.3523925111501103,3.4587187215109383,2.09068215293949,3.2065015471069946,2.6894733053665867,71.10698635166888,47.83092169656021,53.24680554360909,64.90773895049443,68.85050071606221,54.59865231397613,6.956329467093267,24.023337217911227,25.000159810695166,0.10255607097418254,1.5067567626537164,9.173736162206154,21.572718030013014,391.1873848438263,216.0,4104.0,248.886046718181,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,171,109.32098660852243,3.144977034383212,3.466285050575022,3.5223720103978446,3.5417678210037757,3.1377159814094306,3.5532394148356516,2.255132447282426,3.1586189235203395,2.7558483586561993,15.175695050386405,73.88311239247895,40.64754405899793,62.77081535183509,66.8725069221334,58.0725474416146,7.593799949816034,23.422791465957964,31.340800796715722,109.32095385111715,3.144977034383212,3.466285050575022,3.5223735120166455,3.5417678210037757,3.1377159814094306,3.5532455400512726,2.2551274267213053,3.1586238989983433,2.7558483586561993,15.175695050386405,73.88311239247895,40.647598027771714,62.77081535183509,66.8725069221334,58.07259706405632,7.5937453475053465,23.42267618948284,31.340800796715722,0.7779620871021462,0.49369306608649555,8.46263595952848,19.065698057114712,332.24001717567444,185.0,3515.0,317.30249578115286,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,209,110.78193342111871,2.6903441023104295,2.450079915628169,3.5046042960931727,2.6245396754038337,3.832611106936701,3.4766112408907386,2.2057162613978196,3.174074741269879,2.3859254640382255,42.4729710941276,57.35806841834877,44.34154054582518,26.122181294520004,65.35867187086387,57.66099712857874,7.222593079344343,24.70068922340384,18.56885407990291,110.7819038452776,2.6903441023104295,2.450079915628169,3.504610952754578,2.6245396754038337,3.832611106936701,3.476609197909881,2.2057169257623515,3.174073426135993,2.3859254640382255,42.4729710941276,57.35806841834877,44.341538219152255,26.122181294520004,65.35867187086387,57.66100763730529,7.2226105470134385,24.70065667103954,18.56885407990291,0.5876740161866545,0.665336318348266,9.629677492710822,20.0479103841357,427.7350242137909,232.0,4408.0,424.5906030730971,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,194,120.00273608815868,3.6528139952586827,3.7082308876730776,3.794675925876139,3.3026086646819817,3.407033976305306,3.1168804405867743,2.7672969630672024,2.8871959955303805,3.5404774691099594,57.56235904806927,26.880395564392956,43.90038445944776,51.099715632958315,32.444335003420306,62.733014872452465,8.18832670237934,28.232794631652403,49.66651242683443,120.00271468828205,3.6528139952586827,3.7082308876730776,3.794657672574294,3.3026086646819817,3.407033976305306,3.11688982759571,2.767290379313448,2.8872079785420244,3.5404774691099594,57.56235904806927,26.880395564392956,43.900401138675036,51.099715632958315,32.444335003420306,62.73297215284533,8.188379885443691,28.232901371281763,49.66651242683443,4.530276613367967,3.74498758048462,8.476819783739197,18.5755772822769,682.2002410888672,222.0,4218.0,581.0080468958167,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,82,108.77851920503136,2.0891037570895232,2.2149882582121854,3.5137254973042853,3.425977960765353,3.1194339641082847,3.5383497930748256,2.139176728172952,3.189546211598009,3.1362009238398842,23.214060252964387,26.401173397071027,48.73461906715401,22.702916272105725,47.78833027276176,58.71060447569037,8.155705939720763,20.6753091666549,32.28193999940555,108.7784597136817,2.0891037570895232,2.2149882582121854,3.5137221170599235,3.425977960765353,3.1194339641082847,3.538349706995712,2.139173451737614,3.189540221248333,3.1362009238398842,23.214060252964387,26.401173397071027,48.734665625616444,22.702916272105725,47.78833027276176,58.71055827753862,8.155666816607498,20.675330553685953,32.28193999940555,0.054866292693732714,0.6023430205551786,8.217033154306753,21.109978301294706,345.9747929573059,92.0,1748.0,270.82078337330137,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,260,85.65595237110594,2.8029591669390808,2.6347678919165536,3.354156288714429,2.8604945416425287,3.9476041558545036,3.8431026388756973,1.7149585170394297,3.27290039807841,2.686692479548846,61.84652225730683,67.19988875662308,53.94504349184359,53.076787804392055,27.56353703193426,46.40208225018263,8.544454493059298,18.550319905504754,43.07563794016094,85.65594321324345,2.8029591669390808,2.6347678919165536,3.3541551554750786,2.8604945416425287,3.9476041558545036,3.8431066105636305,1.7149744913535947,3.2729014904443687,2.686692479548846,61.84652225730683,67.19988875662308,53.94496626592526,53.076787804392055,27.56353703193426,46.40202216989433,8.544382985681231,18.55031560041462,43.07563794016094,0.42647548088738607,0.36398979832382106,8.24472430149882,12.708117207759935,973.7217662334442,272.0,5168.0,209.70672351008082,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,70,160.40518292675318,3.373001855363167,3.6692513437947456,3.80685187031877,3.500288629889935,3.977722177812989,3.5618666968410717,2.284301294392739,3.032745015046511,2.206452013155284,39.11307920143384,69.05870770105123,39.73175312041388,28.705397008112673,18.45185718768805,39.7164736677236,7.624366574198913,28.141752239687612,24.29413307802792,160.40505181330298,3.373001855363167,3.6692513437947456,3.8068481157647898,3.500288629889935,3.977722177812989,3.561875495761809,2.2843162994023465,3.032743729994782,2.206452013155284,39.11307920143384,69.05870770105123,39.73155113492641,28.705397008112673,18.45185718768805,39.716537648177066,7.624417143506001,28.14150807131469,24.29413307802792,1.8855071727484618,6.156412321149694,16.905118500751236,14.792998742926192,269.2637152671814,84.0,1596.0,2725.9577582378543,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
