sigma_Cm,sigma_C1,sigma_C2,sigma_H,sigma_F1,sigma_F2,sigma_F3,sigma_F4,epsilon_Cm,epsilon_C1,epsilon_C2,epsilon_H,epsilon_F1,epsilon_F2,epsilon_F3,epsilon_F4
3.763007490159759,3.4157899452074507,3.5564033582594448,2.4322274093989376,2.547841995595113,2.683548221094443,3.0470218727565905,2.932242066231478,43.44337818097004,46.73839529088434,45.29089449066741,10.662041368718317,48.54501576912864,38.38097707284378,20.96324740802498,26.860539415402133
