Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_min,sigma_H_min,sigma_F1_min,sigma_F2_min,sigma_F3_min,sigma_F4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_min,epsilon_H_min,epsilon_F1_min,epsilon_F2_min,epsilon_F3_min,epsilon_F4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_cum,sigma_H_cum,sigma_F1_cum,sigma_F2_cum,sigma_F3_cum,sigma_F4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H_cum,epsilon_F1_cum,epsilon_F2_cum,epsilon_F3_cum,epsilon_F4_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,R41-sim_liq_density-sse,R41-sim_vap_density-sse,R41-sim_Pvap-sse,R41-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
4,171,30761.191355957824,3.764982343270611,3.4174437435639127,3.5497277112437358,2.432174604831207,2.552168798731738,2.684366624443956,3.049473183687101,2.9321366491931085,43.44310354944594,46.67244604215084,45.55035083906837,10.654294612913468,48.57382506278898,38.41020468730454,21.032659699065142,26.851492200265177,30761.19121254557,3.764986783441064,3.4174438674452,3.5497212722188,2.43217234513127,2.5521639278740875,2.684370938183964,3.0494696490822357,2.932136311096123,43.44316515598416,46.67241692752414,45.55062770790057,10.654279987784046,48.57382744499623,38.41021821555821,21.032646667854387,26.85151035535703,1.1262706845478678,155.0226240021249,190.9742084548918,5.291816809069552,25.95723710337109,875.5340450121336,629.1918362292407,15.145371697510337,0.4683813008057381,3.6084821034163914,15.35712724032055,33.5692416526554,16.48860847710515,138.79996549792696,145.42309441090006,48.76259169201924,45.50634865153923,719.3105748656525,1123.1987643527864,213.73304850303387,0.352877928623877,44.93053135978846,59.89240994170365,5.402316587356461,6.627805509240467,899.9740591357682,705.006624916582,23.506216956728544,22.62702382558357,2323.2842380072025,1110.9019615503344,92.18499912329038,2447.0730974674225,176.0,2992.0,5351.320863309353,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,211,30761.41381616427,3.7618870560099578,3.41654169492775,3.546638933518365,2.43410019552797,2.5441974213425294,2.690695458281072,3.0480482181016115,2.9322183326325355,43.397255009939975,46.71245830759116,45.64274818896016,10.659236960014994,48.4789478083472,38.5153496955376,21.04573591693479,26.85617181440994,30761.41372357692,3.761887496701814,3.416540930297347,3.546640951135595,2.434101767027549,2.5441898852417584,2.6906940401091166,3.0480481715367547,2.932218196867767,43.397203985740326,46.71245868046776,45.64271332699317,10.65923734099634,48.4789512577532,38.51532959532933,21.04567937848324,26.85618646687777,1.1299269809526276,157.81174563805504,189.6151875576916,5.324502592941276,23.30926028995536,871.6200685878007,626.53579028284,15.332229090571634,0.5572980165216583,3.720315839664142,15.83267010065525,33.73941364773523,16.59835970690352,143.07404708873196,147.8268329811093,49.09826933635812,45.02734541497817,729.1649524882532,1122.6277362662368,215.19933080965225,0.4479720350669303,48.61731893515692,61.24620131113569,4.855164222704519,6.466845953030727,913.4244284024952,715.3092126520203,24.081864109144487,23.54731480187553,2327.5182185680123,1107.088237907614,92.53150274943424,5186.670371055603,219.0,3723.0,14615.578648192555,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,194,30761.473452634425,3.7594682153170944,3.4158560439857126,3.546255030404061,2.4349714157951867,2.5413232431960253,2.6849263586078203,3.0494135591334954,2.9323016739944285,43.41272220329383,46.74102609027896,45.61729237860075,10.659236604972511,48.54782184228797,38.453880707763936,21.112109721141398,26.861385128079075,30761.47278222688,3.759468719801757,3.415855135778997,3.546251452021158,2.434974681044156,2.541327257407655,2.684926049129835,3.0494135308001638,2.9323017285220416,43.4128025424064,46.74103569450621,45.61738071248794,10.659258776212072,48.5477823131539,38.453863889452975,21.11221599335117,26.86139354850288,1.134275414158478,161.625394469287,188.3176333507552,5.380609502817611,25.593851522009874,866.5924369302728,623.1963093990073,14.849787738935778,0.6919326693975795,3.5458292092104826,15.624968556849105,34.83719728739974,15.844919145202583,141.658457416242,149.0808491655203,46.01813699844635,45.53752621641364,723.4580396875424,1122.2285880223951,214.40815203323208,0.4197211875490715,47.46902088334395,59.86756952350007,5.05515098443119,6.639553459232136,895.694595116883,701.9469753742204,23.19041766058631,24.06896947111341,2295.722875003423,1087.9823261794284,90.86535636007292,4979.187683105469,213.0,3621.0,14371.54305000444,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,169,30761.78300482394,3.766381847046349,3.4175083721830424,3.5625874401079645,2.4312528116343426,2.542871814234438,2.679820452246213,3.0472721510176632,2.932105300390213,43.484591358471086,46.65994896531943,45.12136371111337,10.654236713585863,48.583569679839634,38.327086674165926,20.86661273425592,26.85420386347787,30761.782924320003,3.766379928024144,3.417510200994218,3.5625903228436453,2.431256881392576,2.542869166312509,2.679821280502429,3.047267463853561,2.932106217465154,43.484575328823375,46.65992135973144,45.12131710896498,10.654224548464668,48.58360986083631,38.32710495622693,20.866509771985776,26.854167898054484,1.1289945050108767,155.28523303519364,190.84651834366983,5.290903061716988,27.89975944504701,882.5939082951492,634.1074548285941,15.161916156864514,0.4560189309850582,3.514947037510623,14.68272025811842,34.61552350975343,13.603352540993534,120.17234404361945,132.39105947023214,46.44910795378713,46.45780577917,711.4496977834275,1143.1625762756175,212.83843755230248,0.4013741751485564,40.336770817132205,56.77353429417117,5.201793496822093,7.026282202394594,914.1046238947448,714.7387398126334,24.64470219260597,24.414839431192835,2288.6913171727447,1084.3951723482137,90.21941907777703,4260.302626609802,176.0,2992.0,4384.092126311746,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,158,30761.944531581645,3.769624727329484,3.416644531526135,3.5454307004708623,2.435099213790008,2.5446950899166243,2.686272858766825,3.0490488956563224,2.932185991996965,43.26091764113684,46.7221832702419,45.64509895141149,10.666018508641598,48.52130217261546,38.43770410484653,21.112976717037743,26.84924508145976,30761.94098072195,3.769556762940157,3.416669941155546,3.5454130527408827,2.4351544924742603,2.5447312227247925,2.686105509142376,3.049066549755791,2.9322016482858744,43.26058839432597,46.72152739014967,45.64650513286995,10.66563378620114,48.52017547690262,38.43762708984674,21.114400281300416,26.850110243718248,1.12554712043043,154.36047830981695,190.53943718790148,5.263776444108696,24.703981698147604,876.1303570971268,630.135918497376,15.341272106938504,0.2354314956531739,4.11666391456648,15.917974194379306,30.95575457835372,16.234055899688375,144.1036159624858,149.62346362649896,47.52638026742419,45.207655530943455,716.3224864204041,1109.8730667935822,213.11314846594144,0.410185785690792,48.05673975402635,60.64316180478494,5.077487396570676,6.524926109628805,896.1969979844181,702.2695451891531,23.158312508972596,23.363488982403425,2304.747026435811,1094.2739897425022,91.19950977116244,2229.1704614162445,164.0,2788.0,7611.196731503686,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,214,30762.08383622943,3.763596955026523,3.4193014007807685,3.543248624430673,2.434386544773932,2.538320903020641,2.688405109671832,3.0494733842314217,2.9320208134853702,43.44080592238618,46.60031943746695,45.74256184654349,10.652570188697329,48.484464419297126,38.52286481426493,21.120772163943343,26.84254851111976,30762.08321094295,3.763575887635808,3.419301798632059,3.543245289381676,2.4343860541538427,2.538306895407942,2.688408424680906,3.049490254938643,2.932019960116178,43.441043436474864,46.60028046251157,45.74275403782736,10.652567322379578,48.484400878982576,38.52262798252316,21.12095113814441,26.84248714232631,1.1302512068466792,156.12236114868742,193.23272837662503,5.331888830652677,23.540799773862226,874.1896386822397,628.7961117199293,15.473302598961702,0.4851625468979748,3.3797215082447867,14.69625290749152,34.98831298539843,16.894492473514966,146.2621977290746,152.18461783297127,46.95628080016866,45.25160371128053,733.1058824829483,1125.3780899625772,215.83174749331997,0.4697599874925093,49.64521936658232,60.4096830201605,4.841732797838257,6.495449668462827,902.5652355711576,707.5427843531927,23.474600174963992,23.729848617811165,2322.9234950027458,1106.00085863302,92.73818278448655,2753.232245206833,223.0,3791.0,9410.540900612845,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
21,185,30762.258973323405,3.766861044330329,3.4181491693694985,3.5629583229224315,2.4346350853916325,2.538295359748914,2.6788643257409044,3.045395194100846,2.9319872058769225,43.28318047254526,46.65547136073881,45.02351105707054,10.673636463371896,48.50277129291844,38.29021054454544,20.92616752223229,26.846156301847227,30762.25866989837,3.766855102025424,3.418149324119775,3.5629655026183435,2.434633162193745,2.5382947950019377,2.6788637505848363,3.045396474977187,2.931987413157266,43.28327465707678,46.65543855252413,45.023306111535945,10.67364033350366,48.502729969621655,38.290185212028966,20.92606609863148,26.84616625672118,1.1520375121637638,160.7521858494524,191.93495005908005,5.337161419010171,27.108891379172675,897.2601566478504,645.4860479960469,15.856428599879798,0.3083833345681557,3.928862066863938,15.806461909986073,32.25707456093575,12.02634810964742,118.50505384994608,132.3141567324776,43.44890767784102,47.03423523048203,705.069891675352,1143.2267732526975,212.2894800988754,0.4511355749007439,41.123320612675954,55.72381185568207,5.088674475380344,6.8459944512884725,898.0643553076573,702.4257337516909,23.772998723326843,24.25257797492723,2289.0312656310853,1080.1157476021426,90.09577139146378,4989.493567943573,203.0,3451.0,29682.81232791545,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,204,30762.33612442649,3.766602070321573,3.418458024854039,3.543152973585324,2.436090731531858,2.5403543843182947,2.684837789952032,3.049220008514682,2.932011533137381,43.26687007075205,46.634267626105945,45.71522403887183,10.66545893252222,48.51520092882488,38.48097065777444,21.141232208182977,26.84664505773326,30762.33576374836,3.766597277695869,3.418456928272773,3.5431578082104185,2.4360939762473626,2.5403500715773517,2.684831580435812,3.0492169180014144,2.9320116819374604,43.266708707441566,46.63425837088777,45.71501263239133,10.665481898843415,48.51514098799104,38.48100865891668,21.1411867786734,26.846658599569384,1.1403228784241168,157.90375539278617,192.2129151000944,5.322292742748271,24.75573748915432,871.3583637690185,627.3035224539465,15.178726231866351,0.2810509043519825,4.075557887437582,16.03912177817025,31.61923964269694,16.32489490861034,146.741811714207,151.79390673280895,47.021260212497815,45.69248007316848,717.9256262048517,1115.1630635966192,213.562559904672,0.4386363450030191,49.68620429153363,61.297682401925606,4.885355583436249,6.545173550415619,899.126156519736,704.6436104400118,23.25026616531453,23.303939828929305,2315.449576494031,1100.5911320639916,91.96703657076397,2575.120257139206,212.0,3604.0,13571.3332978062,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,263,30762.40166830108,3.7531588137840233,3.418130416948768,3.54487175988655,2.4372415817358446,2.534562951833768,2.684798212360047,3.050092083194786,2.9320612731320104,43.44759489844412,46.64883966440829,45.70653974594132,10.657864879902586,48.48789683596421,38.50239933798625,21.08722497902672,26.84780638846622,30762.40162689717,3.753161614377041,3.4181313264209114,3.544887285424965,2.4372415724277583,2.534558511725301,2.684786533272459,3.0500936249267507,2.932060250283772,43.4474407894578,46.64881232472938,45.706207367143065,10.657833032183966,48.48783016990237,38.50236067651588,21.087025047317688,26.84781587401657,1.1360361059008957,157.41356143274055,191.79932996475324,5.320796254828436,24.60557125030669,871.7893435211313,627.6162255246948,15.241639693819913,1.1253651274148622,3.2812397815179524,15.433577521828136,37.23835391381255,15.94119087762908,144.0546419173592,147.63423908229066,48.87046752721912,45.29103726607479,723.3520472726489,1115.544386641868,213.9402413815639,0.4265825299237525,49.557658480186674,61.78823518036317,4.689734153170712,6.955635908944775,908.0645172984064,711.244390847343,23.779746312394927,23.899258902231725,2315.0972274632195,1099.426307020564,92.41950876486688,6126.503800392151,265.0,4505.0,6799.490967226219,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,149,30763.63017323844,3.762408431753504,3.415707014519857,3.547977368765361,2.4324273609177687,2.55261789156176,2.686530531291281,3.048921173819737,2.932252202023564,43.466573098952495,46.806624128697145,45.55046276768969,10.663426512909693,48.44612546292132,38.32804330952156,21.104366920673232,26.838284462436757,30763.629366908608,3.762432872355964,3.4156980112595337,3.547972631576353,2.4324131865314853,2.5526250876951053,2.686523093662352,3.048931509150657,2.9322507778216056,43.466791707211776,46.80662794428382,45.55075492260908,10.663423297779929,48.44630907946405,38.328048807626814,21.104457564078608,26.838420359102777,1.125505083152009,153.44392388300133,190.7265564761585,5.22095085973297,25.23830558022886,883.7554338854171,634.7487373654214,15.599179782070316,0.6597569808413316,3.352237104191386,14.711392982949864,35.86047902182841,16.31899586536381,140.686748004013,148.9870752101789,46.323474532135855,44.77579377976837,706.6676422194176,1098.7729124251507,211.41038160898117,0.3725610782460049,45.9643688076337,59.30620230660109,5.460282125406137,6.344849155784144,885.3532914224653,694.0678804170767,22.69071653655105,23.049952229637437,2307.1276635856198,1097.371352845909,91.27654817612569,3706.781149148941,154.0,2618.0,13362.586091127096,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
