Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,R14-sim_liq_density-wt,R14-sim_vap_density-wt,R14-sim_Pvap-wt,R14-sim_Hvap-wt,R32-sim_liq_density-wt,R32-sim_vap_density-wt,R32-sim_Pvap-wt,R32-sim_Hvap-wt,R50-sim_liq_density-wt,R50-sim_vap_density-wt,R50-sim_Pvap-wt,R50-sim_Hvap-wt,R170-sim_liq_density-wt,R170-sim_vap_density-wt,R170-sim_Pvap-wt,R170-sim_Hvap-wt,R125-sim_liq_density-wt,R125-sim_vap_density-wt,R125-sim_Pvap-wt,R125-sim_Hvap-wt,R134a-sim_liq_density-wt,R134a-sim_vap_density-wt,R134a-sim_Pvap-wt,R134a-sim_Hvap-wt,R143a-sim_liq_density-wt,R143a-sim_vap_density-wt,R143a-sim_Pvap-wt,R143a-sim_Hvap-wt,Run Time,jac evals,Termination
157,1357,8.980721033627129,3.606979113564445,3.9999999999999996,2.5659552130520074,2.7087051857975823,3.7851747395312447,3.9999999999999996,48.203819507227344,75.00000000000001,9.04602184346738,40.201810801520644,50.00000000000001,50.00000000000001,8.980721026899257,3.60697911045845,3.9999999999999996,2.5659552186519536,2.708705083179704,3.7851747393052775,3.9999999999999996,48.203819822996806,75.00000000000001,9.04602297762066,40.201810660635196,50.00000000000001,50.00000000000001,99699.05113412713,120841.56309013281,8019.079115081205,112554.42543163398,141.63875144122485,98.43293792304542,3.3752690061946122,34.302719942295326,72.04587808353409,77.73186873085143,26.544943713214423,571.279220230076,791.0851151629189,6.738991204737989,6.021826672928662,1131.7852311517756,4127252.6023663413,36753.19188408127,180.46864319349322,90406.2281499671,547482.1128763973,25636.68171337647,1063.7273062047695,5194.094659929557,5636441.513762096,288721.54486388015,12839.866606609106,909292.662696789,2.850756255767998e-09,4.81320127425352e-09,6.726927617124924e-06,1.055929716639874e-06,0.0003881012634544194,0.0002744279045397071,0.033819792779593426,0.0003286219114785249,0.00814291955085754,0.006591970193154989,0.0900081511041369,0.00329191555549513,0.0018085525628181317,0.0019933996534464747,0.05163498009367161,0.0016828785731293292,5.127886938142143e-09,7.574555020384367e-08,2.472526781358489e-06,1.4088793923651669e-06,1.5706506658453877e-08,2.0168052006474727e-07,1.1412747548449122e-05,9.617696424156023e-06,6.199138945083132e-09,2.0312285537339754e-08,1.2250903859673863e-06,3.662051188342475e-08,799.8138723373413,107,0
40,1400,8.981029970238943,3.6068999459270312,3.9999999999999996,2.5659859854863014,2.7088106699063874,3.819862546877694,3.9999999999999996,48.208755518258634,74.99999879727639,9.04522633127372,40.20208625758609,50.00000000000001,50.00000000000001,8.981029946568256,3.606900045927031,3.9999999999999996,2.5659859854863014,2.7088106699063874,3.819862546877694,3.9999999999999996,48.208755518258634,75.00000000000001,9.04522633127372,40.20208625758609,50.00000000000001,50.00000000000001,99668.7494986258,120846.04314852752,8019.219944746308,112555.21821740092,142.6271768369763,98.32652712794354,3.370869426377641,34.31727449108592,72.04714911664493,77.72880313035724,26.548740016286306,571.4795953518448,790.8384642649097,6.763663865686551,6.031733799365831,1131.2502898418861,4220374.412852433,35740.85513700015,193.85580499530175,90561.55747194687,547525.1088229511,25637.877219549995,1063.7745518457136,5194.413746465986,5636591.371283264,288735.88906920515,12840.332667029743,909323.1485885023,2.8502602910152636e-09,4.812339609262908e-09,6.725615568101716e-06,1.0557267977364276e-06,0.0003881854428515786,0.0002743398876209729,0.033826988759105385,0.00032864611691885875,0.00814229937810691,0.006593073669494081,0.09001584183077144,0.0032916564401489577,0.0018081053494113763,0.0019930744301242045,0.05162119117870476,0.0016823536191494454,5.0788543220868666e-09,7.532581011059212e-08,2.435127030541569e-06,1.4073408236796756e-06,1.5703697239123326e-08,2.0164432383831333e-07,1.14107024962496e-05,9.615974594852441e-06,6.198035872690104e-09,2.030867720334819e-08,1.224874220665628e-06,3.661406170358132e-08,811.3158414363861,109,0
101,1222,9.193808023539948,3.605238790217234,3.9999999999999996,2.568080024781136,2.7090613798192944,3.2128575663682453,2.0081909657830725,48.445577084489045,75.00000000000001,8.996921319897293,40.12093123365507,50.00000000000001,49.99999879727639,9.19380799566764,3.605238790217234,3.9999999999999996,2.568080024781136,2.7090614798192942,3.2128575663682453,2.0081909657830725,48.445577084489045,75.00000000000001,8.996921319897293,40.12093123365507,50.00000000000001,50.00000000000001,1548817.7795058428,73679.85199117802,1098.3272180618378,69497.74263914253,147.51301437784218,92.17629573640193,3.365098551256982,32.94309240869649,72.43743200784749,76.48084461400202,26.270140469467435,576.8211651378799,784.766259139042,5.578382263894684,5.609441172309518,1176.0861841915382,295561.6230656349,196726.0040131497,479.2794331535538,96910.75761706982,96684.56691141232,40974.960471463375,1415.0850055705102,34515.645988268254,2237274.021358835,746598.2614312205,24582.638335997195,1273631.6451156298,3.677549083676916e-09,4.718865232743864e-09,7.311507334659681e-06,1.1024356689885635e-06,0.0003874845966963978,0.0002729241651080348,0.03373381232887224,0.0003303702225002993,0.008289234276041819,0.006727452984087914,0.09168311509870228,0.003356150186887748,0.0017426407251722367,0.0019274197045687288,0.04989440840700786,0.0016200117535278258,5.889413541491517e-09,8.128598582791514e-08,3.2516083205745997e-06,1.401204938046103e-06,1.5300255858518942e-08,1.9820894642597662e-07,1.1133351595500735e-05,9.314164604133994e-06,5.545915741824322e-09,1.8615790511154084e-08,1.0960662547447295e-06,3.1969387783221e-08,702.1346826553345,94,0
94,1085,10.813683553434158,3.602471894853723,3.9999999999999996,2.5769436993828676,1.9999999999999998,3.113301316732144,3.9999999999999996,48.69564670314034,75.00000000000001,8.964041956473357,28.502197537021953,50.00000000000001,50.00000000000001,10.81368350536406,3.60247193978998,3.9999999999999996,2.5769436650257482,1.9999999999999998,3.113301162614288,3.9999999999999996,48.69564202874733,75.00000000000001,8.96404400009127,28.502201139824432,50.00000000000001,50.00000000000001,95722.1447569346,122123.11651722422,8057.653453185445,113057.0074294157,98470.83971685413,3816.9481984550175,101.22061531618903,2946.879270020797,72.88953309041582,67.74239107469273,23.481151713184822,633.8114117042196,940.5676471631577,4.528669430617384,5.020498101356723,1182.8748588123485,2684111.4661082677,61340.415188487474,98.61525172361814,87616.92428338484,501052.25988962845,29838.86207107767,1173.2128919349432,10119.63524039889,5677118.492793902,291606.7922586462,12921.547760516134,915963.6256684265,3.226536632070072e-09,5.44665271716083e-09,7.578419700378056e-06,1.18870852470524e-06,1.2701062488139537e-06,4.507556849384226e-06,6.181353633531676e-05,7.501801373186188e-06,0.010922178183063343,0.00876621103240062,0.11957361666657362,0.004454305399208157,0.0017498712806986911,0.0020369035795260292,0.05078530591826914,0.0015968756816036906,6.783441488053084e-09,9.31116178502077e-08,3.6171492641065737e-06,1.633440202268626e-06,1.770935362547533e-08,2.2903174018545227e-07,1.2925274337782628e-05,1.0883449147663634e-05,7.012680073744496e-09,2.298114199506234e-08,1.386085791323966e-06,4.1427717251060034e-08,649.3316349983215,87,0
62,1063,10.815202504375174,3.602570278812307,3.9999999999999996,2.5768372194989695,1.9999999999999998,3.4064096413712397,3.9999999999999996,48.68769109719817,75.00000000000001,8.965488208353309,28.31275870572435,50.00000000000001,50.00000000000001,10.815202503046523,3.602570278812307,3.9999999999999996,2.5768372194989695,1.9999999999999998,3.4064096413712397,3.9999999999999996,48.687692299921785,75.00000000000001,8.96548700562969,28.31275870572435,50.00000000000001,50.00000000000001,95777.07615447893,122108.6309140027,8057.2226038181925,113052.23269929821,96856.0870142098,3949.582228176008,104.58342674106129,3181.5738560040368,72.83024870682584,67.7644813108437,23.4858361494845,633.5075595474559,939.228981079613,4.5116415839636295,5.013981895832066,1183.8700315391345,3236769.2710776953,49473.94381141195,93.61928501168778,88809.36359765596,502486.2706620686,29927.4090141157,1175.7778954093205,10171.641840060915,5676680.360430164,291571.3889094588,12920.476039343594,915884.8516922592,3.228409638503356e-09,5.4498423194628974e-09,7.583247593211128e-06,1.1894699921454442e-06,1.2618911664494535e-06,4.470027487070055e-06,6.151896156785623e-05,7.480410816120055e-06,0.010914247281126548,0.008757838315450722,0.11948425521802929,0.00445087368759822,0.0017534356127623235,0.0020401544922369445,0.05088471683258786,0.001600452139834321,6.3902975173045855e-09,9.040526504227262e-08,3.2733915269953135e-06,1.6157029737075452e-06,1.7719644502963636e-08,2.2916505932685856e-07,1.2932777612879662e-05,1.0889822665266567e-05,7.0167938889435265e-09,2.2994594904495452e-08,1.3868951369220434e-06,4.145192800379503e-08,626.9325106143951,84,0
38,1377,10.82072296144903,3.6025732057273583,3.9999999999999996,2.576844335131203,1.9999999999999998,3.9979752777249327,3.9999999999999996,48.68924354896617,75.00000000000001,8.965105879800285,28.46752650547077,49.99999879727639,50.00000000000001,10.820722949342027,3.6025732057273583,3.9999999999999996,2.576844435131203,1.9999999999999998,3.9979752777249327,3.9999999999999996,48.68924354896617,75.00000000000001,8.965105879800285,28.46752650547077,50.00000000000001,50.00000000000001,95759.7369423747,122116.93011441264,8057.470192558266,113055.99357813707,98140.77200936749,3842.2628171885535,101.85284757206998,2991.982384301077,72.84515452619047,67.75811475550925,23.484136198260142,633.4734282875281,938.9300287090603,4.492971874198534,5.006293680202399,1184.7330661032386,4737455.165966045,31056.040886568306,276.73519443588054,91510.93449652195,501272.5421577728,29853.173160437713,1173.619711954198,10128.067969147594,5676728.195002213,291576.9627166696,12920.668845211581,915896.1773261812,3.22720777789628e-09,5.44781887175523e-09,7.580216103961273e-06,1.1889854583074193e-06,1.2689161293892735e-06,4.500973324942196e-06,6.177249735997e-05,7.49854778653952e-06,0.010915318670047976,0.008758603068238297,0.1194932715232308,0.004451358683317626,0.0017530747666448584,0.002039596196011005,0.050875035012437966,0.0016001795625628288,5.471934135105154e-09,8.286370570860816e-08,2.5500482001572657e-06,1.5868926046847504e-06,1.7713134657571438e-08,2.2908093277328934e-07,1.2928037038889327e-05,1.0885779428347297e-05,7.014195102301838e-09,2.2986079276854595e-08,1.3863824482581424e-06,4.1436616874686785e-08,790.1483047008514,106,0
30,1213,11.125405012339803,3.5998514240307204,3.9999999999999996,2.5798152640679577,3.9999999999999996,3.536876980055194,1.9999999999999998,49.033754149970726,75.00000000000001,8.898701205425386,50.00000000000001,50.00000000000001,50.00000000000001,11.12540501105002,3.5998515240307203,3.9999999999999996,2.579815164067958,3.9999999999999996,3.536876980055194,1.9999999999999998,49.033754149970726,75.00000000000001,8.898701205425386,50.00000000000001,50.00000000000001,50.00000000000001,1531288.0175478202,75700.73576930955,1081.978239636039,69667.24081982138,1751578.7885848319,8909.85419560639,2010.2351899789614,6383.228897438076,73.95762296838606,66.33595984601712,23.159654231919035,644.3952230111225,931.4489800703639,3.488341278658322,4.570316295077385,1239.8604176878669,506390.5106770352,172456.35358317793,208.09136483454657,98934.73475660957,27303.389437552833,37993.65087318042,1380.1204467521427,23153.00105895377,2269572.7628688905,755307.8371954509,24802.632288470544,1287695.5664048786,4.027630702287591e-09,5.279025093394071e-09,7.943821633605777e-06,1.1984381184985585e-06,1.9106228470839416e-07,1.9530704798458964e-06,7.631352078651188e-06,5.693425239999922e-06,0.011123807600941128,0.008993510618875473,0.1218592103863813,0.004545045835175424,0.0016612924499735608,0.001935443446121996,0.04831237093712402,0.0015152736410250479,6.34880328882139e-09,8.832595960491918e-08,3.4073064026814487e-06,1.556240446805575e-06,1.7159784689454336e-08,2.1932426411260286e-07,1.2410819665134018e-05,1.043054975239075e-05,6.202131490645365e-09,2.081192757226071e-08,1.2257761276150222e-06,3.574262558581888e-08,700.9590902328491,94,0
81,1614,11.125406864544729,3.5998112073263426,3.9999999999999996,2.5798453064521496,3.9999999999999996,3.5358495701032826,1.9999999999999998,49.03754925020165,75.00000000000001,8.898006008224586,50.00000000000001,50.00000000000001,50.00000000000001,11.125406864544729,3.5998112073263426,3.9999999999999996,2.5798453064521496,3.9999999999999996,3.5358495701032826,1.9999999999999998,49.03754925020165,75.00000000000001,8.898006008224586,50.00000000000001,50.00000000000001,50.00000000000001,1531463.842473099,75694.1185754929,1082.0194785068088,69670.264446096,1751601.7077024344,8908.315102489978,2010.1359251756548,6380.139143141484,73.96376467034491,66.33190659356593,23.15985866458324,644.4870489880229,931.408619056802,3.4879057721062856,4.570315283564055,1239.9718420703093,505568.5341021464,172534.98989896625,208.6805577176815,98929.39088123516,27298.782962077756,37994.89242273569,1380.164553053019,23154.166358515122,2269681.7917376133,755329.8877950797,24803.240754708357,1287733.2634819404,4.0262790530551366e-09,5.27736206257257e-09,7.940618193842705e-06,1.1979437648839805e-06,1.9100559663186564e-07,1.9524682578671194e-06,7.629043566040068e-06,5.691632401165786e-06,0.011125196647974307,0.008995841878082634,0.12187863606385922,0.004545667122016596,0.0016605450025780027,0.0019346059903229086,0.048290915592715436,0.0015145633249692534,6.347804014152198e-09,8.830862704759326e-08,3.40719510303696e-06,1.5557992991141804e-06,1.7154377624583355e-08,2.1925510465331542e-07,1.2406908324850344e-05,1.04272641049726e-05,6.2001865305900175e-09,2.0805385701030838e-08,1.225392283155444e-06,3.5731459375091906e-08,1232.2465817928314,125,0
172,932,11.126340526665736,3.5998900904581674,3.9999999999999996,2.5797824917952243,3.9999999999999996,3.838510981067456,1.9999999999999998,49.03020460013038,74.99999879727639,8.89931512511604,50.00000000000001,50.00000000000001,50.00000000000001,11.12634050488305,3.5998904931938864,3.9999999999999996,2.579782567218673,3.9999999999999996,3.838510739685396,1.9999999999999998,49.03018118656979,75.00000000000001,8.899318820427812,50.00000000000001,50.00000000000001,50.00000000000001,1531124.871034134,75706.72185566074,1081.9428598451545,69664.55336870157,1751553.3348383375,8911.302848847656,2010.3254396933864,6386.191471257727,73.95889633107491,66.35121734650458,23.162968353198227,644.2109082070567,931.4196606877867,3.4903207785764616,4.571173346065403,1239.6640510154975,813582.4536456239,152087.45930445392,109.02283695175645,101178.10518375954,27308.040108327295,37992.46919304406,1380.0793134653766,23151.933279234072,2269461.8055878603,755286.475759659,24802.054291449127,1287658.4570820401,4.0289728809547525e-09,5.28068335729937e-09,7.946964959612022e-06,1.1989223256428902e-06,1.9111947546804212e-07,1.9536723387830496e-06,7.633668618361535e-06,5.6952130499463775e-06,0.011122158685364295,0.008991163964928202,0.12183761673424524,0.004544290636101058,0.0016621422274241658,0.0019363548901025868,0.048336467176834784,0.0015160851834953792,6.0053084572509574e-09,8.48292714167038e-08,3.0852327638837278e-06,1.5415238285784687e-06,1.7165176383548987e-08,2.193932343157398e-07,1.2414720035485178e-05,1.0433825998823466e-05,6.204071568429134e-09,2.081845375531676e-08,1.2261591670078164e-06,3.5753770596260045e-08,545.1320233345032,73,0
17,1011,11.126500080493942,3.5998049284561056,3.9999999999999996,2.5798585658084328,3.9999999999999996,3.2500993586952758,1.9999999999999998,49.03849456683288,75.00000000000001,8.897839449453777,50.00000000000001,50.00000000000001,50.00000000000001,11.126500077936896,3.5998049284561056,3.9999999999999996,2.5798585658084328,3.9999999999999996,3.250099458695276,1.9999999999999998,49.03849456683288,75.00000000000001,8.897838246730158,50.00000000000001,50.00000000000001,50.00000000000001,1531512.3135154946,75691.74791188091,1082.0411791570775,69671.52032011823,1751607.9303733145,8907.938420885068,2010.1034449570802,6379.424317036816,73.96707977078782,66.31912424871737,23.156025141123877,644.582138145068,931.4837226917007,3.4831198861471897,4.567909768043391,1240.2299860011547,316603.4473895625,195296.16440522939,445.85494698632306,97486.90010603947,27297.110427973195,37995.273620014865,1380.1772695338525,23154.483971736518,2269722.2226329735,755337.0136119311,24803.426272889224,1287746.0223393852,4.025644357617414e-09,5.276559640573352e-09,7.939207728848872e-06,1.197726892305706e-06,1.9097603589963613e-07,1.952173792437449e-06,7.627881275202934e-06,5.690767088865461e-06,0.011126324123960281,0.008996772752968011,0.12188967781012562,0.0045461815327710745,0.0016600913557806352,0.0019341327362528897,0.048278439750890474,0.001514136425922352,6.564064985302131e-09,9.068274681647005e-08,3.6163666352197377e-06,1.5668555907381624e-06,1.7151768727493357e-08,2.192217350235913e-07,1.240502105774502e-05,1.0425678709271142e-05,6.199246223157688e-09,2.080222433213985e-08,1.2252064833356618e-06,3.572604868046443e-08,684.6886820793152,78,0
124,1685,11.127208739423716,3.6008542606455762,3.9999999999999996,2.5790677880435995,1.9999999999999998,3.5062167919527587,2.0410594038165804,48.928585334283426,75.00000000000001,8.918258728413859,29.46601117071326,50.00000000000001,50.00000000000001,11.12720873679563,3.600854360645576,3.9999999999999996,2.5790677880435995,1.9999999999999998,3.5062167919527587,2.0410594038165804,48.9285841315598,75.00000000000001,8.918258728413859,29.46601117071326,50.00000000000001,50.00000000000001,1760199.4537579713,60128.91690835659,1211.6708894395995,71677.7002862653,107933.09264095697,3146.6163030421153,84.32411020777893,1819.6890285718957,73.89549610292968,66.53752148264441,23.17808699751337,641.6844566200484,936.6437467504553,3.6232581085879416,4.625289338865527,1229.2255471982703,493599.7221767236,170142.2127813806,207.80819414008909,98006.2014317057,105826.43857127981,46618.75055395066,1535.7005590281676,44516.267422187324,2270398.641142202,738081.7662452811,24360.22568151081,1265924.5280032363,4.489549049832111e-09,5.363943070457075e-09,8.70498905173124e-06,1.2985778516587561e-06,1.2736370397817538e-06,4.576463095203424e-06,6.143597369459423e-05,7.405731101678966e-06,0.011087003743081374,0.008933116902207322,0.12134322040692537,0.004528376199238321,0.0016791980387981262,0.00195717919872171,0.04882557467671868,0.001531726856003995,6.47934602396109e-09,8.97649748544656e-08,3.491437876826176e-06,1.5753050986422202e-06,1.719153918326771e-08,2.2620508630999092e-07,1.2644641841096464e-05,1.0535815116287354e-05,6.315775003874856e-09,2.120012953921856e-08,1.2479330797980236e-06,3.6463114773116085e-08,969.2329304218292,130,0
73,1118,11.127328681307006,3.600556744414429,3.9999999999999996,2.579330076310515,1.9999999999999998,3.6192894697601803,2.041477570051315,48.95905358118453,75.00000000000001,8.912590232287252,29.45957703972528,50.00000000000001,49.99999879727639,11.127328635695635,3.600556744414429,3.9999999999999996,2.579330076310515,1.9999999999999998,3.6192894697601803,2.041477570051315,48.95905358118453,75.00000000000001,8.91259143501087,29.45957703972528,50.00000000000001,50.00000000000001,1764091.5811025267,59920.74619221693,1213.4698320298419,71726.72871156456,108095.83020432333,3142.3872964568573,84.24786010823856,1811.7782728724474,73.97400714533121,66.46321051834198,23.166083249091862,642.5767984212819,936.5968429528554,3.594536993806252,4.612922573322807,1231.2783680723874,592492.1086494168,162137.75189167928,153.89130034452933,98822.49129836484,105595.05042340115,46628.81235137035,1536.0475617739885,44523.38452764444,2271372.5011995416,738097.0248576894,24360.961060195703,1266030.8334333296,4.4799477718694156e-09,5.34829951209639e-09,8.679365239303788e-06,1.2945016723727233e-06,1.2692033050954565e-06,4.563493189673318e-06,6.122939294463342e-05,7.384686724181853e-06,0.011102147057455644,0.008953596525125476,0.12153155206063963,0.004535145891968788,0.0016718586006000513,0.0019491007413034642,0.048617700353456327,0.0015247781827170872,6.3421410271794006e-09,8.82801681001083e-08,3.368452622693118e-06,1.5647954448926038e-06,1.714041156940292e-08,2.2553846044057566e-07,1.260710313647057e-05,1.050434434083725e-05,6.297502398901223e-09,2.1138712740249352e-08,1.2443238303869009e-06,3.635863938427448e-08,842.7487633228302,86,0
114,1599,11.127328916429523,3.600561108566085,3.9999999999999996,2.5793205724449186,1.9999999999999998,3.619397539396231,2.041663516355624,48.95905933724592,75.00000000000001,8.912595277733713,29.458068625465998,50.00000000000001,49.99999879727639,11.127328878945871,3.600561108566085,3.9999999999999996,2.5793205724449186,1.9999999999999998,3.619397539396231,2.041663516355624,48.95905933724592,75.00000000000001,8.912596480457331,29.458068625465998,50.00000000000001,50.00000000000001,1765170.0900229823,59850.106196058834,1214.091015522106,71736.79492253176,108085.52168954493,3143.2107171227126,84.26708221559647,1813.0874875881048,73.956016454824,66.4586682026769,23.16515303534862,642.6020938540227,936.2148858125189,3.5879097902339665,4.610139917097907,1231.750845862991,592659.1558176489,162110.6021738581,153.79262500740052,98820.25393554737,105534.16003280424,46627.12567664743,1536.00306812011,44519.72178509517,2271370.785052125,738019.5715124831,24358.98768473283,1265932.3268813286,4.481746322337682e-09,5.3481477527792194e-09,8.681912826114647e-06,1.294811176319e-06,1.2690730312022754e-06,4.562935475618096e-06,6.122377267575e-05,7.3840708398685865e-06,0.01110110133554521,0.008952735852539102,0.12152180085033033,0.0045347151259440685,0.0016722540499770344,0.0019493852199642858,0.04862869430195599,0.0015251983948448176,6.341788305547377e-09,8.827460922517851e-08,3.3682166288338027e-06,1.5647029633256493e-06,1.713948105010863e-08,2.255292695425551e-07,1.2606457888946595e-05,1.050371339705933e-05,6.297354290884183e-09,2.113824307832018e-08,1.2442932736863103e-06,3.635808288319267e-08,919.9666333198547,123,0
155,1195,11.128407445676663,3.6006786251697998,3.9999999999999996,2.5792730624116063,1.9999999999999998,3.8487558607831476,2.038511478739344,48.94835010770313,75.00000000000001,8.914666038058366,29.458435624575547,49.99999879727639,50.00000000000001,11.1284074359028,3.6006786251697998,3.9999999999999996,2.5792730624116063,1.9999999999999998,3.8487558607831476,2.038511478739344,48.94835010770313,75.00000000000001,8.914666038058366,29.458436827299163,50.00000000000001,50.00000000000001,1746506.4461925125,61052.659211246064,1203.7100441590349,71568.32914013178,107984.5903246769,3145.77187527716,84.32117636299546,1817.7212428874473,73.94500204426879,66.4136714761895,23.145797227514777,642.7653661390497,937.1166484165363,3.5780781550301137,4.603824787891208,1231.8576364580508,843360.8899135212,147594.22910362825,102.98726167694704,100689.86617588767,106525.01124192297,46668.44403285897,1537.0389980369323,44590.810637024624,2270795.2242508833,739231.1637119504,24389.840651548187,1267417.7924552956,4.450392242100153e-09,5.349195378735319e-09,8.637840647851105e-06,1.2894263988716021e-06,1.2702208077170116e-06,4.565650474344852e-06,6.127562588266325e-05,7.3888793382581205e-06,0.01110130395963834,0.008948414054727783,0.12150216482399229,0.004534841643912551,0.0016729136992804274,0.0019504644593237306,0.048650241776558106,0.0015257890525132655,6.061386939194516e-09,8.549385064746911e-08,3.107924439112169e-06,1.5534680120201167e-06,1.7150256448076244e-08,2.2562108750151945e-07,1.2613784399826452e-05,1.0511347697075904e-05,6.297992961921539e-09,2.1140008569157855e-08,1.2444411818446518e-06,3.6356603244767364e-08,687.459225654602,92,0
44,1537,11.128813166255812,3.600579770900994,3.9999998999999997,2.5793183450649666,1.9999999999999998,3.9103971804643898,2.0362010513670716,48.95720316573758,75.00000000000001,8.912947635740593,29.47112726212484,50.00000000000001,50.00000000000001,11.12881309785612,3.6005798709009937,3.9999999999999996,2.5793183450649666,1.9999999999999998,3.9103971804643898,2.0362010513670716,48.95720316573758,75.00000000000001,8.912947635740593,29.47112726212484,50.00000000000001,50.00000000000001,1733622.509048513,61912.60203345823,1196.2871389562965,71456.9240787374,108179.1461431676,3136.1784670042093,84.08844705935944,1802.1425104067566,73.96556432878424,66.45256569396201,23.162005243314425,642.6180865844192,936.5978089150565,3.5892794244812096,4.610281303502095,1231.5316660926499,922828.2068351757,144103.43284231063,100.55510664504638,101220.80121452082,107268.8296747545,46695.00539232463,1537.762700358402,44642.56340375151,2270745.299371471,740204.1709115239,24414.909094079343,1268646.3186226287,4.422336967747205e-09,5.344078319548154e-09,8.592758118644456e-06,1.2835162819193655e-06,1.2698713021303147e-06,4.566126100564833e-06,6.125490632463189e-05,7.386764038659999e-06,0.0111018647416255,0.008952545147388531,0.12152501342845715,0.004535040618149175,0.001672111153612014,0.0019493770303194208,0.04862532137766321,0.0015250320004973029,5.973258952488868e-09,8.461782606297028e-08,3.0309405393205345e-06,1.5493521660802209e-06,1.713914039875122e-08,2.2543726180980887e-07,1.260513821741585e-05,1.0505289641151224e-05,6.291515579198802e-09,2.1117931402373868e-08,1.2431805653436099e-06,3.631564234657235e-08,886.465005159378,119,0
111,1631,11.129519337095282,3.600840961646673,3.9999999999999996,2.5790851587692782,1.9999999999999998,3.9999998999998745,2.039985258229345,48.9331078845443,75.00000000000001,8.917182056468578,29.5220560170797,50.00000000000001,50.00000000000001,11.129519330729758,3.600840961646673,3.9999999999999996,2.579085258769278,1.9999999999999998,3.9999999999998743,2.039985258229345,48.9331078845443,75.00000000000001,8.917182056468578,29.5220560170797,50.00000000000001,50.00000000000001,1754272.7637366857,60520.4294904382,1208.3345177016304,71631.33699655804,108448.26789558526,3113.1958904040393,83.48115266972894,1767.2636371688138,73.94431890248153,66.55260423709105,23.18365165665021,641.442151958399,936.0098922576198,3.6002872049919237,4.615161746624846,1230.5171622451132,1052023.7215695546,138490.6766087488,103.81917270710161,101865.72535757406,106358.03878431387,46594.38523746975,1535.1216431896542,44510.9560257151,2270377.7204953735,738537.2847132636,24371.99886250257,1266499.5600304566,4.474215545087075e-09,5.359085443879564e-09,8.679453111947053e-06,1.29513862820065e-06,1.275252406266033e-06,4.584878007001763e-06,6.148333644566533e-05,7.4081243416975295e-06,0.011088747645966235,0.008935299899528987,0.12136032203057724,0.004529120231498597,0.0016785308047594192,0.00195609640492988,0.04880665798810916,0.0015312057033558802,5.863191467468842e-09,8.359884991990866e-08,2.928567077910004e-06,1.5484199485358847e-06,1.7178517143395752e-08,2.260138162296226e-07,1.2634753368242445e-05,1.0528185238660246e-05,6.309878287683869e-09,2.1180184425005522e-08,1.2467775267501553e-06,3.642743526074307e-08,1000.6477508544922,134,2
