Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_min,sigma_H_min,sigma_F_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_min,epsilon_H_min,epsilon_F_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_cum,sigma_H_cum,sigma_F_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H_cum,epsilon_F_cum,R41-sim_liq_density-sse,R41-sim_vap_density-sse,R41-sim_Pvap-sse,R41-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
9,45,60.97735520438341,2.964428975416832,3.4564924962630967,3.414005539177822,2.262274981139933,3.0747710070555145,50.4840212281917,61.62984357978432,69.9861348020948,7.540691638306337,49.721869015039815,60.97735520438341,2.964428975416832,3.4564924962630967,3.414005539177822,2.262274981139933,3.0747710070555145,50.4840212281917,61.62984357978432,69.9861348020948,7.540691638306337,49.721869015039815,0.2281139923320322,2.4382109451619427,12.771555387564083,17.028931950926598,70.87394428253174,67.0,737.0,31.831885602629008,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,41,67.73064980228557,3.948732279445063,3.6464989346954897,3.036335930414275,2.6789653902290755,2.126271177439741,42.31822404507473,56.49245473668246,60.2216523120528,8.698661646116065,41.58807804080756,67.73064375189395,3.948732279445063,3.6464953302387846,3.036335930414275,2.678964399913024,2.126265332486322,42.31822404507473,56.49263106799718,60.2216523120528,8.698626980547456,41.58818217269896,5.8285254107467335,19.478787761074752,11.408398751589626,9.307151759449994,54.71332836151123,52.0,572.0,60.13606892263967,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,89,67.74071327076348,2.159159933439328,3.6466411600209936,2.743849180212159,2.6757369882802062,2.140789534006537,70.92259758189819,56.81882559555677,33.92461147778064,8.653687014798882,41.157095307100846,67.74071229680362,2.159159933439328,3.646640071529752,2.743849180212159,2.6757358001479137,2.140797300849927,70.92259758189819,56.81881191630524,33.92461147778064,8.653674780441559,41.15702521115013,5.734238674362726,19.46451901391736,11.341146570892771,9.325163169494267,115.40379405021667,110.0,1210.0,103.65311306510348,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,54,76.48919833131106,3.693458208885802,3.350401822796293,2.76130233964452,2.4442250010739968,3.048686274586079,34.04799127892514,73.41260170830394,65.63413397417546,9.453655192960415,36.14835899313938,76.48919382087395,3.693458208885802,3.3504003060414784,2.76130233964452,2.4442241212155795,3.0486857231108995,34.04799127892514,73.41282230473061,65.63413397417546,9.453644817735553,36.14821121244604,0.4525470225245731,8.31014972621488,10.385719681996507,28.534168896488357,66.19945931434631,62.0,682.0,66.16118660627053,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,61,76.49009067326003,2.9844048413499342,3.3503556058838906,3.603928572669779,2.4442972884539578,3.048745133220694,65.28209277979374,73.39639389128338,35.318499576577764,9.454608128368962,36.16935517381265,76.49008440650677,2.9844048413499342,3.350353141584104,3.603928572669779,2.444294537473822,3.048751525078205,65.28209277979374,73.39646179516373,35.318499576577764,9.454636411906842,36.16935749638878,0.4584475158190326,8.292605567641182,10.35037370612324,28.55899539530614,71.89263772964478,68.0,748.0,12.14416910915712,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,68,76.49023230601685,2.287265980977529,3.3501779030967738,2.7729666350077595,2.444062860498399,3.0492193280788986,32.8531623785561,73.40674973061223,63.02833612127208,9.454284591181846,36.17461575628816,76.49022476759517,2.287265980977529,3.350176194282885,2.7729666350077595,2.4440629409193666,3.0492169199635075,32.8531623785561,73.40666700459957,63.02833612127208,9.454318504129349,36.1745959498223,0.4609129469329678,8.299302191934457,10.335450301366205,28.560396354496948,78.1379292011261,73.0,803.0,35.52926547650768,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,29,76.49061360273261,3.364063883621997,3.350441069433368,3.159231046764054,2.4442412132248807,3.048578341774157,42.8892958253875,73.43541026264995,50.17413731822448,9.454466803028955,36.1174336415923,76.49059789889745,3.364063883621997,3.3504409983866985,3.159231046764054,2.444242116734268,3.048579159061406,42.8892958253875,73.43523103503142,50.17413731822448,9.454475606356606,36.1176285550286,0.4452680067822536,8.31392768014275,10.390219234005054,28.55357749946235,38.58869338035584,36.0,396.0,44.5830002664535,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,57,85.91181121290865,3.710667456178262,3.419296771416233,2.980022601381439,2.5275400877838816,2.913677081817598,33.71936836880277,65.60644546663376,41.74823196074539,9.155778990126723,41.98828919704981,85.91181118341184,3.710667456178262,3.4192962791697976,2.980022601381439,2.52754058986987,2.913677115720812,33.71936836880277,65.60635568028113,41.74823196074539,9.155784878957324,41.98839576107095,3.1266077271471744,10.295397130942218,12.067610905581898,24.701632015339207,63.34702467918396,60.0,660.0,152.00385802522678,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,64,85.912384489853,2.689004119822953,3.41915367691625,3.823365889909647,2.5271492584046387,2.9143185778364917,58.3006722477545,65.63898863018943,27.38511108951892,9.152378284161468,41.96947977390735,85.91237730381559,2.689004119822953,3.4191506912657803,3.823365889909647,2.527141967471462,2.9143322637239084,58.3006722477545,65.63893242306042,27.38511108951892,9.15244569401783,41.96958737392745,3.114327714336974,10.2298622032971,12.023660458782366,24.710989098998105,77.39166522026062,73.0,803.0,111.41181277200462,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,111,85.93104773085041,2.262960066572518,3.4186892087698912,2.545160301061064,2.526048159090525,2.9149719959460625,28.552202524483032,65.8441639037002,27.477932070337648,9.164727260783554,41.63873027191366,85.9310354878632,2.262960066572518,3.418684709240673,2.545160301061064,2.5260575604188302,2.9149721184703523,28.552202524483032,65.84420381049266,27.477932070337648,9.16477805309324,41.63849024225622,2.9687070107666367,10.107890261566077,12.134794858311787,24.661315534222386,139.4453501701355,132.0,1452.0,52.43407052136069,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
