Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,R143a-sim_liq_density-wt,R143a-sim_vap_density-wt,R143a-sim_Pvap-wt,R143a-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
4,100,123.55020334575913,2.2046688576556512,3.875839247578829,3.38880031545549,2.8283585390538053,3.554917399192922,2.1619021566105365,3.327589290439578,3.029778224116617,2.980543419669898,3.173110081003986,68.72112449371245,27.456081926414814,19.052962571299307,62.48043376611905,41.4534937187283,7.355286567167293,47.462800313861194,27.17180509109273,34.73923634481307,40.4099294872658,123.55020334575913,2.2046688576556512,3.875839247578829,3.38880031545549,2.8283585390538053,3.554917399192922,2.1619021566105365,3.327589290439578,3.029778224116617,2.980543419669898,3.173110081003986,68.72112449371245,27.456081926414814,19.052962571299307,62.48043376611905,41.4534937187283,7.355286567167293,47.462800313861194,27.17180509109273,34.73923634481307,40.4099294872658,0.9283417559312769,0.7823395579126734,11.816975479762707,21.67167803917786,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,309.8849904537201,123.0,2583.0,288.53503863575804,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,44,124.10156721714242,3.6237173954410795,3.5197966379812784,3.376826504771886,3.138988825490751,3.3611596111640925,2.783549727758592,2.6903441023104295,2.450079915628169,2.9444260303931036,2.6245396754038337,69.55986097544282,57.79587443268243,26.712689095842755,17.2079345483619,42.66460104102505,8.37672238630195,40.50049837911087,22.286805344307705,28.2861144690974,44.808515622772845,124.09947736329377,3.6237173954410795,3.5195892526404764,3.376826504771886,3.138988825490751,3.3613825665240156,2.7829934087318393,2.6903441023104295,2.450079915628169,2.9446334650791717,2.6245396754038337,69.55986097544282,57.795933883498726,26.712689095842755,17.2079345483619,42.66662333916298,8.372115009202139,40.50049837911087,22.286805344307705,28.28597001818609,44.808515622772845,5.539612751037979,5.916628280424025,5.667936737636236,29.60443315069452,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,230.1764054298401,92.0,1932.0,901.7832489563905,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
11,44,124.40062496333371,3.9003522384941594,3.475769213018035,3.831212699532549,3.2831324178926744,3.3792761666224465,2.751348275645387,3.208620965839946,3.099095843017125,2.9625378779336775,3.837466871267212,35.666914840031076,63.95515107716625,21.307118334230186,18.21141876357643,41.856020256594384,8.627725947687868,15.75336818459693,48.17895739261884,26.480475020366654,15.525664325974283,124.40062496333371,3.9003522384941594,3.475769213018035,3.831212699532549,3.2831324178926744,3.3792761666224465,2.751348275645387,3.208620965839946,3.099095843017125,2.9625378779336775,3.837466871267212,35.666914840031076,63.95515107716625,21.307118334230186,18.21141876357643,41.856020256594384,8.627725947687868,15.75336818459693,48.17895739261884,26.480475020366654,15.525664325974283,2.6397113895654414,5.190131235908602,4.858447335822824,33.9493365214972,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,148.94679808616638,59.0,1239.0,433.27783995026203,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,36,128.81972604076802,3.977722177812989,3.4349818030775965,2.56088798412881,3.578558656902977,3.3841079577689,2.1703454003862017,3.817191006186191,2.5872282967473588,3.188521207072066,2.2600571442365553,11.258852261569311,52.910254271922234,23.755827540003843,27.260532859194708,47.320793861031085,5.64130270039359,35.09411619222046,20.135500121703355,29.93341708329575,39.4915426007326,128.81972604076802,3.977722177812989,3.4349818030775965,2.56088798412881,3.578558656902977,3.3841079577689,2.1703454003862017,3.817191006186191,2.5872282967473588,3.188521207072066,2.2600571442365553,11.258852261569311,52.910254271922234,23.755827540003843,27.260532859194708,47.320793861031085,5.64130270039359,35.09411619222046,20.135500121703355,29.93341708329575,39.4915426007326,1.5752403860020645,4.5964988405547045,11.3173615141899,21.691279391137638,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,121.73574328422546,48.0,1008.0,1397.3827871036503,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,84,132.34915202211602,2.834044009405148,3.418892833604739,2.0002287496346898,2.604665145263679,3.8214603179243922,2.0659463921764267,2.3725204227553416,2.691121454086095,3.2068492792818386,3.0776334680067134,37.24764343621417,45.90739452288119,23.289396232548636,67.07763336541147,45.2258687559848,4.8575615238872425,29.605668082849444,34.55414399560131,23.42992733823481,21.93355211797076,132.3154213652634,2.834044009405148,3.4202623667238665,2.0002287496346898,2.604665145263679,3.8232184142171444,2.0650448319453383,2.3725204227553416,2.691121454086095,3.2060837202806534,3.0776334680067134,37.24764343621417,45.879313976007616,23.289396232548636,67.07763336541147,45.19713039191235,4.8525979779172355,29.605668082849444,34.55414399560131,23.40428157160178,21.93355211797076,0.8035165872679184,1.4700100340697828,12.711109207922664,13.81386174357689,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,240.3174648284912,96.0,2016.0,3261.483257838174,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,37,135.16420892339391,2.653289803544192,3.3980509963356886,3.771884198621549,2.7145395200049993,3.3077403849028046,1.9228122673639105,2.031642485693112,3.8588744674875217,3.228278616625753,3.994645700902961,21.20213304244636,49.209831831599544,70.61870509741566,55.29318049684352,50.01039703380044,6.548107850778574,41.38566659614363,47.30585874412692,31.131510439907156,19.349483669025766,135.16420892339391,2.653289803544192,3.3980509963356886,3.771884198621549,2.7145395200049993,3.3077403849028046,1.9228122673639105,2.031642485693112,3.8588744674875217,3.228278616625753,3.994645700902961,21.20213304244636,49.209831831599544,70.61870509741566,55.29318049684352,50.01039703380044,6.548107850778574,41.38566659614363,47.30585874412692,31.131510439907156,19.349483669025766,0.12529549954287175,2.4798241628889546,13.981125535244654,20.10571667665485,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,130.67698764801025,52.0,1092.0,1385.234496846967,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,103,143.57385645746086,3.6014891373510727,3.719337979717132,2.6268483563184852,3.3846452313386277,3.7714664008533934,2.884884248033386,2.1700884227395556,2.0781095664657645,2.7958502052762975,3.756285006858826,16.392544199148258,40.65410022211424,72.26281945978263,44.65574352324612,56.81233547056443,3.8909666337072744,39.02753246885543,44.211898516408056,22.758247544375237,41.25505102307387,143.5737459420637,3.6014891373510727,3.719351495115837,2.6268483563184852,3.3846452313386277,3.7714626969813776,2.8848812852567636,2.1700884227395556,2.0781095664657645,2.7958694842248666,3.756285006858826,16.392544199148258,40.654497927482105,72.26281945978263,44.65574352324612,56.81253937983107,3.891063926101909,39.02753246885543,44.211898516408056,22.757798709398433,41.25505102307387,0.0829616429248119,4.9085922056218605,15.332516089979777,16.87362541499204,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,313.7639904022217,125.0,2625.0,704.3973354649613,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,59,151.416010718334,3.7332165483330257,3.6356425155117265,3.6528139952586827,3.7082308876730776,3.2348995078689216,2.813248051672406,3.407033976305306,3.220481625293259,2.9195619263289436,2.0691424397432683,60.0655177460737,51.56801281313405,26.880395564392956,26.70950442343954,59.179885550184984,3.9018135862499945,42.88060373025507,30.615118120121007,33.431910074079184,49.66651242683443,151.37747885134542,3.7332165483330257,3.636062314767104,3.6528139952586827,3.7082308876730776,3.2358390451003203,2.8129686743075677,3.407033976305306,3.220481625293259,2.919262474888249,2.0691424397432683,60.0655177460737,51.5109115815625,26.880395564392956,26.70950442343954,59.19883992861223,3.9074505523618366,42.88060373025507,30.615118120121007,33.39572907780816,49.66651242683443,1.688391191698545,3.3106504653423614,10.159527862817292,24.450812060270742,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,176.44871711730957,70.0,1470.0,4092.2955146993518,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,102,163.82676331112134,2.8838085614968465,3.653894443428884,3.97950341532741,2.4078124504662437,3.217502765540519,2.798602318751114,3.500344826595985,2.9139506548713854,2.93053017302697,3.017032481220479,23.77741070183894,58.901672999479295,29.3265397979727,11.794390777042738,53.06020160378125,4.26260263420279,28.3355643421775,41.24504087541502,31.395095355107873,33.9333131736766,163.82671190144185,2.8838085614968465,3.653924669560849,3.97950341532741,2.4078124504662437,3.217551385013491,2.798608513426556,3.500344826595985,2.9139506548713854,2.930491015687075,3.017032481220479,23.77741070183894,58.90266068724308,29.3265397979727,11.794390777042738,53.060344298658,4.261078917060292,28.3355643421775,41.24504087541502,31.39546076830031,33.9333131736766,3.6168293939374525,8.752001289342818,10.597057217740772,21.687559274108082,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,322.185994386673,129.0,2709.0,1462.607762678746,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,47,164.5766914541557,2.479695518295172,3.670757589536999,3.239911436762759,3.6579617991003572,3.2136773757699837,2.791677655839453,2.1400442874384447,2.9726902218740636,2.9261616765920744,3.1377028741729625,30.62855660594046,57.945967136887745,47.68343925097681,34.709176220530786,51.16316933877928,3.837102368965754,38.42315127086146,24.27218451819833,33.00393975754287,27.95294692699372,164.5527794574223,2.479695518295172,3.671079739003052,3.239911436762759,3.6579617991003572,3.213635228057903,2.791479321151726,2.1400442874384447,2.9726902218740636,2.925995237384612,3.1377028741729625,30.62855660594046,57.926110854256315,47.68343925097681,34.709176220530786,51.1493957183639,3.8431483871879757,38.42315127086146,24.27218451819833,32.99554138877181,27.95294692699372,3.297467351030611,9.489364531621545,12.877058589036812,21.519814255835747,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,142.91930651664734,57.0,1197.0,688.6451727506883,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
