Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,R143a-sim_liq_density-wt,R143a-sim_vap_density-wt,R143a-sim_Pvap-wt,R143a-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
7,110,96.56286697685809,2.0397602676795907,3.59410571956745,2.056612976041589,2.4924221352060916,3.715679096312163,2.145472592484981,3.1056439573715315,3.684061784719211,3.1641763431501975,2.558367358022279,48.074352644788725,35.75498471651675,46.46696425162116,11.212073809241298,62.29673413490121,7.082473196167697,43.24868184665728,28.575122542246014,19.60912318785476,41.149257495801464,96.56267169769717,2.0397602676795907,3.594131712583964,2.056612976041589,2.4924221352060916,3.715693152706037,2.1455121373215977,3.1056439573715315,3.684061784719211,3.1641650276301125,2.558367358022279,48.074352644788725,35.754809132688706,46.46696425162116,11.212073809241298,62.29686761066094,7.082642921606568,43.24868184665728,28.575122542246014,19.608501134178212,41.149257495801464,0.12198153243080377,1.0919540134585066,7.526534744187774,16.091349241110727,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,304.0150773525238,121.0,2541.0,1843.9496225242028,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,148,98.8547818231208,2.6304896061907455,3.2796000716605405,3.1557144305690707,2.36802040325493,3.6694297515884156,1.6897151633654426,2.1078185441475057,2.840387360002264,3.2998813341298154,3.837203555955051,10.026131617938235,60.584440231119096,34.477720458475346,73.29592999329098,46.93138118788526,7.683796152284699,35.114902664783585,36.98266694075727,21.3796325300353,35.539166922962906,98.85425465160142,2.6304896061907455,3.2795977685584665,3.1557144305690707,2.36802040325493,3.669408428839735,1.689702544816896,2.1078185441475057,2.840387360002264,3.299884566178078,3.837203555955051,10.026131617938235,60.58391291352582,34.477720458475346,73.29592999329098,46.93146406584431,7.682878888175177,35.114902664783585,36.98266694075727,21.38068523689849,35.539166922962906,0.13742269196453288,0.5058436493100279,9.096832233731803,14.844739635824503,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,417.5237536430359,166.0,3486.0,2067.857678301803,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,107,100.70494819844266,3.50004352740532,3.5940408730458397,3.51016437693536,3.3961144968946053,3.7565894386071887,2.1346674115849416,3.3415775815751743,2.9017478728266983,3.161144850815085,2.821622699844371,36.09617292552015,33.9997821049608,50.424758914819606,37.96607260338219,60.125355182939025,6.200016972160128,21.94994609494888,29.93453532718115,20.707334480201347,42.91735813854984,100.70490666647217,3.50004352740532,3.5940409616232056,3.51016437693536,3.3961144968946053,3.7565897660739007,2.1346839559711066,3.3415775815751743,2.9017478728266983,3.16114362100782,2.821622699844371,36.09617292552015,33.999710708167,50.424758914819606,37.96607260338219,60.12533439613122,6.200085236125513,21.94994609494888,29.93453532718115,20.707309870611287,42.91735813854984,0.3196768313812916,1.2042555048545556,8.483518361988594,14.740743677170359,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,296.2607653141022,118.0,2478.0,1212.8552802202682,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,117,102.97878569270816,3.2594350140431283,3.5096748567941063,3.5055111074776275,2.13307296270823,3.7274914644674184,2.068500602272379,2.3868685652466555,3.2789217617598796,3.2046600558361353,3.8496159407987007,27.11429008166222,41.77717129996227,57.77928761376353,60.19157192031105,57.483293522107076,7.848985637901532,15.488305054145895,23.20267301424972,19.090478805986905,48.21557122406658,102.9787054818253,3.2594350140431283,3.509694121864712,3.5055111074776275,2.13307296270823,3.7274843393953088,2.068498071363591,2.3868685652466555,3.2789217617598796,3.2046586434319386,3.8496159407987007,27.11429008166222,41.77726641730846,57.77928761376353,60.19157192031105,57.48340735357231,7.849001398152892,15.488305054145895,23.20267301424972,19.090472495659583,48.21557122406658,0.12863716959070223,0.5429164708246151,6.927009023955239,15.955465299262809,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,345.9882221221924,137.0,2877.0,1448.967901234568,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,132,106.67362506504799,3.1124804679808378,3.4315363457783676,2.119835379024423,2.2426869114814747,3.5129139306510977,2.045820161349226,2.451418677215709,3.425977960765353,3.22238001590546,2.0251119603182315,14.678328179816642,56.2193284297255,46.92653002479624,23.214060252964387,54.49120608124499,7.834259652231613,21.84003183882616,35.34756245456402,21.589518022518057,44.63900805215124,106.67361203860725,3.1124804679808378,3.431541316775408,2.119835379024423,2.2426869114814747,3.512911972306078,2.04582034720367,2.451418677215709,3.425977960765353,3.222379358800442,2.0251119603182315,14.678328179816642,56.219348732693824,46.92653002479624,23.214060252964387,54.49116877689362,7.8341900038603836,21.84003183882616,35.34756245456402,21.58957674183801,44.63900805215124,0.05614447095230039,1.1600566603446472,8.756285125432903,21.355089986389522,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,382.08257818222046,152.0,3192.0,520.4520472510881,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,54,113.10501079400167,2.6004966790678,3.488619639786788,3.8026168726985476,3.0831187577747468,3.4423606655391437,2.2053115077715777,3.987826049220957,3.0921416082859032,3.17127399966801,2.27085580614434,33.12083611395228,53.35356504885854,20.425686668777196,58.466417525987254,53.02975004658408,6.956210946778899,45.18211884933155,39.24372011275741,24.587201118301515,21.60228803343588,113.10394047349166,2.6004966790678,3.4886729194710364,3.8026168726985476,3.0831187577747468,3.4421989185122337,2.2053930983645493,3.987826049220957,3.0921416082859032,3.171257927343526,2.27085580614434,33.12083611395228,53.351183888501104,20.425686668777196,58.466417525987254,53.02569984665528,6.9575563253446875,45.18211884933155,39.24372011275741,24.591370606257435,21.60228803343588,0.2767211398714602,2.8332876673352154,9.034160228086103,23.092113253466678,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,176.2787618637085,70.0,1470.0,2241.7300293098856,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,84,116.33142387632391,2.8316974365350545,3.500780781731105,2.4673322784784997,2.203934518851595,3.4412651494758615,2.3218730259082427,2.305343288186326,3.2436124634808303,3.1411731097570597,3.3082746939414887,19.395460108102892,49.3734665635579,24.43319408699498,43.75786858379216,52.32148464101446,7.98154819177255,26.35268609041653,45.5522831740039,25.134423954572835,33.845420740809026,116.33142387632391,2.8316974365350545,3.500780781731105,2.4673322784784997,2.203934518851595,3.4412651494758615,2.3218730259082427,2.305343288186326,3.2436124634808303,3.1411731097570597,3.3082746939414887,19.395460108102892,49.3734665635579,24.43319408699498,43.75786858379216,52.32148464101446,7.98154819177255,26.35268609041653,45.5522831740039,25.134423954572835,33.845420740809026,1.18506397146829,1.3697161962556785,7.54470351416988,23.291438118539197,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,240.03588318824768,96.0,2016.0,302.53159250377473,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,107,121.30698560839228,3.7666121824116194,3.510194682077821,3.5018848680546744,2.697796683955685,3.376773416363423,2.754511775598024,2.8561823797425894,3.9296800942967707,2.9628632269303985,3.2433914404182436,17.45848824196939,59.84586881844704,39.24428867619614,47.595324935163575,43.558770251769204,8.541125602867437,46.61828321967889,35.07878203353001,26.635264834862006,36.60007197672534,121.30690784709361,3.7666121824116194,3.510199762816989,3.5018848680546744,2.697796683955685,3.3767780482342036,2.7545159961446797,2.8561823797425894,3.9296800942967707,2.962859737697197,3.2433914404182436,17.45848824196939,59.84581783549183,39.24428867619614,47.595324935163575,43.55888315334439,8.541120694784803,46.61828321967889,35.07878203353001,26.63518622901966,36.60007197672534,4.011019623747667,4.356435564063431,4.441014024570603,31.57992517911458,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,371.1978976726532,149.0,3129.0,206.81438848920862,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
12,52,122.67908953674575,2.3523925111501103,3.429860557339153,2.2619936896218333,3.6189813842531637,3.5835850637136946,1.846595645564104,3.16402835989416,3.757663968823688,3.241759191459595,3.8107846374172984,39.89221727809246,47.62367309053255,61.90923342488258,28.571725362719597,48.78255700808856,7.631249382526097,15.54366464427925,35.7718492868823,24.525387162509496,43.25761851096945,122.67908953674575,2.3523925111501103,3.429860557339153,2.2619936896218333,3.6189813842531637,3.5835850637136946,1.846595645564104,3.16402835989416,3.757663968823688,3.241759191459595,3.8107846374172984,39.89221727809246,47.62367309053255,61.90923342488258,28.571725362719597,48.78255700808856,7.631249382526097,15.54366464427925,35.7718492868823,24.525387162509496,43.25761851096945,0.011203289786302565,1.5393576045053514,10.905616979431706,16.57312895507171,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,165.799241065979,66.0,1386.0,553.6639488409272,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,97,122.87006564209616,3.759996577126863,3.533403860314701,3.325439624750524,2.5404165240595153,3.382297759026727,2.7279407605660073,3.055429292617493,3.6043221680091957,2.974263897581789,3.466285050575022,43.73575578516363,57.33699916305158,46.975769395806516,40.27114210847876,44.73872493682562,8.732166661702259,28.227346276483498,17.786912719438835,26.089939637311012,21.356449796576733,122.85841615969312,3.759996577126863,3.5325050004739635,3.325439624750524,2.5404165240595153,3.3826291810205222,2.7285680456447854,3.055429292617493,3.6043221680091957,2.973979114006368,3.466285050575022,43.73575578516363,57.341303205432745,46.975769395806516,40.27114210847876,44.73805640343136,8.734586575162046,28.227346276483498,17.786912719438835,26.09381719866982,21.356449796576733,3.9373968252281095,3.3414699005287054,3.8349207829677496,31.12378519291952,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,302.2509877681732,120.0,2520.0,382.49114465249255,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
