Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_min,sigma_H_min,sigma_F1_min,sigma_F2_min,sigma_F3_min,sigma_F4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_min,epsilon_H_min,epsilon_F1_min,epsilon_F2_min,epsilon_F3_min,epsilon_F4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_cum,sigma_H_cum,sigma_F1_cum,sigma_F2_cum,sigma_F3_cum,sigma_F4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H_cum,epsilon_F1_cum,epsilon_F2_cum,epsilon_F3_cum,epsilon_F4_cum,R41-sim_liq_density-sse,R41-sim_vap_density-sse,R41-sim_Pvap-sse,R41-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
8,44,60.97572641217817,2.3298457756868047,3.456478850721393,3.568287398937769,2.262004940058598,3.0748565602665194,3.545246774183966,2.8392165421783773,3.8772740620165806,61.38340262525719,61.61444474314498,12.857289909965768,7.541732723859041,49.73514270792886,36.140733726556704,41.47493104475416,30.618165671661448,60.97569413549358,2.3298457756868047,3.456473612104578,3.568287398937769,2.262012284486498,3.074866920050418,3.545246774183966,2.8392165421783773,3.8772740620165806,61.38340262525719,61.61494221835547,12.857289909965768,7.541786136710171,49.73547749545813,36.140733726556704,41.47493104475416,30.618165671661448,0.2294845694957684,2.456718898256113,12.780402084437217,17.014267057213836,121.35984230041504,75.0,1275.0,32.02600586197708,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
1,36,60.97581331273774,3.813824973118996,3.456456577728304,2.5595254459430627,2.261958384071124,3.0749837109948146,3.707651676130287,3.8418909358797486,2.946195186340115,51.4767340124595,61.613095903382536,51.47971544370119,7.541952927887098,49.73947044480763,29.609941628577037,28.579965446358468,28.68297417231068,60.97581277553259,3.813824973118996,3.4564578138426523,2.5595254459430627,2.2619568039994604,3.0749841847278137,3.707651676130287,3.8418909358797486,2.946195186340115,51.4767340124595,61.61313827563145,51.47971544370119,7.541949825718465,49.73938035721616,29.609941628577037,28.579965446358468,28.68297417231068,0.228511407426781,2.442833420232952,12.743389638744627,17.030211962831466,85.27858662605286,47.0,799.0,38.78419580782538,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,57,67.70449323942417,3.0874077828680018,3.64655364949087,3.1023707589352574,2.677156668075071,2.1348086251083447,2.083199940312664,2.067636009526832,3.033581931516498,28.696623389399004,56.68025412685766,40.407652893028384,8.671462057550828,41.35991330656383,39.32143546622452,20.750368023520828,36.54286490775677,67.70448029079346,3.0874077828680018,3.646551769936117,3.1023707589352574,2.6771425209608317,2.134802942668578,2.083199940312664,2.067636009526832,3.033581931516498,28.696623389399004,56.680315686211046,40.407652893028384,8.6713931949494,41.359757383135424,39.32143546622452,20.750368023520828,36.54286490775677,5.775441722839329,19.418330784404027,11.3482001459861,9.324134740309486,105.73726153373718,65.0,1105.0,86.83259043218071,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,56,67.70796031519863,2.177399873126333,3.646594319740308,3.509156264410943,2.676722155953144,2.136401887364407,3.258669204663533,3.1559954336586085,3.242421547720774,74.12430089191429,56.705924397796615,38.56299776774469,8.66794717710877,41.31805791507705,27.681849063270136,43.073822203325925,41.14603662276356,67.70793187799774,2.177399873126333,3.646593679407668,3.509156264410943,2.6767219902592383,2.1363925347541555,3.258669204663533,3.1559954336586085,3.242421547720774,74.12430089191429,56.7057237643336,38.56299776774469,8.667993199078628,41.31795169640409,27.681849063270136,43.073822203325925,41.14603662276356,5.767127545371731,19.49234990242603,11.363300290715433,9.31905860790635,103.67005801200868,64.0,1088.0,117.70352606803446,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,58,67.71199575084518,3.980123302487252,3.646539848844386,3.6293369808426617,2.6767148823071163,2.137016761318948,2.00945315731081,3.574815436999158,3.0950616311046093,57.06345478609387,56.72135535446582,44.38322836422695,8.663142699744599,41.33774582051735,23.312109971285143,22.656459971063526,40.67325893630476,67.71198090417899,3.980123302487252,3.646541327432299,3.6293369808426617,2.6767158444220955,2.1370165473550755,2.00945315731081,3.574815436999158,3.0950616311046093,57.06345478609387,56.72137642965177,44.38322836422695,8.663147865034434,41.33762821772692,23.312109971285143,22.656459971063526,40.67325893630476,5.760322370844635,19.405935976295638,11.334312135067451,9.331841457733086,115.23571181297302,65.0,1105.0,52.45382360778044,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,48,76.48961330848242,3.4958873283846077,3.3504542926413503,3.3247181095874216,2.444376947124788,3.0484342295321163,3.754307699153538,3.712151604058186,2.943437920985813,37.34084894120201,73.42847715025688,52.3757183010956,9.453625784887558,36.12781271661189,17.590929010005894,40.60504661125815,25.215981601058665,76.48960970449136,3.4958873283846077,3.350459962260349,3.3247181095874216,2.444380814882888,3.04842156673925,3.754307699153538,3.712151604058186,2.943437920985813,37.34084894120201,73.42831167181315,52.3757183010956,9.453625486082805,36.127483051070456,17.590929010005894,40.60504661125815,25.215981601058665,0.4468343531013497,8.298496886699043,10.371376307577355,28.56920392423984,96.90814805030824,56.0,952.0,32.42859934274802,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,62,85.92392072102487,3.740460488746943,3.419353323290536,3.194022882612232,2.526913025436037,2.91450301378702,2.891349424522846,2.559445909585504,3.80261977560221,17.638391065779114,65.5091850058761,34.66793497953165,9.156298405464032,42.10106285999044,28.158491079447547,34.20320956191904,37.59391335267217,85.92391627468527,3.740460488746943,3.41935489449098,3.194022882612232,2.5269106670240635,2.91450347128292,2.891349424522846,2.559445909585504,3.80261977560221,17.638391065779114,65.50921256524582,34.66793497953165,9.156294984157787,42.10085984297384,28.158491079447547,34.20320956191904,37.59391335267217,3.1702260267600577,10.518644553170237,12.193828872203008,24.540519551230886,121.57245230674744,70.0,1190.0,307.849009681144,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,39,86.01595870192563,2.541969061389127,3.4216884383707136,3.769807022657873,2.529821337465728,2.910167328085552,3.811036477212723,3.7865594621964687,2.018346543021633,44.64537064007817,65.12731410503962,32.19781747375932,9.140829966454044,42.56684983514045,47.63940580875051,48.108775054734494,34.59255080465773,86.01591239403157,2.541969061389127,3.421691359322001,3.769807022657873,2.529802901101403,2.9101812686289867,3.811036477212723,3.7865594621964687,2.018346543021633,44.64537064007817,65.12703714747805,32.19781747375932,9.140839647606866,42.56667065129538,47.63940580875051,48.108775054734494,34.59255080465773,3.385976408485558,10.90782823309323,12.170651433259806,24.5471345898084,79.14598107337952,48.0,816.0,179.95658584243716,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,30,87.56967248276894,3.139242519038214,3.617845589327554,3.58104534894,2.649677008622062,2.257920028156465,3.333561234637201,2.1648971681220743,2.670692176531528,39.555286390348215,60.25290007856098,14.394188654115412,8.963203029311126,32.55980096187794,38.1315665353574,49.384230665391904,35.42904795376205,87.56966219457425,3.139242519038214,3.617846271075077,3.58104534894,2.6496720607767643,2.2579212610629917,3.333561234637201,2.1648971681220743,2.670692176531528,39.555286390348215,60.25282459913351,14.394188654115412,8.96318746399143,32.55968583389212,38.1315665353574,49.384230665391904,35.42904795376205,2.82190254101044,21.276951975051656,12.64027166257592,13.049976792844868,64.3864631652832,37.0,629.0,54.51013411493028,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,59,87.95507455255989,3.5441765637457263,3.399535089659352,3.445482896158791,2.511371263168364,2.941431390599449,2.567645157338958,3.849725961647987,2.113489001474642,64.91549410329311,68.59961431848475,47.54305558356767,9.206874896297304,39.18006025362504,25.186551180953813,34.208546790862776,35.4611572329341,87.95507364728164,3.5441765637457263,3.3995349939173547,3.445482896158791,2.511370819634493,2.941430977117054,2.567645157338958,3.849725961647987,2.113489001474642,64.91549410329311,68.59958580983178,47.54305558356767,9.206882485911644,39.180060000917294,25.186551180953813,34.208546790862776,35.4611572329341,1.7019712182028406,5.746061074586624,10.35509270260016,26.54177683023135,131.51115202903748,80.0,1360.0,116.11974255591952,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
