Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
11,44,119.43894306031379,2.0397602676795907,3.2889094054192185,1.8768789759112092,2.4924221352060916,3.3274368229074596,2.7241646906438577,45.933428614574794,50.8459692373688,8.551758484598109,24.771428765389885,25.826824593823886,33.791562974935005,119.43891552104108,2.0397602676795907,3.2889051155184257,1.8768869814047093,2.4924221352060916,3.3274399071049245,2.7241619397712817,45.933428614574794,50.84608520361856,8.551790219798429,24.771428765389885,25.82691806572109,33.791653852935085,0.2267286938222574,0.5502049044123353,6.645334717679129,11.249144316053659,76.29812455177307,58.0,754.0,344.4261834976463,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,79,119.4543578879455,2.3908589622186374,3.2901800258581053,1.8753211650883996,3.6936576029800703,3.327365805256768,2.72421413054769,50.297121694789695,50.850499606234735,8.552511102727323,15.650167076209334,25.7511262156406,33.7842163162099,119.4543537889579,2.3908589622186374,3.2901792841031114,1.8753215915971873,3.6936576029800703,3.3273648926514876,2.7242141647612677,50.297121694789695,50.85044968431386,8.552524034217713,15.650167076209334,25.751157448943825,33.78426640628451,0.2180602411573224,0.5508358214168747,6.6679727952090175,11.19215201994752,113.32566475868225,86.0,1118.0,391.2159872102318,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,73,123.15525374071797,3.8067590411245074,3.8433526722471445,2.11317726008748,3.2342898272414478,3.194418068025016,2.669830971087891,67.58623645520036,37.148870765731914,3.5232647803144057,36.817604052713094,22.003660992840466,25.046197089084746,123.15525113923346,3.8067590411245074,3.84335339680758,2.1131781213395717,3.2342898272414478,3.194418060319777,2.6698309326155583,67.58623645520036,37.14888622529365,3.523241509950339,36.817604052713094,22.00366061308648,25.04615206644208,0.3687300010634505,3.2825611310888942,6.232077365882894,3.6303997204564222,109.52433323860168,81.0,1053.0,73.67062794209077,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,85,69.67535627488138,2.278552694501517,3.3741809696706637,1.8205891979864977,2.330708394233865,3.4217123239940572,2.548132626118065,58.802786703850124,45.379281636569004,9.05175453362445,36.828527246946315,37.816379231994475,20.697671333526632,69.67535284500241,2.278552694501517,3.3741767166979093,1.8205913766628534,2.330708394233865,3.421721985738883,2.548136351145607,58.802786703850124,45.3790803385866,9.0518024562961,36.828527246946315,37.816534288703394,20.69771005405089,0.21747082067941004,4.109072845622306,11.246399704401886,5.235844394628571,148.36135625839233,110.0,1430.0,58.31551647570832,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,109,74.33023116200782,3.6894688907844433,3.6027513721287874,1.7542501547285851,3.092693632040746,2.828750527721251,3.0626186059953624,41.866478970295304,43.57555513969273,5.787440230963606,35.7718492868823,30.55884334175133,21.237914900867718,74.33022237197207,3.6894688907844433,3.602751539692888,1.754252467184556,3.092693632040746,2.828756338240609,3.0626149392502793,41.866478970295304,43.57563099556056,5.787391349717839,35.7718492868823,30.55888794624668,21.237829346139307,0.2741778490150016,0.7442602712358163,9.002956008999332,6.9468955189218065,153.45635342597961,115.0,1495.0,160.8299138467004,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,126,123.13562340526288,2.0430496105483957,3.8414962263571732,2.1194469545599612,2.0300379614842443,3.191964965156904,2.6727517614551966,18.514794912709604,37.3190368973289,3.525658431305691,47.903761881667855,21.819122730485756,25.061983139274595,123.13562312474426,2.0430496105483957,3.8414970059252154,2.1194457621780884,2.0300379614842443,3.191964587227492,2.672751932652273,18.514794912709604,37.31901044272027,3.525669927493931,47.903761881667855,21.819116165902997,25.061985792239163,0.3891763662339349,3.295479182568453,5.7377229049468745,3.6381531301278356,171.9087610244751,132.0,1716.0,46.80131450395239,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,94,124.94131738437476,2.5398557835300517,3.580907342469259,2.5737329880929662,3.9296800942967707,3.4186671447460175,2.524753625315621,17.45848824196939,51.993355141765136,4.88393238052994,35.24363650354962,25.960527740119044,18.056874592087283,124.94131733890751,2.5398557835300517,3.580907101726534,2.573734058262372,3.9296800942967707,3.4186667659646144,2.524753575763598,17.45848824196939,51.993355464817114,4.883940382473719,35.24363650354962,25.96053454685984,18.056878134377857,0.5129406158566722,1.733602780077427,1.0191914804459368,3.4039160401165507,134.6337387561798,102.0,1326.0,16.02771116440181,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,87,82.03969081108615,3.4701319265773387,3.720657944378012,1.9561354241174347,3.8639441383936743,2.6082961939936493,3.106677301248652,50.09059320510776,35.92562487335473,2.309134545799805,34.48286158683048,27.135979787581494,26.80325388152684,82.03969042297699,3.4701319265773387,3.720657398949156,1.9561351199717667,3.8639441383936743,2.6082975772329635,3.106676579530767,50.09059320510776,35.92564567513209,2.3091377561834645,34.48286158683048,27.13596568284086,26.803260028190458,0.46552022293169965,4.7973965841161395,1.848635848157746,8.343611279404533,218.75505471229553,94.0,1222.0,67.41998401278977,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,124,119.46967715245809,3.12206043851142,3.287189833284657,1.879471488969614,2.4659485476820406,3.327858666424005,2.723794627006566,66.13022054636288,50.82201941064697,8.547710924239597,19.775932898123976,25.870313268795766,33.87893588371906,119.46967670948032,3.12206043851142,3.2871890709150566,1.8794696842800918,2.4659485476820406,3.327859064290197,2.723793113811555,66.13022054636288,50.82197233255638,8.547689640569681,19.775932898123976,25.870433441178754,33.87889302429921,0.24407595752867292,0.5513228999030586,6.750664982423673,11.230102123471443,315.00075006484985,130.0,1690.0,286.9884714450662,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,138,74.32866001108977,3.373001855363167,3.6032895233442916,1.7541264240295047,3.500288629889935,2.8282013528530743,3.0626047463457473,28.22885948418634,43.5608812831086,5.784915533055338,30.676273416156683,30.50536160425786,21.256372439615212,74.32865622616956,3.373001855363167,3.6032903957167397,1.754129951987612,3.500288629889935,2.828196832429351,3.0626078765543303,28.22885948418634,43.560770677112494,5.784868985666791,30.676273416156683,30.50545090410432,21.256429762283158,0.2773836408755319,0.7337235659509096,8.971551961824755,6.924190826107239,349.5985891819,145.0,1885.0,83.76033395505817,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
