Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,R41-sim_liq_density-sse,R41-sim_vap_density-sse,R41-sim_Pvap-sse,R41-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
10,454,23913.599123188505,3.774571030416349,3.428408059467727,3.763116939271984,3.538892285672244,3.422006492261783,3.838685412088165,2.4212681973129198,2.4957357402011446,2.828352031823184,2.935010525026672,2.930888324003263,44.6285174650825,45.640225554193215,40.79538665995292,43.73963424998938,33.1045576724404,37.91545649558864,10.35384816390886,49.01507346693437,43.46157901770388,19.175592392225592,26.97499044765559,23913.599123188505,3.774571030416349,3.428408059467727,3.763116939271984,3.538892285672244,3.422006492261783,3.838685412088165,2.4212681973129198,2.4957357402011446,2.828352031823184,2.935010525026672,2.930888324003263,44.6285174650825,45.640225554193215,40.79538665995292,43.73963424998938,33.1045576724404,37.91545649558864,10.35384816390886,49.01507346693437,43.46157901770388,19.175592392225592,26.97499044765559,1.0786149640052298,128.2365277831283,192.9694948972542,5.125531597126649,0.6204128676521715,107.70074957313103,76.65190901746834,0.6971449149814163,0.2709622908960021,3.0656016594893902,13.950809034666372,28.53129683781854,9.430523305263266,7.5857579125431265,15.00916754757034,15.77013501596933,3.55397889895586,13.501141172991598,51.80943832023477,10.761729680221016,13.110519171411395,15.34081654027528,7.504005233931509,6.11330087582216,1.667931592270733,6.359656434868869,20.32405056691149,10.5063010864331,27.102555626470348,2718.7246003635337,1384.4263543357245,123.31219460636598,8714.958819150925,456.0,10488.0,10620.932729372058,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,226,23914.79048271339,3.779911413460052,3.4254315293219566,3.753221819288184,3.5429262123078766,3.355956276888345,3.851541960879347,2.419699375920175,2.504795040576502,2.8332460344584085,2.933262509230956,2.9311112355482907,44.58907807907893,45.74687733531046,41.03314036965914,43.878856232959336,35.80386325026737,36.509900023932296,10.35208276630222,49.04375355795846,43.45042850783104,19.66400669347329,26.9937761100916,23914.78961761154,3.779908053142754,3.4254319625669813,3.753222677905293,3.54292457295628,3.3559544425053285,3.8515468627707934,2.4196949209083467,2.504780424100442,2.833250790152838,2.933266696399512,2.931112469424795,44.58913098550733,45.74673088854994,41.03309395089217,43.87896785834447,35.803878984843294,36.50992516408869,10.352093574681602,49.04368147422434,43.45037439645567,19.66397154706956,26.99379448951337,1.0795137998533604,130.78677371166637,188.47914277844532,5.140347928778271,0.5242561001768852,110.13623760513708,78.0697965579991,0.7085758699572697,0.1792458457737115,3.5363953428197323,14.676777348733086,25.91877317133889,6.561157530487145,7.836193796402208,16.081486187255546,18.61009912836825,3.4924494341344623,12.023351667211507,45.77211251393215,11.904490220445403,12.489472296769026,14.209779271192168,5.963649048494185,7.920086754316967,1.9260651385566407,7.471676370000985,19.774639971709878,11.497378417112516,26.78787298905728,2730.4069942741207,1393.5427009744994,123.34716711960944,3575.126293182373,232.0,5336.0,9381.109654498625,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,278,23917.27712941484,3.768431347452256,3.4284880317452693,3.758115774393112,3.5476997541190536,3.355267555977026,3.818516669889052,2.42136694318029,2.4955989706070074,2.8346681755298477,2.9420609062218355,2.9308423292432577,44.69388443509577,45.630799573149474,40.87078369084987,42.67834036547526,35.445093249631505,39.93984195210782,10.35782884165341,49.028590473239376,43.47085314049122,18.700845790321317,26.975851170454103,23917.277124823137,3.7684307633869336,3.428487987261576,3.7581149563004512,3.547700327740276,3.355267241733413,3.818517210215559,2.421367207033453,2.495598819425472,2.8346684867490266,2.9420602470236163,2.930842351352931,44.6938735334232,45.63080228619817,40.87079596888584,42.678306615922544,35.44509428853348,39.939803073583406,10.35783019356214,49.02858863929157,43.4708530589458,18.70085519487262,26.97584959077244,1.080330276701757,127.5192242673713,193.11775001567105,5.104649627124333,0.4604502989615411,113.76679133334392,80.55901767081461,0.7332370011406558,0.6197870145476853,2.7638938265330664,13.60078361076131,31.23479321568401,8.393220361980056,7.080090396748626,16.38113689099964,15.804765142958985,3.52191574979064,19.126637296150918,50.52331597116979,10.22985973405803,12.253218161296576,14.06190866460649,7.978057925305524,4.499538195749095,2.070711670016224,3.2785792211845632,15.683674528822433,12.46383524645542,27.11087660518578,2715.07827750655,1381.3642433074929,122.90395120501194,9255.27067399025,282.0,6486.0,8679.561879385381,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,313,23934.160076012628,3.781127487646716,3.4287038626248463,3.764956491284787,3.5465428333118787,3.4464745439586517,3.816413153650291,2.422294887531401,2.498414687237776,2.8256027971375364,2.941133348982265,2.930823330296445,44.48725727748758,45.64266405634429,40.70019822644763,42.767509209843965,31.94829033131493,39.72088317476776,10.363492337331545,49.08237818808448,43.44125932616144,18.839335499747463,26.970366773979546,23934.15976057419,3.781130870346821,3.428702942143981,3.7649549819796695,3.54653966903711,3.4464787640210046,3.81640971984656,2.422291546236881,2.498419474421946,2.8256078362561,2.941129913181398,2.930823649632136,44.487315478170366,45.64265492889963,40.700265946146,42.76749414548884,31.94809523622288,39.7211589565482,10.363495956258843,49.08234065384711,43.441310563980544,18.83925516567605,26.9703807101561,1.0932317844615362,131.64134302777887,193.4783184280483,5.157613850986941,0.7252373734193769,106.57976029541886,76.12606749872074,0.702499984076982,0.1858540791340759,3.521918641189353,14.340619360749953,25.893328880109827,10.50375025712536,7.207346381534723,15.725886040128064,14.12226648614348,3.504283179156512,17.924573210673874,53.829089912298585,9.901588076987492,12.245510233113707,14.190626882784212,8.32058439166954,4.65407411230535,1.8342128461138665,3.1835647113975045,15.160952332494904,12.383861437289433,26.577799184259423,2689.238744715396,1369.3256620147572,121.3404078812228,5280.934270381928,326.0,7498.0,11943.519815258904,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,310,23954.129758701514,3.778496945480313,3.427904626901233,3.759480727494581,3.547339525072753,3.510618116054483,3.8156272635625954,2.4218030404274304,2.496545931071158,2.823698831286117,2.935304439121164,2.9309344014213106,44.57410685519061,45.67408952226427,40.86093886731699,42.63889799708191,29.98357299128472,39.724719431215554,10.359231911608552,49.00973821613928,43.34863840841952,18.803967136372748,26.97254693656052,23954.12927794858,3.778502487153505,3.4279065089792105,3.7594783159743312,3.5473386230010022,3.5106220959901826,3.815628149884463,2.421800787912316,2.496551244153664,2.823699551635828,2.935307019904407,2.9309343013741778,44.57406916612243,45.6740897304424,40.86095732201841,42.63884753838664,29.983433799715066,39.72470648039273,10.35922757538642,49.009687615487564,43.3485455444139,18.804011457904046,26.97255179639728,1.0767113168639515,127.7656960612593,192.7352999304508,5.1106253030345705,0.8332720216524656,117.80286027008788,84.06360741373148,0.6856228357529857,0.17687296209328,3.1768405429220863,13.568792021283912,27.92895843904221,8.534936373309453,7.797465933458208,15.267762465446843,16.797816877032634,3.89461445816352,17.519931996278572,51.907203876290914,10.401307157824863,13.150769644629118,14.94072993143578,9.875955341040394,3.967409146415618,2.611350281705759,4.324528676268705,17.837293155704995,12.239006299490049,27.05989988996959,2706.328784043393,1376.4669667928551,122.46368365485785,10471.950493574142,320.0,7360.0,9859.212789768186,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,566,24397.28502141669,3.7822822542729466,3.4219257479602394,3.773718066091393,3.433137054399912,3.628369801618255,3.369210917639641,2.4090653085216247,2.5488892709516846,2.83140342175469,2.9541278435019085,2.9313433202312207,44.76430004129723,45.8705709336273,40.638536766578895,43.19807416678284,26.471669906566344,49.60951096083352,10.37925423414436,49.58161730522115,43.092401753823744,25.028177839324695,27.014237978730357,24397.28448682539,3.782282572548606,3.4219243715062424,3.7737190112751446,3.4331392359337958,3.628360667622099,3.369211648257328,2.409065509213906,2.54888988724971,2.8314030420149976,2.9541322781401345,2.931342584601688,44.76424502826684,45.87059114666247,40.63850606828522,43.198087654486585,26.471846495060543,49.609526895191664,10.379284565887714,49.58159509954771,43.09242782782284,25.028190061089425,27.014212750227586,1.072566682262775,129.7994689709795,183.82400094291935,5.088592711629877,0.8294685082982843,136.36579436805872,95.62981869118552,0.7756413129368918,0.2760791729596402,3.4584110070935856,14.236764240719108,27.376098999001112,9.389834207460463,8.938667491939132,14.68652699834728,15.702971574036734,2.7868338211991874,112.98859654408572,81.47699770906874,7.163780517686684,11.60206805407038,266.2766355565746,201.9720251167756,2.0786107052884413,3.232244248552911,14.232733763477972,15.231567466980938,21.25856434120438,24.26813336193296,2608.010890043712,1335.269889727585,111.95362606578875,17623.603333950043,573.0,13179.0,6222.143778310685,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,410,24425.781391256118,3.7823393783599824,3.4219190838152698,3.771266406515172,3.4321523406024963,3.362693120767935,3.365278071616524,2.407650169798141,2.5471078726126315,2.853155119482606,2.9667223371979974,2.931317218865182,44.84345311415514,45.85400082028977,40.74170266213355,43.426347022723874,35.82662588717969,49.75292239539509,10.363660577777097,49.59050359134323,43.37718034257232,25.17454995534339,27.01860234226476,24425.781322274,3.7823395211721063,3.421917975078754,3.7712760095024462,3.4321468702419344,3.362688621407235,3.3652739270202585,2.407650579066176,2.5471130823819936,2.8531651145973145,2.966722723843848,2.931316366026504,44.843363349558686,45.85399828869598,40.74176566361232,43.426332501996896,35.82663525265756,49.75293622679014,10.363617548419963,49.59061067599976,43.377125406357294,25.174657482795144,27.01864634393608,1.0697841241006234,128.19323450512266,183.6258637975041,5.062939780237888,0.6713509238755107,118.96278250387115,81.88600453630376,0.9567399871200886,0.2984525613918223,3.4401079473774185,14.406364209727746,27.003497423565346,8.367412333051016,8.612163536871952,14.735974586036017,16.538842304945774,4.505844401501406,34.084936161270534,53.884057434729066,14.666034644965954,9.726965367068496,248.04098510803067,186.64400317626664,1.6721297617275177,1.948320366908154,13.15619696826542,12.323245146425496,21.972288562893848,24.702695585602264,2620.730554652457,1344.060100449458,112.99988469651043,6814.840611219406,438.0,10074.0,4413.886561861622,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,465,24427.97947530581,3.7792664276131926,3.423198089617032,3.774609045139189,3.434319007703777,3.3530361076001065,3.3719770388998613,2.4064134575065705,2.5464139277782625,2.852921594271299,2.9684199324851983,2.9312612228472705,44.94761780788699,45.82402743177879,40.71553911222283,43.36172212884627,36.427813254669616,50.02082979032173,10.355970527839853,49.55043521423124,43.33202740774068,24.880924286446408,27.00527586922172,24427.97943434349,3.779266527663273,3.4231981148582,3.7746089124494695,3.43431918449933,3.353037172440548,3.371977582284022,2.406413518011861,2.5464138036518493,2.852921752821432,2.968419761593264,2.931261211163008,44.94761665837244,45.824028236349456,40.71553373040011,43.36171358673783,36.42777517823105,50.02081243379772,10.355973140304382,49.55043621884894,43.33202617336487,24.88091889184976,27.00527559656569,1.064958764236994,126.38543579858278,185.88949131836637,5.052962631692623,0.6872197591752734,123.52358741182717,84.76817540969127,1.0132281992147552,0.5183580237042317,3.198571367309847,13.972275561495287,28.66334611342388,8.838218052411284,9.07348148588383,14.04857048098078,16.52499756767516,4.683866611256514,32.87384141744516,51.73521028534039,15.250101221780724,9.56663052634402,250.26067122839643,188.488975055721,1.720271751855427,1.7644286275196484,13.9594348899807,13.07900182594365,21.149965932260443,24.77905701462289,2623.100591543396,1346.449099117023,113.51822699591922,8989.583490133286,477.0,10971.0,10001.494129141132,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
21,372,24443.49460698896,3.780537003566211,3.422463408698923,3.774793255090159,3.4386900500771853,3.271847284300571,3.357841044468492,2.406005501418279,2.5427703792284984,2.8584875531161025,2.9672232542493755,2.931263068112648,44.94821502894502,45.82510085071865,40.703478330034194,42.97487169418634,40.20671090495552,50.05653471936862,10.352173485013749,49.54300036858732,43.42859183761114,25.2702611027124,27.018438522469904,24443.49459898156,3.780536755264039,3.4224632594254607,3.7747919130931527,3.4386913902862126,3.271845143054628,3.357841104523805,2.4060062685422894,2.542767473155887,2.858486755462209,2.967223504452974,2.931263379675413,44.94810460384927,45.82510627698797,40.703454991617,42.974913181878016,40.20683890595444,50.05623434408974,10.352192060307278,49.54297037279092,43.428585015413,25.270351620639453,27.018424316847454,1.0722193471371937,128.43983026417197,184.1240773796752,5.070381082209498,0.9192542176385904,117.74537226194715,80.3299211726479,1.0524087010279728,0.4413582427146596,3.2780702405462803,14.217437611255235,27.865950579910123,9.04316038794692,8.235370396187637,14.645578807741414,15.441650835960258,5.012993931065776,23.53847249636345,37.6769079199999,16.630748534611808,9.56872364911258,257.35243662200264,193.9413726735978,1.8489367040236184,1.89756846809519,12.465271661464412,11.01789900576116,22.699025598622555,25.4892262988098,2632.751748554891,1348.8142034526104,114.01222786224628,9526.09638261795,377.0,8671.0,5779.9838706812325,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,401,24448.51380545488,3.788389242687396,3.420432525693271,3.769125176615156,3.434607080993687,3.257477377073572,3.3596687368286995,2.405912807746651,2.5484513517128744,2.8582147819610104,2.968385978783175,2.931448988446641,44.84664126464171,45.92737007393801,40.82265322178058,43.26846004450068,41.09993834671871,49.91643218324096,10.35657710604704,49.55806244542549,43.39042126031738,25.274747824894824,27.021590115128998,24448.51380035736,3.788389910993372,3.4204330834026604,3.769125908276817,3.43460689660414,3.257477330877389,3.359669028294728,2.4059131548408628,2.5484514204808475,2.858214993800015,2.9683860919688208,2.931448817682394,44.84664363764708,45.927368744443086,40.82265131419706,43.268460241785085,41.099928244086,49.91643357238777,10.35657841705198,49.55805997075514,43.39042730857275,25.274744529939,27.021588641980973,1.0683228093313295,129.07590085437525,181.99568376767508,5.062494096210931,0.851446902585256,117.30531822945612,80.2539282112456,1.0232832898940296,0.1706021211628352,3.788031723693664,14.614499700217957,24.93618183549421,7.412281697394032,8.55494525626665,14.867081399365178,17.456799567934922,5.055088793489011,21.89258319746949,34.25192101248646,17.31264838348148,9.365497054055016,249.27324865614773,187.64188266056192,1.68949736168621,1.9568431119859877,12.665701713558358,11.61833049814576,22.55259270094144,25.22358771791139,2616.325616994345,1340.1006920192451,112.73922927159686,13517.395694971085,424.0,9752.0,11096.307380762057,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,499,24452.440533831174,3.78227280978783,3.4216932247377887,3.76964579550172,3.4354365907435773,3.246777267665965,3.3572266160396254,2.406890314655916,2.543085282301785,2.858282110204491,2.9686243620645234,2.931351255827112,44.88827747251871,45.880360083690086,40.80679377183855,43.27122574695133,41.66145911663304,49.873607886053534,10.35490352896136,49.495701497572085,43.41629397866877,25.352666415290543,27.012873468881608,24452.44052551463,3.7822728660509073,3.421693195797784,3.769645809728668,3.4354366060118027,3.2467773516715286,3.3572266727830824,2.40689037575624,2.5430851543745305,2.85828205587181,2.968624383452368,2.9313512829385147,44.88827398681667,45.88035955630083,40.80679365869829,43.27122749676983,41.66145230485318,49.87360888019351,10.354903687118313,49.49570025347388,43.41629360956965,25.35266368031557,27.0128738559736,1.0628554304236184,125.8711579830658,184.02869573306396,5.024588151032489,0.9023241972990934,116.44381541148432,79.64803059348533,1.0309168954462202,0.3153784898898093,3.4319610894829404,14.506751392708914,26.83288794892241,7.739474025304528,8.532805674723123,14.72390362109739,17.19790874002893,4.982752425591816,21.33700828747406,32.92107355235449,17.241300963181075,9.442375633654432,251.32643190976663,188.81884484481355,1.704197606338412,1.8194228750447452,13.19139336826435,11.862311803923648,22.35855392334184,25.458236664782696,2628.877610004428,1345.973397092636,113.93810999419942,8168.306396245956,522.0,12006.0,7288.980975219824,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
