Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_min,sigma_H_min,sigma_F1_min,sigma_F2_min,sigma_F3_min,sigma_F4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_min,epsilon_H_min,epsilon_F1_min,epsilon_F2_min,epsilon_F3_min,epsilon_F4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_cum,sigma_H_cum,sigma_F1_cum,sigma_F2_cum,sigma_F3_cum,sigma_F4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H_cum,epsilon_F1_cum,epsilon_F2_cum,epsilon_F3_cum,epsilon_F4_cum,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
10,115,76.36004400486229,2.667014285182372,3.476198893249244,3.616410318689265,1.7874998472779915,2.7192746550829474,2.7905371513710104,3.070470512179935,2.3662629112490743,66.80302737016135,38.84238614820076,42.2284462051412,5.409862742327118,47.309119375664096,31.386542811280208,21.513624185334496,47.315742724119886,76.36004398347931,2.667014285182372,3.476198893249244,3.616410083773778,1.787498921772167,2.7192746550829474,2.79053719133997,3.070470639250687,2.3662629112490743,66.80302737016135,38.84238614820076,42.22845531040723,5.409867064446499,47.309119375664096,31.38654392112165,21.51362189380706,47.315742724119886,0.4305908526110722,1.3523849950057332,3.940389684242579,6.931020007429881,228.4483435153961,128.0,2176.0,195.4191313615774,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,183,76.36005021610227,3.056819184306735,3.488503061572364,3.617257219847233,1.788162412194709,3.254390198376562,2.790674552576537,3.070017829046465,3.120381458976525,44.73957127609351,32.897301133769986,42.206739060643294,5.402687411545123,37.35276612141652,31.354941789648343,21.514832483822843,23.675032662393555,76.36005021610227,3.056819184306735,3.488503061572364,3.617257219847233,1.788162412194709,3.254390198376562,2.790674552576537,3.070017829046465,3.120381458976525,44.73957127609351,32.897301133769986,42.206739060643294,5.402687411545123,37.35276612141652,31.354941789648343,21.514832483822843,23.675032662393555,0.4330146495306926,1.3654733900220457,3.984235963609672,6.895737660377433,326.018146276474,196.0,3332.0,36.47499777955414,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,91,76.36868384925944,2.9776213131765776,2.9087399806035528,3.618123517779523,1.7860218460171964,3.069496900621254,2.7882802678255043,3.0707753309403167,2.687496447934448,59.45349415530571,36.09596195616812,42.110674506619866,5.356878392385739,46.34010167310461,31.436179821138587,21.5345237320286,31.74918909782411,76.36868116947178,2.9776213131765776,2.9087399806035528,3.618123158896368,1.7860182582476989,3.069496900621254,2.788281724013548,3.0707759876382603,2.687496447934448,59.45349415530571,36.09596195616812,42.11077662732442,5.356906512506096,46.34010167310461,31.436130627578848,21.5344827606841,31.74918909782411,0.4356934780758267,1.388744463020544,3.950959918899724,6.869563458571367,162.73069500923157,97.0,1649.0,215.48528288480327,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,97,76.37036391838306,3.68704601724212,3.729158439685154,3.6187824160527535,1.7867231871261415,2.224907510835624,2.787813668778365,3.071380048054115,3.0526059548235,26.770490648410984,67.52949976533097,42.1648000300576,5.378627820264117,45.919014470060446,31.39220252262329,21.48742733446724,32.34058778472339,76.37035130063794,3.68704601724212,3.729158439685154,3.618783629231828,1.7867186977235048,2.224907510835624,2.787804906413973,3.071383346187,3.0526059548235,26.770490648410984,67.52949976533097,42.16468054520023,5.378665721039345,45.919014470060446,31.39242595998951,21.48735491961237,32.34058778472339,0.4321839599359012,1.371919222105315,3.914480315785285,6.874287048627203,172.76908016204834,105.0,1785.0,132.79701572075672,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,66,76.3852815136336,3.748704168179584,2.190977613651113,3.615836273525496,1.7903138622484107,3.432132507749645,2.794859838814736,3.068269806102606,2.00775665432276,16.16303512293992,50.39058579589904,42.31546235616108,5.440228598492501,34.86935686464927,31.183813302306763,21.548858032717373,21.6113473111091,76.38508010143056,3.748704168179584,2.190977613651113,3.615927409458594,1.7902737830738478,3.432132507749645,2.79443858222574,3.06851627046888,2.00775665432276,16.16303512293992,50.39058579589904,42.31012155035861,5.446218253306601,34.86935686464927,31.178472971519856,21.55119169326658,21.6113473111091,0.4330552050734814,1.3888050938070646,3.9985606571488095,6.955141785325587,122.1044101715088,71.0,1207.0,153.90482280841994,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,80,76.39842893624105,2.622237890489904,3.667007136945508,3.619549063672989,1.7882080260705522,3.958295978770918,2.7831762345720694,3.0725152381459635,3.294105947062697,58.43104028058424,58.359554919947,41.97504754615301,5.300791050901134,28.50710298091381,31.57024041753922,21.547619276334828,24.351256527167827,76.39840611035766,2.622237890489904,3.667007136945508,3.619548404064593,1.788210414925385,3.958295978770918,2.7832121881781657,3.072538230522905,3.294105947062697,58.43104028058424,58.359554919947,41.975284510063126,5.300662787441055,28.50710298091381,31.570040368444392,21.54790940733997,24.351256527167827,0.4452409811233132,1.3520014563680511,3.927495056870472,6.856032308489949,176.85158324241638,111.0,1887.0,47.89782396305178,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,136,76.40090313540477,3.952441203068541,3.42246647289254,3.620181946917567,1.7875818592220938,3.768453146132267,2.7804819750619285,3.074231346277469,2.192314209187635,40.09343844517349,57.4420264936709,42.00082307815201,5.304752327287778,41.165688697723695,31.59525444482494,21.502281577843164,22.88585704528271,76.4008959313472,3.952441203068541,3.42246647289254,3.62018572749638,1.787575959690857,3.768453146132267,2.780480376035454,3.074231303281329,2.192314209187635,40.09343844517349,57.4420264936709,42.00082752046911,5.304750377442711,41.165688697723695,31.595264072813748,21.502129115717864,22.88585704528271,0.4495227336404733,1.3427482635657877,3.775543374995477,6.919220706156246,276.0710802078247,157.0,2669.0,662.6265210054179,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,234,81.54261046349038,2.375999136404045,3.246984076678773,3.695166891651045,1.965468894252984,3.040093617297504,2.6435355238431497,3.094365870222693,2.295269498810201,14.635945984676049,18.684010668256025,37.14888505000128,2.963199134223325,17.12800559833077,28.49635786026308,25.49198103645964,22.926353230691223,81.54259337478749,2.375999136404045,3.246984076678773,3.695167001207682,1.9654735986428165,3.040093617297504,2.643534950413691,3.0943657299989678,2.295269498810201,14.635945984676049,18.684010668256025,37.14888441744532,2.9632064443499964,17.12800559833077,28.49625965157547,25.492028468762143,22.926353230691223,0.6950696533281548,2.590623324248307,2.8169115842913,7.24798174224396,420.4507293701172,255.0,4335.0,374.7025490718536,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,105,92.47567390872436,2.48659461882905,3.473252866484265,3.5741295076905018,2.46384928316006,2.101946671165636,3.4060430284214123,2.5464840803255937,3.016408994814401,45.61036523167762,32.65844445056211,50.9569362659409,4.570995058947662,40.07735395457194,25.92272004150721,19.185296416707548,49.93068552344277,92.47567146987262,2.48659461882905,3.473252866484265,3.5741279911235093,2.463851260595069,2.101946671165636,3.406041253197021,2.5464819236340377,3.016408994814401,45.61036523167762,32.65844445056211,50.9569740328548,4.570976948670503,40.07735395457194,25.92275442429982,19.18529657141494,49.93068552344277,0.2302469799186076,1.8427286439174368,6.243069785931322,3.4282297227579974,228.475789308548,129.0,2193.0,77.99158006927792,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,102,93.06825308238405,2.6489238652446065,2.816958706421064,3.3856418865755207,1.8593357068662664,2.8608942334167646,3.3989610296097,2.573845763104221,3.589813376446463,32.71002052836916,49.642010439959634,45.45864199451192,8.821762428720872,27.00766243582144,36.56529667437336,21.453726772004018,44.53192419750332,93.06819374981076,2.6489238652446065,2.816958706421064,3.385649718316403,1.859337737855784,2.8608942334167646,3.398968936631272,2.5738490065189645,3.589813376446463,32.71002052836916,49.642010439959634,45.4588424091348,8.821800985779676,27.00766243582144,36.565418562876616,21.453565426553045,44.53192419750332,0.2035437578360176,3.652951803230264,7.634298804432107,4.776276580705181,220.8531506061554,128.0,2176.0,52.236262689329465,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
