Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,R14-sim_liq_density-wt,R14-sim_vap_density-wt,R14-sim_Pvap-wt,R14-sim_Hvap-wt,R32-sim_liq_density-wt,R32-sim_vap_density-wt,R32-sim_Pvap-wt,R32-sim_Hvap-wt,R50-sim_liq_density-wt,R50-sim_vap_density-wt,R50-sim_Pvap-wt,R50-sim_Hvap-wt,R170-sim_liq_density-wt,R170-sim_vap_density-wt,R170-sim_Pvap-wt,R170-sim_Hvap-wt,R125-sim_liq_density-wt,R125-sim_vap_density-wt,R125-sim_Pvap-wt,R125-sim_Hvap-wt,R134a-sim_liq_density-wt,R134a-sim_vap_density-wt,R134a-sim_Pvap-wt,R134a-sim_Hvap-wt,R143a-sim_liq_density-wt,R143a-sim_vap_density-wt,R143a-sim_Pvap-wt,R143a-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
86,505,23264.419001329177,3.466875660990948,3.590605124652873,3.3296562260565943,3.594249850028828,3.497019611761614,2.588871088322297,2.9603201468225997,2.758682280337289,2.9434755607476837,2.929450223203097,45.869157430794516,46.509329552879485,67.74036907992202,30.437443738109394,34.32889741425613,10.000000000000002,27.840038106596417,42.050213970041106,29.118966353456244,26.2792832111353,23264.418979330287,3.466875600834878,3.5906051634773233,3.3296580889170713,3.5942490512263547,3.4970197185922194,2.5888712827714584,2.9603245466474286,2.7586816783136054,2.9434746691090456,2.929450107118052,45.8691586216271,46.50933576571325,67.74031762808683,30.437448470487997,34.3288739628829,10.000000000000002,27.840033649089616,42.05023132660612,29.118961430305497,26.279278356916823,1.2783052972647502,208.91541638257544,296.4657785004444,6.251375915792205,11.424485462547173,667.9534001040756,630.8257574658342,13.839271912729789,5.194739360633129,2297.9178931356673,1741.0265155067868,48.30673073128128,12.561163088613641,2.104909716103512,10.205177924382161,38.73788723755462,10.733996859681767,9.601996156041906,25.683639188227882,31.570422636801123,1.2747386914813785,106.59416703372852,59.67135291982367,3.4138679166857195,0.16396579195843286,13.71969706043139,15.898437103511853,30.850898728665527,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,0.0014706550409715555,9.405200284072162,406.1876144414228,0.15758034345416144,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,7635.40579366684,509.0,10689.0,975912.5351863697,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
84,420,23274.149842399438,3.46822699777983,3.5330884764557933,3.317808548119854,3.5599043173068035,3.515641930677165,2.596675188956998,2.8942191150488865,2.762953549806508,2.943788783247791,2.9292444577137813,45.79483521232793,48.954932791170926,68.8585448003449,31.72762128488015,34.52583224914415,10.000000000000002,26.989427346089535,42.11508933057794,28.494823520468284,26.277490988198327,23274.116846950354,3.4681779026055986,3.5331208289369402,3.317532819190514,3.559899714736681,3.5155832019097266,2.596633566127137,2.8945006094067183,2.763048313010628,2.9436966858509934,2.9292295670947577,45.795202905988106,48.95251745671168,68.85953209790799,31.72968530570348,34.529122108938026,10.000000000000002,26.991215107473238,42.112998570402844,28.49661369846464,26.27894327164872,1.2781417599271072,204.4594158993266,299.37218968266,6.179873924295627,15.013744205848775,712.8539982201797,665.717955100736,15.351622190270644,4.681048200356351,2261.805679911761,1713.240265848255,50.10052211824584,5.1278430238879,1.2515414483344853,23.097640789586784,52.12114551753636,10.989351443394877,7.956426718029356,21.90434419361779,32.89918117419424,0.3250652233920281,139.9546129338843,80.36674125877731,1.9433049421404511,0.5116827180035252,16.99453886815228,18.743753646453946,29.959043683878235,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,0.0014706550409715555,9.405200284072162,406.1876144414228,0.15758034345416144,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,6628.034948587418,445.0,9345.0,960438.8280207539,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
71,285,23323.498150236013,3.464012976453659,3.5970102440638825,3.351990439208859,3.5472083350121872,3.5837228435092388,2.5891392380367337,3.0415372301737142,2.7677106117303234,2.9272215797289,2.9296129450532704,45.99461315057214,46.29804209212393,66.06950583011275,31.966472518061924,32.61008099311296,10.000000000000002,28.700947350705267,42.10328892422808,27.90639797346489,26.28774068722037,23323.498028835147,3.464013856570417,3.597008658471506,3.3520076738838216,3.5471750247812714,3.5837268908650444,2.5891394005396364,3.0415445457379158,2.76771318516275,2.927213529188319,2.9296140536639905,45.99459998982755,46.29794091073149,66.06923924395493,31.96722892858522,32.61023206177686,10.000000000000002,28.70107312656439,42.10331344836972,27.906258176685824,26.287776126683703,1.2872012188053197,210.12941787969578,291.6467027267962,6.2244042073520465,13.667013914733015,646.8427358312669,623.1960410739092,13.509311142176628,5.336911500968885,2264.1339794173023,1714.6017617031957,46.48739525349421,13.565621969681988,1.6366328854543726,8.841054548849025,39.64485679637722,12.93344231993089,5.864914412448076,14.636546966716379,31.67345203803435,3.4069593296215555,89.63696064973766,53.06351561054642,3.6236391607373784,0.6376021654307735,14.92299722244812,20.141324360219393,27.882396747879326,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,0.0014706550409715555,9.405200284072162,406.1876144414228,0.15758034345416144,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,4452.820649385452,292.0,6132.0,967070.0997821325,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
39,461,23337.215914175584,3.4649604130004303,3.5787394019388663,3.3429551473692416,3.55876426814495,3.60913429515098,2.5924796097981213,2.997972892142587,2.7672345339925837,2.923084360437067,2.9295436422457417,45.95468823947895,47.04431255416196,66.39627901017833,31.56652628749392,32.4221622407971,10.000000000000002,28.793151636773835,42.16451628017081,27.393952367987072,26.283002841699076,23337.215914175584,3.4649604130004303,3.5787394019388663,3.3429551473692416,3.55876426814495,3.60913429515098,2.5924796097981213,2.997972892142587,2.7672345339925837,2.923084360437067,2.9295436422457417,45.95468823947895,47.04431255416196,66.39627901017833,31.56652628749392,32.4221622407971,10.000000000000002,28.793151636773835,42.16451628017081,27.393952367987072,26.283002841699076,1.2794119619176691,206.74139870692665,293.8280244492505,6.191059568530403,14.25295178897117,653.6469303528829,623.5838927058234,13.489422668864176,4.982845161769836,2243.4575471770117,1699.1882040782853,47.101337405254,10.716784863184873,0.756042043600055,11.946546217864295,44.58067781844426,13.012101908901332,4.693415820750037,14.813691114884953,30.694878525134698,1.5635629737741794,106.27149220963346,55.68429085542782,2.595731244258989,1.028789119456381,17.11677930541469,21.97854187723597,27.238111955690872,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,0.0014706550409715555,9.405200284072162,406.1876144414228,0.15758034345416144,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,5698.259481668472,472.0,9912.0,955073.354676447,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,340,23348.72491924674,3.4611332917179976,3.564122974519548,3.3848674137123025,3.5403667495379203,3.543370106299846,2.594701177777112,3.146333750007103,2.7699547415453636,2.925544119931278,2.92937247026831,46.065305700512475,47.60490259845156,64.99220502691816,32.27559417299775,33.400545174739335,10.000000000000002,29.018554620928615,42.03559617423005,28.45114775977323,26.30875223651668,23343.79220611632,3.46169480286391,3.5670684254249303,3.385562887506917,3.542416055557508,3.5390100956071713,2.594755296726652,3.1497882946867257,2.7693031261029426,2.9263778506254723,2.9297021564892622,46.07233560143884,47.51086676545984,65.03013132521055,32.26360358393057,33.40650734791621,10.000000000000002,29.013918866040964,42.02453936611404,28.49415542916112,26.30585051889163,1.3257724188486344,206.46687433234356,287.26906802458427,6.027310183460987,16.360659352066918,685.2801199975588,681.2905649494822,14.880547283394733,4.979386828882378,2248.584899222047,1700.7442886362587,47.393223975199874,9.279891876254482,1.2311199884239228,14.58374632945272,44.30841141212599,14.292880654268561,6.032131276650229,16.000948291264834,33.47308661080035,9.589849248143093,63.373914730366764,41.92601076547943,8.167729750385087,1.3108072065178349,21.74742561875331,20.306290172685394,31.237192043151904,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,0.0014706550409715555,9.405200284072162,406.1876144414228,0.15758034345416144,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,4354.354342222214,361.0,7581.0,977342.260937675,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,282,23353.640636058106,3.463177732040801,3.5142112720833953,3.377359303659489,3.6153451745531573,3.538706521769207,2.5987197281702876,2.976054513365028,2.7626807218426124,2.932852204087059,2.9296278952349857,46.009807538280256,49.77663698667843,64.22382805206206,29.814375573584446,34.842483543262226,10.000000000000002,28.456927242584467,42.17534315513158,27.752648537567737,26.298175013882187,23353.63908033297,3.4631758924832203,3.5142198909022575,3.377363854869859,3.615349584510641,3.5387119212422253,2.598719358704563,2.9760580285006504,2.7626841691087827,2.932847898161617,2.9296279042191014,46.009772751201744,49.77642967659664,64.22395693073727,29.81424645983633,34.84235221522233,10.000000000000002,28.456825647595235,42.175403276191005,27.752689329196386,26.298195874229805,1.298253974870933,213.39112193566893,289.131148847926,6.249972094430618,14.158966573790181,660.4877407426451,645.2229593156652,13.174680166907416,4.663250255842142,2198.381231639396,1663.8170423188103,47.282283204439715,3.8153205318795433,3.499012385200949,28.29978899065518,52.65855911990191,11.404137268196735,5.719086893425704,25.33702007899404,29.484736641438452,1.280982411902223,110.41669371835037,51.05136442212973,4.350017507696214,1.6698977306790872,25.224561999542882,22.1587219086955,30.104233243910638,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,0.0014706550409715555,9.405200284072162,406.1876144414228,0.15758034345416144,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,3639.0179286003113,301.0,6321.0,927878.4429354355,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,204,23358.44237289109,3.46157393104277,3.5880671762517395,3.3803815546918106,3.5213559683295133,3.642211066790837,2.5910221946270315,3.185585843732607,2.77762697143578,2.9191841717830695,2.9295988992678232,46.04521312308004,46.62937247596121,66.97300634195108,32.193660881650494,35.381948445777034,10.000000000000002,25.81190984095364,42.18552428298771,25.09987156718425,26.313587268674375,23357.65658195758,3.4620145408434357,3.588609565199947,3.380612652374078,3.5237771694730324,3.6449831422418,2.590701850388018,3.189927202704726,2.7777011486601415,2.919735469560126,2.9295613730195544,46.04075828402478,46.59632067956912,66.97680764242057,32.13941527521555,35.27892920652098,10.000000000000002,25.8200466960697,42.180998353713804,25.10195964383004,26.30924954687288,1.315291242827008,214.73293861853026,285.5810559003717,6.2168379241386775,17.301698758781153,653.8688780518864,633.2930275712691,13.877272368633857,5.274325401786279,2285.495787545239,1728.795422137474,47.553623066031015,12.60319148600309,1.9094359077679661,10.109939222255917,39.79995505307244,12.137658798479272,9.237495433563335,17.865693952441298,22.735839506073788,12.394531699857541,91.66577007865804,61.24875180844401,2.0701815065035887,1.9815087423794187,26.770450193113717,19.820601178184877,27.17352629463229,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,0.0014706550409715555,9.405200284072162,406.1876144414228,0.15758034345416144,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,2586.3520770072937,214.0,4494.0,956500.2064243336,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
76,281,23360.68724684701,3.465093020136616,3.5179716993284416,3.3428021104744494,3.570760724468073,3.5633725989701146,2.5997718803497993,3.0134612196066612,2.7655649827683555,2.926750204280107,2.9295556730662957,45.952679659146355,49.60411925186392,65.35491685344489,31.177374946668643,33.12267061490129,10.000000000000002,31.101492507997467,42.025732240697444,28.148606624361925,26.287002896344287,23360.566028455865,3.4650167096815307,3.517258939121504,3.3429795578878023,3.5698596145862176,3.5630495538274634,2.599601350382988,3.0146025241962784,2.7658407544803074,2.9268703788805523,2.9295502133474507,45.95196668577538,49.633211273038675,65.33764302782463,31.192626726929507,33.13901125180953,10.000000000000002,31.129377918695404,42.04333482281948,28.149936684659714,26.287217474173612,1.3065483371522415,219.98388988518286,292.1007696902725,6.359088887973314,16.77446937651665,715.4625141732286,696.4770605087211,15.853083356170643,4.57514258469637,2179.9000632481448,1650.7414386657108,47.291481316249204,4.4934930358594976,3.1500390151473785,26.360220438354425,50.96463047357777,12.610299685738344,8.712781007462443,16.144709554915977,30.317772790283072,2.1066720321109305,76.7212259778272,42.5756605728928,5.1631155239792275,1.9652502158876506,22.856066316905913,20.453691270066486,32.730075864029324,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,0.0014706550409715555,9.405200284072162,406.1876144414228,0.15758034345416144,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,4369.992676258087,291.0,6111.0,914548.6695605557,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
38,185,23416.546590247926,3.462243841930304,3.4429480531958734,3.3788428442138807,3.605517020484752,3.4828088366726413,2.605115902292667,3.0341278053353204,2.7699603878633154,2.9320638458159403,2.929431963387574,45.99304218011113,53.34558502367246,65.00771609654048,30.540075488683737,34.406104221318266,10.000000000000002,27.744271249190913,42.068613301093556,29.27007681784087,26.32885028680679,23391.83305981529,3.462759317414138,3.445360742535989,3.381123761617313,3.559687495687704,3.482401994402588,2.60590819272754,3.046295725736603,2.764416123822272,2.941221724687315,2.9296266822202153,45.97857916762688,53.20306703630787,65.17941106522338,31.824717882066334,35.00523480999524,10.000000000000002,28.04257242169976,42.143059363717676,29.01748067734815,26.318590678743483,1.3865702504194468,242.2680770452738,282.4958638725781,6.521045283959537,20.013421395849985,743.1189715607247,735.7358070385064,16.587275847983015,4.603878478823207,2202.1711768978653,1664.6309664248895,49.6994748265586,0.5051346953759993,21.555975052319198,51.98348768938823,64.6340349815056,12.282847891497305,4.496176683725061,33.55843423808453,36.57405323938495,4.010727511508116,77.27476126965522,66.0885582827222,4.953433317963891,2.799321802370245,29.933101097120584,23.205127237176793,34.484292830625805,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,0.0014706550409715555,9.405200284072162,406.1876144414228,0.15758034345416144,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,2378.7472128868103,197.0,4137.0,920779.2179338776,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
53,461,23393.176814231054,3.4664015084998168,3.419322652295203,3.341211265161567,3.5568352948092006,3.446406042915518,2.613512516352386,3.0338944344097003,2.7545484890522784,2.942879730309059,2.9292251553984334,45.81914040537028,54.699431163082025,68.9900684828919,32.06871884362104,35.49876715601276,10.000000000000002,27.020516579479423,42.24764404691605,29.610880101524682,26.303627812265177,23393.176756412715,3.4664015100440264,3.419322502911629,3.3412113961963676,3.5568356559585013,3.446405913775055,2.6135125365990115,3.0338943292509497,2.754548466076923,2.9428797757514698,2.929225163211708,45.819140806251205,54.69944044018399,68.9900651560709,32.068705025660456,35.49876694272845,10.000000000000002,27.020517220073533,42.24764509704738,29.61088298986575,26.303627772364464,1.313128991110897,213.95503709667463,293.25613727389447,6.252035827110667,16.183821006906754,742.070333534773,710.6457318863464,14.744535501705336,5.10124889257802,2171.33952463035,1640.6506283277517,52.47003940841971,0.5839083957768487,25.705584989239536,54.04647534088888,63.966962309965716,13.621442221316737,7.661702015405634,28.96339165197912,36.112519461354836,4.92839381317163,81.93146792444452,66.50766535217649,4.037512822417946,1.6005300126119026,24.081272616979682,20.98933816173833,34.20576848220826,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,0.0014706550409715555,9.405200284072162,406.1876144414228,0.15758034345416144,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,7788.076297283173,468.0,9828.0,951578.8575576841,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
