Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
3,49,56.776891069807675,3.644492103487129,3.496331308759678,2.56088798412881,3.578558656902977,2.206452013155284,2.622267555178115,3.817191006186191,2.5872282967473588,2.5755506771726973,2.2600571442365553,64.46327639328057,54.12430964109292,23.755827540003843,27.260532859194708,41.952255353222,5.962548477299704,35.09411619222046,20.135500121703355,35.62569379161495,39.4915426007326,56.776608393217515,3.6444970958865253,3.496331308759678,2.56088798412881,3.578558656902977,2.206452013155284,2.622277352045099,3.817191006186191,2.5872282967473588,2.5755506771726973,2.2600571442365553,64.46321760505306,54.12430964109292,23.755827540003843,27.260532859194708,41.952255353222,5.962525944424643,35.09411619222046,20.135500121703355,35.62569379161495,39.4915426007326,4.163119062939395,6.758891680669673,9.090663224465803,29.565154112492102,102.54369974136353,58.0,1218.0,12465.982071147393,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,54,29.390356232600674,3.7578374792213087,2.27291045132137,2.119835379024423,2.2426869114814747,2.0891037570895232,2.4407294700062896,2.451418677215709,3.425977960765353,3.1194339641082847,2.0251119603182315,69.69454673156434,72.8729614500177,46.92653002479624,23.214060252964387,26.401173397071027,4.986864920899371,21.84003183882616,35.34756245456402,48.95069961809094,44.63900805215124,29.390292140712745,3.7578403759900967,2.27291045132137,2.119835379024423,2.2426869114814747,2.0891037570895232,2.440731020249585,2.451418677215709,3.425977960765353,3.1194339641082847,2.0251119603182315,69.69464510317255,72.8729614500177,46.92653002479624,23.214060252964387,26.401173397071027,4.98686984300234,21.84003183882616,35.34756245456402,48.95069961809094,44.63900805215124,1.3608238471888108,0.38246103969940715,4.888186653314697,14.169506810281586,165.9631655216217,96.0,2016.0,293.27251088018477,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
9,85,34.095413518822355,3.7766936543990997,2.9875394285374597,3.239911436762759,3.6579617991003572,2.3135827892921683,2.4243375340199895,2.1400442874384447,2.9726902218740636,3.2126589233066607,3.1377028741729625,61.96699594591945,74.26005003680919,47.68343925097681,34.709176220530786,45.8116342426633,6.316953377114743,38.42315127086146,24.27218451819833,17.321719204995457,27.95294692699372,34.036869251528145,3.7725748454293413,2.9875394285374597,3.239911436762759,3.6579617991003572,2.3135827892921683,2.4351906503652576,2.1400442874384447,2.9726902218740636,3.2126589233066607,3.1377028741729625,61.867856258193946,74.26005003680919,47.68343925097681,34.709176220530786,45.8116342426633,6.305050338848619,38.42315127086146,24.27218451819833,17.321719204995457,27.95294692699372,1.6391289152101478,1.2355589074672078,6.917726607366417,16.061549652757655,167.22182321548462,95.0,1995.0,1909.9248505310231,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,60,92.05301279994501,3.488792547630699,3.2473444141112173,3.5018848680546744,2.697796683955685,2.5398557835300517,2.7078389935164253,2.8561823797425894,3.9296800942967707,3.326882995636896,3.2433914404182436,60.89748446522732,71.71680181595964,39.24428867619614,47.595324935163575,36.52889217948328,7.592347330131326,46.61828321967889,35.07878203353001,15.100461446090565,36.60007197672534,92.05256385652632,3.4887847731693395,3.2473444141112173,3.5018848680546744,2.697796683955685,2.5398557835300517,2.7078445743281354,2.8561823797425894,3.9296800942967707,3.326882995636896,3.2433914404182436,60.89775011539308,71.71680181595964,39.24428867619614,47.595324935163575,36.52889217948328,7.59231873899364,46.61828321967889,35.07878203353001,15.100461446090565,36.60007197672534,2.454469572316451,15.756040741402291,15.790326124924821,49.91956094261001,208.44486904144287,117.0,2457.0,1671.2693677376665,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,80,30.02641634020886,3.7643940546684345,2.0524219737554383,2.056612976041589,2.4924221352060916,3.720055897365776,2.4327937973503175,3.1056439573715315,3.684061784719211,2.248346630239822,2.558367358022279,68.08469763519737,73.02372364077887,46.46696425162116,11.212073809241298,62.04112372424007,5.245871517556567,43.24868184665728,28.575122542246014,45.22396490958001,41.149257495801464,30.02629035982249,3.7644084579060735,2.0524219737554383,2.056612976041589,2.4924221352060916,3.720055897365776,2.43278649731879,3.1056439573715315,3.684061784719211,2.248346630239822,2.558367358022279,68.0849579157967,73.02372364077887,46.46696425162116,11.212073809241298,62.04112372424007,5.245912570175884,43.24868184665728,28.575122542246014,45.22396490958001,41.149257495801464,1.602980864632092,0.34923040317411447,5.523058720935431,13.834954007870477,199.7454710006714,112.0,2352.0,456.54622968292034,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
2,129,32.14182115511045,3.7695806214455017,3.936523151438794,2.6268483563184852,3.3846452313386277,3.752778304592076,2.436875925257825,2.1700884227395556,2.0781095664657645,2.3396608391291376,3.756285006858826,64.01668228094574,37.3719956253284,72.26281945978263,44.65574352324612,54.97201240678078,5.912502388832837,39.02753246885543,44.211898516408056,15.640089707046714,41.25505102307387,32.14179290062685,3.769581474851324,3.936523151438794,2.6268483563184852,3.3846452313386277,3.752778304592076,2.4368734639768883,2.1700884227395556,2.0781095664657645,2.3396608391291376,3.756285006858826,64.01669960739403,37.3719956253284,72.26281945978263,44.65574352324612,54.97201240678078,5.912519781153132,39.02753246885543,44.211898516408056,15.640089707046714,41.25505102307387,2.0380498274290355,0.673083856994958,6.659678705878833,15.127066418972383,271.0651111602783,154.0,3234.0,190.26222577493562,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,66,95.92012165589138,3.464965096584935,3.1133063763903124,3.831212699532549,3.2831324178926744,2.7800154282824923,2.7333907609723966,3.208620965839946,3.099095843017125,3.8523628534129073,3.837466871267212,64.62023622993246,72.61206434864629,21.307118334230186,18.21141876357643,18.78014527303754,7.184777826972507,15.75336818459693,48.17895739261884,43.94904149097564,15.525664325974283,95.92002618712023,3.4649772591549866,3.1133063763903124,3.831212699532549,3.2831324178926744,2.7800154282824923,2.7333995204763566,3.208620965839946,3.099095843017125,3.8523628534129073,3.837466871267212,64.620363165725,72.61206434864629,21.307118334230186,18.21141876357643,18.78014527303754,7.184711290138309,15.75336818459693,48.17895739261884,43.94904149097564,15.525664325974283,4.182495336275237,17.84349980945035,16.030125499029907,48.26953655739856,181.68745374679565,104.0,2184.0,1827.8862268439573,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,75,29.391387716384752,3.7527404587399915,3.7166276728580843,3.51016437693536,3.3961144968946053,3.7289588601091994,2.456039561521693,3.3415775815751743,2.9017478728266983,2.7642055040630344,2.821622699844371,70.04919910464476,30.629956487288005,50.424758914819606,37.96607260338219,73.2971350652714,4.908628816448655,21.94994609494888,29.93453532718115,27.017118392104805,42.91735813854984,29.391364621232917,3.752746679228072,3.7166276728580843,3.51016437693536,3.3961144968946053,3.7289588601091994,2.4560429545127476,3.3415775815751743,2.9017478728266983,2.7642055040630344,2.821622699844371,70.04918153421795,30.629956487288005,50.424758914819606,37.96607260338219,73.2971350652714,4.9086107471369065,21.94994609494888,29.93453532718115,27.017118392104805,42.91735813854984,1.7484443601630824,0.43108852726404856,4.7106882206622664,14.309373359543187,213.739910364151,122.0,2562.0,290.6335553779199,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,92,30.012664162057252,3.7648453602867926,3.054116204515218,3.771884198621549,2.7145395200049993,3.817070301839598,2.428263452230814,2.031642485693112,3.8588744674875217,3.3817938350338475,3.994645700902961,68.14051503781425,18.91382372587706,70.61870509741566,55.29318049684352,14.290011226934064,5.248321810621899,41.38566659614363,47.30585874412692,39.90336655199651,19.349483669025766,30.012540564828193,3.764854743786064,3.054116204515218,3.771884198621549,2.7145395200049993,3.817070301839598,2.4282683885106375,2.031642485693112,3.8588744674875217,3.3817938350338475,3.994645700902961,68.14082416205164,18.91382372587706,70.61870509741566,55.29318049684352,14.290011226934064,5.2483391114558975,41.38566659614363,47.30585874412692,39.90336655199651,19.349483669025766,1.3569688625305316,0.3607454028590344,5.57629200520909,13.934749162931594,301.7541904449463,173.0,3633.0,697.4403410604849,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
18,71,33.844058097322666,3.7678815270044024,3.8996119827072526,3.6528139952586827,3.7082308876730776,2.1974868036406963,2.4480890378463855,3.407033976305306,3.220481625293259,3.5992305234720554,2.0691424397432683,62.07572129640631,57.56235904806927,26.880395564392956,26.70950442343954,51.099715632958315,6.232908129267603,42.88060373025507,30.615118120121007,42.39622951744602,49.66651242683443,33.844038962971744,3.7678870228850503,3.8996119827072526,3.6528139952586827,3.7082308876730776,2.1974868036406963,2.448089059857242,3.407033976305306,3.220481625293259,3.5992305234720554,2.0691424397432683,62.075718735253325,57.56235904806927,26.880395564392956,26.70950442343954,51.099715632958315,6.232894123686766,42.88060373025507,30.615118120121007,42.39622951744602,49.66651242683443,2.3492877929207725,1.0834970630802871,6.947735702056484,16.28208793879257,174.8043041229248,100.0,2100.0,435.6133937294609,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
