,molecule,mse_liq_density,mse_vap_density,mse_Pvap,mse_Hvap,mse_Tc,mse_rhoc,mapd_liq_density,mapd_vap_density,mapd_Pvap,mapd_Hvap,mapd_Tc,mapd_rhoc
0,R116,596.5209446977572,78.59355414824981,0.22188839145521375,3.9050313960387713,24.386375037105996,182.14419904888018,1.4427329727270894,5.533551451454186,3.4018063408407766,1.899928839024701,1.6852391478525488,2.2004958060039836
1,R125,629.8197575901038,11.018381869812837,0.007188169048321996,28.565012653743224,11.278566743689215,19.117962843222884,1.913158779532805,3.5464183159254157,1.3910939666397681,4.238599857404122,0.9894984516920561,0.764540876404009
2,R134,,,,,,,,,,,,
3,R134a,6.342537649335947,1.4260330802743493,0.08559517183764917,2.643445596732822,7.054753043025713,11.049019719961375,0.15248684584241493,2.7553783941276935,3.23083592545314,0.839881487719699,0.7097828781821524,0.6493468600120422
4,R14,102.37551420319546,19.70206111757185,0.00962549747607511,2.490741512094882,3.8253374530908966,196.65504522362625,0.7017182814754525,2.7239018460599387,1.7199230198483906,1.1889579710246427,0.8596751752568206,2.2413673356738233
5,R143,8822.353615938873,729.5400369379203,30.361161356543686,,481.30603381725706,3.5305794810756774,9.145505416026872,45.357609140820585,38.35974221860735,,5.104394616223907,0.40063616840194755
6,R143a,406.5874144290634,2.4684147412460473,0.13618939380472622,46.13372773840935,11.942679300180718,102.97929961601703,2.0708300514223223,1.8191557312837743,1.9666629740738986,4.087085317595112,0.9991379036103032,2.3544945891244704
7,R152,,,,,,,,,,,,
8,R152a,34760.17916917499,365.87117771189224,27.798948896871117,7815.660391332758,2656.314167513787,1298.9832548795998,21.207103995310877,61.7048819169296,57.77610682648934,33.28027860569379,13.338019935504716,9.793861488784781
9,R161,2636.5508297501096,2.79044042180359,0.26223960077970637,640.16565056853,235.05893812316882,81.52721566010558,6.701620671159576,14.950381307819544,12.580725327233905,6.588538013729531,4.085711377976079,2.9898153155032308
10,R170,80.31661050091839,7.564759056405596,0.08082667593748798,160.7747571701781,4.831345243436578,6.263012647916619,2.058139617814097,3.4360860925821286,1.833598009700058,3.630312894470521,0.7199062398894579,1.2137943429816824
11,R32,2889.701422572888,14.123984339469676,0.7155182429447235,49.03076284331097,5.8323788091514475,488.39549223311144,5.127621764569207,5.919476761682165,4.5721697849489304,2.006178899012259,0.687357860917849,5.142376550308179
12,R41,12626.28773384788,1080.541688768499,126.53666029861499,23783.556698479857,3510.5121367232578,17.166851428351336,13.489694251045611,414.82505163936986,304.4770948361187,34.38709211939217,18.674223081165188,1.3090549834465928
13,R50,194.67483008699895,0.05691214110198144,0.33306747193744746,243.16514844992062,0.012519224720013631,29.99410830044362,3.942087357845734,1.9426099774931327,3.1496247374464588,3.946917728160325,0.05871483669783453,3.366954206638274
