Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_12_min,sigma_F_3_min,sigma_F_4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_12_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_12_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_12_cum,epsilon_F_3_cum,epsilon_F_4_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
19,51,1002.1520920305481,2.6004966790678,3.059044106992457,3.8026168726985476,3.0831187577747468,3.949480741710164,3.273208800003794,2.990869536915718,3.0921416082859032,3.052851867811042,2.932111789934772,33.12083611395228,35.36372045491855,20.425686668777196,58.466417525987254,11.975979845371276,33.82530132084339,13.210501286894573,39.24372011275741,39.182974972315904,36.979845213328694,1002.1514753720828,2.6004966790678,3.0590453444990002,3.8026168726985476,3.0831187577747468,3.949480741710164,3.273208800003794,2.990869536915718,3.0921416082859032,3.052851867811042,2.932112879119284,33.12083611395228,35.363750092749314,20.425686668777196,58.466417525987254,11.975979845371276,33.82530132084339,13.210501286894573,39.24372011275741,39.182974972315904,36.97987089705809,0.21384292610233746,56.33957777195687,79.30411248861213,16.902101040291434,164.66637516021729,95.0,1995.0,3648.2194155786483,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
16,43,971.9823744028092,3.6237173954410795,2.935785890078516,3.376826504771886,3.138988825490751,2.321942873631217,2.933760045526612,2.0177580767328225,2.450079915628169,3.1850237375315933,2.935375142779088,69.55986097544282,38.22554061839963,26.712689095842755,17.2079345483619,22.54257758124234,42.4729710941276,11.471613683669752,22.286805344307705,23.681174543203078,38.35029801408375,971.9823744028092,3.6237173954410795,2.935785890078516,3.376826504771886,3.138988825490751,2.321942873631217,2.933760045526612,2.0177580767328225,2.450079915628169,3.1850237375315933,2.935375142779088,69.55986097544282,38.22554061839963,26.712689095842755,17.2079345483619,22.54257758124234,42.4729710941276,11.471613683669752,22.286805344307705,23.681174543203078,38.35029801408375,0.16461383243735184,56.16412051174265,56.331838059394464,21.196579312225474,179.2617950439453,103.0,2163.0,1169.6453326227906,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,73,988.231123638508,3.7666121824116194,2.868424111465733,3.5018848680546744,2.697796683955685,2.5398557835300517,3.7917724363921335,2.1421367848069424,3.9296800942967707,3.326882995636896,2.936724310053977,17.45848824196939,40.19300201768764,39.24428867619614,47.595324935163575,36.52889217948328,25.406753715796807,13.7439337673093,35.07878203353001,15.100461446090565,39.05127471471094,988.2309998661723,3.7666121824116194,2.86842599470533,3.5018848680546744,2.697796683955685,2.5398557835300517,3.7917724363921335,2.1421367848069424,3.9296800942967707,3.326882995636896,2.9367243995542496,17.45848824196939,40.193078486306256,39.24428867619614,47.595324935163575,36.52889217948328,25.406753715796807,13.7439337673093,35.07878203353001,15.100461446090565,39.05121536952823,0.16696726291791833,53.76622304688036,43.16712629347618,23.45613768438642,267.66926074028015,93.0,1953.0,19219.60756727951,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,44,1012.3732290757782,2.6304896061907455,3.1101902338417355,3.1557144305690707,2.36802040325493,3.575858467651009,3.2240623540898676,1.5808639081106293,2.840387360002264,3.3581376731308588,2.9312979487892816,10.026131617938235,35.013771638238936,34.477720458475346,73.29592999329098,49.30654656331346,63.874977518745055,9.47124956120533,36.98266694075727,24.99516985934929,36.16380804273052,1012.3731452256741,2.6304896061907455,3.1101888251036884,3.1557144305690707,2.36802040325493,3.575858467651009,3.2240623540898676,1.5808639081106293,2.840387360002264,3.3581376731308588,2.9312994232110103,10.026131617938235,35.01370833243652,34.477720458475346,73.29592999329098,49.30654656331346,63.874977518745055,9.47124956120533,36.98266694075727,24.99516985934929,36.1638415490627,0.22769232002547665,51.814538231620034,79.1521755246802,14.272465289242392,222.27208018302917,77.0,1617.0,3650.165734079403,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
7,38,1017.9822093965477,2.0397602676795907,2.314840158245048,2.056612976041589,2.4924221352060916,3.720055897365776,3.0776621286833055,2.329232968028649,3.684061784719211,2.248346630239822,2.92222189663757,48.074352644788725,59.24110687366723,46.46696425162116,11.212073809241298,62.04112372424007,25.143327799666334,12.492367543044129,28.575122542246014,45.22396490958001,45.18286902323999,1017.9811620538029,2.0397602676795907,2.3148429192561997,2.056612976041589,2.4924221352060916,3.720055897365776,3.0776621286833055,2.329232968028649,3.684061784719211,2.248346630239822,2.9222217009742373,48.074352644788725,59.24085263420937,46.46696425162116,11.212073809241298,62.04112372424007,25.143327799666334,12.492367543044129,28.575122542246014,45.22396490958001,45.18284156270676,0.2046294081066433,20.180362043706644,20.753940886479814,18.003976874483115,75.22872233390808,45.0,945.0,21587.288107291944,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,32,975.8325281415441,2.8316974365350545,2.898667616262451,2.4673322784784997,2.203934518851595,3.0317140339370594,2.9542819740995645,1.7290074661397448,3.2436124634808303,3.088020237627876,2.9358745705073352,19.395460108102892,38.84520177633938,24.43319408699498,43.75786858379216,61.04424183440524,11.451477819467403,6.216711976440425,45.5522831740039,44.56483626607244,38.87977138306265,975.8310494103105,2.8316974365350545,2.89867133108324,2.4673322784784997,2.203934518851595,3.0317140339370594,2.9542819740995645,1.7290074661397448,3.2436124634808303,3.088020237627876,2.9358742761657437,19.395460108102892,38.84536368490836,24.43319408699498,43.75786858379216,61.04424183440524,11.451477819467403,6.216711976440425,45.5522831740039,44.56483626607244,38.879658216412274,0.1877543558245391,59.20215396936441,51.63023329595393,23.93288966690162,120.87290811538696,41.0,861.0,3897.272013500311,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,122,1010.0008453539292,3.9003522384941594,2.293773397881831,3.831212699532549,3.2831324178926744,2.7800154282824923,2.9719813341938197,2.40646572437996,3.099095843017125,3.8523628534129073,2.918453229695001,35.666914840031076,58.088329852907925,21.307118334230186,18.21141876357643,18.78014527303754,42.86804076899829,2.2798224685645736,48.17895739261884,43.94904149097564,45.601620312701506,1009.9647744284031,3.9003522384941594,2.2946100766751436,3.831212699532549,3.2831324178926744,2.7800154282824923,2.9719813341938197,2.40646572437996,3.099095843017125,3.8523628534129073,2.9188497225390835,35.666914840031076,58.263274611029985,21.307118334230186,18.21141876357643,18.78014527303754,42.86804076899829,2.2798224685645736,48.17895739261884,43.94904149097564,45.569230892424635,0.3129706969620795,10.437573965626527,15.595826853543436,12.568786820734104,230.47394728660583,138.0,2898.0,22279.818243183232,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,55,1008.4586280473034,3.7332165483330257,3.0868075344593975,3.6528139952586827,3.7082308876730776,2.1974868036406963,3.3026086646819817,2.5552754822289794,3.220481625293259,3.5992305234720554,2.9316587778286873,60.0655177460737,35.021643443463226,26.880395564392956,26.70950442343954,51.099715632958315,32.444335003420306,12.355652814094737,30.615118120121007,42.39622951744602,36.598202053485174,1008.4578617553091,3.7332165483330257,3.0868064686668575,3.6528139952586827,3.7082308876730776,2.1974868036406963,3.3026086646819817,2.5552754822289794,3.220481625293259,3.5992305234720554,2.9316571066626955,60.0655177460737,35.02182023858162,26.880395564392956,26.70950442343954,51.099715632958315,32.444335003420306,12.355652814094737,30.615118120121007,42.39622951744602,36.59806978320979,0.23786983428093372,56.14282826051972,81.53203574862525,16.139668475577054,121.7615373134613,71.0,1491.0,7340.821032063238,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,51,662.0337624659161,3.50004352740532,3.4356586025828193,3.51016437693536,3.3961144968946053,3.7289588601091994,2.645361993673493,2.506183186181381,2.9017478728266983,2.7642055040630344,2.9199491219147076,36.09617292552015,30.19663367495492,50.424758914819606,37.96607260338219,73.2971350652714,54.05705794323023,4.5814085495524415,29.93453532718115,27.017118392104805,32.500100417721114,662.0333668461255,3.50004352740532,3.435658160539628,3.51016437693536,3.3961144968946053,3.7289588601091994,2.645361993673493,2.506183186181381,2.9017478728266983,2.7642055040630344,2.9199493477356198,36.09617292552015,30.196758567544833,50.424758914819606,37.96607260338219,73.2971350652714,54.05705794323023,4.5814085495524415,29.93453532718115,27.017118392104805,32.500052773805415,0.2157123680640651,8.65788810978354,7.447283216040055,5.045323176018097,157.95072841644287,58.0,1218.0,12335.025419664269,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,99,974.6990989714604,2.3523925111501103,2.912273201996226,2.2619936896218333,3.6189813842531637,2.6894733053665867,3.8802149646667337,2.3730212699206197,3.757663968823688,3.6894688907844433,2.9361230254843096,39.89221727809246,39.1670898661617,61.90923342488258,28.571725362719597,41.866478970295304,48.94216999698211,2.2019325821608646,35.7718492868823,30.17867221463104,38.5034965478681,974.6990989714604,2.3523925111501103,2.912273201996226,2.2619936896218333,3.6189813842531637,2.6894733053665867,3.8802149646667337,2.3730212699206197,3.757663968823688,3.6894688907844433,2.9361230254843096,39.89221727809246,39.1670898661617,61.90923342488258,28.571725362719597,41.866478970295304,48.94216999698211,2.2019325821608646,35.7718492868823,30.17867221463104,38.5034965478681,0.14883352103288888,52.58835034032437,49.67055125105642,21.03326627333618,258.2506263256073,157.0,3297.0,798.7193178790301,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
