,molecule,mse_liq_density,mse_vap_density,mse_Pvap,mse_Hvap,mse_Tc,mse_rhoc,mapd_liq_density,mapd_vap_density,mapd_Pvap,mapd_Hvap,mapd_Tc,mapd_rhoc
0,R116,632.3748064068225,1.571178578576213,0.12333277382048972,0.37905295085712837,2.665439633115226,14.05710860735652,1.6600872325273983,1.7897170180628765,2.6832685753738565,0.5809663527448174,0.5571502637493458,0.6113091173831764
1,R125,452.6037135207629,4.9586748359014425,0.024262746373691017,40.01369696594037,7.50723798066429,19.812905122625743,1.624539243254637,5.219791650150525,3.519498656931573,4.943840756442312,0.8072875478140905,0.7783124604591254
2,R134,,,,,,,,,,,,
3,R134a,358.00445572258116,2.855510537280316,0.1449182935941926,2.97761722812546,9.25433533561746,66.57864996301939,1.4914959876606653,3.956813272706615,4.649433032604563,0.8938909064925966,0.8129376303260126,1.5939781458835247
4,R14,123.64701529889025,12.262531521407634,0.012636556768400215,2.2464843565346246,3.4509630793334414,155.97496758759144,0.7877939041896372,2.92675474704587,2.316954727347361,1.2267712320158293,0.8165253378981554,1.99612596625471
5,R143,3922.4380922731316,621.4228922066507,25.739369467007556,,445.44883690662823,13.04467645281291,6.067099044193173,43.503679833926654,36.78699263251576,,4.910576752791807,0.7700941302615903
6,R143a,487.8861150727551,8.0621411011617,0.12312274364741607,68.70530449740379,12.729377430133288,88.9771491235583,2.2593280641007487,3.4966863264675427,2.638878407146754,4.967365761081846,1.0315211368804682,2.18857771700229
7,R152,,,,,,,,,,,,
8,R152a,33107.4217638743,372.7879746963487,28.51020806255719,8270.807678679887,2960.1051178913845,1263.65947581956,20.701224030211772,63.284174524525085,59.392073003389925,34.236037979001594,14.08008283403638,9.659779443270459
9,R161,199.0864725361358,0.30797234680132746,0.01977943751561268,160.28209379028095,113.35250765403802,0.8749496221188486,1.8396375506817961,6.879144809482206,5.194706535478831,3.2816596247785697,2.8372321032018166,0.30973093317738964
10,R170,76.21306617631075,3.56239619651574,0.14419356657463472,174.32524906319688,7.252774131355764,17.836655956907943,1.7999880608697794,1.7259733507897013,1.6249039301410029,3.7705264072234583,0.882051570983579,2.0483783758181255
11,R23,9675.807175096992,1063.3514923977757,29.74631807563419,956.3596494092827,560.2420310553562,11.488882595994902,7.34455425098063,95.88687151970478,80.02359850992758,14.797853286483829,7.908527655242378,0.6437845058723066
12,R32,2855.081289819636,5.674009287807135,0.23063287882913847,68.95043420844553,7.915877862453147,322.6938713214453,5.027970636493107,2.149264743604513,1.6082670806189587,2.509002677704303,0.8007733006052755,4.179972358507418
13,R41,13600.763920093901,1152.5669666640893,132.59394765879318,25231.18891315262,3827.0839780063598,1.8480472020858703,13.944682078548867,426.28285857273926,310.99127704740437,35.40282170782073,19.498055362354517,0.4295058603346806
14,R50,145.80635044059125,0.29703694788199086,0.08879264455231858,260.1405489694001,0.02913163128222752,10.869679301785856,3.3965315368676237,1.6081968647362679,1.5569147732677577,4.089805844749788,0.08956566237156459,2.0268779470605045
