,molecule,mse_liq_density,mapd_liq_density,mae_liq_density,mse_vap_density,mapd_vap_density,mae_vap_density,mse_Pvap,mapd_Pvap,mae_Pvap,mse_Hvap,mapd_Hvap,mae_Hvap,mse_Tc,mapd_Tc,mae_Tc,mse_rhoc,mapd_rhoc,mae_rhoc
0,R116,9622.795181557061,5.860258133982887,74.33940284,3759.919853360185,39.490018077186626,39.03457885482,37.4397332592372,38.29869292995295,4.035340733553333,1911.5418871936315,48.24470613151929,42.99294460464396,5401.853766194116,25.081836154149904,73.49730448250546,3020.8916525885734,8.961494602730957,54.962638697469515
1,R125,1954.6651186127851,2.9821017413036617,40.063204019999965,1172.6442325852693,39.211810370204944,25.145045769910666,18.33471612517378,35.15975475927835,3.2597219115145335,762.9360366696001,21.921752266016252,27.10743580310602,1057.548965942657,9.581608117601766,32.51997795114039,2681.805842736736,9.0551066502751,51.786154932923296
2,R134,,,,,,,,,,,,,,,,,,
3,R134a,3745.5658979589543,4.697590621618357,59.988505876,45.39613609121176,19.01656769607333,5.082873399678666,1.2703167702370541,17.038464538865387,0.8742699371249332,177.99234065717678,7.1492096254336195,13.267257811010449,182.77920022198916,3.6128339169668138,13.519585800681512,1302.2383666263124,7.049529198033515,36.08653996473356
4,R14,5416.318013548383,4.399502026124013,63.80740236133329,3196.954152176113,43.39312500353881,36.96171015838933,43.027319315539344,40.4451787122889,4.4600806368472,1109.7759066306148,31.595082284714337,32.523669560612134,1280.0743952291743,15.725958124840691,35.778127329825054,7646.167207875582,13.975983769144712,87.4423650633695
5,R143,10597.250051131412,10.017708153190593,102.70648087346669,15.866273665999369,5.539116823442818,3.0142695100933294,0.7590852985573727,4.23821995261231,0.6777220388019458,,,,88.0999329799284,2.183842823185499,9.386156454051275,1992.7474416558366,9.518166276948355,44.64019983888778
6,R143a,318.2738683446681,1.636223579287737,15.787724318266669,414.9951009310139,29.58117648632147,14.774015861325335,8.358367624542874,24.485166608104077,2.301972797350934,895.6000140931574,17.997928894576727,29.61252984932458,287.13429930450985,4.899108824203081,16.945037601153615,406.7236169847804,4.679208802742617,20.16738993982068
7,R152,,,,,,,,,,,,,,,,,,
8,R152a,2339.256316724013,5.483886614471718,47.7912962916,4.126170829778083,6.736418450329615,1.7073547351373322,0.31809118506641243,6.009580744331723,0.4781595112880005,26.958166906585188,1.6843210558282984,4.665695876291034,56.7559439149368,1.9496529820192672,7.533654087820651,399.6384009733922,5.432325538147238,19.990957980381836
9,R161,6505.611619770311,10.456899496324876,78.9315284628,249.08826843996894,116.13568680889446,11.825073387781334,29.52912492851654,103.69160850110298,4.167753949210267,3489.38299195077,15.242581360121404,57.4838511747903,1458.80118826824,10.178349356185699,38.19425595908683,185.95579371595298,4.51541752307053,13.636560919673002
10,R170,2550.1433210092396,10.44799227436994,49.458294258888905,308.02968666028755,107.3900085461885,15.46173278428889,56.96396162863599,90.07159782390853,6.831553110731111,5079.933071572083,17.156544109966706,69.1719367349488,987.2118255284403,10.290751142851953,31.41992720437844,11.368667174324415,1.6353406826850738,3.371745419560085
11,R23,8435.44758280062,7.047947724390189,90.279919077041,56.46368201647963,16.376854691459208,6.049446792979209,1.9605789401138594,14.551431042057924,1.1561656129553959,92.57222765701198,5.060614497804648,9.584355151830641,20.61321093644704,1.5169826631166543,4.540177412441835,1396.9863614961635,7.099008686392779,37.37628073385798
12,R32,41586.69353616383,19.38251119143923,201.37904716366668,2125.5487802503876,141.36229397519,37.39582831218333,94.8939024591684,100.81558455712623,8.540134459674999,7168.178128987876,27.27835691154943,82.65406649820659,1350.0064349684146,10.457502123373217,36.7424337104718,1198.5523223334662,8.055760575363871,34.620114418260755
13,R41,23643.247814541788,19.174852186701532,151.52942212044442,1177.2158783988932,247.19496449540466,29.65356653422222,152.8767862574767,191.35543342562465,10.891543622375602,16597.837984276663,30.100107456437474,127.17131561528947,2400.6752284754148,15.442727525459093,48.99668589277661,471.96837068558995,6.863869401157778,21.724833041604484
14,R50,966.6629115708732,6.895486803618703,22.558046754533336,354.1341635551294,78.12740801249166,15.773354299494667,68.85220376686695,62.80092299604944,7.317014274358667,4935.721493233243,16.816343688834596,62.10333276072663,279.9377078631517,8.779905487680747,16.731339093543937,3.742324185159383,1.189295936936905,1.9345087710215694
