Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
5,64,104.3113599840823,3.7666121824116194,3.2473444141112173,3.5018848680546744,3.240928905049771,3.1226110012508306,2.0719562642449785,2.8561823797425894,3.08831423902763,2.882905861992465,3.2433914404182436,17.45848824196939,71.71680181595964,39.24428867619614,57.549985815438866,48.44113667597227,8.572066764821377,46.61828321967889,37.19737330410672,29.060812098227036,36.60007197672534,104.3113584225305,3.7666121824116194,3.2473444141112173,3.5018848680546744,3.2409284736907122,3.1226102374263687,2.0719564866447744,2.8561823797425894,3.0883151831501787,2.882903596959325,3.2433914404182436,17.45848824196939,71.71680181595964,39.24428867619614,57.549983507543665,48.441167531856,8.572017660996263,46.61828321967889,37.19745319305455,29.060783014329402,36.60007197672534,0.35136179398945805,2.172900234448815,3.6663053016206963,21.53382773585646,142.74398946762085,70.0,1470.0,17.63893773869793,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,74,56.056833810308106,2.0397602676795907,2.0524219737554383,2.056612976041589,3.4515592836933244,3.446570937377661,2.123077654738678,3.1056439573715315,3.0111272486844465,2.9082754735718668,2.558367358022279,48.074352644788725,73.02372364077887,46.46696425162116,27.17659628332403,51.81185123114904,2.5015506898084667,43.24868184665728,29.47143023898974,34.61276447402303,41.149257495801464,56.056832634196056,2.0397602676795907,2.0524219737554383,2.056612976041589,3.4515593090661616,3.4465711091098097,2.123078082216251,3.1056439573715315,3.0111272049038833,2.90827550200669,2.558367358022279,48.074352644788725,73.02372364077887,46.46696425162116,27.176601467728183,51.8118366185427,2.5015489319684905,43.24868184665728,29.47143272760693,34.61276254614838,41.149257495801464,0.9385630143562497,4.794996078783743,5.019556077298148,15.731893849718,164.84160804748535,80.0,1680.0,73.91164401811884,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,115,66.81135161880624,3.977722177812989,3.496331308759678,2.56088798412881,3.566343344398131,3.2719376752522846,1.825245828098811,3.817191006186191,3.164729329593039,2.8673628929622685,2.2600571442365553,11.258852261569311,54.12430964109292,23.755827540003843,39.12014220484773,52.41887201968124,7.379076818602726,35.09411619222046,31.48907701815212,27.230963575040203,39.4915426007326,66.81130944191298,3.977722177812989,3.496331308759678,2.56088798412881,3.566327612957058,3.2719225715705234,1.8252332144393466,3.817191006186191,3.164727859200358,2.867347349382865,2.2600571442365553,11.258852261569311,54.12430964109292,23.755827540003843,39.12001296619314,52.41826430671131,7.379296458647291,35.09411619222046,31.48928799328626,27.231270052789853,39.4915426007326,2.448802551220046,8.295643999759358,11.11244743967661,4.298039895675304,258.8404293060303,124.0,2604.0,48.072191135980106,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,115,65.57548371530295,2.2046688576556512,2.8281119756391364,3.38880031545549,3.7833895991454822,3.200998835680165,1.8190098576464042,3.327589290439578,3.1177664759335437,2.791049004760813,3.173110081003986,68.72112449371245,18.935855769505444,19.052962571299307,41.53921766254974,42.57984605509736,4.732580390059213,47.462800313861194,30.048155813813036,29.35682024241154,40.4099294872658,65.57548118113795,2.2046688576556512,2.8281119756391364,3.38880031545549,3.7833897710260644,3.201000237707577,1.8190097185706002,3.327589290439578,3.117766822158506,2.7910485670692715,3.173110081003986,68.72112449371245,18.935855769505444,19.052962571299307,41.53920669935437,42.57984871686221,4.732547401858711,47.462800313861194,30.048141952980938,29.35681377329635,40.4099294872658,1.6978360156223409,3.937234798894887,14.190802587694973,14.40184639436432,257.47314620018005,123.0,2583.0,156.81080024868993,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,133,66.80767635868854,3.6014891373510727,3.936523151438794,2.6268483563184852,3.565211536263325,3.270387018083235,1.8259503328053421,2.1700884227395556,3.165460676561163,2.8670795193921332,3.756285006858826,16.392544199148258,37.3719956253284,72.26281945978263,39.15297809760367,52.517215881691406,7.393081507973143,39.02753246885543,31.49535525397962,27.236569865906926,41.25505102307387,66.80763309191349,3.6014891373510727,3.936523151438794,2.6268483563184852,3.565219297389542,3.2703933173174042,1.825951949035235,2.1700884227395556,3.165466455516404,2.86707390178797,3.756285006858826,16.392544199148258,37.3719956253284,72.26281945978263,39.153122653107744,52.5174267039804,7.393108249653299,39.02753246885543,31.495437046460154,27.236630541132598,41.25505102307387,2.461391687246645,8.338613963219526,11.108301192823431,4.28304821971242,322.96401357650757,162.0,3402.0,54.00380140332179,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,84,66.87448181461734,2.8316974365350545,3.233370134310472,2.4673322784784997,3.566265024479744,3.2702951083288907,1.8257567479722805,2.305343288186326,3.1642646705842465,2.867206241970146,3.3082746939414887,19.395460108102892,58.84930811379086,24.43319408699498,39.11472881947678,52.37655396433579,7.315386815186732,26.35268609041653,31.71385154041423,27.138271911969657,33.845420740809026,66.87447691563366,2.8316974365350545,3.233370134310472,2.4673322784784997,3.566272757543726,3.2702964961024095,1.8257623278383237,2.305343288186326,3.1642708033805733,2.867203106458608,3.3082746939414887,19.395460108102892,58.84930811379086,24.43319408699498,39.11467235969298,52.37651450033148,7.315441054109254,26.35268609041653,31.7138040010356,27.138181560977195,33.845420740809026,2.4144567109175474,8.106606804287209,10.746382152123351,4.35377966302634,192.66083478927612,92.0,1932.0,216.8091660005329,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,136,86.91298930575624,2.653289803544192,3.054116204515218,3.771884198621549,3.436323465611441,3.938504440461359,2.1689284770703186,2.031642485693112,2.8798848808666824,2.971270055816732,3.994645700902961,21.20213304244636,18.91382372587706,70.61870509741566,33.79838236102751,41.386415253355416,3.99287848520208,41.38566659614363,21.858648540524545,27.22434384038019,19.349483669025766,86.9129887962998,2.653289803544192,3.054116204515218,3.771884198621549,3.436324395722559,3.93850412942585,2.168930045129289,2.031642485693112,2.8798843599474875,2.9712700760129183,3.994645700902961,21.20213304244636,18.91382372587706,70.61870509741566,33.798356816599934,41.38640642546432,3.9928745524843667,41.38566659614363,21.858657830264164,27.224352155354058,19.349483669025766,0.5467252258837001,4.237532274093214,5.752108697875611,6.307107437814763,296.8298876285553,142.0,2982.0,40.16214583888445,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,116,66.86317355264653,3.50004352740532,3.7166276728580843,3.51016437693536,3.565607238373306,3.26981475642873,1.8255334200361775,3.3415775815751743,3.166365842443496,2.8664192237233377,2.821622699844371,36.09617292552015,30.629956487288005,50.424758914819606,39.19707158032829,52.60733087812942,7.383310104894898,21.94994609494888,31.54762971957276,27.146894089573994,42.91735813854984,66.86317157092006,3.50004352740532,3.7166276728580843,3.51016437693536,3.5656141848530702,3.269814390886884,1.8255342857687784,3.3415775815751743,3.1663620222962026,2.8664220843891757,2.821622699844371,36.09617292552015,30.629956487288005,50.424758914819606,39.197023008411364,52.607034909223366,7.38336844414275,21.94994609494888,31.547831946880194,27.146737028170836,42.91735813854984,2.455352093970687,8.190401113513198,11.016938177310061,4.252048886259738,267.1884250640869,125.0,2625.0,250.3628386179945,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,143,91.06774897412805,3.9003522384941594,3.1133063763903124,3.831212699532549,3.647698575861258,3.7090583422424435,2.087208199762622,3.208620965839946,2.9473084819370237,2.879496113468791,3.837466871267212,35.666914840031076,72.61206434864629,21.307118334230186,28.69932684125759,29.97261947543344,3.8516181848639883,15.75336818459693,31.07186556098954,33.17137235055464,15.525664325974283,91.06773962355307,3.9003522384941594,3.1133063763903124,3.831212699532549,3.6476924118514393,3.7090606645325908,2.0872097875493214,3.208620965839946,2.9473083401886786,2.879499334327458,3.837466871267212,35.666914840031076,72.61206434864629,21.307118334230186,28.699150151779325,29.972918984703433,3.851607257593246,15.75336818459693,31.07184117576806,33.17139556198211,15.525664325974283,1.0376568957723684,6.824549365668866,6.780092625821934,11.92890714914466,316.3342111110687,152.0,3192.0,84.59991118216539,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,111,58.392256382946435,2.6004966790678,2.2860116565161985,3.8026168726985476,3.499276138863987,3.905699771768163,2.030471180025053,3.987826049220957,2.639368603460132,3.134961688798972,2.27085580614434,33.12083611395228,11.704206874264264,20.425686668777196,46.498636428481134,31.64486040513516,3.4437623737415204,45.18211884933155,33.52311434821047,20.837194801553768,21.60228803343588,58.39225636698892,2.6004966790678,2.2860116565161985,3.8026168726985476,3.4992761361254954,3.90569977688209,2.0304711802947684,3.987826049220957,2.6393686091208615,3.1349616838851753,2.27085580614434,33.12083611395228,11.704206874264264,20.425686668777196,46.49863625157942,31.64486031494221,3.44376249157092,45.18211884933155,33.52311433726036,20.83719482881907,21.60228803343588,0.18959239274283687,5.750789343725096,12.431823169060145,9.179201577655885,243.58271718025208,117.0,2457.0,115.52599698019363,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
