Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
9,149,65.28006047298734,2.479695518295172,2.9875394285374597,3.239911436762759,3.7848291258379687,3.2000724058550123,1.8170718511492758,2.1400442874384447,3.1164140263874947,2.7901689013026236,3.1377028741729625,30.62855660594046,74.26005003680919,47.68343925097681,41.718532300993964,41.932422360519425,4.742852731194784,38.42315127086146,30.122212220336237,29.464937873078906,27.95294692699372,65.28003737152834,2.479695518295172,2.9875394285374597,3.239911436762759,3.784830669026153,3.2000712095987693,1.817068864970777,2.1400442874384447,3.1164137973366794,2.7901689616390457,3.1377028741729625,30.62855660594046,74.26005003680919,47.68343925097681,41.71865473543496,41.93235050240654,4.742871196565342,38.42315127086146,30.122061771383894,29.465030929557624,27.95294692699372,1.7801860686250408,4.03011347996479,15.351796881133001,14.813552255393066,343.8013844490051,158.0,3318.0,128.08611777244872,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,136,53.03727723052209,3.759996577126863,3.807683911652744,3.325439624750524,3.1937894336746786,3.3711958471669234,1.959717696226768,3.055429292617493,3.333304584100296,2.7152966639972433,3.466285050575022,43.73575578516363,60.10745418262273,46.975769395806516,46.06485400533565,53.557497308953124,8.949268397835317,28.227346276483498,25.631537811330602,34.911542157277125,21.356449796576733,53.037275759787335,3.759996577126863,3.807683911652744,3.325439624750524,3.193827054011877,3.3711862761724576,1.959679041281863,3.055429292617493,3.3332965992881203,2.7152924236338882,3.466285050575022,43.73575578516363,60.10745418262273,46.975769395806516,46.06421240980283,53.55689336918017,8.948535092896831,28.227346276483498,25.631459662621722,34.91160757727677,21.356449796576733,0.6920428209333269,1.6823718640937293,10.342952170958808,11.11302713519241,339.9252212047577,161.0,3381.0,53.97502442490452,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,143,68.10252396607375,3.1124804679808378,2.27291045132137,2.119835379024423,3.1035560257982215,3.351876431204585,2.196924990718092,2.451418677215709,3.010196846415725,2.930460779077279,2.0251119603182315,14.678328179816642,72.8729614500177,46.92653002479624,44.00274095673618,40.968820597058794,5.666716169037696,21.84003183882616,36.85598946735408,35.44211197605495,44.63900805215124,68.10252250839062,3.1124804679808378,2.27291045132137,2.119835379024423,3.103556868778863,3.351877422410223,2.196927455242329,2.451418677215709,3.0102001904714037,2.9304578081529904,2.0251119603182315,14.678328179816642,72.8729614500177,46.92653002479624,44.00271822086676,40.96881242122196,5.666677417570403,21.84003183882616,36.85598503135064,35.44209339492516,44.63900805215124,0.26269266597675556,15.193216023035312,5.056106877395996,14.636450507492848,374.8974766731262,174.0,3654.0,48.81371347366551,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,194,66.80885863054664,2.3523925111501103,2.664127148733674,2.2619936896218333,3.5649659017297037,3.271119788168551,1.8252414888076272,3.16402835989416,3.164794950290702,2.8674944524692525,3.8107846374172984,39.89221727809246,45.51254304132427,61.90923342488258,39.05261818583504,52.37787127781543,7.370186685170109,15.54366464427925,31.55532067361812,27.282952641490652,43.25761851096945,66.80885484038583,2.3523925111501103,2.664127148733674,2.2619936896218333,3.5649661513592523,3.271118586043956,1.8252397931841635,3.16402835989416,3.1647936423686502,2.867494886931738,3.8107846374172984,39.89221727809246,45.51254304132427,61.90923342488258,39.0526246780274,52.37788886242706,7.370164532497259,15.54366464427925,31.55533141691815,27.28296454188882,43.25761851096945,2.491683826129371,8.188384017517686,11.0222664782563,4.309682379156672,471.87110018730164,230.0,4830.0,92.25387689848121,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,153,53.05203309487024,2.834044009405148,3.440648986884316,2.0002287496346898,3.1938619678115647,3.3701245613528763,1.9588538487400164,2.3725204227553416,3.333188124626811,2.7155761336143076,3.0776334680067134,37.24764343621417,54.53926752578938,23.289396232548636,46.05581064465252,53.67301481954154,8.960176263767092,29.605668082849444,25.653175119438405,34.86461131104347,21.93355211797076,53.051994051510434,2.834044009405148,3.440648986884316,2.0002287496346898,3.1938631207586154,3.370121846137295,1.9588476811849733,2.3725204227553416,3.3331825482538795,2.7155950143639362,3.0776334680067134,37.24764343621417,54.53926752578938,23.289396232548636,46.05591057293728,53.67288997722241,8.96019257351762,29.605668082849444,25.653175124743193,34.86461124012808,21.93355211797076,0.6898268143967939,1.6762335172531162,10.471403894332637,11.11103837136354,582.0038559436798,161.0,3381.0,110.93475441868728,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,105,56.05643607988093,3.7332165483330257,3.8996119827072526,3.6528139952586827,3.451211289394422,3.4458969705367535,2.12306492992905,3.407033976305306,3.01134350558739,2.908341625881527,2.0691424397432683,60.0655177460737,57.56235904806927,26.880395564392956,27.21894706765585,51.7829712214315,2.5091365020361422,42.88060373025507,29.475660535796713,34.62305127879245,49.66651242683443,56.056432793215265,3.7332165483330257,3.8996119827072526,3.6528139952586827,3.4512114970938783,3.44589866802377,2.1230643079927765,3.407033976305306,3.0113428521443653,2.908343469037775,2.0691424397432683,60.0655177460737,57.56235904806927,26.880395564392956,27.21894269116562,51.78303886245324,2.509159264291569,42.88060373025507,29.475480182462483,34.62308592692995,49.66651242683443,0.9264416814984333,4.816728574905423,4.999159201784411,15.731294989087512,448.3883774280548,117.0,2457.0,46.63121058708589,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,123,104.30970843325613,2.6304896061907455,3.7857774170503022,3.1557144305690707,3.2407442924188556,3.122634262393584,2.0720145248116024,2.1078185441475057,3.088274218270692,2.882920931749922,3.837203555955051,10.026131617938235,73.48934468701889,34.477720458475346,57.576221664339045,48.420137985305054,8.572260628816386,35.114902664783585,37.19318374025058,29.066695114774397,35.539166922962906,104.30970843325613,2.6304896061907455,3.7857774170503022,3.1557144305690707,3.2407442924188556,3.122634262393584,2.0720145248116024,2.1078185441475057,3.088274218270692,2.882920931749922,3.837203555955051,10.026131617938235,73.48934468701889,34.477720458475346,57.576221664339045,48.420137985305054,8.572260628816386,35.114902664783585,37.19318374025058,29.066695114774397,35.539166922962906,0.35071427433458535,2.1614505328552034,3.6693097666045107,21.54191733368728,530.8745725154877,142.0,2982.0,23.453876898481216,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,211,71.19058920553447,2.8838085614968465,3.1631548146885824,3.97950341532741,3.2578628083844015,3.364540772537878,2.0721605950261144,3.500344826595985,3.210574542482144,2.78761211460882,3.017032481220479,23.77741070183894,61.909275909413665,29.3265397979727,36.283001101627995,48.85050803833036,9.171318171843831,28.3355643421775,30.850893291409733,35.176527824324104,33.9333131736766,71.19057633291533,2.8838085614968465,3.1631548146885824,3.97950341532741,3.2578505274056435,3.364544146635717,2.0721420188319053,3.500344826595985,3.210576167806514,2.7876211955820644,3.017032481220479,23.77741070183894,61.909275909413665,29.3265397979727,36.28325315464493,48.85030537936027,9.171314616427924,28.3355643421775,30.850876693425338,35.176593656841035,33.9333131736766,0.139275120880354,14.856661686544394,5.337017325909935,20.036289089913794,481.4027078151703,225.0,4725.0,70.81367794653167,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,195,62.044245551965915,3.2594350140431283,2.420348019829679,3.5055111074776275,3.51804131237507,3.273457405164413,1.763303356576599,2.3868685652466555,3.268820967304623,2.788077941473088,3.8496159407987007,27.11429008166222,14.287470894461547,57.77928761376353,54.77220792167308,53.69140286177915,8.59396453668632,15.488305054145895,20.58404583804363,30.078938841692786,48.21557122406658,62.044245551965915,3.2594350140431283,2.420348019829679,3.5055111074776275,3.51804131237507,3.273457405164413,1.763303356576599,2.3868685652466555,3.268820967304623,2.788077941473088,3.8496159407987007,27.11429008166222,14.287470894461547,57.77928761376353,54.77220792167308,53.69140286177915,8.59396453668632,15.488305054145895,20.58404583804363,30.078938841692786,48.21557122406658,0.02205816456409322,7.980417384590296,9.310873820349528,7.221195062916179,659.6541640758514,302.0,6342.0,60.45552891020517,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,151,65.37649172704836,3.6237173954410795,3.7499232899117962,3.376826504771886,3.7840824665272814,3.201035399822686,1.8193781453161155,2.6903441023104295,3.117470962031273,2.7903957567118227,2.6245396754038337,69.55986097544282,69.12630912185124,26.712689095842755,41.653644280251065,42.271187278241676,4.736576592048709,40.50049837911087,30.082222092555487,29.379393317888496,44.808515622772845,65.37643293056634,3.6237173954410795,3.7499232899117962,3.376826504771886,3.7838600159502205,3.2011017839163864,1.8194437557365373,2.6903441023104295,3.1175598493654446,2.7904470249364604,2.6245396754038337,69.55986097544282,69.12630912185124,26.712689095842755,41.65503589503608,42.270305332737195,4.735989610792273,40.50049837911087,30.083031010189227,29.380027712297778,44.808515622772845,1.74327118559034,3.9704930276734833,14.661596127224941,14.645803228419297,661.1833095550537,169.0,3549.0,280.94303224087395,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
