Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R170-sim_liq_density-wt,R170-sim_vap_density-wt,R170-sim_Pvap-wt,R170-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
16,53,49.615928425572314,2.7897512258471098,3.646457087730136,2.3479113333609285,2.5246760208072367,2.2701583160934624,3.011324331353793,2.0430496105483957,71.61806372914928,62.00542238280769,10.976233748237957,4.7120563398693385,26.622225102839295,19.584889568382092,43.33217422443038,49.52127503844691,2.7897512258471098,3.644125083346739,2.3479113333609285,2.5304001750909104,2.2701583160934624,3.011324331353793,2.0430496105483957,71.61806372914928,62.03719208188943,10.976233748237957,4.733104961376529,26.622225102839295,19.584889568382092,43.33217422443038,0.46268413362154887,2.8748503443804885,7.078512836342055,21.45219186721674,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,162.24493265151978,117.0,1755.0,711.709956479261,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
3,57,49.80645924414897,2.3396608391291376,3.660624825024927,2.1966936676661,2.512724400535262,3.9157790603010034,3.066330569946034,3.3837542279009463,30.508516015394097,60.31991594582535,64.25066867332926,4.962041683927192,41.25505102307387,49.61013811172732,41.18579790329438,49.788549700061765,2.3396608391291376,3.660711986229772,2.1966936676661,2.5127775555587952,3.9157790603010034,3.066330569946034,3.3837542279009463,30.508516015394097,60.32255709510041,64.25066867332926,4.962197151993748,41.25505102307387,49.61013811172732,41.18579790329438,0.8633423813659791,3.373239924457369,6.696311625000737,20.315650576726135,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,131.75748538970947,96.0,1440.0,612.2830091482369,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
4,40,50.30900117178632,2.56088798412881,3.6694905445754027,2.206452013155284,2.509389091846842,3.817191006186191,2.5872282967473588,2.5755506771726973,18.45185718768805,59.291495445410106,54.12430964109292,5.130305077072896,24.29413307802792,32.20506057481184,16.867689079097815,50.30897626147855,2.56088798412881,3.669503473895654,2.206452013155284,2.509375886511083,3.817191006186191,2.5872282967473588,2.5755506771726973,18.45185718768805,59.29169654714404,54.12430964109292,5.130122003185574,24.29413307802792,32.20506057481184,16.867689079097815,1.4999368875012329,3.8327293863340683,5.602307846504582,19.98605972765644,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,61.66557788848877,45.0,675.0,1031.1810995647927,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,39,50.33874918728834,2.834044009405148,3.655859753876295,2.0002287496346898,2.5188518537215545,2.293511781634226,2.1846771895375956,2.3725204227553416,32.46144725779811,59.40238509064651,45.023087710218206,5.237489759828969,38.98268251388659,22.155828740603113,45.73411027368309,50.33739095331015,2.834044009405148,3.656146225664681,2.0002287496346898,2.518976262968178,2.293511781634226,2.1846771895375956,2.3725204227553416,32.46144725779811,59.39774437342168,45.023087710218206,5.235687147659171,38.98268251388659,22.155828740603113,45.73411027368309,1.0885495318042018,2.815128991330719,6.443752651538153,21.283893443579093,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,64.56889915466309,46.0,690.0,641.3609468925517,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,55,51.06713142090625,3.1124804679808378,3.6289504273217323,2.119835379024423,2.542613478074816,2.0891037570895232,2.2149882582121854,2.451418677215709,56.344283724873996,64.8845871386708,10.816138710342532,4.262026104543625,48.85467155000953,34.88351616719798,22.115263213134668,51.06701831496403,3.1124804679808378,3.628927876770334,2.119835379024423,2.5426314966117576,2.0891037570895232,2.2149882582121854,2.451418677215709,56.344283724873996,64.8847627556482,10.816138710342532,4.2622368202392735,48.85467155000953,34.88351616719798,22.115263213134668,0.19416864037146792,2.750687134866489,8.04333912473245,21.599350038414165,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,131.38774347305298,96.0,1440.0,559.053453837864,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
5,108,51.47975941820266,3.1482352109840264,3.711850040338165,3.178611073806568,2.453182218354923,2.2046688576556512,2.8281119756391364,3.38880031545549,36.92165251924868,55.63833393920833,44.833266384508256,5.6888587628651015,33.0211189220408,48.06081645967847,35.52942641756976,51.47870227762469,3.1482352109840264,3.711887213276091,3.178611073806568,2.4532052288721933,2.2046688576556512,2.8281119756391364,3.38880031545549,36.92165251924868,55.63803703296993,44.833266384508256,5.6890688598228465,33.0211189220408,48.06081645967847,35.52942641756976,1.4602932038076408,4.226880020124572,5.556750739289988,18.80824108182594,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,239.96987533569336,175.0,2625.0,742.7072386535216,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,56,51.58253243089368,3.8651909260743267,3.7131719497848135,2.1320003454441245,2.4517220919323197,3.5077523769224928,3.846049071092966,3.423049517256943,18.07761252819071,55.45309600103658,11.703714147051755,5.729302706153096,23.617387366106605,45.100978203901086,33.85908725195785,51.58246224672636,3.8651909260743267,3.7131846232233494,2.1320003454441245,2.4517180360209494,3.5077523769224928,3.846049071092966,3.423049517256943,18.07761252819071,55.45343225977697,11.703714147051755,5.729330293128254,23.617387366106605,45.100978203901086,33.85908725195785,1.4904868174477468,4.217539678472101,5.455896609878929,18.861655737848757,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,157.96893095970154,115.0,1725.0,218.30073718802737,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,71,51.96725617866518,3.8068038305757668,3.718616314442481,2.278552694501517,2.444396400746414,2.795353673971067,2.330708394233865,3.8550171607920674,32.604780883457934,54.94422468762143,57.18986904777936,5.827476758187703,36.828527246946315,41.2829851909568,27.21144196922449,51.96709833857524,3.8068038305757668,3.718610117784657,2.278552694501517,2.444390373598541,2.795353673971067,2.330708394233865,3.8550171607920674,32.604780883457934,54.94446559906752,57.18986904777936,5.827446060542247,36.828527246946315,41.2829851909568,27.21144196922449,1.5207992523243195,4.298051878376667,5.418222451226956,18.73533259481376,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,117.07894659042358,85.0,1275.0,272.3476685318412,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,45,52.11218189463415,2.6894733053665867,3.69866671643042,3.16402835989416,2.471713919067577,3.6894688907844433,3.8107846374172984,2.9197605316336137,45.51254304132427,55.21801957083517,28.571725362719597,5.915016337917149,35.96886076760575,15.54366464427925,35.7718492868823,52.11075527598283,2.6894733053665867,3.698689526966767,3.16402835989416,2.471828213535196,3.6894688907844433,3.8107846374172984,2.9197605316336137,45.51254304132427,55.22131265189379,28.571725362719597,5.913988985918358,35.96886076760575,15.54366464427925,35.7718492868823,1.6541492167232443,3.391468327190357,5.537814372091688,19.726974080994626,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,149.15676736831665,108.0,1620.0,577.1069234270169,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
10,35,52.28985279882957,3.1056439573715315,3.725000961543624,2.248346630239822,2.433998483721305,3.1715185429165755,3.939191496639349,3.12206043851142,11.212073809241298,54.933468661687314,25.143327799666334,5.782700186793507,28.575122542246014,45.22396490958001,41.149257495801464,52.28983294076201,3.1056439573715315,3.7250003184535423,2.248346630239822,2.4340151263536125,3.1715185429165755,3.939191496639349,3.12206043851142,11.212073809241298,54.93346404523809,25.143327799666334,5.7826672111142345,28.575122542246014,45.22396490958001,41.149257495801464,1.4259253856575393,4.707919919783096,5.737221966494922,18.245001443714095,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,56.623536825180054,41.0,615.0,1428.306457056577,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
