Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R170-sim_liq_density-wt,R170-sim_vap_density-wt,R170-sim_Pvap-wt,R170-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
2,91,47065.23078848669,2.0547751863958523,3.7224465909805287,2.834609604734254,2.440319863339072,2.2807738771904673,2.3962029781697574,3.6014891373510727,72.93700242176087,51.14258287408711,55.00097001850543,6.961650136849106,46.31123322263466,17.97654739794223,16.366917413150883,47065.05643749276,2.0547751863958523,3.7224482394006406,2.834609604734254,2.4403241719036006,2.2807738771904673,2.3962029781697574,3.6014891373510727,72.93700242176087,51.14252236052123,55.00097001850543,6.961704395057691,46.31123322263466,17.97654739794223,16.366917413150883,6293.534453612108,21385.946358873174,18943.184370681323,442.5656053200806,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,151.94307160377502,131.0,1965.0,865405.6012079226,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,125,47306.68713417023,3.1056439573715315,3.709594333501727,2.248346630239822,2.455178291907446,3.1715185429165755,3.939191496639349,3.12206043851142,11.212073809241298,53.668177647593915,25.143327799666334,6.299679977321837,28.575122542246014,45.22396490958001,41.149257495801464,47294.40991013214,3.1056439573715315,3.7096544805640175,2.248346630239822,2.455160671093392,3.1715185429165755,3.939191496639349,3.12206043851142,11.212073809241298,53.66792684998868,25.143327799666334,6.3000084214025645,28.575122542246014,45.22396490958001,41.149257495801464,5116.728352377117,22683.235222274598,19063.260570089176,443.4629894293373,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,212.36264395713806,183.0,2745.0,1734217.077893241,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,87,31110966929.35552,2.0057406540623175,2.8501689967999395,2.653289803544192,2.733292713176358,3.771884198621549,2.7145395200049993,3.817070301839598,50.518407526467186,32.669087374441744,70.4134201933445,3.9526430671459134,49.906299765801826,21.0319177920865,19.79975123701072,47688.96896232756,2.0057406540623175,3.7003379935998786,2.653289803544192,2.4665854263527156,3.771884198621549,2.7145395200049993,3.817070301839598,50.518407526467186,55.338174748883475,70.4134201933445,5.905286134291828,49.906299765801826,21.0319177920865,19.79975123701072,160594253.6272055,15005103200.07265,15939279083.443851,5990392.211811952,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,178.8166491985321,154.0,2310.0,1140803.9938182787,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
1,198,48361.953509975676,2.834044009405148,3.686196618556055,2.0002287496346898,2.4840733011830736,2.293511781634226,2.1846771895375956,2.3725204227553416,32.46144725779811,57.51959675348017,45.023087710218206,5.449325766819223,38.98268251388659,22.155828740603113,45.73411027368309,48358.65243331278,2.834044009405148,3.6862035760762586,2.0002287496346898,2.484103534472987,2.293511781634226,2.1846771895375956,2.3725204227553416,32.46144725779811,57.51929520239933,45.023087710218206,5.449004212189265,38.98268251388659,22.155828740603113,45.73411027368309,3781.0078552138366,24432.612365226014,19696.175814147944,452.15747538788196,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,345.77822065353394,298.0,4470.0,637745.999467093,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,105,48458.041385402306,2.027903145951194,3.687994098408361,3.2335567140033152,2.479195412077086,3.9003522384941594,3.1133063763903124,3.831212699532549,51.70180358151195,58.060977869809044,41.589393361299145,5.293231708695448,34.2341772527997,47.41634993472588,47.15567024717622,48458.041385402306,2.027903145951194,3.687994098408361,3.2335567140033152,2.479195412077086,3.9003522384941594,3.1133063763903124,3.831212699532549,51.70180358151195,58.060977869809044,41.589393361299145,5.293231708695448,34.2341772527997,47.41634993472588,47.15567024717622,2962.5900374825083,25609.9257429027,19433.268493064636,452.25711195246663,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,161.0304732322693,139.0,2085.0,1575639.6320810018,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,97,48579.49745756288,2.504651489140647,3.682305250291561,2.3908589622186374,2.4894296165777856,3.940039978176624,3.6936576029800703,2.479695518295172,42.095031427467454,57.93050130888025,63.883758470761634,5.379630551244638,15.650167076209334,17.45077503017278,32.022078882796116,48579.49745756288,2.504651489140647,3.682305250291561,2.3908589622186374,2.4894296165777856,3.940039978176624,3.6936576029800703,2.479695518295172,42.095031427467454,57.93050130888025,63.883758470761634,5.379630551244638,15.650167076209334,17.45077503017278,32.022078882796116,3831.787388531073,23966.618132732096,20330.227113487825,450.8648228118917,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,176.62372255325317,152.0,2280.0,1104650.6365396571,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
17,78,48835.195805123876,2.6894733053665867,3.678237155668333,3.16402835989416,2.4939970160255935,3.6894688907844433,3.8107846374172984,2.9197605316336137,45.51254304132427,58.40135262500021,28.571725362719597,5.298535975741431,35.96886076760575,15.54366464427925,35.7718492868823,48835.10195595886,2.6894733053665867,3.6782377248553373,3.16402835989416,2.4939967690574356,3.6894688907844433,3.8107846374172984,2.9197605316336137,45.51254304132427,58.401404705243564,28.571725362719597,5.298574559295849,35.96886076760575,15.54366464427925,35.7718492868823,3588.041009436064,23732.824346788264,21060.845967462246,453.4844814373086,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,234.5537769794464,202.0,3030.0,1114838.649826805,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
3,73,49911.170019696154,2.3396608391291376,3.6793944511069236,2.1966936676661,2.484547291696924,3.9157790603010034,3.066330569946034,3.3837542279009463,30.508516015394097,61.39686022396305,64.25066867332926,4.564588663780746,41.25505102307387,49.61013811172732,41.18579790329438,49908.0594460664,2.3396608391291376,3.679412710841514,2.1966936676661,2.4845569139921455,3.9157790603010034,3.066330569946034,3.3837542279009463,30.508516015394097,61.39741974527019,64.25066867332926,4.5646090756298054,41.25505102307387,49.61013811172732,41.18579790329438,1443.6150665611597,29957.437336961695,18044.731043247182,465.38657292611504,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,171.75933384895325,148.0,2220.0,812986.5509903189,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
18,233,48827515.95313185,2.867352697978917,3.70307653300764,2.6304896061907455,2.2924125010281085,3.1557144305690707,2.36802040325493,3.575858467651009,49.78202650792071,44.504621717835,37.3125892000736,8.012446771202075,47.15106222921341,15.014070871197509,49.1865702160871,50858.08897035938,2.867352697978917,3.7911651259421535,2.6304896061907455,2.3333986224630667,3.1557144305690707,2.36802040325493,3.575858467651009,49.78202650792071,46.28931171110672,37.3125892000736,8.323429861132503,47.15106222921341,15.014070871197509,49.1865702160871,156581.6660350227,18010238.93435687,30651180.695317518,9514.65742243795,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,398.06779623031616,343.0,5145.0,2103984.706659215,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,65,51852.06642350383,2.7897512258471098,3.658945128790931,2.3479113333609285,2.5108855664459484,2.2701583160934624,3.011324331353793,2.0430496105483957,71.61806372914928,65.21646941889759,10.976233748237957,3.9274801956220964,26.622225102839295,19.584889568382092,43.33217422443038,51852.023358072845,2.7897512258471098,3.658943482835576,2.3479113333609285,2.510889599932344,2.2701583160934624,3.011324331353793,2.0430496105483957,71.61806372914928,65.21650313936972,10.976233748237957,3.9274946776466844,26.622225102839295,19.584889568382092,43.33217422443038,1173.2526033085499,32461.056174312063,17735.124556334373,482.6330895488327,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,85.91433477401733,74.0,1110.0,649953.236344258,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
