Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_min,sigma_H_min,sigma_F1_min,sigma_F2_min,sigma_F3_min,sigma_F4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_min,epsilon_H_min,epsilon_F1_min,epsilon_F2_min,epsilon_F3_min,epsilon_F4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_cum,sigma_H_cum,sigma_F1_cum,sigma_F2_cum,sigma_F3_cum,sigma_F4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H_cum,epsilon_F1_cum,epsilon_F2_cum,epsilon_F3_cum,epsilon_F4_cum,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
21,241,27.066976507952692,3.753724105870906,3.852511538250512,2.117111025438177,2.4508742141483166,2.129290597128199,3.794040216796884,2.87718292291244,3.696347458819565,70.21243074514132,47.00771903530519,30.579843952174603,4.892302553948587,23.193297238059085,17.049043677877012,37.72210359913952,21.0538779900994,27.06697616523717,3.753728308146988,3.852511538250512,2.117111025438177,2.4508627397361145,2.129290597128199,3.794040216796884,2.87718292291244,3.696347458819565,70.21251881677686,47.00771903530519,30.579843952174603,4.892302957116854,23.193297238059085,17.049043677877012,37.72210359913952,21.0538779900994,1.535192432735763,0.2928529767717586,4.824469225982986,14.174857767644896,398.090660572052,279.0,4743.0,44.53546496136424,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,35,27.06898086902128,3.754419017036827,3.039143122771608,3.171020350233016,2.448520796546786,2.364782918620635,2.511158591594476,3.399072949976822,2.486438010868442,70.17072440181727,36.48455173048715,38.22477170014578,4.902291036631444,25.5497750011146,30.49491637724217,44.620780428685634,47.21644096763845,27.06898086902128,3.754419017036827,3.039143122771608,3.171020350233016,2.448520796546786,2.364782918620635,2.511158591594476,3.399072949976822,2.486438010868442,70.17072440181727,36.48455173048715,38.22477170014578,4.902291036631444,25.5497750011146,30.49491637724217,44.620780428685634,47.21644096763845,1.4663430623544635,0.3031614003805962,4.866592812690458,14.14966387723578,98.04058861732484,72.0,1224.0,67.43764099831246,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
25,104,27.074101580314185,3.7525128334190336,2.342262113234943,2.015259549905247,2.4533921244222,2.569262961672711,3.381302677054575,3.3620332050678794,2.047966199306758,70.44814456216278,16.691092473518207,27.394451819342496,4.85401879786634,47.25505826575786,44.04897079158566,24.978530959915364,48.31191481755017,27.074101580314185,3.7525128334190336,2.342262113234943,2.015259549905247,2.4533921244222,2.569262961672711,3.381302677054575,3.3620332050678794,2.047966199306758,70.44814456216278,16.691092473518207,27.394451819342496,4.85401879786634,47.25505826575786,44.04897079158566,24.978530959915364,48.31191481755017,1.5547781421468123,0.2807148185115097,4.727062132132315,14.230133885115546,242.25591945648196,160.0,2720.0,35.351490151732094,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,72,27.076793480439427,3.754868461967225,3.041075175502059,2.272751576871068,2.4479398469286293,2.343659857045446,2.3976867030821087,3.047147581498284,3.107947467385281,69.99295794048989,32.294430053711736,22.34726552086916,4.929579714068844,26.49928094400688,41.60478972800751,43.42668737660813,18.07245964751915,27.07678925760256,3.754869196268316,3.041075175502059,2.272751576871068,2.447940247756395,2.343659857045446,2.3976867030821087,3.047147581498284,3.107947467385281,69.99298299301337,32.294430053711736,22.34726552086916,4.929580943318661,26.49928094400688,41.60478972800751,43.42668737660813,18.07245964751915,1.4770793123821082,0.3074700898496593,4.940353585791588,14.14155715683018,161.8258993625641,108.0,1836.0,59.88322231104006,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
2,93,27.09265314106495,3.756738301233853,2.281803176053498,3.880637692097884,2.4431868708388875,2.719299458278416,2.728002668716924,2.27969960902958,3.280467095424465,69.9347812384764,35.01955555761999,71.32188433067121,4.9452348334644105,16.88935770383863,35.605825228376865,15.019938205737468,49.63037633751382,27.092650869587324,3.7567374770404105,2.281803176053498,3.880637692097884,2.4431866950167014,2.719299458278416,2.728002668716924,2.27969960902958,3.280467095424465,69.93477242875792,35.01955555761999,71.32188433067121,4.945239357480258,16.88935770383863,35.605825228376865,15.019938205737468,49.63037633751382,1.4138642152598466,0.327367834920904,4.973474493165129,13.998552459879448,178.91093015670776,121.0,2057.0,68.51937116973089,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
23,41,27.093983452256865,3.7517513400834894,2.516428053079225,3.047455310119871,2.4535626027267337,3.500881921609743,3.785839979981741,3.102212204691015,2.1268981342981927,70.6390699964028,24.99793743038274,44.41929340931293,4.826800857988323,31.205096140870943,23.603055517765625,24.162896769610725,44.74322114621709,27.09397860532731,3.751751536414924,2.516428053079225,3.047455310119871,2.4535696157830094,3.500881921609743,3.785839979981741,3.102212204691015,2.1268981342981927,70.63910618384449,24.99793743038274,44.41929340931293,4.826778551220081,31.205096140870943,23.603055517765625,24.162896769610725,44.74322114621709,1.4665901788075206,0.280482762970625,4.691066781658245,14.312044374823866,76.24510550498962,51.0,867.0,75.08617106314948,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
24,77,27.094771287007852,3.755891200854286,3.524464944904281,2.250949960658584,2.446278284018339,3.846078360118825,3.601968613337132,3.893096099925028,2.696623662570236,69.81465019644662,73.96683475996474,40.27034712536157,4.958358207147801,32.13532510323309,48.76624706881788,46.49352988524141,24.40406006072893,27.09476709143529,3.755881587187895,3.524464944904281,2.250949960658584,2.4462664349045897,3.846078360118825,3.601968613337132,3.893096099925028,2.696623662570236,69.81475419817774,73.96683475996474,40.27034712536157,4.958403028618292,32.13532510323309,48.76624706881788,46.49352988524141,24.40406006072893,1.4944861695506233,0.3171310419016339,4.995243760108947,14.080838615835727,131.39173889160156,87.0,1479.0,35.599182875921485,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,80,27.13658642666504,3.756475765367686,2.859401851051953,2.470479889734314,2.445396091441055,3.3585421843915557,3.0187564982104838,2.79048311241797,2.338681299532558,69.54696202544727,71.05916975735317,11.520565989058076,5.000234613483282,30.23278013968002,20.2997288795152,21.256005434913646,39.639137309343816,27.13658642666504,3.756475765367686,2.859401851051953,2.470479889734314,2.445396091441055,3.3585421843915557,3.0187564982104838,2.79048311241797,2.338681299532558,69.54696202544727,71.05916975735317,11.520565989058076,5.000234613483282,30.23278013968002,20.2997288795152,21.256005434913646,39.639137309343816,1.4936410419495918,0.3265460222990644,5.111443732058386,14.098715070360544,199.191353559494,133.0,2261.0,16.23863575806022,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,139,27.149068336330128,3.7569948633353754,3.846584380757364,3.202511035502305,2.445212407994568,3.544630575230686,2.7328646386496143,2.501207495952153,3.950690297603704,69.51354527778783,24.493410770558327,44.032455962282974,5.0058271055414885,15.51952059607887,23.02398845736744,34.40312758995542,27.75782573055722,27.149067759801746,3.756994913418852,3.846584380757364,3.202511035502305,2.445212415197195,3.544630575230686,2.7328646386496143,2.501207495952153,3.950690297603704,69.51359430505971,24.493410770558327,44.032455962282974,5.005820215899737,15.51952059607887,23.02398845736744,34.40312758995542,27.75782573055722,1.5362232258433004,0.3554662184532921,4.9263431491333565,14.189423953984758,217.6220109462738,159.0,2703.0,1287.549107904587,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,97,27.157435768931744,3.756718959924421,2.807380815739021,3.163422603341068,2.4461053144409446,2.17265909623614,3.183675271297425,2.779288478992084,3.65205105565467,69.4444842238982,49.12118353720616,24.37856502370351,5.013829471573814,22.021799489262,24.04110526983674,23.37665216882949,47.55777781987236,27.157431331043068,3.756719147313674,2.807380815739021,3.163422603341068,2.446108051660025,2.17265909623614,3.183675271297425,2.779288478992084,3.65205105565467,69.44451894912147,49.12118353720616,24.37856502370351,5.013816704307101,22.021799489262,24.04110526983674,23.37665216882949,47.55777781987236,1.5723298961364258,0.3243381332327211,5.121673474848738,14.06032888260632,154.60288286209106,104.0,1768.0,23.611475264233057,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
