Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_12_min,sigma_F_3_min,sigma_F_4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_12_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_12_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_12_cum,epsilon_F_3_cum,epsilon_F_4_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
17,75,53.072166521880106,2.8316974365350545,3.233370134310472,3.721501035953814,2.203934518851595,3.0317140339370594,2.9542819740995645,2.440590720687892,3.2436124634808303,3.088020237627876,3.3082746939414887,19.395460108102892,58.84930811379086,53.74429164342765,43.75786858379216,61.04424183440524,11.451477819467403,6.145811659931796,45.5522831740039,44.56483626607244,33.845420740809026,53.072166521880106,2.8316974365350545,3.233370134310472,3.721501035953814,2.203934518851595,3.0317140339370594,2.9542819740995645,2.440590720687892,3.2436124634808303,3.088020237627876,3.3082746939414887,19.395460108102892,58.84930811379086,53.74429164342765,43.75786858379216,61.04424183440524,11.451477819467403,6.145811659931796,45.5522831740039,44.56483626607244,33.845420740809026,1.5894694429680325,3.8702834469333256,5.402480457677147,18.992572926165753,161.24203491210938,92.0,1932.0,399.81052601047816,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,110,52.816737169546705,3.9003522384941594,3.1133063763903124,3.72731644678858,3.2831324178926744,2.7800154282824923,2.9719813341938197,2.4305778952787738,3.099095843017125,3.8523628534129073,3.837466871267212,35.666914840031076,72.61206434864629,54.20958319139481,18.21141876357643,18.78014527303754,42.86804076899829,5.971772191491994,48.17895739261884,43.94904149097564,15.525664325974283,52.81672770606038,3.9003522384941594,3.1133063763903124,3.727318333014178,3.2831324178926744,2.7800154282824923,2.9719813341938197,2.4305792990418826,3.099095843017125,3.8523628534129073,3.837466871267212,35.666914840031076,72.61206434864629,54.20957218310889,18.21141876357643,18.78014527303754,42.86804076899829,5.97176141914396,48.17895739261884,43.94904149097564,15.525664325974283,1.419991589678205,4.429661115529429,5.448500554993389,18.702778416722353,290.56071758270264,175.0,3675.0,1113.0054889421797,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,74,58.20229507605103,3.7666121824116194,3.2473444141112173,3.7353201250720853,2.697796683955685,2.5398557835300517,3.7917724363921335,2.4235706366941963,3.9296800942967707,3.326882995636896,3.2433914404182436,17.45848824196939,71.71680181595964,50.777810544661435,47.595324935163575,36.52889217948328,25.406753715796807,6.945914527687059,35.07878203353001,15.100461446090565,36.60007197672534,58.20119287368014,3.7666121824116194,3.2473444141112173,3.735340088048769,2.697796683955685,2.5398557835300517,3.7917724363921335,2.4235815851338742,3.9296800942967707,3.326882995636896,3.2433914404182436,17.45848824196939,71.71680181595964,50.778277804805825,47.595324935163575,36.52889217948328,25.406753715796807,6.945975020781613,35.07878203353001,15.100461446090565,36.60007197672534,1.8668672196286802,3.1005764450808218,5.318604378199183,19.132037765006388,368.82621669769287,131.0,2751.0,985.444743749774,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
3,84,52.592560064349314,3.977722177812989,3.496331308759678,3.7240427857917813,3.578558656902977,2.206452013155284,2.8957870523518103,2.4368201277741544,2.5872282967473588,2.5755506771726973,2.2600571442365553,11.258852261569311,54.12430964109292,54.27724267911424,27.260532859194708,41.952255353222,13.468565432610227,5.974747980050991,20.135500121703355,35.62569379161495,39.4915426007326,52.59251399846163,3.977722177812989,3.496331308759678,3.7240450799280165,3.578558656902977,2.206452013155284,2.8957870523518103,2.436821372252381,2.5872282967473588,2.5755506771726973,2.2600571442365553,11.258852261569311,54.12430964109292,54.277301750955765,27.260532859194708,41.952255353222,13.468565432610227,5.974746905025055,20.135500121703355,35.62569379161495,39.4915426007326,1.541702274986078,4.291681266703787,5.372521045069308,18.705653901473397,444.4476327896118,156.0,3276.0,774.5260502708944,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
4,69,64.63988955689862,2.2046688576556512,2.8281119756391364,3.7564561179788885,2.8283585390538053,2.099906917892174,3.0717928118310227,2.397019343789468,3.029778224116617,3.889189511981627,3.173110081003986,68.72112449371245,18.935855769505444,48.05918613773914,62.48043376611905,35.84899440405969,20.74802281260063,7.719899721857353,27.17180509109273,41.27842360976545,40.4099294872658,64.63988955689862,2.2046688576556512,2.8281119756391364,3.7564561179788885,2.8283585390538053,2.099906917892174,3.0717928118310227,2.397019343789468,3.029778224116617,3.889189511981627,3.173110081003986,68.72112449371245,18.935855769505444,48.05918613773914,62.48043376611905,35.84899440405969,20.74802281260063,7.719899721857353,27.17180509109273,41.27842360976545,40.4099294872658,2.2427708094883307,2.2120286224577574,5.380089138079615,18.298863087552498,174.28971219062805,100.0,2100.0,278.5011812772005,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,70,50.78698267508544,2.0397602676795907,2.0524219737554383,3.693142629836366,2.4924221352060916,3.720055897365776,3.0776621286833055,2.477811398675373,3.684061784719211,2.248346630239822,2.558367358022279,48.074352644788725,73.02372364077887,57.33169911586993,11.212073809241298,62.04112372424007,25.143327799666334,5.398699217574466,28.575122542246014,45.22396490958001,41.149257495801464,50.78693982145383,2.0397602676795907,2.0524219737554383,3.6931450173329097,2.4924221352060916,3.720055897365776,3.0776621286833055,2.4778041905223827,3.684061784719211,2.248346630239822,2.558367358022279,48.074352644788725,73.02372364077887,57.33179790862452,11.212073809241298,62.04112372424007,25.143327799666334,5.398658674611156,28.575122542246014,45.22396490958001,41.149257495801464,1.369444337929845,3.974900803455747,5.5201932099036055,19.47731968708424,233.58099269866943,79.0,1659.0,713.2886896932932,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,125,53.29989816100765,3.50004352740532,3.7166276728580843,3.7312134253768536,3.3961144968946053,3.7289588601091994,2.645361993673493,2.4249942727699874,2.9017478728266983,2.7642055040630344,2.821622699844371,36.09617292552015,30.629956487288005,53.87704436186721,37.96607260338219,73.2971350652714,54.05705794323023,6.03999253499895,29.93453532718115,27.017118392104805,42.91735813854984,53.298407202091134,3.50004352740532,3.7166276728580843,3.7312352926670886,3.3961144968946053,3.7289588601091994,2.645361993673493,2.425066083880102,2.9017478728266983,2.7642055040630344,2.821622699844371,36.09617292552015,30.629956487288005,53.87635659102112,37.96607260338219,73.2971350652714,54.05705794323023,6.040161516206803,29.93453532718115,27.017118392104805,42.91735813854984,1.4323642405086132,4.52243981654834,5.459763056977137,18.585488789762337,844.7558333873749,313.0,6573.0,587.2639488409272,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
18,136,60.22819486351044,3.7332165483330257,3.8996119827072526,3.7443402402077486,3.7082308876730776,2.1974868036406963,3.3026086646819817,2.4098056707171382,3.220481625293259,3.5992305234720554,2.0691424397432683,60.0655177460737,57.56235904806927,49.89620275402019,26.70950442343954,51.099715632958315,32.444335003420306,7.1754515446731935,30.615118120121007,42.39622951744602,49.66651242683443,60.22801810241249,3.7332165483330257,3.8996119827072526,3.7443446861899687,3.7082308876730776,2.1974868036406963,3.3026086646819817,2.409794385663797,3.220481625293259,3.5992305234720554,2.0691424397432683,60.0655177460737,57.56235904806927,49.896312296476665,26.70950442343954,51.099715632958315,32.444335003420306,7.175464835673922,30.615118120121007,42.39622951744602,49.66651242683443,1.7925043421419298,2.971080071080847,5.367339469274403,18.9665516695966,622.1966550350189,216.0,4536.0,539.267288391509,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,57,60.22158855285964,3.6014891373510727,3.936523151438794,3.6126363506940073,3.3846452313386277,3.752778304592076,3.7892133270076944,2.553662272943766,2.0781095664657645,2.3396608391291376,3.756285006858826,16.392544199148258,37.3719956253284,70.07093263311506,44.65574352324612,54.97201240678078,30.508516015394097,3.4037605636189774,44.211898516408056,15.640089707046714,41.25505102307387,60.22158643832496,3.6014891373510727,3.936523151438794,3.6126366850906306,3.3846452313386277,3.752778304592076,3.7892133270076944,2.5536620510316563,2.0781095664657645,2.3396608391291376,3.756285006858826,16.392544199148258,37.3719956253284,70.07092966968156,44.65574352324612,54.97201240678078,30.508516015394097,3.4037577323844803,44.211898516408056,15.640089707046714,41.25505102307387,0.48911834799987575,2.632399260575014,9.447066892124605,23.604142754476214,184.47065353393555,62.0,1302.0,489.6707700506262,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,132,59.907861432300166,3.759996577126863,3.807683911652744,3.743933246039592,2.5404165240595153,2.5047334030091797,3.7097958853948043,2.4110376319062956,3.6043221680091957,3.144977034383212,3.466285050575022,43.73575578516363,60.10745418262273,50.03238009552399,40.27114210847876,32.27477901696332,14.43360764708577,7.132219481583158,17.786912719438835,49.39859898056558,21.356449796576733,59.907254866774565,3.759996577126863,3.807683911652744,3.743940307090975,2.5404165240595153,2.5047334030091797,3.7097958853948043,2.411041320872975,3.6043221680091957,3.144977034383212,3.466285050575022,43.73575578516363,60.10745418262273,50.03254218133279,40.27114210847876,32.27477901696332,14.43360764708577,7.1322402554679165,17.786912719438835,49.39859898056558,21.356449796576733,1.8451869368351044,3.0545932503641886,5.341343047953565,18.860392427269424,490.9288260936737,278.0,5838.0,921.7124789057643,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
