Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_Hc_min,sigma_H_min,sigma_F_min,epsilon_C1_min,epsilon_C2_min,epsilon_Hc_min,epsilon_H_min,epsilon_F_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_Hc_cum,sigma_H_cum,sigma_F_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_Hc_cum,epsilon_H_cum,epsilon_F_cum,R41-sim_liq_density-sse,R41-sim_vap_density-sse,R41-sim_Pvap-sse,R41-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
3,33,60.97632930171497,3.456510251136675,3.529825068008679,1.772238354887464,2.2621444536094155,3.07476363935762,61.62402291065433,50.00312712756346,2.825907044428261,7.540442858720706,49.72863297603447,60.97630467994531,3.4565107746200057,3.529825068008679,1.772238354887464,2.2621454610908347,3.074746596574065,61.62367002700064,50.00312712756346,2.825907044428261,7.540493919300959,49.72867784266278,0.2294792461589985,2.4359417441039426,12.754115151296627,17.033200296437794,41.83909773826599,40.0,440.0,67.33244515498713,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,48,67.70303554994508,3.6465110050684073,3.110977782865051,2.816837602557845,2.677713641998156,2.132084384998179,56.63319307998161,13.441434716516452,2.8441170985764272,8.681379321569935,41.38296274574962,67.7030339220988,3.646509975247296,3.110977782865051,2.816837602557845,2.677715282075523,2.1320911643071443,56.6334787545109,13.441434716516452,2.8441170985764272,8.681350267988188,41.382760468468426,5.790273173839918,19.416171907315515,11.364745686126328,9.316605342908025,65.63963150978088,61.0,671.0,59.50611004336948,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
21,66,67.73149485854935,3.6465466676285008,3.753621656943172,1.607704475994095,2.676137853610397,2.1399326062937147,56.788822841796176,74.8006516877155,11.879738432343446,8.649767982278036,41.2917977584616,67.73149198183792,3.64654924403969,3.753621656943172,1.607704475994095,2.676134009054265,2.139934415449343,56.78894938440927,74.8006516877155,11.879738432343446,8.649745056125733,41.291645091650366,5.744766790065285,19.346570698680885,11.278395053623568,9.331227374638388,80.62232804298401,75.0,825.0,91.13975862917424,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,59,76.48916577636042,3.350326252272528,2.722183197862515,2.728655153501371,2.444189691914485,3.048838687694648,73.41524330591395,35.3033156994061,8.480364278500888,9.453647002232662,36.15336903820816,76.48916427807072,3.3503248553229987,2.722183197862515,2.728655153501371,2.444194197539429,3.0488338323227016,73.41514704984141,35.3033156994061,8.480364278500888,9.453666281125976,36.1534721801269,0.4540456276910257,8.303132758842736,10.36267441036899,28.55350785407636,67.369637966156,64.0,704.0,39.77348451426144,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,81,76.48993428589084,3.350336472855504,2.613304503595326,2.797235969476109,2.4442943476166263,3.048836880177049,73.39939451689219,66.40854034290338,2.346356059939953,9.45443731884844,36.16952511969812,76.4899326526434,3.350339771583586,2.613304503595326,2.797235969476109,2.444291664663721,3.0488392728791838,73.3994445047528,66.40854034290338,2.346356059939953,9.454412080866833,36.16949778902952,0.4607995936852942,8.284805564721042,10.336970836282426,28.556621177442853,96.19113278388976,90.0,990.0,32.35811350919265,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,85,85.91010432373054,3.419256684912077,3.4582159992974,2.878793040601857,2.526926022416905,2.9145897356712105,65.60690620089433,46.715047463826885,11.01128614353722,9.157690292745588,41.97603906877168,85.91009977227657,3.419254831401401,3.4582159992974,2.878793040601857,2.526929299972232,2.9145862714565385,65.60708367688349,46.715047463826885,11.01128614353722,9.157671646326191,41.97612516597695,3.1354057640581834,10.320859497907396,12.095075912836068,24.625541485024936,122.26984333992004,112.0,1232.0,92.78507860378365,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,59,85.91328946871076,3.4195782909254326,3.479257668947092,2.78553284908576,2.527039189654769,2.9145172828998844,65.57125842998582,43.51271745656302,10.131464170200063,9.153398767180128,42.02751402089222,85.91327636595317,3.419492362198252,3.479257668947092,2.78553284908576,2.5272071230754483,2.914327720592776,65.56911111520806,43.51271745656302,10.131464170200063,9.153697811937738,42.03716043589509,3.169151999602891,10.332021919399562,12.055296421475273,24.613528288171647,67.90716004371643,65.0,715.0,84.97806199484856,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,66,85.92009846988692,3.419801628705872,2.411009946401533,2.115336225560462,2.5267280992918946,2.9144626195147656,65.62091775852907,34.463474007900146,10.792712332033547,9.164740789509237,41.87661585197865,85.92009274202634,3.419802899153076,2.411009946401533,2.115336225560462,2.526731399661624,2.9144572727812235,65.6209942778473,34.463474007900146,10.792712332033547,9.16473454956018,41.87650819491664,3.144607339616815,10.377118832264546,12.168784242826105,24.47776156723974,95.82634568214417,89.0,979.0,169.51274535926814,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,69,85.95097330001983,3.4175564539935825,2.052909183094572,1.8192881973824049,2.525318810390284,2.9169646382986807,65.97712759363418,60.55521993038186,14.869755841710893,9.169524178826784,41.52467626578886,85.95097198755462,3.4175531234074,2.052909183094572,1.8192881973824049,2.525319225531326,2.916960142292057,65.97711326461538,60.55521993038186,14.869755841710893,9.16959020365692,41.52464882012828,2.9422077635626462,9.8015232836162,11.983465368478164,24.737526810127875,97.50390696525574,92.0,1012.0,55.94756195043965,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,53,85.9818583430534,3.420887010778868,2.877532389563997,1.7441217188919538,2.528777644579147,2.9120628358416094,65.23351012755255,71.4003185585934,7.00898335881888,9.144250018208636,42.45721615677195,85.98185118113742,3.420889055293292,2.877532389563997,1.7441217188919538,2.5287695449888363,2.912067846460348,65.23350923759376,71.4003185585934,7.00898335881888,9.14419456543744,42.45719900796506,3.342040159778489,10.751423481821512,12.127750079079355,24.56651295647999,71.38896870613098,66.0,726.0,52.17116973088197,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
