,Unnamed: 0,molecule,temperature,restart,sim_liq_density,sim_vap_density,Hvap,sim_Pvap,liq_enthalpy,vap_enthalpy,sim_Hvap,sim_Tc,sim_rhoc
205,205,R41,270,2,606.3836266960001,99.9670533068,7.690976233736961,35.971767945673506,-2088.736820604,891.1697957970001,225.985844143536,285.5886122715509,330.57994043334753
206,206,R41,270,3,600.298339047,97.4458910982,7.726207797779475,35.7650716660527,-2057.745778888,908.298808288,227.0210618452524,285.5886122715509,330.57994043334753
210,210,R50,130,1,517.353939848,4.11867018056,9.250631137532796,2.63309200411,-3607.00062945,441.332501318,576.6327653129373,201.97378311537025,201.14960584104355
211,211,R50,130,2,517.351774461,3.85755117024,9.26288508943399,2.47444621908,-3643.80377319,414.62085682,577.3966083486981,201.97378311537025,201.14960584104355
212,212,R50,130,3,517.076880105,3.86071164807,9.260778668053712,2.47320482887,-3644.423201300001,414.421900264,577.265305784866,201.97378311537025,201.14960584104355
213,213,R50,140,1,497.676674312,7.10037047266,8.827809210793149,4.76414336718,-3187.4503095800005,466.772255944,550.2764039765091,201.97378311537025,201.14960584104355
214,214,R50,140,2,497.493189118,7.27167372684,8.80933197113821,4.85729835555,-3167.7835363400004,477.568758515,549.1246358820764,201.97378311537025,201.14960584104355
215,215,R50,140,3,497.313512493,7.41654582529,8.802116735762969,4.957033933050001,-3154.05044966,487.350499921,548.674878339596,201.97378311537025,201.14960584104355
216,216,R50,150,1,475.990112674,12.50403258396,8.286364977125627,8.58385120673,-2691.0020984299995,523.587727936,516.525789442146,201.97378311537025,201.14960584104355
217,217,R50,150,2,475.864166279,12.089391485,8.30841702008754,8.338404812970001,-2708.84233111,508.809791407,517.9003908422964,201.97378311537025,201.14960584104355
218,218,R50,150,3,475.330272587,11.85660935753,8.307967987493237,8.16849931717,-2717.61180735,497.69491996,517.8724006540899,201.97378311537025,201.14960584104355
219,219,R50,160,1,452.53954946,19.4504200992,7.718965887064942,13.57362254798,-2247.10355298,533.8748990160001,481.15729387969094,201.97378311537025,201.14960584104355
220,220,R50,160,2,451.924544397,19.5154694689,7.696412103972021,13.57252900514,-2235.15841854,537.702015271,479.7514167973833,201.97378311537025,201.14960584104355
221,221,R50,160,3,451.410185078,19.3733637194,7.703949400135609,13.5316954525,-2238.95629886,529.677851132,480.221249813658,201.97378311537025,201.14960584104355
222,222,R50,170,1,424.938742767,29.1727910715,7.019891977084097,20.37975180353,-1753.9727397380002,516.662386208,437.5809242377495,201.97378311537025,201.14960584104355
223,223,R50,170,2,426.253702212,30.2517900762,6.996483756211783,20.79511009436,-1752.2520329999998,537.192203771,436.1217862684609,201.97378311537025,201.14960584104355
224,224,R50,170,3,425.314461199,30.047984164500004,6.980615474818341,20.69926783324,-1745.707243674,527.1075733289999,435.1326460849831,201.97378311537025,201.14960584104355
