Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,R134a-sim_liq_density-wt,R134a-sim_vap_density-wt,R134a-sim_Pvap-wt,R134a-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
8,86,145.27819119536562,3.1124804679808378,2.27291045132137,3.6821693585699706,2.2426869114814747,3.2764802541495697,2.3761648396263917,2.7526135436040984,3.425977960765353,2.992728070125782,2.0251119603182315,14.678328179816642,72.8729614500177,47.594949267843226,23.214060252964387,38.41149078382582,2.9882271812402688,28.82862805844047,35.34756245456402,38.01479970722799,44.63900805215124,145.27811513953847,3.1124804679808378,2.27291045132137,3.6821757679076756,2.2426869114814747,3.2764824662160064,2.37613319014776,2.7527160750834128,3.425977960765353,2.992722839386489,2.0251119603182315,14.678328179816642,72.8729614500177,47.596291254096315,23.214060252964387,38.40972348561033,2.9887436648233887,28.826315331292594,35.34756245456402,38.014889581275156,44.63900805215124,0.04086830881468882,1.961932332420435,2.9187115987341787,12.653533588763219,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,219.49061226844788,95.0,1995.0,297.8356159516831,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,82,148.35199537708655,2.479695518295172,2.9875394285374597,3.868954337569661,3.6579617991003572,3.4667958783958968,2.1446484632824743,3.0688428796170553,2.9726902218740636,2.8736908309464635,3.1377028741729625,30.62855660594046,74.26005003680919,59.448118308960694,34.709176220530786,37.05569926223133,3.0283961259577743,28.02626060022625,24.27218451819833,25.826418455781706,27.95294692699372,148.35196531361345,2.479695518295172,2.9875394285374597,3.868976993360991,3.6579617991003572,3.4667788347336037,2.1446343278174314,3.068829469933832,2.9726902218740636,2.8736693063463976,3.1377028741729625,30.62855660594046,74.26005003680919,59.447803866254375,34.709176220530786,37.05582697213633,3.028382030433796,28.026307594345734,24.27218451819833,25.82641981511435,27.95294692699372,0.05499226543722924,1.6151501451215204,5.071810407472816,1.365748611360666,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,237.82897281646729,103.0,2163.0,24.464268585131894,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,102,160.13376747237575,2.653289803544192,3.054116204515218,3.0520038106374976,2.7145395200049993,3.9350189511134785,2.8871090816610545,2.8046755595118262,3.8588744674875217,2.8527648511052153,3.994645700902961,21.20213304244636,18.91382372587706,71.765916420943,55.29318049684352,29.917171291103948,3.2293511721451775,37.72196499903225,47.30585874412692,35.99189035157819,19.349483669025766,160.13376747237575,2.653289803544192,3.054116204515218,3.0520038106374976,2.7145395200049993,3.9350189511134785,2.8871090816610545,2.8046755595118262,3.8588744674875217,2.8527648511052153,3.994645700902961,21.20213304244636,18.91382372587706,71.765916420943,55.29318049684352,29.917171291103948,3.2293511721451775,37.72196499903225,47.30585874412692,35.99189035157819,19.349483669025766,0.10260345538717311,1.8496695353656556,5.159099472646802,6.890457328638126,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,195.30947709083557,115.0,2415.0,41.48489208633094,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,65,185.83697054442675,2.0397602676795907,2.0524219737554383,3.1508094595204508,2.4924221352060916,3.36642208100266,2.554479878538957,2.629269789798816,3.684061784719211,3.052719574882503,2.558367358022279,48.074352644788725,73.02372364077887,60.75934857178406,11.212073809241298,43.11296021256967,6.223394033189287,32.866912617988966,28.575122542246014,36.13777973648751,41.149257495801464,185.83697038817928,2.0397602676795907,2.0524219737554383,3.150809925866935,2.4924221352060916,3.366421979361914,2.554480193229632,2.629269270950254,3.684061784719211,3.052719439162433,2.558367358022279,48.074352644788725,73.02372364077887,60.75935046791817,11.212073809241298,43.11296433144851,6.223385626213326,32.866906140510665,28.575122542246014,36.13777621000129,41.149257495801464,0.26978210759131954,3.84252588911468,2.6346680320217866,24.500143719385257,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,156.8802146911621,70.0,1470.0,48.40586533591636,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,59,187.8312067109097,2.2046688576556512,2.8281119756391364,3.608533795915691,2.8283585390538053,3.4562419127778226,2.6074592190551007,3.3797976554643467,3.029778224116617,2.708417635828596,3.173110081003986,68.72112449371245,18.935855769505444,26.644218286833016,62.48043376611905,47.14109969934235,5.793191058828628,37.59361371046344,27.17180509109273,38.94760380014408,40.4099294872658,187.8312067109097,2.2046688576556512,2.8281119756391364,3.608533795915691,2.8283585390538053,3.4562419127778226,2.6074592190551007,3.3797976554643467,3.029778224116617,2.708417635828596,3.173110081003986,68.72112449371245,18.935855769505444,26.644218286833016,62.48043376611905,47.14109969934235,5.793191058828628,37.59361371046344,27.17180509109273,38.94760380014408,40.4099294872658,2.1576807616898304,2.2547538933030253,9.255971446539949,7.931504006158391,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,118.73679113388062,70.0,1470.0,43.007161701691544,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,74,187.83245369466732,3.7332165483330257,3.8996119827072526,3.608441952964913,3.7082308876730776,3.456175901397561,2.6075504837595185,3.3787976993704403,3.220481625293259,2.708497996926637,2.0691424397432683,60.0655177460737,57.56235904806927,26.649495771095175,26.70950442343954,47.14040714225968,5.791081850061346,37.593888681804096,30.615118120121007,38.946971103237644,49.66651242683443,187.8324536243752,3.7332165483330257,3.8996119827072526,3.6084419018219105,3.7082308876730776,3.456176070411656,2.6075511478044797,3.3787981416688955,3.220481625293259,2.7084968944510415,2.0691424397432683,60.0655177460737,57.56235904806927,26.649465648075516,26.70950442343954,47.140389923697704,5.791091810962192,37.59391731955033,30.615118120121007,38.94698161117035,49.66651242683443,2.1134450199655332,2.2670120722898943,9.311227437373459,7.910758815970463,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,181.53154110908508,79.0,1659.0,54.44604316546763,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,132,190.97346622185609,2.3523925111501103,2.664127148733674,3.287811444083952,3.6189813842531637,3.1841583532524185,2.5796687535116716,2.84597698148786,3.757663968823688,2.9957752044677752,3.8107846374172984,39.89221727809246,45.51254304132427,61.58645092666139,28.571725362719597,61.765147146965504,7.958840086245843,22.282318697598512,35.7718492868823,34.282716319922336,43.25761851096945,190.97346622185609,2.3523925111501103,2.664127148733674,3.287811444083952,3.6189813842531637,3.1841583532524185,2.5796687535116716,2.84597698148786,3.757663968823688,2.9957752044677752,3.8107846374172984,39.89221727809246,45.51254304132427,61.58645092666139,28.571725362719597,61.765147146965504,7.958840086245843,22.282318697598512,35.7718492868823,34.282716319922336,43.25761851096945,0.2113984390242822,2.8561891831026704,3.5371019960641004,9.553214036089724,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,409.3666822910309,178.0,3738.0,33.822684074962254,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,88,190.9757854296594,3.2594350140431283,2.420348019829679,3.2879689095481797,2.13307296270823,3.184015326799272,2.580179528321728,2.8444059867000915,3.2789217617598796,2.9959065304113723,3.8496159407987007,27.11429008166222,14.287470894461547,61.605733976296705,60.19157192031105,61.76119992257866,7.962364425408833,22.270415224055437,23.20267301424972,34.2817326160707,48.21557122406658,190.9757854296594,3.2594350140431283,2.420348019829679,3.2879689095481797,2.13307296270823,3.184015326799272,2.580179528321728,2.8444059867000915,3.2789217617598796,2.9959065304113723,3.8496159407987007,27.11429008166222,14.287470894461547,61.605733976296705,60.19157192031105,61.76119992257866,7.962364425408833,22.270415224055437,23.20267301424972,34.2817326160707,48.21557122406658,0.21773258120835137,2.9177596059916873,3.4967750505812245,9.540287066103275,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,225.6191897392273,98.0,2058.0,184.74962252420286,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,122,225.01003981471297,2.8316974365350545,3.233370134310472,3.555962623669578,2.203934518851595,3.610643943008399,2.224973852389448,3.442605554695648,3.2436124634808303,2.8047366448694175,3.3082746939414887,19.395460108102892,58.84930811379086,35.98020002710533,43.75786858379216,56.01146745868471,7.072590982045434,22.552351613228144,45.5522831740039,27.749415481526313,33.845420740809026,225.009989620782,2.8316974365350545,3.233370134310472,3.5560041056671885,2.203934518851595,3.6106100838880217,2.2250544467196414,3.4425946252451025,3.2436124634808303,2.8046935172315206,3.3082746939414887,19.395460108102892,58.84930811379086,35.98060598764669,43.75786858379216,56.01179972184562,7.071851834025399,22.553227978702363,45.5522831740039,27.74989776273575,33.845420740809026,0.6416826160388256,13.533434650023722,19.945666927988725,4.169647735173391,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,356.22341418266296,156.0,3276.0,22.529602984279244,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,63,225.03877624370895,3.50004352740532,3.7166276728580843,3.556415535348585,3.3961144968946053,3.609846724793248,2.2232928714631592,3.441394032002067,2.9017478728266983,2.804443995795924,2.821622699844371,36.09617292552015,30.629956487288005,35.90506035850771,37.96607260338219,56.016098611747424,7.091087035103037,22.52482475189182,29.93453532718115,27.798513665641853,42.91735813854984,225.03877624370895,3.50004352740532,3.7166276728580843,3.556415535348585,3.3961144968946053,3.609846724793248,2.2232928714631592,3.441394032002067,2.9017478728266983,2.804443995795924,2.821622699844371,36.09617292552015,30.629956487288005,35.90506035850771,37.96607260338219,56.016098611747424,7.091087035103037,22.52482475189182,29.93453532718115,27.798513665641853,42.91735813854984,0.5744869248933161,13.539011815138853,19.94867505336488,4.185273854880168,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,174.6310420036316,76.0,1596.0,115.33273737487353,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
