Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,R134a-sim_liq_density-wt,R134a-sim_vap_density-wt,R134a-sim_Pvap-wt,R134a-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
2,107,141.0064242733116,3.6014891373510727,3.936523151438794,3.347526680104692,3.3846452313386277,3.7554839999742713,2.843920840957352,3.0706709285516647,2.0781095664657645,2.727262621228817,3.756285006858826,16.392544199148258,37.3719956253284,47.67869429813515,44.65574352324612,58.800571218586214,5.295527702864464,25.839931888350797,44.211898516408056,24.65376718869863,41.25505102307387,141.0063438803178,3.6014891373510727,3.936523151438794,3.347504884146807,3.3846452313386277,3.755488441851338,2.843920726956423,3.0706663550515274,2.0781095664657645,2.727281898978408,3.756285006858826,16.392544199148258,37.3719956253284,47.678249762999194,44.65574352324612,58.79885112723481,5.29577300343449,25.840888401131394,44.211898516408056,24.654000733415966,41.25505102307387,3.4291117016749935,1.009923788162102,1.3642964201549745,3.019052519393907,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,196.81139016151428,116.0,2436.0,21.407513988808955,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,70,145.27210835867933,3.9003522384941594,3.1133063763903124,3.682097075103228,3.2831324178926744,3.276728388345213,2.3766635959461175,2.753123303489441,3.099095843017125,2.9923648996791212,3.837466871267212,35.666914840031076,72.61206434864629,47.64522176117164,18.21141876357643,38.3665375410184,2.9764752635981613,28.820818452776987,48.17895739261884,38.0250013904381,15.525664325974283,145.27210746772272,3.9003522384941594,3.1133063763903124,3.6820953179761235,3.2831324178926744,3.276728931210873,2.376662972732969,2.7531237345227533,3.099095843017125,2.9923653437519713,3.837466871267212,35.666914840031076,72.61206434864629,47.645184749223596,18.21141876357643,38.36658767038901,2.9764664384458794,28.820839782629452,48.17895739261884,38.025011035882535,15.525664325974283,0.04137817309983219,1.9843258524206635,2.8678959497502996,12.65225588129916,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,179.3901708126068,78.0,1638.0,19.240074606981082,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,78,145.27262831693645,3.977722177812989,3.496331308759678,3.681949656765834,3.578558656902977,3.2768702778475967,2.376975316585686,2.753608141492867,2.5872282967473588,2.992285396663585,2.2600571442365553,11.258852261569311,54.12430964109292,47.61575831854394,27.260532859194708,38.37988228811685,2.977495242209479,28.837288046740696,20.135500121703355,38.02844799060321,39.4915426007326,145.27214397317843,3.977722177812989,3.496331308759678,3.682152312073106,3.578558656902977,3.276823086787779,2.376966984632796,2.7539334591075337,2.5872282967473588,2.99221582356556,2.2600571442365553,11.258852261569311,54.12430964109292,47.614074949797605,27.260532859194708,38.378917239469786,2.9785030340674514,28.835017969039278,20.135500121703355,38.02959872446359,39.4915426007326,0.04119767608643779,1.9424849164774176,2.877074775275612,12.680669213543084,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,145.80046725273132,86.0,1806.0,44.61127986499689,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,117,145.27225821003,2.8838085614968465,3.1631548146885824,3.6822201975493325,2.4078124504662437,3.276843065775304,2.376362617487869,2.7527841112312346,2.9139506548713854,2.992484238154361,3.017032481220479,23.77741070183894,61.909275909413665,47.62302048888444,11.794390777042738,38.364585469467556,2.9776150461081055,28.81346574954841,41.24504087541502,38.030191956886775,33.9333131736766,145.27225765062053,2.8838085614968465,3.1631548146885824,3.682220365380257,2.4078124504662437,3.2768429936277355,2.3763627049203877,2.752784186334633,2.9139506548713854,2.992484337172044,3.017032481220479,23.77741070183894,61.909275909413665,47.623024242439605,11.794390777042738,38.36458829933169,2.977614345502227,28.81346712768353,41.24504087541502,38.030194254551745,33.9333131736766,0.04140395933886873,1.9841841515798149,2.860871140133301,12.639787847686573,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,330.0825068950653,144.0,3024.0,29.06432187583267,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
13,114,145.2722749019991,2.6304896061907455,3.7857774170503022,3.682087549775836,2.36802040325493,3.2768660216812084,2.376579576330053,2.7528979356596013,2.840387360002264,2.9924842008965937,3.837203555955051,10.026131617938235,73.48934468701889,47.59581398448321,73.29592999329098,38.38248746134828,2.979360412217009,28.82534283538635,36.98266694075727,38.033182887067596,35.539166922962906,145.2722749019991,2.6304896061907455,3.7857774170503022,3.682087549775836,2.36802040325493,3.2768660216812084,2.376579576330053,2.7528979356596013,2.840387360002264,2.9924842008965937,3.837203555955051,10.026131617938235,73.48934468701889,47.59581398448321,73.29592999329098,38.38248746134828,2.979360412217009,28.82534283538635,36.98266694075727,38.033182887067596,35.539166922962906,0.04133406267846931,1.9603736858035647,2.8548890588302482,12.667207541119776,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,288.36874055862427,125.0,2625.0,22.884021671551647,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,94,145.2737706107413,3.7666121824116194,3.2473444141112173,3.681973314964797,2.697796683955685,3.276672978928671,2.376859444304414,2.7543335790795638,3.9296800942967707,2.992239580601109,3.2433914404182436,17.45848824196939,71.71680181595964,47.64168258181899,47.595324935163575,38.391307200563055,2.98136308615365,28.81406862781673,35.07878203353001,38.021271242480076,36.60007197672534,145.27372991269579,3.7666121824116194,3.2473444141112173,3.682020790923703,2.697796683955685,3.2766905398160198,2.376844706989076,2.754441948017078,3.9296800942967707,2.992216576471508,3.2433914404182436,17.45848824196939,71.71680181595964,47.640288217929005,47.595324935163575,38.390915444373796,2.981893858945923,28.812197288186496,35.07878203353001,38.02107746979336,36.60007197672534,0.04121010757211507,1.9795558861583678,2.866925027568014,12.700964749728143,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,174.6661593914032,103.0,2163.0,56.48956782418286,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,111,145.27397477942358,2.834044009405148,3.440648986884316,3.6822428273353722,2.604665145263679,3.276917377555362,2.3763152934213627,2.753919343597607,2.691121454086095,2.9924750421306774,3.0776334680067134,37.24764343621417,54.53926752578938,47.57386012936298,67.07763336541147,38.39444713655176,2.9870991449414874,28.818261651843436,34.55414399560131,38.03172582069521,21.93355211797076,145.2739347399103,2.834044009405148,3.440648986884316,3.682212290136833,2.604665145263679,3.2769350884870994,2.3763218682020693,2.7539150321797603,2.691121454086095,2.9924529460793274,3.0776334680067134,37.24764343621417,54.53926752578938,47.57365756707164,67.07763336541147,38.3947000255524,2.9868629799367916,28.818179413259887,34.55414399560131,38.03178383760234,21.93355211797076,0.04118106016876265,1.9646854324246625,2.854335614539645,12.705518564344102,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,207.22147846221924,122.0,2562.0,22.19166888711253,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,89,145.2742285881688,2.6004966790678,2.2860116565161985,3.682085979114506,3.0831187577747468,3.2767487373956037,2.376386675848379,2.7529527923370294,3.0921416082859032,2.992630850277398,2.27085580614434,33.12083611395228,11.704206874264264,47.590202704156155,58.466417525987254,38.407372764221016,2.9859800312764273,28.821107768990007,39.24372011275741,38.022227728172574,21.60228803343588,145.2742149083215,2.6004966790678,2.2860116565161985,3.682090475322899,3.0831187577747468,3.2767650603253626,2.3763446700384643,2.7528929096903507,3.0921416082859032,2.9926238907162395,2.27085580614434,33.12083611395228,11.704206874264264,47.58906974467483,58.466417525987254,38.406946693406006,2.985356557353374,28.821873457830012,39.24372011275741,38.02234053010762,21.60228803343588,0.04119320665342312,1.9790556940303248,2.864874615719672,12.686106996530672,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,215.851496219635,94.0,1974.0,25.498818722799538,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,54,145.2758188922619,3.759996577126863,3.807683911652744,3.6822812519405783,2.5404165240595153,3.2766985854513164,2.377393278506249,2.751683967297912,3.6043221680091957,2.992250122283679,3.466285050575022,43.73575578516363,60.10745418262273,47.647738812334225,40.27114210847876,38.36068524366821,2.9684652097338198,28.837727016622885,17.786912719438835,38.02591089142524,21.356449796576733,145.2758188922619,3.759996577126863,3.807683911652744,3.6822812519405783,2.5404165240595153,3.2766985854513164,2.377393278506249,2.751683967297912,3.6043221680091957,2.992250122283679,3.466285050575022,43.73575578516363,60.10745418262273,47.647738812334225,40.27114210847876,38.36068524366821,2.9684652097338198,28.837727016622885,17.786912719438835,38.02591089142524,21.356449796576733,0.04169340309445725,1.9689957805452822,2.8672863468264835,12.597689375790099,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,155.39943766593933,68.0,1428.0,65.5745625721645,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,71,145.28320694696143,3.6237173954410795,3.7499232899117962,3.68251130465143,3.138988825490751,3.2763210601139416,2.377515536063547,2.7496270427984144,2.450079915628169,2.992990780706136,2.6245396754038337,69.55986097544282,69.12630912185124,47.60875811093136,17.2079345483619,38.39002232637626,2.9788594566197357,28.843696849750554,22.286805344307705,38.02166734736978,44.808515622772845,145.27715412034235,3.6237173954410795,3.7499232899117962,3.682329272174072,3.138988825490751,3.2767028325817753,2.3772891070589224,2.750700640779265,2.450079915628169,2.992535361986673,2.6245396754038337,69.55986097544282,69.12630912185124,47.600614115018566,17.2079345483619,38.37017646317448,2.9726999718160676,28.845227202765017,22.286805344307705,38.035338594904125,44.808515622772845,0.04124728894939946,1.9616554547622929,2.841169662830372,12.653793658630576,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,182.3625681400299,80.0,1680.0,45.80271782573941,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
