Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_12_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_12_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_12_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_12_cum,epsilon_F_3_cum,epsilon_F_4_cum,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
7,66,30.365362382235574,3.764279073768852,3.994645700902961,2.344681016690657,2.2742714992577553,3.8651909260743267,2.4360697306883083,2.1320003454441245,3.5109261052049323,3.5077523769224928,67.3691106074119,56.24910931085068,18.07761252819071,11.292208699586714,11.703714147051755,5.353459859883885,23.617387366106605,45.100978203901086,33.85908725195785,30.365269918149508,3.7642850189392014,3.994645700902961,2.344681016690657,2.2742714992577553,3.8651909260743267,2.436067830387179,2.1320003454441245,3.5109261052049323,3.5077523769224928,67.36930392667777,56.24910931085068,18.07761252819071,11.292208699586714,11.703714147051755,5.353471160188029,23.617387366106605,45.100978203901086,33.85908725195785,1.7265975356306575,0.3946670687723247,5.778166585836393,14.067806950567894,154.1502981185913,95.0,1805.0,489.05323581782045,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
11,91,100.910420525885,3.409479383458219,2.420348019829679,3.5055111074776275,2.13307296270823,2.5206301971570815,2.752843901094772,2.3868685652466555,3.2789217617598796,3.049340618247467,65.7030113055594,27.11429008166222,14.287470894461547,57.77928761376353,60.19157192031105,7.531515597722529,47.619022421889305,15.488305054145895,23.20267301424972,100.91041750092234,3.4094799489483067,2.420348019829679,3.5055111074776275,2.13307296270823,2.5206301971570815,2.752845784684939,2.3868685652466555,3.2789217617598796,3.049340618247467,65.70301283600273,27.11429008166222,14.287470894461547,57.77928761376353,60.19157192031105,7.531481033851614,47.619022421889305,15.488305054145895,23.20267301424972,3.948373993603408,16.649572390169933,17.67376801843308,52.48348130816536,200.66960406303406,124.0,2356.0,1488.110766957374,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,70,40.87304562938388,3.8091620740404446,2.450079915628169,3.1850237375315933,2.6245396754038337,3.832611106936701,2.343735486145262,2.514236587564392,2.221782601488058,2.3859254640382255,57.00611819810048,57.35806841834877,23.53263849657145,26.122181294520004,65.35867187086387,7.6942305758051734,36.583977350433265,23.178314873373754,18.56885407990291,40.87291487307126,3.8091680805549455,2.450079915628169,3.1850237375315933,2.6245396754038337,3.832611106936701,2.343742068450779,2.514236587564392,2.221782601488058,2.3859254640382255,57.00591642384408,57.35806841834877,23.53263849657145,26.122181294520004,65.35867187086387,7.694251031763667,36.583977350433265,23.178314873373754,18.56885407990291,0.009740034542227275,1.9753517947013237,4.720777588200175,21.316860727888212,158.7438826560974,96.0,1824.0,639.8314059629249,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,74,32.54449940103066,3.7652459087554924,3.614782577419047,2.795353673971067,2.330708394233865,3.8550171607920674,2.447602642937871,3.501624206272311,3.451995970700903,3.7666121824116194,63.65573288168047,58.81125821177693,32.67839222855977,27.5453129647267,68.23260418274437,5.952535899726526,48.7694016501935,38.22045242364569,36.759350207319265,32.54444491834268,3.765247629927544,3.614782577419047,2.795353673971067,2.330708394233865,3.8550171607920674,2.4476035668812024,3.501624206272311,3.451995970700903,3.7666121824116194,63.65578519776142,58.81125821177693,32.67839222855977,27.5453129647267,68.23260418274437,5.952539753577307,48.7694016501935,38.22045242364569,36.759350207319265,2.2065629619304095,0.7418864200163958,6.850713382745021,15.580318778275185,195.03640413284302,115.0,2185.0,192.84612760112242,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,114,32.268460405635054,3.7665280106665215,3.466285050575022,3.0380232549281114,3.5417678210037757,3.1377159814094306,2.4431383976496623,2.6853778159065635,2.1364186968334082,2.7558483586561993,63.96697303805752,73.88311239247895,21.804835336499647,62.77081535183509,66.8725069221334,5.9062520712976525,34.93230444608815,20.634000288546307,31.340800796715722,32.268416340358044,3.7665271562568514,3.466285050575022,3.0380232549281114,3.5417678210037757,3.1377159814094306,2.4431363597694893,2.6853778159065635,2.1364186968334082,2.7558483586561993,63.967170534569924,73.88311239247895,21.804835336499647,62.77081535183509,66.8725069221334,5.906218791989967,34.93230444608815,20.634000288546307,31.340800796715722,2.11061750867561,0.6556869608277148,7.035335190609086,15.114158517961116,234.74796652793884,147.0,2793.0,1565.842758976344,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
3,104,31.85078531899792,3.773222054453951,3.6692513437947456,2.0365765546883834,3.500288629889935,3.977722177812989,2.4225390424834523,2.56088798412881,3.578558656902977,2.206452013155284,64.51466840111013,69.05870770105123,29.084919644289172,28.705397008112673,18.45185718768805,5.86312166795745,38.75924365289619,22.406984060002067,24.29413307802792,31.850785258839473,3.77322132354718,3.6692513437947456,2.0365765546883834,3.500288629889935,3.977722177812989,2.422539230180027,2.56088798412881,3.578558656902977,2.206452013155284,64.51466409772213,69.05870770105123,29.084919644289172,28.705397008112673,18.45185718768805,5.8631274006301854,38.75924365289619,22.406984060002067,24.29413307802792,1.5538376926558612,0.629469431397813,6.572541476729032,14.872649019203575,410.87472796440125,145.0,2755.0,387.8035349498179,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,90,38.79307022358051,3.774027469276785,3.8980326413752326,3.9003522384941594,3.1133063763903124,3.831212699532549,2.4366872914718747,2.7800154282824923,2.9719813341938197,3.208620965839946,57.96140217340915,70.2017927359195,69.7176733161844,35.666914840031076,72.61206434864629,7.070803202982575,19.421533180387307,19.727770531635596,32.69817579869139,38.79287711841772,3.7740513544845387,3.8980326413752326,3.9003522384941594,3.1133063763903124,3.831212699532549,2.4366999028341785,2.7800154282824923,2.9719813341938197,3.208620965839946,57.96117276916272,70.2017927359195,69.7176733161844,35.666914840031076,72.61206434864629,7.0708714757690405,19.421533180387307,19.727770531635596,32.69817579869139,1.264377084159859,2.344770962965186,6.563804799755624,19.7499012943484,319.44160079956055,190.0,3610.0,717.3564970246025,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
1,86,33.81046334737251,3.771888874777172,3.440648986884316,2.0002287496346898,2.604665145263679,2.293511781634226,2.4373573223798313,2.3725204227553416,2.691121454086095,2.79353494846134,62.05350671674965,37.24764343621417,54.53926752578938,23.289396232548636,67.07763336541147,6.26554703010488,38.46636285624408,29.605668082849444,34.55414399560131,33.81000488527751,3.7718859853412585,3.440648986884316,2.0002287496346898,2.604665145263679,2.293511781634226,2.4373489225393627,2.3725204227553416,2.691121454086095,2.79353494846134,62.053981870133036,37.24764343621417,54.53926752578938,23.289396232548636,67.07763336541147,6.265795568634571,38.46636285624408,29.605668082849444,34.55414399560131,1.9882501939232622,1.1393366839757995,6.774153261498751,16.322250200269675,345.08985686302185,125.0,2375.0,783.3307398525624,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
2,68,34.00892481085559,3.763602424762561,2.3962029781697574,3.6014891373510727,3.936523151438794,2.6268483563184852,2.456420822536879,3.752778304592076,3.7892133270076944,2.1700884227395556,62.09251319790472,21.038977271696986,67.07926272291186,16.392544199148258,37.3719956253284,6.212464164323717,33.660784974055595,39.21569898826657,26.043047085212205,34.00835239045127,3.7636188140543663,2.3962029781697574,3.6014891373510727,3.936523151438794,2.6268483563184852,2.4564297106285085,3.752778304592076,3.7892133270076944,2.1700884227395556,62.092997297601855,21.038977271696986,67.07926272291186,16.392544199148258,37.3719956253284,6.21250331107439,33.660784974055595,39.21569898826657,26.043047085212205,2.449264443642446,1.0752102225709192,7.104949348247716,16.544809572123807,184.4377567768097,118.0,2242.0,1214.9383071320722,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,350,95.9331531304355,3.435573062610138,3.6579617991003572,2.3135827892921683,2.037152404354819,2.1400442874384447,2.734498800169311,3.2126589233066607,3.1377028741729625,2.634724818644321,62.3105419471839,47.68343925097681,34.709176220530786,45.8116342426633,58.44673800892265,7.824137848537225,24.27218451819833,17.321719204995457,27.95294692699372,95.93310588695601,3.435583164385344,3.6579617991003572,2.3135827892921683,2.037152404354819,2.1400442874384447,2.7344577269924693,3.2126589233066607,3.1377028741729625,2.634724818644321,62.31088901590231,47.68343925097681,34.709176220530786,45.8116342426633,58.44673800892265,7.823987603350117,24.27218451819833,17.321719204995457,27.95294692699372,3.328845281498481,15.022369399780063,17.50771790342761,51.96799098589545,1793.0946922302246,635.0,12065.0,1603.7579181099566,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
