Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_H2_min,sigma_F_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_H2_min,epsilon_F_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_H2_cum,sigma_F_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_H2_cum,epsilon_F_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
22,123,41.3181131728342,2.294258659684923,3.694619558542152,2.50544054079585,2.47738069480808,2.233650020797151,18.209993803739284,56.768353665112585,13.83354743059498,5.525977393597755,33.36086806700967,41.318085250598656,2.294258659684923,3.6946036350391513,2.50544054079585,2.477388359811887,2.233650020797151,18.209993803739284,56.76861793800809,13.83354743059498,5.526029245478735,33.36086806700967,1.642218930456547,2.876486459449969,6.536528890635892,18.09088743093355,118.5046319961548,136.0,1496.0,140.34405450251288,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,121,41.33759426290262,3.549653837267549,3.6700107285777577,1.7005534940000162,2.504470733734254,2.165603552496114,51.96712666407959,60.671880340431,13.935075890003777,4.779600711068673,23.27026543108205,41.33759286440511,3.549653837267549,3.670010816414035,1.7005534940000162,2.504471266575304,2.165603552496114,51.96712666407959,60.671872571654745,13.935075890003777,4.779602075836154,23.27026543108205,1.0324539338593142,3.111610927702687,7.737524413368887,17.85841982472478,113.38335943222046,129.0,1419.0,100.12462918554046,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,103,41.46142799863804,2.461345854764776,3.700851791859434,2.44232753998992,2.4687496742226145,2.866159495726841,41.041703138768575,56.49519707029627,2.1866895610597554,5.543903446517769,19.196655995125383,41.46141598836557,2.461345854764776,3.700852075196477,2.44232753998992,2.4687495377791664,2.866159495726841,41.041703138768575,56.495245822712064,2.1866895610597554,5.5438869035196845,19.196655995125383,1.5786779002681564,3.079701128695349,6.481390823327043,17.950322847098988,98.33733534812929,110.0,1210.0,452.8163739020154,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,69,41.49227874711443,2.100499788497547,3.702468240453749,2.857254416062648,2.4635644985659813,3.627596181692241,37.366733626356215,56.94685800376393,6.4125151616074,5.411660611822119,16.90546171360584,41.49227852640456,2.100499788497547,3.702468157946037,2.857254416062648,2.463564506409716,3.627596181692241,37.366733626356215,56.94687212794908,6.4125151616074,5.411657513078737,16.90546171360584,1.276294823694598,3.3404742318088334,6.627887287395007,18.060738000402974,65.62727665901184,75.0,825.0,472.2350475175416,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,35,41.51683695346183,2.521160073434681,3.698690398398437,2.818743930036171,2.4737720201968068,3.0479326936330544,36.54984260596496,56.36360204158717,13.15938397154433,5.598634904032437,28.2665503412983,41.516835033679975,2.521160073434681,3.698695779848602,2.818743930036171,2.473754272355112,3.0479326936330544,36.54984260596496,56.363246954130695,13.15938397154433,5.598685136193573,28.2665503412983,1.7955595745521522,2.958563014840685,6.190058401466435,18.096792652811292,38.11864686012268,42.0,462.0,589.5235456079581,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,56,41.51994709121287,2.53457637644489,3.69941345767298,2.506477120376095,2.4704607482649936,2.768666428972934,44.77101812463624,56.36888973725661,2.763553662370436,5.5882814146734585,30.6784034119253,41.5193835419484,2.53457637644489,3.699492675545069,2.506477120376095,2.470389835547629,2.768666428972934,44.77101812463624,56.35881037838219,2.763553662370436,5.590694723363202,30.6784034119253,1.6057258231962357,2.9508806468484163,6.770466042957232,17.785597320129703,57.97909760475159,66.0,726.0,1934.4255716555624,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,73,41.73715218830901,3.902506076560006,3.703873173835144,1.860292787645155,2.466119104728045,2.094388402554112,50.37108892053819,55.97251446854774,7.171846984396729,5.658747554438657,19.92795370355903,41.73713704072632,3.902506076560006,3.7038743537434033,1.860292787645155,2.46611777496567,2.094388402554112,50.37108892053819,55.97256781323148,7.171846984396729,5.65872288430705,19.92795370355903,1.7208081926231498,3.0619750499949268,6.220290303109779,18.01821735564584,86.80764722824097,101.0,1111.0,130.68522089864365,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
23,145,42.06242324196356,3.478637487552254,3.659678493727793,1.560446839268811,2.5149758441568686,2.266819412348549,57.19126395311037,62.11920718384542,11.85145771150133,4.545321675003193,25.538019550075653,42.06235655061155,3.478637487552254,3.659620206932267,1.560446839268811,2.514889209728984,2.266819412348549,57.19126395311037,62.11905927197449,11.85145771150133,4.54585362635907,25.538019550075653,0.767116281822259,3.124911616083383,8.294775713200472,17.98359581982644,184.4281256198883,209.0,2299.0,150.00756727950971,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,60,42.12074005886112,2.921648413014617,3.659398481920576,2.9902097375650785,2.514682016133828,2.388430588853328,15.114169662289084,62.21287498139289,6.861408751289375,4.526856693222622,46.86909243706367,42.12069377257998,2.921648413014617,3.65939943213991,2.9902097375650785,2.5146791289464074,2.388430588853328,15.114169662289084,62.21272669459595,6.861408751289375,4.52688637679639,46.86909243706367,0.7096229443670083,3.1179933695777646,8.255563745395488,18.140364849062376,88.65207529067993,99.0,1089.0,566.1019666282228,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,127,42.14769297166495,2.006958378779264,3.662496959950885,2.368543570721256,2.518141896264774,2.789664803140917,50.0031196051384,61.64548321377173,7.313293935120511,4.62600556316672,40.65630928341235,42.10355193651678,2.006958378779264,3.661851162547562,2.368543570721256,2.512946917924098,2.789664803140917,50.0031196051384,62.16585747421429,7.313293935120511,4.513197395734171,40.65630928341235,1.413358447842157,3.387806862337051,8.763099750203331,16.325182802992977,140.60302710533142,157.0,1727.0,5204.206773762016,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
24,52,42.26351964826413,3.5946444419837595,3.709997417611773,1.812885818603336,2.457175443361968,2.203353660492484,29.54375094717026,55.265502655088646,13.730259213830331,5.801897375321003,23.70225473415866,42.26347353151161,3.5946444419837595,3.709997316817704,1.812885818603336,2.457175166769095,2.203353660492484,29.54375094717026,55.2655809439186,13.730259213830331,5.80187713076757,23.70225473415866,1.6622139864652168,3.13989105120823,6.028955395182845,18.23880315574332,50.07629919052124,57.0,627.0,255.6502886336964,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,102,42.27830864698806,3.00991761443418,3.6588610270242974,2.389250186658389,2.5153666000755943,2.8778854228047592,24.50473245888888,62.46233006094349,13.417523837879765,4.476059275319784,19.71337772737474,42.27830841860855,3.00991761443418,3.658864108858313,2.389250186658389,2.5153683598586056,2.8778854228047592,24.50473245888888,62.46231972179767,13.417523837879765,4.47603829325672,19.71337772737474,0.681834098168666,3.1635009033039667,8.31545696809737,18.077095068911284,103.38367342948914,116.0,1276.0,409.4686206590283,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,17,44.84885057790828,3.481815198594332,3.634605286857786,2.6034249696542138,2.5399920838032566,2.498677298008587,14.947012588465135,65.48721983637225,14.380015909189868,4.068712464585486,31.985397791236064,44.84884409162594,3.481815198594332,3.634600622859953,2.6034249696542138,2.5399883316086918,2.498677298008587,14.947012588465135,65.48722190535136,14.380015909189868,4.068749150010946,31.985397791236064,0.2802971490887849,3.150445015769053,9.850137570963303,18.45423095058197,19.66196298599243,23.0,253.0,273.5247535305089,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,25,46.43246341536582,3.055668960865509,3.7243878954849663,1.760036994012058,2.441620053173559,2.8397624410914557,61.89735199215396,51.54987288004053,5.842754512044316,6.775917390354925,39.75682747262684,46.43245436146994,3.055668960865509,3.724393487129141,1.760036994012058,2.4416129619177944,2.8397624410914557,61.89735199215396,51.54980555657138,5.842754512044316,6.775895351296257,39.75682747262684,2.174220610834972,2.643956904816803,5.392410106386564,19.037349458208677,27.847277402877808,32.0,352.0,174.68123279154457,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
