Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_H2_min,sigma_F_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_H2_min,epsilon_F_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_H2_cum,sigma_F_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_H2_cum,epsilon_F_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
14,116,40.96346893847468,2.532535143109392,3.687827619904338,2.9738302896337947,2.484692643273865,2.895782452611353,61.79540780630221,57.99989212769862,2.7721275678891915,5.2675841857968,33.12638413513395,40.96345384357826,2.532535143109392,3.687829280142188,2.9738302896337947,2.4846936118704077,2.895782452611353,61.79540780630221,57.99993934296914,2.7721275678891915,5.26758739996801,33.12638413513395,1.4344601318394712,2.9833742306503064,6.87410133890171,17.974375775196204,135.1056432723999,156.0,1716.0,87.39525712763123,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
6,133,41.01864218101972,2.1204493384667997,3.689984363501248,1.835139707010586,2.482860071195066,2.190406801294108,41.4551436827818,57.69304993212395,11.234177585796289,5.3265033161048265,42.52020564469472,41.018631965228494,2.1204493384667997,3.6899905721492128,1.835139707010586,2.482855749480935,2.190406801294108,41.4551436827818,57.693042717743126,11.234177585796289,5.326464011485833,42.52020564469472,1.5369615971330937,2.990614168402131,6.777792258271557,17.888815676179323,144.5563383102417,163.0,1793.0,225.60363942204845,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,117,41.020851076500776,2.008001664432621,3.6898863511487607,2.671993540211908,2.4818074449609333,3.860765700788085,44.30760344764978,57.68346542430565,4.438848165042472,5.32983437925755,26.846712078683712,41.02085054962066,2.008001664432621,3.6898856986152633,2.671993540211908,2.4818082766867464,3.860765700788085,44.30760344764978,57.68346468393312,4.438848165042472,5.329840894572371,26.846712078683712,1.4305382575417762,2.954344210122496,6.802537754432884,18.06700906180737,128.33901572227478,145.0,1595.0,31.840767386091127,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,53,41.0370678102857,2.556839766813494,3.6920108260394,2.537796777712656,2.4791569387993424,2.44921101746172,10.005883746310326,57.67169955422934,12.704773353951744,5.313698648821401,18.44528720161585,41.037040472578944,2.556839766813494,3.692010142502172,2.537796777712656,2.479157836648012,2.44921101746172,10.005883746310326,57.67185594886309,12.704773353951744,5.313662867075229,18.44528720161585,1.4242044114860268,3.050172733373062,6.789715651862434,17.94812205037853,52.28766322135925,60.0,660.0,287.4268251667295,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,69,41.107364204862606,2.618759544757396,3.691686561629607,2.358083375565294,2.4805212535392465,2.968572218290464,70.56436079732033,57.336252092248735,8.265601595430777,5.4035593353165,35.622208545725435,41.10721589272637,2.618759544757396,3.691749316634521,2.358083375565294,2.480561711626739,2.968572218290464,70.56436079732033,57.337100989935614,8.265601595430777,5.402833784818563,35.622208545725435,1.5445941839852768,2.9356263253432515,6.659664807301447,18.05297473853073,67.1396312713623,76.0,836.0,156.8238742339462,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
21,70,41.10762769651223,3.058545226057081,3.6745429927189086,2.110239560084431,2.499654403087778,2.901160468128467,69.90926590124494,59.9791696687488,2.5380212820775814,4.901369956857791,26.068102488016155,41.10762769651223,3.058545226057081,3.6745429927189086,2.110239560084431,2.499654403087778,2.901160468128467,69.90926590124494,59.9791696687488,2.5380212820775814,4.901369956857791,26.068102488016155,1.1498333960616656,3.0808750106559426,7.492052686103792,17.868134509536215,113.9637577533722,126.0,1386.0,54.15031530331291,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,77,41.17476071981769,2.2398312223813512,3.692875264334941,1.658780161654064,2.478912246416076,2.413490055689506,30.61346016446773,57.12734348653553,4.722872990568301,5.446902180083032,21.06317169365912,41.17475371798032,2.2398312223813512,3.69287231683432,1.658780161654064,2.4789326445995927,2.413490055689506,30.61346016446773,57.12738455817937,4.722872990568301,5.446922743410945,21.06317169365912,1.555697456062676,2.909206148357988,6.689123587175566,18.02791269075527,80.75373959541321,93.0,1023.0,293.59128069705906,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,60,41.22885121472319,2.24564953830737,3.670888404251071,2.844743568098951,2.503539434954619,3.568786053310717,37.08119578711504,60.37333675685566,3.644457672093439,4.841796503293358,48.88742291448568,41.22877563227706,2.24564953830737,3.670928517936707,2.844743568098951,2.503547146825584,3.568786053310717,37.08119578711504,60.37270578126928,3.644457672093439,4.84147770478652,48.88742291448568,1.07981105648894,3.0574213912452213,7.680877380280989,17.899040350730992,65.1592206954956,75.0,825.0,38.96559197086775,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,79,41.24979946414862,2.954220044312468,3.6708153393034806,1.573680167436027,2.503118909628314,3.674188010372721,46.52806307628162,60.43606269993688,9.746923964342203,4.827350662484039,22.50755807566028,41.24939455046284,2.954220044312468,3.670769976003762,1.573680167436027,2.503086309310834,3.674188010372721,46.52806307628162,60.43322777957325,9.746923964342203,4.828145963085062,22.50755807566028,1.0305576262237437,3.0514158364266355,7.706898151981607,17.952890554795047,146.52191400527954,166.0,1826.0,57.09189489324477,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,28,41.30133153196809,3.2088396098491376,3.6963630350380594,2.39318843171211,2.474883087980611,3.070308371400692,12.677470735208797,56.829443106268144,2.3241735967285075,5.492647480532935,46.7275995696407,41.301330828166215,3.2088396098491376,3.696363481533646,2.39318843171211,2.474882231831724,3.070308371400692,12.677470735208797,56.82943763563698,2.3241735967285075,5.492645275788819,46.7275995696407,1.6245506167472592,2.9722599634917874,6.849984517528236,17.65936346127508,28.802499532699585,33.0,363.0,1894.3747650750763,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
