Run,Iter,Min Obj,sigma_C_min,sigma_Hc_min,sigma_H1_min,sigma_H2_min,sigma_H3_min,sigma_F_min,epsilon_C_min,epsilon_Hc_min,epsilon_H1_min,epsilon_H2_min,epsilon_H3_min,epsilon_F_min,Min Obj Cum.,sigma_C_cum,sigma_Hc_cum,sigma_H1_cum,sigma_H2_cum,sigma_H3_cum,sigma_F_cum,epsilon_C_cum,epsilon_Hc_cum,epsilon_H1_cum,epsilon_H2_cum,epsilon_H3_cum,epsilon_F_cum,R41-sim_liq_density-sse,R41-sim_vap_density-sse,R41-sim_Pvap-sse,R41-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
7,58,60.97567141242989,3.456491809448176,2.9566202626585056,2.262039110124824,2.922390447119322,2.419279916419204,3.074878707706063,61.61421406365592,10.157373958348971,7.542006614391594,12.368881630644156,2.627543321266575,49.73545816035187,60.9756703848486,3.456503965046365,2.9566202626585056,2.2620469161460406,2.922390447119322,2.419279916419204,3.074865747364653,61.6137780313053,10.157373958348971,7.54190719698353,12.368881630644156,2.627543321266575,49.73562847099135,0.2286314947479361,2.4480896936873817,12.759409741907865,17.02469131032803,93.6457815170288,70.0,910.0,55.31098676614264,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,42,60.97587152714858,3.456453666108174,2.028425784578129,2.2619756009350325,2.672981134786797,2.5534985480954218,3.0750050525606425,61.61318780339722,12.601252330268451,7.541803493415167,6.487525687908862,9.774839507493024,49.74032906837703,60.97587095176485,3.456452184718607,2.028425784578129,2.261978290044364,2.672981134786797,2.5534985480954218,3.075006068886213,61.61325506208415,12.601252330268451,7.541817795561792,6.487525687908862,9.774839507493024,49.74030673330959,0.2279110611012529,2.4448915707150327,12.750062622867148,17.026486837439677,71.00399398803711,52.0,676.0,31.54070959075928,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
23,31,60.976565964683154,3.4565090546542185,1.698539780858494,2.262180238329635,2.039229453253432,2.253286543216834,3.074741599073934,61.62488396088088,6.008164227920961,7.541023556685658,13.075556761243334,9.29044116006423,49.72483722885342,60.97656088623772,3.4565094661844205,1.698539780858494,2.262180529521609,2.039229453253432,2.253286543216834,3.07473621971782,61.62489804296738,6.008164227920961,7.540968869215778,13.075556761243334,9.29044116006423,49.72485530870119,0.2293792191316498,2.441031436971113,12.76595651074024,17.028901800313122,48.35457301139832,38.0,494.0,57.27571627083282,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,80,67.70335127500508,3.646544082450121,1.921861463004039,2.67739625886486,1.655530991119062,1.592854799538542,2.133911124817611,56.67095445003108,8.91521252348328,8.673939284689327,3.265329932943079,9.072497082394984,41.363972023553295,67.70334078959965,3.646543607303896,1.921861463004039,2.677393157718711,1.655530991119062,1.592854799538542,2.1339148931196665,56.67092857766878,8.91521252348328,8.673893471196667,3.265329932943079,9.072497082394984,41.36417383909139,5.78051426787301,19.372540733185605,11.338468451520336,9.32621587869824,118.99866795539856,92.0,1196.0,50.81332267519318,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,47,67.7043628780835,3.6466822011596345,2.7436234259114918,2.677872185717822,2.6877468097341977,1.824691273800783,2.131433343553563,56.624137752277335,11.104327930730763,8.68155760373215,13.867337065738566,6.20300591020603,41.403921773588,67.70435440064873,3.646681623993085,2.7436234259114918,2.677871853717864,2.6877468097341977,1.824691273800783,2.131434175956452,56.6242602193602,11.104327930730763,8.681551429614766,13.867337065738566,6.20300591020603,41.40368938688637,5.802023615390519,19.390664589737163,11.34141978639105,9.313349218106431,74.76967239379883,56.0,728.0,233.08329336530772,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,67,67.7089119224874,3.6463795055950143,2.184258834250972,2.6769651633968907,2.396734793138747,2.55831899671477,2.136179145683384,56.715482536704165,8.073759996216422,8.667310802163312,7.118135829901954,13.54165475659151,41.32070351320286,67.70891026404922,3.646379030531084,2.184258834250972,2.676967579410875,2.396734793138747,2.55831899671477,2.136163031706007,56.71539115797341,8.073759996216422,8.667306615918346,7.118135829901954,13.54165475659151,41.3210335388006,5.759144781407851,19.35455027860718,11.338761795090452,9.338882642225606,98.83707904815674,75.0,975.0,153.02119193534062,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,50,76.48926754486851,3.3504196335489302,2.970522349685198,2.444242464295137,2.702444685134462,1.880817372038255,3.0486521784991245,73.4078878828483,11.97589343182368,9.453958131082072,14.118339449827133,5.062955434143634,36.15230229892396,76.48926754486851,3.3504196335489302,2.970522349685198,2.444242464295137,2.702444685134462,1.880817372038255,3.0486521784991245,73.4078878828483,11.97589343182368,9.453958131082072,14.118339449827133,5.062955434143634,36.15230229892396,0.452116419019154,8.304504394238695,10.374329323940591,28.55508218239983,97.0853033065796,78.0,1014.0,14.610178523847589,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,47,76.48931853816927,3.3504928609465217,2.83828299276514,2.444379704183357,2.423623444438982,2.540757963783877,3.048417560847596,73.41570725812521,4.316117487845257,9.45175711422456,11.255636459050592,8.777177324303981,36.145971977132746,76.48931819092812,3.3504947434068355,2.83828299276514,2.4443816508944187,2.423623444438982,2.540757963783877,3.0484128502245618,73.41570784260479,4.316117487845257,9.451754296201026,11.255636459050592,8.777177324303981,36.145818797472174,0.449348063034467,8.289447938585983,10.36461484611283,28.565997063187098,73.64055752754211,56.0,728.0,55.86116771321383,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,46,76.48950979871785,3.350543628981103,1.9585837959933,2.444489848833922,2.1135589459636552,2.641403697555438,3.048225756203688,73.41417184483925,11.175194889798991,9.45369845862554,10.862676517490298,11.005470317822049,36.13481516053891,76.48950102968274,3.3505438097000035,1.9585837959933,2.4444810293949235,2.1135589459636552,2.641403697555438,3.048233217374548,73.41392437135754,11.175194889798991,9.45371955649947,10.862676517490298,11.005470317822049,36.13501386567834,0.4488210762646448,8.296772733472,10.385495247151688,28.54833005247525,71.09922170639038,56.0,728.0,47.68395061728395,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,56,76.48966580022099,3.350543164465596,2.320572664428242,2.444345803571756,1.974699870354792,1.853420532303673,3.0483113977717693,73.41144932759369,10.713927069741723,9.453873586150168,5.4716261923897145,12.171476904325276,36.13638296126626,76.48957306037664,3.350532213755297,2.320572664428242,2.4443551849452314,1.974699870354792,1.853420532303673,3.0483214869848334,73.4119989135728,10.713927069741723,9.453896456390028,5.4716261923897145,12.171476904325276,36.13657021086521,0.4460212084643437,8.312000074793671,10.402246783634055,28.55117812377668,126.33824586868286,98.0,1274.0,32.29203752165456,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
20,46,76.48978194088008,3.3501958350403256,2.470353492738575,2.444108455747568,1.783243102015718,2.180104066137952,3.049135135839238,73.4118976746393,6.219992530279347,9.455456189485338,8.060603923700548,8.972421392071405,36.163071037706885,76.48975998513939,3.350203307370098,2.470353492738575,2.4441152816054195,1.783243102015718,2.180104066137952,3.049122868065633,73.41128251865457,6.219992530279347,9.45551254329244,8.060603923700548,8.972421392071405,36.162946388164215,0.4589508931232909,8.30193636317633,10.340143183420455,28.56443572843255,74.4522066116333,55.0,715.0,63.28037115868016,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
22,59,85.90980998993285,3.4191764466519854,2.622472121341948,2.52674847848049,1.9330687969845508,2.018833173526385,2.914580054620414,65.63986443731073,13.571566874777725,9.161167646476017,10.007499406224705,9.679719127949523,41.91083585133581,85.90980995247311,3.419176514658938,2.622472121341948,2.526748528508524,1.9330687969845508,2.018833173526385,2.9145799120924,65.63986135209656,13.571566874777725,9.161167609834644,10.007499406224705,9.679719127949523,41.91083522855119,3.108144322255955,10.338202148461178,12.151469867917983,24.576404286503664,83.9311728477478,68.0,884.0,66.0150990318856,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,78,85.91771574267719,3.420179076669608,2.665099618544284,2.5278361549114163,2.465203566832927,2.780914458959457,2.9125904372351163,65.502039055439,8.945712669435727,9.153154045714418,10.664027360921043,11.90337050981959,42.07107315197341,85.91770117086713,3.4201819927608943,2.665099618544284,2.527838265394597,2.465203566832927,2.780914458959457,2.912592311081215,65.50215301924479,8.945712669435727,9.153168733474947,10.664027360921043,11.90337050981959,42.07112873772442,3.1639035164316764,10.536177344668353,12.187511383387442,24.568119439113563,140.91348814964294,107.0,1391.0,89.7918589839044,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
