sigma_Cm,sigma_C1,sigma_C2_0,sigma_C2_1,sigma_C2_2,sigma_C2_3,sigma_H1,sigma_F_1,sigma_F_2,sigma_F_3,sigma_F_4,epsilon_Cm,epsilon_C1,epsilon_C2_0,epsilon_C2_1,epsilon_C2_2,epsilon_C2_3,epsilon_H1,epsilon_F_1,epsilon_F_2,epsilon_F_3,epsilon_F_4
3.835821576738813,3.4276562818254304,3.855060780270679,3.421380846327433,3.362700952021862,3.755751153304492,2.05068695713246,3.1160703494823623,2.844702544053473,2.982944590755414,2.926438836308164,58.77114383413438,39.78180782736336,46.56051157729389,57.811191218611775,33.195372559729805,37.73311616055048,9.624925860643083,31.94930733747024,45.43601342087761,20.35669797885745,28.889271641806737
