Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_12_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_12_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_12_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_12_cum,epsilon_F_3_cum,epsilon_F_4_cum,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
1,69,167.6662257358986,2.834044009405148,3.440648986884316,3.0673368179239007,2.604665145263679,3.3808507028729395,2.5116962322637155,3.387477749026138,2.8293327216451485,2.79353494846134,45.023087710218206,37.24764343621417,58.47042753302388,23.289396232548636,65.91452566873632,7.699367203356071,35.528395453019186,28.482340477081607,34.55414399560131,167.66622480007837,2.834044009405148,3.440648986884316,3.0673356198014172,2.604665145263679,3.3808514187122896,2.511689583475249,3.3874797688963314,2.8293332089659073,2.79353494846134,45.023087710218206,37.24764343621417,58.47017792851396,23.289396232548636,65.91457201573839,7.699347294568132,35.528355540223515,28.4823657006638,34.55414399560131,0.5239264623952675,2.7274461507559424,4.892708717816843,11.918569077379612,137.82852458953857,83.0,1577.0,57.735855759836575,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,65,160.13593359287415,2.8029591669390808,2.6347678919165536,3.0521639047809925,2.8604945416425287,3.9350295332819485,2.8870181015091223,2.803552760254754,2.8528500719936845,2.686692479548846,61.84652225730683,67.19988875662308,71.75533361333478,53.076787804392055,29.914623771090703,3.2268624842287483,37.720448308311006,35.990508585504344,43.07563794016094,160.13591157720452,2.8029591669390808,2.6347678919165536,3.0521611702669067,2.8604945416425287,3.935030049790638,2.8870194110402876,2.8035519851753774,2.8528506664571758,2.686692479548846,61.84652225730683,67.19988875662308,71.75533410570321,53.076787804392055,29.91468509125453,3.226866588971663,37.72058000105117,35.9905259162432,43.07563794016094,0.10621097661661177,1.8342582261929363,5.181352621767509,6.848512826490609,126.77771544456482,76.0,1444.0,144.6664890309974,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,93,180.86729472518576,3.0317140339370594,2.9542819740995645,3.054932204569906,3.2436124634808303,3.4633917876546976,2.1552792336829603,3.237456029068173,2.984197452252901,2.444098279599845,43.75786858379216,61.04424183440524,39.731232858152296,31.08355988220213,70.31523724411602,4.727960485621865,32.19172238002756,30.169167085661105,48.24320969737693,180.86729103868484,3.0317140339370594,2.9542819740995645,3.0549231364927714,3.2436124634808303,3.4633862560314457,2.1552589379068934,3.237436075015099,2.9842027190476736,2.444098279599845,43.75786858379216,61.04424183440524,39.73135345344376,31.08355988220213,70.31571941168824,4.728043866608232,32.191652616062306,30.169108918254853,48.24320969737693,0.10148594529773305,4.918086422497118,4.904082825281339,16.14980699431496,324.04186630249023,115.0,2185.0,35.57573743614396,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,98,167.6471539344696,3.239911436762759,3.6579617991003572,3.0674460762675473,2.037152404354819,3.38048974141051,2.5124382229771984,3.389834504265302,2.828962048083183,2.634724818644321,74.26005003680919,47.68343925097681,58.446123465744485,45.8116342426633,65.94997598539474,7.702855730905716,35.55634118750097,28.48335185668991,27.95294692699372,167.64715330130775,3.239911436762759,3.6579617991003572,3.0674458993227893,2.037152404354819,3.3804884104508774,2.5124384035866756,3.3898346247885143,2.828959371194663,2.634724818644321,74.26005003680919,47.68343925097681,58.446154605858375,45.8116342426633,65.94994828809895,7.702898610823508,35.556338273007015,28.483356285375724,27.95294692699372,0.5779711020701129,2.697406526455044,4.833794766299753,12.036390168414398,200.71070194244385,125.0,2375.0,29.190798472333245,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,121,145.27238815252952,3.6528139952586827,3.7082308876730776,3.682208475812656,3.3026086646819817,3.2769579435284104,2.376514098837765,2.7542159351249396,2.99219772843194,3.5404774691099594,57.56235904806927,26.880395564392956,47.59384577153048,51.099715632958315,38.379253660333134,2.9801524751425066,28.823378544179814,38.03410077245582,49.66651242683443,145.27238793813885,3.6528139952586827,3.7082308876730776,3.682208076601459,3.3026086646819817,3.2769582997162914,2.3765141602655913,2.7542161386357704,2.9921981499541577,3.5404774691099594,57.56235904806927,26.880395564392956,47.59384473427348,51.099715632958315,38.379244779165475,2.9801491319978646,28.82337838241279,38.03410713881692,49.66651242683443,0.04118071135404985,1.9481681347729882,2.875554514443866,12.665360854942293,208.55299878120422,128.0,2432.0,60.253734789945824,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,111,167.64711865639518,3.1056439573715315,3.684061784719211,3.0675061726672586,2.558367358022279,3.380317001816021,2.5126081243262854,3.3900081864883442,2.8289881307987246,3.6012653453612318,25.143327799666334,62.46183771522066,58.440695833295095,66.13022054636288,65.97393322739693,7.7027714812517445,35.55638766491235,28.48346884748388,19.24702095092581,167.64710607761364,3.1056439573715315,3.684061784719211,3.067508473886109,2.558367358022279,3.38032154966195,2.5126173412565684,3.3900068357888777,2.828983280638015,3.6012653453612318,25.143327799666334,62.46183771522066,58.440734572532364,66.13022054636288,65.97391773979427,7.702721227304435,35.55649708433784,28.4834115447408,19.24702095092581,0.5839283934736055,2.6933069402285743,4.810888072697548,12.079931593148242,191.61061811447144,123.0,2337.0,73.7747934985345,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,124,140.96766994957204,2.0891037570895232,2.2149882582121854,3.3527976245354223,3.425977960765353,3.755094983782726,2.8344460696099465,3.0589511145216077,2.735224030880338,3.1362009238398842,23.214060252964387,26.401173397071027,48.40556800436921,22.702916272105725,58.41746028367115,5.11300064588345,25.764068190477975,24.508881979904,32.28193999940555,140.96765467633594,2.0891037570895232,2.2149882582121854,3.352799810898923,3.425977960765353,3.755102530751866,2.8344641534548725,3.058954068262979,2.7352475153519173,3.1362009238398842,23.214060252964387,26.401173397071027,48.40569589909333,22.702916272105725,58.417576708265436,5.113038021865134,25.763970723390244,24.50888356267036,32.28193999940555,4.032855252087504,0.6954479581256535,1.7864367587455514,2.6465063886638833,242.25937247276306,148.0,2812.0,37.68178346211919,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,92,148.3518883815374,2.22949194590675,3.8989785174141423,3.869088220278512,3.1567792287742638,3.4668145945243656,2.1446658994459877,3.0686218142086963,2.873714368886915,2.0057406540623175,50.11441938534706,31.23191861518626,59.4588469219539,67.58623645520036,37.05393009133142,3.0272834350403746,28.0272694610099,25.81957524608439,47.530303181031655,148.35183784471502,2.22949194590675,3.8989785174141423,3.869095295458319,3.1567792287742638,3.4668201469519544,2.144668339741264,3.068625859331553,2.8737176762140884,2.0057406540623175,50.11441938534706,31.23191861518626,59.45903414170695,67.58623645520036,37.05403250031234,3.0272873236824074,28.027318773970535,25.81961620211818,47.530303181031655,0.054816479626814234,1.6262979775847621,5.07096676076645,1.3626956873796643,207.74864625930786,122.0,2318.0,58.69992006394884,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
7,116,145.27375469615515,3.3817938350338475,3.994645700902961,3.681958996172326,2.2742714992577553,3.2766411853805897,2.37703936566168,2.752412440395748,2.9924812684706072,3.5077523769224928,69.99659481052143,56.24910931085068,47.632269015551344,11.292208699586714,38.3886471796386,2.9762944731450425,28.83885847444727,38.02132557109367,33.85908725195785,145.27375149380748,3.3817938350338475,3.994645700902961,3.681954821012851,2.2742714992577553,3.276645914339543,2.3770395134752857,2.752414783706506,2.9924797286774174,3.5077523769224928,69.99659481052143,56.24910931085068,47.63220819736091,11.292208699586714,38.388676010497875,2.976306860685627,28.838816556099083,38.0212663566441,33.85908725195785,0.04144095045976258,1.9774966864768648,2.8562076581386027,12.671545777085466,368.5611300468445,128.0,2432.0,27.336568199368852,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,63,145.2776757065819,3.373001855363167,3.6692513437947456,3.681701469942877,3.500288629889935,3.2770344217029725,2.3755825721464263,2.7540706614279826,2.992668418727365,2.206452013155284,39.11307920143384,69.05870770105123,47.566672974506325,28.705397008112673,38.39131278504607,2.9843752676113597,28.831612673565065,38.0372762458787,24.29413307802792,145.27766273438522,3.373001855363167,3.6692513437947456,3.681694813908259,3.500288629889935,3.277035364968026,2.3755849719977244,2.7540540220854837,2.992672566275316,2.206452013155284,39.11307920143384,69.05870770105123,47.56699434063255,28.705397008112673,38.39112567511855,2.9843487268654045,28.83163783504493,38.03724261828304,24.29413307802792,0.04125858007493331,1.9550902012342797,2.8619314103016826,12.712227517174767,230.15793776512146,74.0,1406.0,48.25551114663825,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
