Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_12_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_12_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_12_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_12_cum,epsilon_F_3_cum,epsilon_F_4_cum,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
18,101,225.08100118293763,2.6903441023104295,2.450079915628169,3.4947568709909222,2.6245396754038337,3.4365557398916398,2.3790274664074,2.885241732869498,3.025119652233794,2.3859254640382255,42.4729710941276,57.35806841834877,36.53724262289747,26.122181294520004,73.184398527784,6.4268378428929855,25.886256893676627,25.873225540216673,18.56885407990291,225.08100054079353,2.6903441023104295,2.450079915628169,3.4947579360698713,2.6245396754038337,3.4365549988607116,2.379027334344845,2.8852401565466894,3.0251196869837145,2.3859254640382255,42.4729710941276,57.35806841834877,36.53725135351277,26.122181294520004,73.1843867305478,6.426840165963625,25.886222288041974,25.873242727858045,18.56885407990291,0.17991042873416363,14.401962257982987,17.42445035007303,11.023533463082037,172.98597645759583,108.0,2052.0,130.1151434408029,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,52,225.01404916864232,2.278552694501517,3.614782577419047,3.555783396875925,2.330708394233865,3.6111177763446056,2.226222366403461,3.4448096579772223,2.804258586772858,3.7666121824116194,50.53869345861459,58.81125821177693,35.94723368303563,27.5453129647267,56.01437115357676,7.075257425300456,22.55939315129644,27.7568761986364,36.759350207319265,225.01404418587896,2.278552694501517,3.614782577419047,3.5557844963191725,2.330708394233865,3.611118532426598,2.22622270574685,3.444811002737112,2.804257118092592,3.7666121824116194,50.53869345861459,58.81125821177693,35.947084907545005,27.5453129647267,56.014257204051056,7.075315643419302,22.55951173857073,27.756823525653477,36.759350207319265,0.7083167771721581,13.412825523932465,19.866218354965156,4.1972961903635495,102.11112570762634,62.0,1178.0,47.8786393107736,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,83,180.86530669426912,3.144977034383212,3.466285050575022,3.0547044582658662,3.5417678210037757,3.4629993255437164,2.155660646713084,3.2370404673792037,2.9838582996655676,2.7558483586561993,15.175695050386405,73.88311239247895,39.77453352176584,62.77081535183509,70.33446401871903,4.730740021167996,32.17996023571148,30.16899382433036,31.340800796715722,180.86522380892313,3.144977034383212,3.466285050575022,3.054710336434926,3.5417678210037757,3.462996332685646,2.1556643008970564,3.237036215187907,2.9838637829887595,2.7558483586561993,15.175695050386405,73.88311239247895,39.77469946374166,62.77081535183509,70.33480027991223,4.7307552403617485,32.18005598453468,30.16907836546363,31.340800796715722,0.10068083234718833,4.917125310970738,4.903579256313373,16.139643976361494,184.7166030406952,111.0,2109.0,50.13304911626255,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
11,93,180.8635823306493,3.2594350140431283,2.420348019829679,3.0549422794654477,2.13307296270823,3.4631808037008653,2.1561500304002132,3.2371542350183176,2.984037923994645,3.049340618247467,70.11251807595781,27.11429008166222,39.76472928988546,57.77928761376353,70.32191438566502,4.733862841900401,32.202135638056724,30.15966450710703,23.20267301424972,180.86356306278367,3.2594350140431283,2.420348019829679,3.0549409125016833,2.13307296270823,3.4631802499722797,2.156146209764466,3.2371529529302583,2.984037677809134,3.049340618247467,70.11251807595781,27.11429008166222,39.76461815414656,57.77928761376353,70.32198505675545,4.733843142371513,32.20216296364875,30.159709847615066,23.20267301424972,0.10167761688965246,4.898769775376667,4.897850009654007,16.116402619694103,157.37608003616333,100.0,1900.0,200.72944311217694,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,110,185.82675695196158,2.753160629491549,3.947567076716645,3.1510626777584156,3.6576916159613857,3.3666811140641877,2.5543326903267163,2.628359116484046,3.052774203614609,3.50004352740532,65.79039936788776,59.08034225039922,60.7208454658833,66.191162953549,43.084765799334825,6.215266468770629,32.866726986978925,36.14956689969282,29.3783972472765,185.82675580443455,2.753160629491549,3.947567076716645,3.151063009259941,3.6576916159613857,3.3666812682073832,2.554332607343748,2.628359595455967,3.052774591427288,3.50004352740532,65.79039936788776,59.08034225039922,60.720853513508445,66.191162953549,43.08475678252994,6.215234901304156,32.866708707372496,36.14958540220574,29.3783972472765,0.27493005850437896,3.8303680530303392,2.616399249300029,24.511362604407346,324.30220675468445,116.0,2204.0,64.03581135091926,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,88,185.82333896203107,2.2807738771904673,2.3962029781697574,3.150968586248235,3.936523151438794,3.3668849688944746,2.554124003556677,2.627164535282342,3.053020812150917,2.1700884227395556,12.538560910137356,21.038977271696986,60.70431689246959,16.392544199148258,43.071659731805404,6.208909334377957,32.88890765262971,36.153962127168654,26.043047085212205,185.82333560756743,2.2807738771904673,2.3962029781697574,3.15096857788963,3.936523151438794,3.366883187356484,2.5541208397854036,2.627161252538688,3.053019000613367,2.1700884227395556,12.538560910137356,21.038977271696986,60.70434179029512,16.392544199148258,43.07150918344806,6.208884198980236,32.88879770007614,36.154022758535355,26.043047085212205,0.28053457767516576,3.8523691313549966,2.593582690849505,24.576092360719183,276.4255394935608,96.0,1824.0,45.38463451461053,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,98,145.27230877076977,2.9831463185606766,2.1067250902341605,3.6821156824317542,2.29345714981162,3.276759505872222,2.3768765450583236,2.7530404741766734,2.9923393487314724,3.38880031545549,36.92165251924868,13.246974831495667,47.62633689976428,53.146651939286286,38.38855935848399,2.976422635631277,28.82471315385374,38.02320049779582,19.81161464511831,145.27230877076977,2.9831463185606766,2.1067250902341605,3.6821156824317542,2.29345714981162,3.276759505872222,2.3768765450583236,2.7530404741766734,2.9923393487314724,3.38880031545549,36.92165251924868,13.246974831495667,47.62633689976428,53.146651939286286,38.38855935848399,2.976422635631277,28.82471315385374,38.02320049779582,19.81161464511831,0.04138101241903558,1.9749189449448339,2.866405180109359,12.652149761152724,309.15629506111145,113.0,2147.0,35.098818722799535,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,81,210.68570595894118,3.2335567140033152,3.8980326413752326,3.781693880009973,3.1133063763903124,3.314297890906454,2.431314680412239,2.5517519302136464,3.027643566361266,3.208620965839946,45.720614898056574,70.2017927359195,59.37326445818531,35.666914840031076,71.20111029312515,3.772233436364738,21.375581046643415,20.545691088719398,32.69817579869139,210.6856986329928,3.2335567140033152,3.8980326413752326,3.7816986671570736,3.1133063763903124,3.3142956120886833,2.4313197395433006,2.5517691153771467,3.027643007289138,3.208620965839946,45.720614898056574,70.2017927359195,59.37349387611113,35.666914840031076,71.20060288932434,3.7722537040427855,21.375672655489435,20.545665778067605,32.69817579869139,3.854135204352875,5.031668681189848,4.222076899587918,3.155743573992712,260.3407049179077,90.0,1710.0,79.42474464872546,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,113,145.27164244310566,2.0430496105483957,3.8959404224353618,3.6821818235260686,2.0300379614842443,3.276848243681154,2.3766169415068,2.754313414166511,2.9922215348479027,2.6894733053665867,71.10698635166888,47.83092169656021,47.62676981132264,64.90773895049443,38.37586633731786,2.979116433769156,28.812710744907168,38.028532527213216,25.000159810695166,145.27164234634796,2.0430496105483957,3.8959404224353618,3.6821820571458774,2.0300379614842443,3.2768481158661467,2.3766168176019096,2.754313341795272,2.992221585754738,2.6894733053665867,71.10698635166888,47.83092169656021,47.6267673298085,64.90773895049443,38.37586754273993,2.9791147949084475,28.812710999176524,38.028533467427934,25.000159810695166,0.04123201060851408,1.968177586199771,2.8695126371219577,12.67465505796022,192.58501148223877,118.0,2242.0,25.819984012789767,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,108,190.9742547501575,2.980507045239855,3.1982206152917563,3.287784362162267,3.186962816393274,3.184160667406414,2.579837534443856,2.8443943609634177,2.9960387584382415,3.1557144305690707,21.960663105785233,61.21540019865779,61.58392957859758,13.504102684793944,61.74071332811395,7.961083703205791,22.28751231535285,34.283057264560775,49.1865702160871,190.97424187478234,2.980507045239855,3.1982206152917563,3.2877777809288915,3.186962816393274,3.184157066724438,2.5798396038127986,2.8443954556687405,2.9960378388255076,3.1557144305690707,21.960663105785233,61.21540019865779,61.583981221583315,13.504102684793944,61.7407475444382,7.9611261181700295,22.287521338679152,34.28304750391514,49.1865702160871,0.21439506169431738,2.9319132433169974,3.5422163980408126,9.531666915182798,421.41472148895264,150.0,2850.0,38.61543653965716,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
