Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
5,38,86.46308164628118,3.5258121022678743,2.29345714981162,3.178611073806568,2.6810640193976103,2.2046688576556512,2.8281119756391364,3.38880031545549,56.421058750709115,13.246974831495667,44.833266384508256,8.108575815347333,33.0211189220408,48.06081645967847,35.52942641756976,86.46304240963767,3.5258105189653617,2.29345714981162,3.178611073806568,2.6810624610311966,2.2046688576556512,2.8281119756391364,3.38880031545549,56.421098920578444,13.246974831495667,44.833266384508256,8.10861907726048,33.0211189220408,48.06081645967847,35.52942641756976,2.3164162994300175,12.288420245431276,16.686675117040636,47.26275051734887,76.48133683204651,59.0,885.0,2518.3539568345323,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,49,29.462157830860725,3.7548628576156045,3.2342898272414478,2.653289803544192,2.4565728966099574,3.771884198621549,2.7145395200049993,3.817070301839598,69.93447252669132,11.02838078502616,70.4134201933445,4.919374781660853,49.906299765801826,21.0319177920865,19.79975123701072,29.46203579476824,3.7548659626231724,3.2342898272414478,2.653289803544192,2.456562444676715,3.771884198621549,2.7145395200049993,3.817070301839598,69.93461487660343,11.02838078502616,70.4134201933445,4.919364195106941,49.906299765801826,21.0319177920865,19.79975123701072,2.1523524976834754,0.36953974662688127,4.656972588666757,13.853234150721303,72.0025281906128,55.0,825.0,1570.9613311407354,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,41,29.52881363298045,3.7618648793845066,3.1377028741729625,2.634724818644321,2.4331402852811794,3.159490438491593,2.7602823452471004,3.1018964382357934,69.35654271237537,53.50013807445701,27.219771248082616,5.049257578628706,27.95294692699372,37.04011274575476,22.356090347019386,29.52881031763559,3.761864554843533,3.1377028741729625,2.634724818644321,2.4331430746324094,3.159490438491593,2.7602823452471004,3.1018964382357934,69.3565202345272,53.50013807445701,27.219771248082616,5.049254134970527,27.95294692699372,37.04011274575476,22.356090347019386,1.3970894090660193,0.3355949907469107,4.982096825457973,13.838064320428593,73.06990456581116,57.0,855.0,461.2328981259437,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,52,29.70483074703681,3.75936997425071,3.440648986884316,2.0002287496346898,2.443166892100996,2.293511781634226,2.1846771895375956,2.3725204227553416,68.9297849936693,35.789885824993554,45.023087710218206,5.098645909089164,38.98268251388659,22.155828740603113,45.73411027368309,29.70482283151892,3.759370565350298,3.440648986884316,2.0002287496346898,2.44316539707875,2.293511781634226,2.1846771895375956,2.3725204227553416,68.92978020976636,35.789885824993554,45.023087710218206,5.098649047272968,38.98268251388659,22.155828740603113,45.73411027368309,1.6496038494564926,0.43839448656855634,4.775140971504408,14.38920023348133,124.22465395927429,58.0,870.0,2511.9801370001314,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,78,29.695202883651117,3.76129501020928,3.684061784719211,2.248346630239822,2.43706327450694,3.1715185429165755,3.939191496639349,3.12206043851142,68.84162657035691,62.04112372424007,25.143327799666334,5.120737409595933,28.575122542246014,45.22396490958001,41.149257495801464,29.694780422387673,3.7614309920954407,3.684061784719211,2.248346630239822,2.4370434573358275,3.1715185429165755,3.939191496639349,3.12206043851142,68.84642730444027,62.04112372424007,25.143327799666334,5.119677219448156,28.575122542246014,45.22396490958001,41.149257495801464,1.5345086260544665,0.35277361309444955,5.245569113043814,13.910684686670562,113.84580874443054,87.0,1305.0,530.1923451650031,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,50,30.549930711028992,3.767267843775555,3.6147210577696827,2.6304896061907455,2.424986246865209,3.1557144305690707,2.36802040325493,3.575858467651009,67.00534291430176,13.504102684793944,37.3125892000736,5.43914953867274,47.15106222921341,15.014070871197509,49.1865702160871,30.54991526545846,3.7672659834330684,3.6147210577696827,2.6304896061907455,2.4249937256808973,3.1557144305690707,2.36802040325493,3.575858467651009,67.0053049948356,13.504102684793944,37.3125892000736,5.439140496963059,47.15106222921341,15.014070871197509,49.1865702160871,1.3102508610598862,0.43322281838350485,5.956247766503395,14.284135234365465,77.85145282745361,59.0,885.0,1067.749323579284,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,48,100.86280772580744,3.4175660600319673,2.13307296270823,2.5206301971570815,2.755434050384907,2.3868685652466555,3.2789217617598796,3.049340618247467,65.95180852856492,27.11429008166222,14.287470894461547,7.42077315343516,42.02623103401364,46.773554837623344,47.619022421889305,100.86280772580744,3.4175660600319673,2.13307296270823,2.5206301971570815,2.755434050384907,2.3868685652466555,3.2789217617598796,3.049340618247467,65.95180852856492,27.11429008166222,14.287470894461547,7.42077315343516,42.02623103401364,46.773554837623344,47.619022421889305,5.141450913938318,17.597140200937172,17.399502440626456,50.582522023730824,145.50364518165588,112.0,1680.0,2178.0210675903722,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,54,29.24247132123375,3.7527543875017284,2.468724172242841,3.2335567140033152,2.449047822446659,3.9003522384941594,3.1133063763903124,3.831212699532549,70.85422990498084,35.350501419181015,41.589393361299145,4.803686862267468,34.2341772527997,47.41634993472588,47.15567024717622,29.24247132123375,3.7527543875017284,2.468724172242841,3.2335567140033152,2.449047822446659,3.9003522384941594,3.1133063763903124,3.831212699532549,70.85422990498084,35.350501419181015,41.589393361299145,4.803686862267468,34.2341772527997,47.41634993472588,47.15567024717622,1.2894092827057506,0.4311809384564264,4.42925566344068,14.474539701377557,153.93860340118408,121.0,1815.0,395.09579080456405,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
6,116,39.40559328623496,3.811690933406893,2.274949408292475,2.278552694501517,2.3512356257438367,2.795353673971067,2.330708394233865,3.8550171607920674,54.018276909639575,58.802786703850124,57.18986904777936,8.331339196477405,36.828527246946315,41.2829851909568,27.21144196922449,39.40535919339069,3.8116887988529053,2.274949408292475,2.278552694501517,2.351245274819329,2.795353673971067,2.330708394233865,3.8550171607920674,54.01877587333905,58.802786703850124,57.18986904777936,8.33141096458488,36.828527246946315,41.2829851909568,27.21144196922449,0.016635239306536345,0.5834448087737099,5.810824172918242,20.90459658814862,210.2375044822693,166.0,2490.0,228.58832933653076,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,93,29.403969507193015,3.758525780476552,3.4876517081501857,2.3908589622186374,2.437649464765845,3.940039978176624,3.6936576029800703,2.479695518295172,69.66843597490806,50.297121694789695,63.883758470761634,4.9968671403602025,15.650167076209334,17.45077503017278,32.022078882796116,29.403858369320766,3.7585331847754953,3.4876517081501857,2.3908589622186374,2.4376559882617386,3.940039978176624,3.6936576029800703,2.479695518295172,69.66851722911986,50.297121694789695,63.883758470761634,4.996860337741958,15.650167076209334,17.45077503017278,32.022078882796116,1.2506006369685396,0.3809950763705581,4.935126141504697,14.179429316406686,196.496830701828,160.0,2400.0,891.1025398502406,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
