2,sigma_C2
8,epsilon_Cm
1,sigma_C1
6,sigma_F3
7,sigma_F4
3,sigma_H
5,sigma_F2
15,epsilon_F4
0,sigma_Cm
11,epsilon_H
10,epsilon_C2
13,epsilon_F2
14,epsilon_F3
4,sigma_F1
9,epsilon_C1
12,epsilon_F1
