Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
15,34,999.9949950409182,2.855578959254499,3.1377028741729625,1.976043613983241,3.977232308824897,3.159490438491593,2.9371401507672874,40.96477623620661,58.44673800892265,7.353863147625478,24.27218451819833,17.321719204995457,39.05903148830205,999.9942500966529,2.8555847854966188,3.1377028741729625,1.976043613983241,3.977232308824897,3.159490438491593,2.937138310083392,40.96493531911878,58.44673800892265,7.353863147625478,24.27218451819833,17.321719204995457,39.05875789940354,0.1482344793011569,47.73046753226089,38.311036658372416,22.03453363648429,43.227169036865234,39.0,507.0,4967.995026201261,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,77,661.3620388460943,3.4340360347319026,3.7917724363921335,2.1421367848069424,3.9296800942967707,3.326882995636896,2.920227193176838,30.481525048887686,71.71680181595964,5.599297067839525,35.24363650354962,29.284788096644842,32.40968438432329,661.3620388460943,3.4340360347319026,3.7917724363921335,2.1421367848069424,3.9296800942967707,3.326882995636896,2.920227193176838,30.481525048887686,71.71680181595964,5.599297067839525,35.24363650354962,29.284788096644842,32.40968438432329,0.24192016866527566,9.535545387600727,8.119271071286118,5.27490092786214,97.96763110160828,90.0,1170.0,4343.559889865885,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,50,1006.3693478755802,3.1477179914686966,3.7562348727818904,1.5410813897968891,3.3409350203568042,2.834609604734254,2.9306100830473425,34.295147549754624,22.876596790517127,8.405956549404294,48.889155150178915,25.969846235573502,35.76734074441711,1006.3687884112115,3.1477226376309453,3.7562348727818904,1.5410813897968891,3.3409350203568042,2.834609604734254,2.9306101702951666,34.295163508598336,22.876596790517127,8.405956549404294,48.889155150178915,25.969846235573502,35.7672468787626,0.28373586565860665,53.46244401122711,80.84582028651324,14.374652198251965,132.18604612350464,72.0,936.0,32422.960476063592,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,62,664.2901907875632,3.433057050154763,3.544356059086493,2.8617237787552865,3.8639441383936743,2.027903145951194,2.9196385011067365,30.01115991858242,71.68606084469509,9.60140895397664,34.48286158683048,47.04622224181961,32.62036349592545,664.2900490918018,3.4330587965403287,3.544356059086493,2.8617237787552865,3.8639441383936743,2.027903145951194,2.919638986655737,30.010871646121725,71.68606084469509,9.60140895397664,34.48286158683048,47.04622224181961,32.62047821574134,0.21525415872327694,8.53416906867382,7.474091266295997,5.065631221638943,123.47566652297974,71.0,923.0,44814.53599786837,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,119,1026.9812818371581,2.458039867370802,3.8959404224353618,2.7406732067560986,2.0300379614842443,2.3523925111501103,2.910388993811996,40.03174710614925,62.61689498822785,4.757893221466348,47.903761881667855,35.370496298147806,45.786035765564826,1026.9812818371581,2.458039867370802,3.8959404224353618,2.7406732067560986,2.0300379614842443,2.3523925111501103,2.910388993811996,40.03174710614925,62.61689498822785,4.757893221466348,47.903761881667855,35.370496298147806,45.786035765564826,0.2600183506373242,24.497696727589105,23.191738719125063,7.472787792836304,270.21192812919617,151.0,1963.0,2343.919992894573,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,92,974.5419286581216,2.9066422979288307,2.2600571442365553,1.5290504368054456,3.3576710658797815,2.4232562320001176,2.9361312687698367,39.15823161215747,13.468565432610227,6.5929408439361055,20.135500121703355,35.62569379161495,38.61885748154982,974.5419286581216,2.9066422979288307,2.2600571442365553,1.5290504368054456,3.3576710658797815,2.4232562320001176,2.9361312687698367,39.15823161215747,13.468565432610227,6.5929408439361055,20.135500121703355,35.62569379161495,38.61885748154982,0.1580626464662837,54.072809018433304,49.642129587762625,21.808230485449428,235.32422518730164,133.0,1729.0,1612.565805133671,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,135,976.4577164971067,2.9068313619748585,3.162717854546515,2.9550299836324685,3.6936576029800703,2.479695518295172,2.9363144894051096,39.41169241209295,63.883758470761634,3.2543311571686746,15.650167076209334,17.45077503017278,38.531501540268984,976.4567635415174,2.906811857843551,3.162717854546515,2.9550299836324685,3.6936576029800703,2.479695518295172,2.936304820491088,39.41148347131956,63.883758470761634,3.2543311571686746,15.650167076209334,17.45077503017278,38.53150073137272,0.14475307758401149,51.45164399286046,48.06990813371719,20.89467359665023,301.432993888855,169.0,2197.0,276.1328004263256,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,125,664.6168431710577,3.4323124795668507,3.8107846374172984,2.1898203987252103,3.092693632040746,3.5972071823040785,2.9205851746539553,30.97569250477655,48.94216999698211,2.124266204406686,35.7718492868823,30.17867221463104,32.22799653107248,664.6162642258812,3.43230081973885,3.8107846374172984,2.1898203987252103,3.092693632040746,3.5972071823040785,2.9205895447066137,30.975924786483287,48.94216999698211,2.124266204406686,35.7718492868823,30.17867221463104,32.22792590062183,0.2721710564106209,10.264154337666465,8.946011458903595,5.341765287097123,515.2414515018463,285.0,3705.0,2428.339284128253,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,65,661.391435179115,3.436289350872965,3.6692513437947456,1.5274324160162878,3.500288629889935,3.977722177812989,2.920041460359405,30.374821871491722,61.303156349346764,2.825808052621136,30.676273416156683,46.80084260825835,32.41720406074272,661.3908490253135,3.4362913815343976,3.6692513437947456,1.5274324160162878,3.500288629889935,3.977722177812989,2.920042761136793,30.374850677919174,61.303156349346764,2.825808052621136,30.676273416156683,46.80084260825835,32.417228685616905,0.23168134906834148,9.038509143059168,7.799773670457032,5.1386343548084765,91.99513101577759,89.0,1157.0,3009.7894306776802,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,49,997.6580708236644,2.305534292054542,3.614782577419047,2.0965152554783004,2.330708394233865,3.8550171607920674,2.9160300214156365,56.02986858966471,57.18986904777936,9.06644872964648,36.828527246946315,41.2829851909568,45.608356624281186,997.6580708236644,2.305534292054542,3.614782577419047,2.0965152554783004,2.330708394233865,3.8550171607920674,2.9160300214156365,56.02986858966471,57.18986904777936,9.06644872964648,36.828527246946315,41.2829851909568,45.608356624281186,0.42220745358129197,8.39399232699792,11.344658513351625,8.913208819208933,130.270352602005,116.0,1508.0,1345.7416822097878,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
