,Unnamed: 0,molecule,temperature,restart,sim_liq_density,sim_vap_density,Hvap,sim_Pvap,liq_enthalpy,vap_enthalpy,sim_Hvap,sim_Tc,sim_rhoc
0,0,R116,190,1,1708.2332300299995,5.4939236533,18.647432744890423,0.607756714833,72162.21556740001,15898.440160499998,135.11475136615417,322.86959354548907,615.2142746364073
1,1,R116,190,2,1708.36377699,4.8307043909,18.661631446176774,0.5372461610470001,73802.13389720001,13977.3457667,135.2176316939866,322.86959354548907,615.2142746364073
2,2,R116,190,3,1707.81872021,4.86474909142,18.66032282341849,0.54114308656,73731.2739046,14076.414362699998,135.20814973252646,322.86959354548907,615.2142746364073
3,3,R116,210,1,1626.7825950299998,9.3998936999,17.580152455478547,1.139398149824,78338.3352779,10475.10741558,127.38149859539963,322.86959354548907,615.2142746364073
4,4,R116,210,2,1625.55948374,8.71223209749,17.585509648890955,1.059943317589,79016.13165,9704.10379711,127.42031551276517,322.86959354548907,615.2142746364073
5,5,R116,210,3,1630.15556924,10.21409392633,17.584498415252412,1.232808673088,77532.1488825,11386.82136936,127.41298836036226,322.86959354548907,615.2142746364073
6,6,R116,230,1,1542.6745934699998,19.8821985696,16.37592535974062,2.5497797877,80341.6896685,9985.89905347,118.65596265407282,322.86959354548907,615.2142746364073
7,7,R116,230,2,1543.41095175,20.4694848326,16.39769595893681,2.61371245475,80089.16782460001,10262.449076310002,118.81370710810721,322.86959354548907,615.2142746364073
8,8,R116,230,3,1542.21992556,20.4837624692,16.362966308605213,2.6223075926600004,80090.9301733,10283.43023208,118.56206452900348,322.86959354548907,615.2142746364073
9,9,R116,250,1,1449.62429677,41.9143747105,14.942245333187037,5.53010851781,81530.2806629,10356.43003447,108.26786671740896,322.86959354548907,615.2142746364073
10,10,R116,250,2,1449.67129341,42.32528069400001,14.91985347490075,5.54801955795,81434.89439839999,10463.20362394,108.10562077147269,322.86959354548907,615.2142746364073
11,11,R116,250,3,1448.37951188,41.3731834118,14.93475827128696,5.44903103716,81702.17350440001,10183.189040460002,108.21361729225046,322.86959354548907,615.2142746364073
12,12,R116,270,1,1344.49841981,77.3088579217,13.21514827979113,10.09002927515,83919.25237799999,9534.849581579998,95.75374254024858,322.86959354548907,615.2142746364073
13,13,R116,270,2,1348.00235183,82.94882321889999,13.12774916165548,10.683945714138,83315.4244763,10191.91095266,95.12046983842022,322.86959354548907,615.2142746364073
14,14,R116,270,3,1344.24357688,77.8546602946,13.20054768959364,10.247961986140002,84070.21767450002,9372.51602595,95.64795022334782,322.86959354548907,615.2142746364073
