,molecule,temperature,restart,liq_density,vap_density,Hvap,Pvap,liq_enthalpy,vap_enthalpy
0,R116,190,1,1707.1208670400001,2.34175315496,18.86955259968007,0.264360186025,79809.6803717,6767.57947555
1,R116,190,2,1705.8263081,2.8826975476,18.787251422987012,0.324476752203,78513.55592890001,8331.170398170001
2,R116,190,3,1706.68969992,3.4712754322699997,18.785883704173692,0.388918091174,77071.5399004,10036.48626026
3,R116,210,1,1629.0103989899999,9.539030798539999,17.688855977314233,1.153780452297,78082.3804477,10627.443842760003
4,R116,210,2,1627.1550865000002,8.49644108951,17.725988622663596,1.0337536575689998,79076.722152,9460.33745551
5,R116,210,3,1628.34295266,9.0456071584,17.7192413797304,1.095773782841,78558.23502000001,10067.71439214
6,R116,230,1,1545.14193738,19.643796426500003,16.500257591085607,2.5173054627,80315.469987,9866.25696482
7,R116,230,2,1547.3935224200002,21.078776674599997,16.50355868569338,2.6897552007700005,79677.19273299999,10570.757505380001
8,R116,230,3,1547.06995367,18.6751104438,16.5408178726842,2.39923517609,80730.3830951,9377.66619557
9,R116,250,1,1454.0356298699999,39.0591542875,15.124449005765591,5.185941541370001,82029.34945499999,9624.683650899999
10,R116,250,2,1454.4693138599998,37.7518050102,15.192483102521411,5.032960151679999,82327.9077097,9284.646080389999
11,R116,250,3,1456.86447129,39.347972080699996,15.120732478257281,5.19442958755,81965.5136714,9676.30803424
12,R116,270,1,1353.6719641200002,74.84020773840001,13.414484251763188,9.807357744732,84161.0866656,9070.225397640002
13,R116,270,2,1353.42140326,74.4943621908,13.403242866112155,9.72269462875,84160.14850499999,9059.582723829999
14,R116,270,3,1351.088272,74.00983223630001,13.424663935327803,9.723556310086,84208.07238419999,9024.92283498
15,R125,229,1,1513.78626485,7.1237338360599995,20.045023751880585,1.087504589243,42650.8796664,11757.0246748
16,R125,229,2,1513.1444854200001,7.30342719968,20.037240475939925,1.1137526535159998,42418.003124300005,12055.177005280002
17,R125,229,3,1513.02389382,7.060525128739999,,1.10978169458689,51510.470689,124.70788290540001
18,R125,249,1,1440.47407761,16.8014391539,18.660165724132067,2.6788662540700003,43683.3899438,12360.4651167
19,R125,249,2,1439.9414813500002,16.4504233143,18.646071882999973,2.631447426,43894.9468391,12097.53109947
20,R125,249,3,1440.3169338999999,18.463106430899998,18.599283017053203,2.92835570374,42726.932592900004,13573.8748325
21,R125,269,1,1355.8243306699999,34.1803378643,16.996716588884635,5.5724548282,45152.2052133,12551.35687923
22,R125,269,2,1357.5844665999998,34.606466113399996,17.04658739627387,5.63566052968,44954.7098767,12757.28759033
23,R125,269,3,1356.95782341,34.067501926000006,17.017749057650953,5.55888398325,45133.8179663,12563.22548841
24,R125,289,1,1263.52059255,64.6895103457,15.057759262963865,10.42210079543,46472.7790512,12890.0863849
25,R125,289,2,1265.33712999,64.6785505004,15.086112017405824,10.42568776026,46527.178436300004,12801.44246702
26,R125,289,3,1260.98792447,65.3596550862,15.035931558826073,10.52490708113,46465.142528300006,12913.915572659998
27,R125,309,1,1152.58904359,113.7017864176,12.709983899759996,17.671833880249,48673.6184173,12320.564344479999
28,R125,309,2,1156.70665251,118.9960495048,12.653465133706893,17.934582301481104,48043.5114641,12982.52900979
29,R125,309,3,1156.94539967,116.49734123100001,12.72039053201242,17.950097153505,48224.6118213,12788.59462885
30,R134,240,1,,,,,,
31,R134,240,2,,,,,,
32,R134,240,3,,,,,,
33,R134,260,1,,,,,,
34,R134,260,2,,,,,,
35,R134,260,3,,,,,,
36,R134,280,1,,,,,,
37,R134,280,2,,,,,,
38,R134,280,3,,,,,,
39,R134,300,1,,,,,,
40,R134,300,2,,,,,,
41,R134,300,3,,,,,,
42,R134,320,1,,,,,,
43,R134,320,2,,,,,,
44,R134,320,3,,,,,,
45,R134a,240,1,1412.29308104,4.05826652166,22.81386924482765,0.7690648789340001,-1161.2858464848464,3550.74631581
46,R134a,240,2,1413.40447184,4.152909311060001,22.79247028472189,0.785107473153,-1151.3107167220057,3630.51183127
47,R134a,240,3,1412.0832099200002,4.22172722251,22.771148959293267,0.7992522182289999,-1130.82989683168,3690.8894400699996
48,R134a,260,1,1350.1235547400001,10.10046784517,21.381008796267693,2.0021252234799998,167.053023376502,3929.3859493100003
49,R134a,260,2,1347.48962284,9.70620809652,21.39097138451965,1.93274181083,183.9728716859032,3782.3382991
50,R134a,260,3,1349.7638229600002,9.597155832519999,21.44901178092292,1.9102536110000001,155.115376793014,3740.50023195
51,R134a,280,1,1284.3497016600002,20.0431712421,19.853619571236205,4.114777843430001,1570.20511918437,3937.2841542300002
52,R134a,280,2,1281.93847749,19.0612730194,19.900228490283567,3.93590302445,1604.95066265166,3747.8053985200004
53,R134a,280,3,1282.8009631199998,19.7295608412,19.867617436731972,4.05919544551,1591.27897337669,3882.4720915299995
54,R134a,300,1,1208.8318994,38.0352249321,18.06357850559596,7.844205567520001,2957.357974325,4079.0058957099995
55,R134a,300,2,1206.58058179,37.1261255062,18.06783505341023,7.669049052439999,2989.4619647429995,3997.9737964200003
56,R134a,300,3,1209.81785108,37.615166925299995,18.113126414830333,7.741815119390001,2939.110980147,4039.41954265
57,R134a,320,1,1119.42342741,65.2369751122,15.929155733938305,13.17128281745,4425.902161239999,3964.48871109
58,R134a,320,2,1123.29131052,65.27033468,15.947345321519434,13.18809007758,4404.17585789,3987.3605814400003
59,R134a,320,3,1122.5927540199998,65.8277187507,15.919230548625276,13.213269618150001,4384.996404199999,4045.5682600100004
