sigma_Cm,sigma_C1,sigma_C2_0,sigma_C2_1,sigma_C2_2,sigma_C2_3,sigma_H1,sigma_F_1,sigma_F_2,sigma_F_3,sigma_F_4,epsilon_Cm,epsilon_C1,epsilon_C2_0,epsilon_C2_1,epsilon_C2_2,epsilon_C2_3,epsilon_H1,epsilon_F_1,epsilon_F_2,epsilon_F_3,epsilon_F_4
3.829386976746358,3.377605639856174,3.845785714181852,3.4261522009518,3.4107207795080385,3.749010156424499,2.050729356218993,3.106348821430227,2.846958567764438,2.98856375031816,2.931140426807568,57.21705632842985,43.10151898521627,45.70963248289577,57.36813071754639,34.510411053693474,37.51808494013227,10.062626720700166,31.63842218161142,42.43509857390167,20.61422396220085,28.61290866019462
