Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_12_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_12_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_12_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_12_cum,epsilon_F_3_cum,epsilon_F_4_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
7,39,973.651709832564,2.954919892186939,3.994645700902961,2.344681016690657,2.2742714992577553,3.8651909260743267,2.5452272422348496,2.1320003454441245,3.5109261052049323,2.934824382851243,37.58650546023333,56.24910931085068,18.07761252819071,11.292208699586714,11.703714147051755,2.36798434427033,23.617387366106605,45.100978203901086,38.19261413135377,973.6475477875454,2.954451038546507,3.994645700902961,2.344681016690657,2.2742714992577553,3.8651909260743267,2.5452272422348496,2.1320003454441245,3.5109261052049323,2.9347401343166752,37.536550738872506,56.24910931085068,18.07761252819071,11.292208699586714,11.703714147051755,2.36798434427033,23.617387366106605,45.100978203901086,38.21646928853343,0.17696576209553191,58.22102184704529,61.39167394243587,21.05741207849332,205.09692454338074,82.0,1558.0,6328.000994759748,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,43,998.3102179744429,2.306620980726174,3.614782577419047,2.795353673971067,2.330708394233865,3.8550171607920674,2.0216487896182596,3.501624206272311,3.451995970700903,2.914919562971467,55.2499438780065,58.81125821177693,32.67839222855977,27.5453129647267,68.23260418274437,7.565185468326834,48.7694016501935,38.22045242364569,45.67090145772447,998.3102179744429,2.306620980726174,3.614782577419047,2.795353673971067,2.330708394233865,3.8550171607920674,2.0216487896182596,3.501624206272311,3.451995970700903,2.914919562971467,55.2499438780065,58.81125821177693,32.67839222855977,27.5453129647267,68.23260418274437,7.565185468326834,48.7694016501935,38.22045242364569,45.67090145772447,0.4753083381956762,9.783897142079047,12.116356892907948,7.767106367987968,279.616667509079,105.0,1995.0,1974.777724487077,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,78,1047.762550445642,2.3290803479311224,3.947567076716645,3.209432201948106,3.6576916159613857,3.1494230094162043,2.4421142974610257,2.571152563391388,3.1736666813121657,2.9256415375319027,61.02540554885831,59.08034225039922,55.373721149074704,66.191162953549,30.974264794388528,10.720254280238635,30.780587774467225,28.373596321103104,44.7861969436396,1047.7625306511738,2.32908021337071,3.947567076716645,3.209432201948106,3.6576916159613857,3.1494230094162043,2.4421142974610257,2.571152563391388,3.1736666813121657,2.9256415408378933,61.02541621419427,59.08034225039922,55.373721149074704,66.191162953549,30.974264794388528,10.720254280238635,30.780587774467225,28.373596321103104,44.78619817475851,0.1551072702090947,38.39174473213356,28.835123593572664,24.36072267600478,258.1454071998596,97.0,1843.0,23546.504378719248,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,154,661.5757195188488,3.4325583428497937,3.684061784719211,2.248346630239822,2.558367358022279,3.1715185429165755,2.954393622479512,3.12206043851142,2.037294578745886,2.920336664699227,30.570474913890756,62.46183771522066,35.210941864171176,66.13022054636288,58.562906777917014,9.231123041875446,19.775932898123976,17.09711913292741,32.39563112987737,661.5757195188488,3.4325583428497937,3.684061784719211,2.248346630239822,2.558367358022279,3.1715185429165755,2.954393622479512,3.12206043851142,2.037294578745886,2.920336664699227,30.570474913890756,62.46183771522066,35.210941864171176,66.13022054636288,58.562906777917014,9.231123041875446,19.775932898123976,17.09711913292741,32.39563112987737,0.24821452939616803,9.777327451937524,8.308826872778221,5.327633411972448,356.0930640697479,228.0,4332.0,2382.2085798028243,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,79,983.4667810789355,2.879171735770609,2.2149882582121854,2.451418677215709,3.425977960765353,3.1194339641082847,1.5188339702386737,2.1439485593789733,3.9345526600005436,2.9360991406432824,39.158088856855244,26.401173397071027,58.34868051488105,22.702916272105725,47.78833027276176,14.61025985814806,44.63900805215124,23.394671570165514,39.16613477347198,983.4655101633166,2.879172340819011,2.2149882582121854,2.451418677215709,3.425977960765353,3.1194339641082847,1.5188339702386737,2.1439485593789733,3.9345526600005436,2.936099795574676,39.15847696646885,26.401173397071027,58.34868051488105,22.702916272105725,47.78833027276176,14.61025985814806,44.63900805215124,23.394671570165514,39.166042134102845,0.2042902538879431,61.550945254579126,50.00882646058785,25.58486322099649,136.69023823738098,90.0,1710.0,12845.80669686473,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,38,1023.3491508828447,2.8413132733631774,3.6692513437947456,2.0365765546883834,3.500288629889935,3.977722177812989,2.622248481569759,2.56088798412881,3.578558656902977,2.9377299256112543,41.97878263261234,69.05870770105123,29.084919644289172,28.705397008112673,18.45185718768805,2.251770452313862,38.75924365289619,22.406984060002067,39.041980100060385,1023.3484105924738,2.841293461928146,3.6692513437947456,2.0365765546883834,3.500288629889935,3.977722177812989,2.622248481569759,2.56088798412881,3.578558656902977,2.9377288634502188,41.97867690127471,69.05870770105123,29.084919644289172,28.705397008112673,18.45185718768805,2.251770452313862,38.75924365289619,22.406984060002067,39.04236808668043,0.13610079710959694,43.06238772913628,33.55741510849865,20.94217916662935,70.18254709243774,45.0,855.0,9571.595345945465,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,43,975.302817120453,2.964747461523489,3.6579617991003572,2.3135827892921683,2.037152404354819,2.1400442874384447,2.2295176664055476,3.2126589233066607,3.1377028741729625,2.934614393319368,37.36542462620353,47.68343925097681,34.709176220530786,45.8116342426633,58.44673800892265,10.700027614891399,24.27218451819833,17.321719204995457,38.07647567037976,975.3026081622995,2.964748627831316,3.6579617991003572,2.3135827892921683,2.037152404354819,2.1400442874384447,2.2295176664055476,3.2126589233066607,3.1377028741729625,2.9346113117244648,37.36509587004927,47.68343925097681,34.709176220530786,45.8116342426633,58.44673800892265,10.700027614891399,24.27218451819833,17.321719204995457,38.07643246174819,0.17724369266538278,58.16425931686391,63.310261486107606,20.617279525158597,140.61305952072144,50.0,950.0,3703.2643041122656,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,72,983.5632186710247,2.9939568049594434,3.1982206152917563,2.031066551101671,3.186962816393274,2.867352697978917,2.7110407933272618,2.6304896061907455,3.7857774170503022,2.933455332106681,36.27949758725339,61.21540019865779,49.78202650792071,13.504102684793944,37.3125892000736,10.827894875350584,47.15106222921341,15.014070871197509,37.88467372106613,983.5622139852202,2.9939582099300215,3.1982206152917563,2.031066551101671,3.186962816393274,2.867352697978917,2.7110407933272618,2.6304896061907455,3.7857774170503022,2.9334538246136654,36.27953474627893,61.21540019865779,49.78202650792071,13.504102684793944,37.3125892000736,10.827894875350584,47.15106222921341,15.014070871197509,37.88470607486499,0.2051275962017196,60.620346531763246,71.64326368939544,20.401761641361148,341.4746742248535,132.0,2508.0,2784.100612843059,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
16,73,977.0429383808987,2.893721051969341,2.6347678919165536,3.243838735840603,2.8604945416425287,3.9476041558545036,2.516701337151467,2.3971397768542215,2.853402018696065,2.9363101978363093,39.36213791022683,67.19988875662308,68.74972712871418,53.076787804392055,27.56353703193426,5.280767119559667,44.92142799440909,33.47001262080613,38.81202840088156,977.042814829568,2.893722172025158,2.6347678919165536,3.243838735840603,2.8604945416425287,3.9476041558545036,2.516701337151467,2.3971397768542215,2.853402018696065,2.9363103649896165,39.36204559653733,67.19988875662308,68.74972712871418,53.076787804392055,27.56353703193426,5.280767119559667,44.92142799440909,33.47001262080613,38.81205156201146,0.16981629045044216,55.719362571415346,48.43627832121471,22.958262548995222,216.6994161605835,83.0,1577.0,5678.3046451727505,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,98,977.1950968763035,2.912150248663839,3.440648986884316,2.0002287496346898,2.604665145263679,2.293511781634226,1.6385078921531968,2.3725204227553416,2.691121454086095,2.936338497436377,39.416353250709925,37.24764343621417,54.53926752578938,23.289396232548636,67.07763336541147,2.3560387115730403,38.46636285624408,29.605668082849444,38.42569568314749,977.1949849313179,2.912163023834985,3.440648986884316,2.0002287496346898,2.604665145263679,2.293511781634226,1.6385078921531968,2.3725204227553416,2.691121454086095,2.9363586657041023,39.415959528577744,37.24764343621417,54.53926752578938,23.289396232548636,67.07763336541147,2.3560387115730403,38.46636285624408,29.605668082849444,38.42584757810002,0.1384654193295238,50.58274423390529,48.33347563302156,20.322234129245263,360.3880798816681,143.0,2717.0,4437.778985700329,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
