Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,R32-sim_liq_density-wt,R32-sim_vap_density-wt,R32-sim_Pvap-wt,R32-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
6,32,8.084276704417292,3.8104365107348173,3.054116204515218,3.771884198621549,2.7145395200049993,3.817070301839598,1.9857937949104723,2.031642485693112,2.706935603559554,3.3817938350338475,3.994645700902961,48.7342408397191,18.91382372587706,70.61870509741566,55.29318049684352,14.290011226934064,7.627433223174589,41.38566659614363,38.73236949180481,39.90336655199651,19.349483669025766,8.083743742124886,3.8104343273603334,3.054116204515218,3.771884198621549,2.7145395200049993,3.817070301839598,1.9856687024837596,2.031642485693112,2.706799778299884,3.3817938350338475,3.994645700902961,48.731697867149315,18.91382372587706,70.61870509741566,55.29318049684352,14.290011226934064,7.6294960848102145,41.38566659614363,38.73071700520374,39.90336655199651,19.349483669025766,2.021826947259285,1.13002300881718,0.7261384072847894,1.0636241307941035,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,70.61029171943665,42.0,882.0,4.174723023625964,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,51,8.08374829834446,3.8104360810361393,3.2473444141112173,3.5018848680546744,2.697796683955685,2.5398557835300517,1.9855782343396464,2.8561823797425894,2.706801815885092,3.326882995636896,3.2433914404182436,48.7303008498391,71.71680181595964,39.24428867619614,47.595324935163575,36.52889217948328,7.63029482756564,46.61828321967889,38.73131739164505,15.100461446090565,36.60007197672534,8.08374829834446,3.8104360810361393,3.2473444141112173,3.5018848680546744,2.697796683955685,2.5398557835300517,1.9855782343396464,2.8561823797425894,2.706801815885092,3.326882995636896,3.2433914404182436,48.7303008498391,71.71680181595964,39.24428867619614,47.595324935163575,36.52889217948328,7.63029482756564,46.61828321967889,38.73131739164505,15.100461446090565,36.60007197672534,2.0373437610383993,1.1221230870403778,0.7348793393569534,1.0600195006537065,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,101.06594276428223,60.0,1260.0,5.43826272315481,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,77,8.083748594802683,3.8104130190640175,3.1631548146885824,3.97950341532741,2.4078124504662437,2.4954658035247097,1.9856274490092563,3.500344826595985,2.70681578275284,2.1138588768221895,3.017032481220479,48.72954883293536,61.909275909413665,29.3265397979727,11.794390777042738,48.573109215200375,7.630154742130625,28.3355643421775,38.73167869869148,32.88995174039949,33.9333131736766,8.083748594802683,3.8104130190640175,3.1631548146885824,3.97950341532741,2.4078124504662437,2.4954658035247097,1.9856274490092563,3.500344826595985,2.70681578275284,2.1138588768221895,3.017032481220479,48.72954883293536,61.909275909413665,29.3265397979727,11.794390777042738,48.573109215200375,7.630154742130625,28.3355643421775,38.73167869869148,32.88995174039949,33.9333131736766,2.037427739839236,1.1220740152772963,0.7353224372839184,1.0597672112694692,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,179.73246884346008,107.0,2247.0,8.977013944400035,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,44,8.08381162254491,3.810440956002097,3.936523151438794,2.6268483563184852,3.3846452313386277,3.752778304592076,1.9855082739747696,2.1700884227395556,2.706811339483572,2.3396608391291376,3.756285006858826,48.73435992687065,37.3719956253284,72.26281945978263,44.65574352324612,54.97201240678078,7.628386356110529,39.02753246885543,38.73095133388987,15.640089707046714,41.25505102307387,8.08374916377365,3.810413631047122,3.936523151438794,2.6268483563184852,3.3846452313386277,3.752778304592076,1.9856345823485495,2.1700884227395556,2.706838575949142,2.3396608391291376,3.756285006858826,48.72999916053512,37.3719956253284,72.26281945978263,44.65574352324612,54.97201240678078,7.630088655035495,39.02753246885543,38.73130689602995,15.640089707046714,41.25505102307387,2.0367838631250392,1.123709161580503,0.7336393062338367,1.0605258702967482,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,94.43660950660706,56.0,1176.0,5.6469854181912,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,38,8.08375013818931,3.8104632278371584,3.7166276728580843,3.51016437693536,3.3961144968946053,3.7289588601091994,1.9856396818074071,3.3415775815751743,2.706780300245526,2.7642055040630344,2.821622699844371,48.73128010218099,30.629956487288005,50.424758914819606,37.96607260338219,73.2971350652714,7.630143730402799,21.94994609494888,38.7306643845095,27.017118392104805,42.91735813854984,8.08375013818931,3.8104632278371584,3.7166276728580843,3.51016437693536,3.3961144968946053,3.7289588601091994,1.9856396818074071,3.3415775815751743,2.706780300245526,2.7642055040630344,2.821622699844371,48.73128010218099,30.629956487288005,50.424758914819606,37.96607260338219,73.2971350652714,7.630143730402799,21.94994609494888,38.7306643845095,27.017118392104805,42.91735813854984,2.035366400098077,1.1221212655347512,0.7343221120640611,1.0598408785007942,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,102.64233589172363,61.0,1281.0,7.28700595079492,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,43,8.083755301808026,3.8103973063765464,3.7857774170503022,3.1557144305690707,2.36802040325493,3.575858467651009,1.9856802085272942,2.1078185441475057,2.706832624769075,3.3581376731308588,3.837203555955051,48.732501300824225,73.48934468701889,34.477720458475346,73.29592999329098,49.30654656331346,7.629007501707554,35.114902664783585,38.73063456434521,24.99516985934929,35.539166922962906,8.08375313927164,3.810403321065916,3.7857774170503022,3.1557144305690707,2.36802040325493,3.575858467651009,1.9856641687155312,2.1078185441475057,2.7068287951445864,3.3581376731308588,3.837203555955051,48.73261325894493,73.48934468701889,34.477720458475346,73.29592999329098,49.30654656331346,7.628967010704492,35.114902664783585,38.730628808892185,24.99516985934929,35.539166922962906,2.036877390329,1.1223418039579525,0.7329242808879508,1.06062801029471,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,87.46157789230347,52.0,1092.0,9.626272315480948,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,42,8.083753390135584,3.8104420548233553,2.420348019829679,3.5055111074776275,2.13307296270823,2.5206301971570815,1.9855904651804601,2.3868685652466555,2.7067809285385653,3.049340618247467,3.8496159407987007,48.731509556493876,14.287470894461547,57.77928761376353,60.19157192031105,69.00803041272908,7.630315062639191,15.488305054145895,38.73031595610069,36.58724249505802,48.21557122406658,8.083753390135584,3.8104420548233553,2.420348019829679,3.5055111074776275,2.13307296270823,2.5206301971570815,1.9855904651804601,2.3868685652466555,2.7067809285385653,3.049340618247467,3.8496159407987007,48.731509556493876,14.287470894461547,57.77928761376353,60.19157192031105,69.00803041272908,7.630315062639191,15.488305054145895,38.73031595610069,36.58724249505802,48.21557122406658,2.038867506175845,1.1210673190089337,0.733872150669446,1.0603558966670046,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,89.14659690856934,53.0,1113.0,3.8093258726352253,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,40,8.083776940553618,3.8104210504021863,3.233370134310472,2.4673322784784997,2.203934518851595,3.0317140339370594,1.9858213170860197,2.305343288186326,2.7068042869743474,3.088020237627876,3.3082746939414887,48.73133757863074,58.84930811379086,24.43319408699498,43.75786858379216,61.04424183440524,7.628812647285006,26.35268609041653,38.730992378866155,44.56483626607244,33.845420740809026,8.083761139110823,3.8104134998193024,3.233370134310472,2.4673322784784997,2.203934518851595,3.0317140339370594,1.9857800246074269,2.305343288186326,2.7068145767125436,3.088020237627876,3.3082746939414887,48.731896865647826,58.84930811379086,24.43319408699498,43.75786858379216,61.04424183440524,7.62900316682669,26.35268609041653,38.73069850658334,44.56483626607244,33.845420740809026,2.0332103173280482,1.1224374588898027,0.7358802626295269,1.0584418113785612,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,79.10699725151062,47.0,987.0,7.547561950439648,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,24,8.084406409915884,3.8104628595692107,2.27291045132137,2.119835379024423,2.2426869114814747,2.0891037570895232,1.9854845248753543,2.451418677215709,2.7067044695538534,3.1194339641082847,2.0251119603182315,48.72544463135594,72.8729614500177,46.92653002479624,23.214060252964387,26.401173397071027,7.629319155735455,21.84003183882616,38.737509255975745,48.95069961809094,44.63900805215124,8.083951013783336,3.810355867242934,2.27291045132137,2.119835379024423,2.2426869114814747,2.0891037570895232,1.9855331640743732,2.451418677215709,2.706867444249627,3.1194339641082847,2.0251119603182315,48.72384395164919,72.8729614500177,46.92653002479624,23.214060252964387,26.401173397071027,7.631621123461423,21.84003183882616,38.734086729506565,48.95069961809094,44.63900805215124,2.045878508172992,1.1249953526448362,0.7339483472744321,1.0613122336157832,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,57.281614780426025,34.0,714.0,6.2133404387601034,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,41,8.411367934050324,3.7983782637638064,2.0524219737554383,2.056612976041589,2.4924221352060916,3.720055897365776,1.990479817484129,3.1056439573715315,2.7314967265725043,2.248346630239822,2.558367358022279,56.078117429440766,73.02372364077887,46.46696425162116,11.212073809241298,62.04112372424007,3.459622248184017,43.24868184665728,39.209292942483906,45.22396490958001,41.149257495801464,8.411367731614046,3.7983785063867153,2.0524219737554383,2.056612976041589,2.4924221352060916,3.720055897365776,1.9904795564187525,3.1056439573715315,2.731496240067988,2.248346630239822,2.558367358022279,56.07814403836354,73.02372364077887,46.46696425162116,11.212073809241298,62.04112372424007,3.4595995627034264,43.24868184665728,39.20931742046197,45.22396490958001,41.149257495801464,0.2521957884509147,1.4420057652895029,0.6628886705180203,1.3055811915811932,0.002511266528006709,13.184852114059755,102.58256780459931,0.03175039480915045,80.72806453704834,48.0,1008.0,2.454320987654321,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
